geneID	Endocrine	Immune	Exocrine	ActivatedStroma	ClassicalTumor	NormalStroma	BasalTumor
RABEPK	1.082694e+00	8.275942e-01	1.006609e+00	9.596099e-01	6.813461e-01	9.034905e-01	9.204568e-01
RABGAP1	6.275219e-01	8.785132e-01	6.744916e-01	8.787415e-01	8.906675e-01	1.058646e+00	8.672733e-01
RABGAP1L	6.897626e-01	1.148359e+00	5.902629e-01	7.643123e-01	7.331988e-01	7.587390e-01	5.625654e-01
RABGEF1	7.376606e-01	9.278573e-01	8.265341e-01	8.732330e-01	7.530252e-01	8.934836e-01	8.980183e-01
RABGGTA	7.934328e-01	8.464469e-01	8.907165e-01	7.191766e-01	8.858953e-01	6.379796e-01	1.077565e+00
RABGGTB	6.124688e-01	1.024423e+00	7.759927e-01	6.401909e-01	9.087963e-01	7.757050e-01	1.065533e+00
RABIF	7.370326e-01	7.641646e-01	6.310341e-01	6.959511e-01	8.243029e-01	7.346668e-01	7.216954e-01
RABL2A	4.351483e-01	8.283097e-01	3.087618e-01	6.772805e-01	6.875145e-01	6.187103e-01	7.004045e-01
RABL2B	6.465799e-01	8.988934e-01	2.485508e-01	8.241216e-01	5.958761e-01	7.715563e-01	4.848759e-01
RABL3	9.461830e-01	7.585641e-01	7.985032e-01	7.503748e-01	6.448241e-01	8.276526e-01	8.146757e-01
RABL5	8.476234e-01	4.477901e-01	8.147152e-01	8.950518e-01	7.327295e-01	8.207965e-01	8.604755e-01
RAC1	6.044202e-01	5.670668e-01	7.534662e-01	1.028857e+00	1.329127e+00	8.175421e-01	1.614508e+00
RAC2	7.585735e-01	2.637674e+00	4.846789e-01	9.409170e-01	1.020521e+00	5.928002e-01	1.274284e+00
RAC3	1.034726e+00	1.087686e-01	0	1.280788e+00	1.974338e-01	6.252609e-01	1.132551e+00
RACGAP1	0	1.475364e-01	3.552013e-01	3.574780e-01	6.931974e-01	3.444481e-01	1.425973e+00
RACGAP1P	0	0	0	0	1.139423e-01	0	6.950874e-01
RAD1	5.641471e-01	7.946071e-01	6.688707e-01	7.814647e-01	5.874183e-01	8.113466e-01	7.102339e-01
RAD17	7.143754e-01	1.021271e+00	7.630767e-01	6.175947e-01	6.773431e-01	8.358203e-01	7.938732e-01
RAD18	2.791503e-01	2.878462e-01	3.787504e-01	4.388780e-01	6.024020e-01	3.672126e-01	1.113232e+00
RAD21	4.817710e-01	9.259047e-01	8.090066e-01	8.455751e-01	8.510264e-01	6.073735e-01	1.289820e+00
RAD21L1	0	1.957485e-02	3.640965e-02	0	5.287529e-02	6.154874e-02	2.070947e-02
RAD23A	8.247712e-01	8.254064e-01	8.178428e-01	8.621060e-01	1.175817e+00	8.799358e-01	1.505184e+00
RAD23B	9.089681e-01	8.705236e-01	1.022078e+00	9.691772e-01	8.944901e-01	8.618072e-01	1.133517e+00
RAD50	7.436972e-01	7.496086e-01	9.196972e-01	7.705909e-01	8.379629e-01	8.136572e-01	8.492137e-01
RAD51	0	9.262238e-02	2.020620e-01	2.150963e-01	6.661562e-01	0	1.672305e+00
RAD51AP1	0	1.216004e-01	1.040083e-01	1.896985e-01	4.482809e-01	0	1.443308e+00
RAD51AP2	3.064002e-01	0	1.065247e-01	5.650259e-01	9.421137e-03	2.432069e-01	0
RAD51C	9.809015e-01	1.129536e+00	5.876404e-01	6.516595e-01	3.960110e-01	8.644305e-01	6.480158e-01
RAD51L1	1.738299e-01	9.040947e-01	4.469185e-01	3.457660e-01	4.951675e-01	1.515223e-01	8.841671e-01
RAD51L3	7.752440e-01	9.912470e-01	6.661788e-01	7.576229e-01	5.563534e-01	7.494047e-01	4.183194e-01
RAD52	7.917725e-02	8.888215e-01	3.190540e-01	1.507121e-01	5.917267e-01	4.634175e-01	5.937215e-01
RAD54B	1.202008e-01	0	1.698139e-01	1.842133e-01	4.810748e-01	0	1.158856e+00
RAD54L	0	0	0	1.313302e-01	6.251586e-01	0	1.854200e+00
RAD54L2	0	1.028250e+00	4.379018e-01	4.427514e-01	2.230669e-01	5.902228e-01	0
RAD9A	1.004869e-01	8.440399e-01	2.812189e-01	2.905133e-01	1.065052e+00	5.041160e-01	1.153914e+00
RAD9B	1.290892e-01	7.971553e-01	5.130555e-01	0	5.800770e-01	6.084752e-01	3.937217e-01
RADIL	8.545285e-01	1.534407e+00	2.969889e+00	8.768626e-01	2.508968e-01	1.371608e+00	0
RAE1	5.074121e-01	8.471258e-01	6.947140e-01	5.320234e-01	8.423596e-01	6.639497e-01	1.143319e+00
RAET1E	2.999927e-02	1.921608e-01	0	2.530701e-01	2.964980e-01	0	8.916308e-01
RAET1G	3.127852e-01	5.043976e-01	5.550870e-01	4.553338e-01	3.023238e-01	0	1.457289e+00
RAET1K	0	9.633265e-01	0	0	1.640879e-01	0	8.506779e-01
RAET1L	7.219108e-01	1.070378e+00	6.384453e-01	8.831397e-01	2.818323e-01	0	1.622833e+00
RAF1	6.731275e-01	1.088048e+00	1.023153e+00	8.311528e-01	1.004656e+00	9.364591e-01	1.122911e+00
RAG1	1.286283e-01	0	5.954055e-01	6.256581e-01	5.040680e-01	3.587620e-01	1.103267e-01
RAG1AP1	4.702569e-01	2.814584e-01	6.878786e-01	8.106154e-01	1.135867e+00	3.750720e-01	1.185024e+00
RAG2	2.548352e-02	3.073225e-02	0	0	0	0	0
RAGE	2.258813e-01	1.271348e-01	6.519721e-01	2.689885e-01	1.174309e+00	6.450975e-01	1.183859e+00
RAI1	7.039935e-01	4.038013e-01	1.826347e-01	7.913889e-01	9.126469e-01	7.189851e-01	9.901940e-01
RAI14	3.708236e-01	7.194237e-01	4.893883e-01	1.817101e+00	5.773873e-01	8.450292e-01	7.195204e-01
RAI2	1.925835e+00	1.130070e+00	1.036842e+00	9.976389e-01	7.234910e-01	1.952654e+00	0
RALA	5.179632e-01	4.907954e-01	7.665841e-01	1.128242e+00	8.784064e-01	7.354329e-01	1.382979e+00
RALB	4.894819e-01	6.113185e-01	7.410532e-01	1.042193e+00	1.003263e+00	7.773868e-01	1.285844e+00
RALBP1	2.998126e-01	5.774473e-01	6.213523e-01	9.459294e-01	9.533835e-01	8.019686e-01	1.139636e+00
RALGAPA1	8.727447e-01	1.001498e+00	5.910024e-01	4.787729e-01	8.065334e-01	9.144420e-01	4.223933e-01
RALGAPA2	3.280671e-01	7.159850e-01	6.410985e-01	4.528738e-01	7.992872e-01	6.233145e-01	2.500775e-02
RALGAPB	5.816240e-01	8.346532e-01	6.326514e-01	7.126711e-01	8.769545e-01	8.234569e-01	9.542946e-01
RALGDS	1.081627e+00	1.455174e+00	4.736184e-01	8.572710e-01	1.053959e+00	9.645633e-01	9.787224e-01
RALGPS1	1.229267e+00	7.510330e-01	5.866799e-01	1.527092e-01	1.397967e+00	1.089278e+00	3.113621e-01
RALGPS2	0	1.265417e+00	4.734040e-01	3.150889e-01	8.380158e-01	2.635266e-01	9.062961e-01
RALY	5.189528e-01	9.486079e-01	8.956623e-01	8.803208e-01	1.229514e+00	7.839804e-01	1.588391e+00
RALYL	4.733615e+00	4.549982e-01	1.585870e+00	0	4.201280e-01	8.375740e-01	0
RAMP1	2.440143e-01	7.000106e-01	2.202519e+00	8.013109e-01	1.062793e+00	1.301666e+00	8.332067e-01
RAMP2	2.259725e+00	2.304463e+00	9.697081e-01	9.510445e-01	6.129728e-01	1.983125e+00	1.653968e-01
RAMP3	2.382098e+00	2.901378e+00	1.351605e+00	7.079700e-01	8.192461e-01	1.931501e+00	2.238483e-01
RAN	5.835677e-01	9.666059e-01	1.037135e+00	8.629641e-01	1.010343e+00	9.049620e-01	1.495723e+00
RANBP1	7.255891e-01	7.856944e-01	8.662411e-01	7.387930e-01	7.402119e-01	6.491666e-01	1.396041e+00
RANBP10	5.069505e-01	1.144604e+00	5.635957e-01	5.143011e-01	7.417852e-01	7.346489e-01	7.664577e-01
RANBP17	2.523354e-01	5.267111e-02	1.873226e-01	9.621573e-01	5.094160e-01	6.523002e-01	0
RANBP2	9.028947e-01	1.159153e+00	9.727610e-01	9.068248e-01	8.173742e-01	1.107400e+00	7.237813e-01
RANBP3	1.128237e+00	1.030346e+00	7.639044e-01	7.405392e-01	1.022930e+00	1.044926e+00	1.039502e+00
RANBP3L	7.206985e-01	4.459362e-01	0	7.288198e-01	0	8.908621e-01	0
RANBP6	7.424503e-01	1.173572e+00	5.308828e-01	7.309401e-01	6.134085e-01	9.092819e-01	5.265065e-01
RANBP9	6.925022e-01	7.579945e-01	7.068954e-01	1.224134e+00	6.328586e-01	1.070955e+00	5.718788e-01
RANGAP1	8.545570e-01	7.126621e-01	7.992123e-01	7.507655e-01	1.005855e+00	8.156463e-01	1.489771e+00
RANGRF	1.263104e+00	1.349025e+00	5.890775e-01	8.680591e-01	7.754183e-01	1.128729e+00	7.263751e-01
RAP1A	6.124385e-01	1.086743e+00	6.404984e-01	9.391594e-01	8.236590e-01	1.227469e+00	8.190064e-01
RAP1B	5.878753e-01	9.671423e-01	6.534341e-01	1.025866e+00	9.053911e-01	9.159313e-01	1.016552e+00
RAP1GAP	1.906621e+00	2.722898e-01	2.076863e+00	7.779627e-01	1.308724e+00	1.316830e+00	3.657189e-01
RAP1GAP2	2.587361e+00	3.745084e-01	9.747731e-01	2.809707e-01	7.252060e-01	1.111467e+00	7.621437e-01
RAP1GDS1	6.440402e-01	8.276910e-01	8.355688e-01	7.144512e-01	7.596690e-01	6.949351e-01	1.109190e+00
RAP2A	1.075267e+00	1.005519e+00	6.051224e-01	1.075715e+00	5.440682e-01	1.073326e+00	4.706209e-01
RAP2B	7.502960e-01	8.548347e-01	4.964512e-01	1.153018e+00	9.431132e-01	6.064910e-01	1.262612e+00
RAP2C	3.218833e-01	1.078862e+00	5.198096e-01	7.789324e-01	8.531069e-01	6.189382e-01	7.919277e-01
RAPGEF1	8.576090e-01	1.894736e+00	1.081932e+00	9.291542e-01	8.033769e-01	1.068903e+00	7.060819e-01
RAPGEF2	5.013891e-01	8.442236e-01	7.190539e-01	9.123576e-01	6.682986e-01	8.226116e-01	4.232969e-01
RAPGEF3	1.020424e+00	1.310258e+00	3.555002e-01	0	1.248408e+00	8.698634e-01	1.129760e+00
RAPGEF4	2.305905e+00	1.489872e+00	4.539734e-01	7.652341e-01	2.150805e-01	1.466223e+00	0
RAPGEF5	1.273809e+00	1.004027e+00	9.253063e-01	9.338822e-01	8.668505e-01	9.315109e-01	9.370525e-02
RAPGEF6	0	1.533701e+00	1.775064e-01	2.999844e-01	3.507527e-01	4.261102e-01	0
RAPGEFL1	6.306129e-03	3.534562e-01	4.106539e-01	4.229105e-01	2.488312e+00	1.051546e+00	1.820608e+00
RAPH1	5.369241e-01	3.578778e-01	5.733258e-03	8.956192e-01	1.085589e+00	7.770152e-01	7.862763e-01
RAPSN	0	8.419911e-01	2.990280e-01	0	1.743442e-01	1.693205e-02	2.786972e-01
RARA	9.140018e-01	1.001660e+00	3.842217e-01	1.010897e+00	1.042947e+00	1.100149e+00	1.010916e+00
RARB	8.847943e-01	8.524331e-01	1.445227e-01	1.010410e+00	5.010052e-01	6.389698e-01	3.870389e-01
RARG	2.817704e-01	3.486588e-01	4.086069e-01	4.767760e-01	1.227837e+00	5.434113e-01	1.740514e+00
RARRES1	1.005854e+00	2.078518e+00	3.343004e-01	9.845847e-01	1.594276e-01	1.159059e+00	1.279691e+00
RARRES2	1.181231e+00	1.340329e+00	2.669752e+00	2.381974e+00	5.885892e-01	1.279414e+00	7.046123e-01
RARRES3	0	1.250219e+00	9.328796e-01	4.552472e-01	1.225071e+00	5.974490e-01	2.184566e+00
RARS	6.298376e-01	7.064913e-01	1.006203e+00	8.076690e-01	9.275278e-01	7.919074e-01	1.166105e+00
RARS2	1.070788e+00	9.339393e-01	9.150720e-01	1.175622e+00	5.499738e-01	9.468371e-01	5.988048e-01
RASA1	5.493831e-01	4.731111e-01	5.388580e-01	7.211229e-01	6.199938e-01	3.863144e-01	1.259927e+00
RASA2	0	9.421188e-01	0	7.120866e-01	4.517386e-01	1.701544e-01	2.193782e-01
RASA3	3.420844e-01	9.267004e-01	5.510915e-01	1.054736e+00	1.073949e+00	8.319920e-01	9.706176e-01
RASA4	2.903323e+00	1.603061e+00	6.282462e-01	7.427243e-01	5.704987e-01	1.497792e+00	3.059049e-01
RASA4P	1.990821e+00	1.499653e+00	4.473434e-01	8.772709e-02	9.874012e-01	1.064066e+00	4.142853e-01
RASAL1	1.786740e-01	2.119753e-01	5.679266e-01	2.248021e-01	1.781978e+00	1.075244e+00	1.117178e+00
RASAL2	7.424452e-01	2.842212e-01	2.646124e-01	1.224574e+00	6.440892e-01	7.303765e-01	7.601908e-01
RASAL3	1.450316e+00	4.101247e+00	6.256866e-01	7.981891e-01	6.537554e-01	1.155946e+00	3.337246e-01
RASD1	5.322677e+00	2.113677e+00	6.251796e-01	6.120376e-01	2.340603e-01	1.275720e+00	0
RASD2	1.523210e+00	7.158193e-02	0	9.515335e-01	4.865218e-01	1.128577e+00	5.710868e-01
RASEF	0	0	1.778485e-01	2.819729e-01	1.251990e+00	3.562858e-01	0
RASGEF1A	1.756331e+00	1.007096e+00	5.402456e-02	3.798450e-02	4.694277e-01	4.090441e-01	8.697634e-01
RASGEF1B	7.230117e-01	1.539906e+00	1.130158e-01	8.845321e-01	7.746031e-01	6.337994e-01	1.344042e-01
RASGEF1C	1.863771e+00	7.697647e-01	1.023450e+00	0	0	1.344724e+00	0
RASGRF1	6.974920e+00	1.881256e+00	0	2.743325e-01	0	1.270071e-01	8.413820e-01
RASGRF2	8.657638e-01	1.396066e+00	0	2.425950e+00	5.441832e-02	1.246660e+00	0
RASGRP1	1.506879e+00	2.617573e+00	1.597423e-01	8.569051e-01	5.995065e-01	6.237911e-01	2.715669e-01
RASGRP2	1.785119e+00	5.233770e+00	7.230845e-01	3.042148e-01	6.579572e-01	1.821102e+00	3.933123e-02
RASGRP3	1.067145e+00	2.100426e+00	1.005910e+00	9.492470e-01	6.298604e-01	9.938570e-01	1.579153e-01
RASGRP4	9.536889e-01	1.569120e+00	7.092589e-01	1.277580e+00	1.529286e-01	1.084085e+00	0
RASIP1	1.520310e+00	2.027337e+00	1.027634e+00	7.077703e-01	4.658702e-01	1.827082e+00	1.390346e-01
RASL10A	2.069031e-01	1.128688e+00	0	7.247897e-02	2.453666e-01	4.664670e-01	2.283756e-01
RASL10B	1.791595e+00	8.167804e-01	2.740614e+00	8.210881e-01	5.186054e-02	1.116738e+00	4.047174e-01
RASL11A	8.206136e-01	2.047512e+00	4.518173e-01	3.343970e-01	7.674639e-01	1.420786e+00	2.996896e-01
RASL11B	2.876736e+00	1.686035e+00	4.051456e-01	1.242215e+00	4.227549e-01	1.063235e+00	0
RASL12	1.889502e+00	1.733357e+00	6.330342e-01	1.250823e+00	4.482595e-01	1.695126e+00	3.086862e-01
RASSF1	8.197361e-01	1.305993e+00	8.106640e-01	7.192621e-01	9.933938e-01	1.041971e+00	9.066700e-01
RASSF10	0	0	0	0	5.364168e-01	2.230576e-01	1.133508e+00
RASSF2	1.865033e+00	3.000717e+00	7.852450e-01	1.667811e+00	3.492539e-01	1.793970e+00	0
RASSF3	0	5.408100e-01	1.907708e-01	3.232599e-01	7.064250e-01	1.184716e+00	0
RASSF4	1.821627e+00	2.009600e+00	1.170657e+00	1.038753e+00	6.242165e-01	1.200033e+00	5.493618e-01
RASSF5	9.800967e-01	2.125668e+00	6.910681e-01	7.008907e-01	8.446489e-01	7.206449e-01	9.304956e-01
RASSF6	0	4.901081e-01	6.077507e-01	7.708166e-01	1.363311e+00	2.822702e-01	5.756333e-01
RASSF7	9.835603e-02	2.251101e-02	5.452876e-01	2.098453e-01	1.715708e+00	4.856768e-01	1.798916e+00
RASSF8	8.114508e-01	7.737597e-01	4.757019e-01	1.598641e+00	1.426429e-01	1.471763e+00	0
RASSF9	3.160054e-01	6.794445e-01	8.460814e-01	1.503165e-01	5.486924e-01	6.555677e-01	1.850020e-01
RAVER1	1.001390e+00	8.682115e-01	3.927662e-01	5.668670e-01	1.211204e+00	8.797949e-01	1.244729e+00
RAVER2	1.238602e+00	6.785368e-01	2.612203e-01	2.996875e-01	1.131965e+00	1.359256e+00	3.626799e-01
RAX	0	0	0	1.618879e-03	4.403078e-02	0	8.637418e-02
RAX2	0	0	0	0	5.955442e-02	0	0
RB1	9.279026e-01	1.108554e+00	4.789978e-01	7.505122e-01	7.317854e-01	8.302256e-01	7.034031e-01
RB1CC1	2.389867e-01	6.743476e-01	9.993872e-01	8.192654e-01	5.454585e-01	8.232789e-01	7.616502e-01
RBAK	3.210077e-01	8.236328e-01	5.315938e-01	6.553400e-01	6.022464e-01	7.402779e-01	6.581293e-01
RBBP4	5.333558e-01	1.161944e+00	6.915113e-01	9.240213e-01	8.738843e-01	8.956003e-01	8.919136e-01
RBBP5	5.767279e-01	7.843270e-01	5.208136e-01	5.583941e-01	5.240516e-01	5.358343e-01	3.180266e-01
RBBP6	6.619151e-01	1.103505e+00	6.048101e-01	6.900899e-01	8.208759e-01	9.915961e-01	6.753740e-01
RBBP7	7.628014e-01	1.035094e+00	9.358606e-01	7.626036e-01	1.087352e+00	9.717475e-01	1.267005e+00
RBBP8	0	5.770215e-01	7.294103e-01	6.232286e-01	7.418870e-01	5.146848e-01	9.309856e-01
RBBP9	8.855252e-01	7.113792e-01	7.639666e-01	9.066544e-01	6.522528e-01	9.655589e-01	5.341386e-01
RBCK1	7.690141e-01	7.189247e-01	7.694628e-01	7.134828e-01	1.179869e+00	7.620473e-01	1.432456e+00
RBKS	7.884069e-01	3.921670e-01	7.354367e-01	2.408607e-01	5.366591e-01	5.585981e-01	8.747792e-01
RBL1	1.758859e-02	8.599583e-01	9.193512e-02	4.630356e-01	1.102709e-01	2.158238e-01	4.944389e-01
RBL2	4.751937e-01	1.441545e+00	8.160319e-01	7.945310e-01	8.329961e-01	9.349361e-01	5.683894e-01
RBM10	8.099133e-01	1.088837e+00	7.142408e-01	7.051207e-01	9.900797e-01	8.076464e-01	1.045888e+00
RBM11	1.962865e+00	1.769646e+00	9.304241e-01	0	2.254443e-01	1.166423e+00	0
RBM12	6.674335e-01	1.033205e+00	8.127816e-01	8.519707e-01	8.163208e-01	7.828776e-01	8.012513e-01
RBM12B	1.746614e-01	9.087647e-01	2.509899e-01	6.472775e-01	6.595365e-01	4.377247e-01	5.843155e-01
RBM14	6.343918e-01	1.093750e+00	6.396854e-01	5.794010e-01	8.733579e-01	8.062591e-01	8.988073e-01
RBM15	1.187760e-01	1.047184e+00	4.573187e-01	3.534868e-01	6.694812e-01	5.141407e-01	6.663335e-01
RBM15B	9.306679e-01	9.671089e-01	1.024952e+00	9.247971e-01	8.198303e-01	9.404028e-01	1.067091e+00
RBM16	8.362629e-01	1.231929e+00	7.751587e-01	7.849300e-01	6.786691e-01	9.483399e-01	4.842079e-01
RBM17	9.007203e-01	1.180409e+00	8.470491e-01	7.689610e-01	9.678869e-01	1.004447e+00	1.004535e+00
RBM18	7.769281e-01	8.977854e-01	6.874020e-01	8.650794e-01	6.148247e-01	8.955329e-01	5.807930e-01
RBM19	4.508116e-01	1.164080e+00	6.721621e-01	5.434667e-01	8.986684e-01	8.190136e-01	8.955163e-01
RBM20	2.027916e+00	1.091508e+00	2.429256e+00	0	1.580292e-01	1.487602e+00	0
RBM22	7.003003e-01	1.117649e+00	7.961374e-01	7.520966e-01	8.806410e-01	7.469745e-01	9.390966e-01
RBM23	1.146570e+00	1.117446e+00	8.958880e-01	7.951509e-01	8.157457e-01	9.387283e-01	8.479527e-01
RBM24	2.934458e-01	4.629788e-01	0	3.220735e-01	0	2.650119e+00	0
RBM25	5.316193e-01	1.228827e+00	5.110153e-01	7.804178e-01	1.056587e+00	9.845372e-01	8.218548e-01
RBM26	8.555164e-01	1.069517e+00	7.079366e-01	6.745324e-01	7.080804e-01	7.868360e-01	6.289140e-01
RBM27	2.859859e-01	8.273815e-01	5.386978e-01	7.214496e-01	7.199861e-01	6.481741e-01	6.639516e-01
RBM28	5.644838e-01	9.306458e-01	4.737036e-01	6.505409e-01	6.582212e-01	7.156521e-01	8.730881e-01
RBM3	9.165267e-01	1.310261e+00	1.160871e+00	1.068660e+00	1.098007e+00	1.097891e+00	1.294223e+00
RBM33	2.847760e-01	1.242969e+00	4.293424e-01	4.068448e-01	1.023425e+00	8.074368e-01	9.267222e-01
RBM34	7.003429e-01	8.220230e-01	7.346291e-01	6.923509e-01	8.488493e-01	7.071705e-01	9.843287e-01
RBM38	0	1.809928e+00	4.632618e-01	2.253883e-01	9.532267e-01	9.191347e-01	8.261169e-01
RBM39	6.070477e-01	1.247792e+00	7.414844e-01	7.382467e-01	1.142510e+00	9.689030e-01	1.100724e+00
RBM4	9.205341e-01	1.221441e+00	1.069302e+00	8.240135e-01	9.496462e-01	9.574283e-01	1.104856e+00
RBM41	0	3.402707e-01	1.906120e-01	2.597426e-01	7.413274e-01	3.958618e-01	6.705924e-01
RBM42	9.272102e-01	7.947346e-01	7.871650e-01	7.517764e-01	1.220018e+00	7.668666e-01	1.639397e+00
RBM43	2.350777e-01	6.597846e-01	4.987258e-01	9.284701e-01	5.125206e-01	6.643504e-01	4.587636e-01
RBM44	0	2.477056e-02	0	2.361997e-01	5.274864e-01	2.046360e-01	4.360139e-01
RBM45	5.637270e-01	6.829443e-01	5.806944e-01	6.001443e-01	6.141802e-01	5.547560e-01	7.364193e-01
RBM46	6.325891e-02	0	0	0	2.853540e-02	7.632481e-01	0
RBM47	6.016044e-01	4.227297e-01	1.195772e+00	6.608189e-01	1.359640e+00	8.736929e-01	8.244811e-01
RBM4B	6.229552e-01	9.197759e-01	5.972575e-01	6.574333e-01	6.149684e-01	8.600397e-01	5.411235e-01
RBM5	8.529243e-01	1.580530e+00	7.448611e-01	6.651539e-01	1.084689e+00	1.178476e+00	9.365715e-01
RBM6	8.098252e-01	1.495326e+00	6.087970e-01	6.739774e-01	1.060318e+00	1.060392e+00	9.134140e-01
RBM7	3.003544e-01	5.635030e-01	7.184762e-01	8.910000e-01	5.813980e-01	6.183476e-01	8.192748e-01
RBM8A	7.464726e-01	8.978710e-01	7.877104e-01	7.424168e-01	9.636034e-01	6.505611e-01	1.178652e+00
RBM9	1.258894e+00	5.480240e-01	5.208139e-01	1.344106e+00	6.975817e-01	1.424353e+00	7.391241e-01
RBMS1	6.506590e-01	1.131462e+00	4.540770e-01	1.269093e+00	7.034251e-01	1.075204e+00	9.698145e-01
RBMS2	7.690090e-01	6.444256e-01	8.504462e-01	9.581983e-01	7.225997e-01	9.604322e-01	1.051713e+00
RBMS3	1.614965e+00	1.414705e+00	7.888659e-02	1.287365e+00	0	9.587793e-01	0
RBMX	7.930875e-01	1.428895e+00	1.082094e+00	7.002597e-01	9.393907e-01	9.237231e-01	1.086755e+00
RBMX2	5.583791e-01	1.033209e+00	7.707901e-01	5.996721e-01	7.383624e-01	6.831571e-01	9.197794e-01
RBMXL1	3.853345e-01	8.955922e-01	5.621331e-01	7.373391e-01	7.489335e-01	7.916835e-01	6.060643e-01
RBMXL2	0	4.631696e-02	0	0	1.201386e-01	0	5.373236e-03
RBMXL3	6.713557e-02	0	0	0	0	0	0
RBMY1A1	0	0	0	0	0	0	6.232094e-03
RBMY1A3P	0	0	0	0	0	0	0
RBMY1B	0	0	0	0	0	0	0
RBMY1E	0	0	0	0	0	0	0
RBMY1F	0	0	0	0	0	0	0
RBMY1J	0	0	0	0	0	0	0
RBMY2EP	0	0	0	0	0	0	0
RBMY2FP	2.949921e-02	0	0	0	0	2.458149e-03	0
RBMY3AP	0	0	0	0	0	0	0
RBP1	1.709345e+00	9.540484e-01	3.131378e+00	7.346615e-01	3.529134e-01	1.262384e+00	1.647129e+00
RBP2	0	0	1.567968e+00	0	4.969302e-01	1.710727e+00	0
RBP3	0	0	0	0	6.538959e-01	0	4.079265e-01
RBP4	6.807762e+00	8.715399e-01	2.843467e-01	9.238085e-01	1.008027e+00	9.206801e-01	2.490898e-01
RBP5	1.827730e+00	4.388785e+00	9.631552e-01	1.310815e-01	5.680314e-01	1.239792e+00	4.209997e-01
RBP7	2.479339e+00	2.845837e+00	1.379247e+00	6.812020e-01	2.509164e-01	1.529461e+00	0
RBPJ	6.367934e-01	8.782030e-01	1.088583e+00	1.034339e+00	6.233533e-01	7.218134e-01	9.386272e-01
RBPJL	1.946712e-01	0	1.445379e+01	0	0	0	0
RBPMS	6.432456e-01	7.245694e-01	7.036127e-01	6.931982e-01	1.010435e+00	1.554042e+00	7.516990e-01
RBPMS2	6.719942e-01	1.958390e-01	4.348340e-01	7.214886e-01	2.291469e-01	2.712978e+00	0
RBX1	1.073796e+00	8.244937e-01	8.233863e-01	1.065854e+00	8.553807e-01	9.256319e-01	1.284364e+00
RC3H1	5.462978e-01	1.047295e+00	6.053568e-01	6.654056e-01	7.692266e-01	1.004342e+00	4.261972e-01
RC3H2	2.137441e-01	8.531500e-01	5.152813e-01	8.644853e-01	4.861757e-01	5.399635e-01	4.683134e-01
RCAN1	1.000598e+00	1.171064e+00	1.228965e+00	1.220460e+00	5.745633e-01	1.638799e+00	3.451111e-01
RCAN2	3.369506e+00	1.114421e+00	7.229982e-01	1.306953e+00	3.505400e-01	1.919152e+00	0
RCAN3	1.494691e-01	8.508995e-01	2.824952e-01	2.279936e-01	6.752023e-01	4.166192e-01	4.591477e-01
RCBTB1	1.400344e+00	8.510849e-01	8.008969e-01	6.948869e-01	6.350592e-01	8.984454e-01	4.160262e-01
RCBTB2	1.630343e+00	1.221467e+00	4.094708e-01	1.114655e+00	6.917437e-01	1.248303e+00	2.576754e-01
RCC1	0	4.002063e-01	8.281097e-01	7.431995e-01	8.644551e-01	2.548284e-02	1.602721e+00
RCC2	4.368520e-01	9.684273e-01	6.340862e-01	9.742043e-01	1.080399e+00	6.899105e-01	1.474692e+00
RCCD1	2.752350e-01	3.872389e-01	7.542851e-01	3.606803e-01	8.306109e-01	3.042942e-01	1.106342e+00
RCE1	2.206142e-01	4.829211e-01	6.843589e-01	5.140283e-01	9.045033e-01	4.622738e-01	1.331121e+00
RCHY1	6.192731e-01	9.146597e-01	7.150379e-01	7.270899e-01	6.627799e-01	7.622869e-01	5.006037e-01
RCL1	5.964144e-01	1.135916e+00	1.010417e+00	6.094143e-01	5.708885e-01	7.270369e-01	7.724353e-01
RCN1	6.731535e-01	7.685749e-01	4.332228e-01	1.343229e+00	7.412115e-01	9.006006e-01	1.235989e+00
RCN2	4.691983e-01	5.954042e-01	6.830206e-01	1.095242e+00	5.700185e-01	8.816877e-01	8.316208e-01
RCN3	1.093486e+00	8.946452e-01	3.781699e-01	2.679339e+00	6.140270e-01	1.278383e+00	7.281079e-01
RCOR1	2.126984e-01	2.575539e-01	6.681175e-01	6.593311e-01	1.025278e+00	4.767513e-01	1.400337e+00
RCOR2	1.612974e+00	0	0	5.048869e-01	7.992838e-01	0	9.432423e-01
RCOR3	6.787976e-01	6.496827e-01	5.317475e-01	4.882404e-01	8.446884e-01	7.761835e-01	6.349940e-01
RCSD1	1.497146e+00	4.069546e+00	7.530095e-01	9.568446e-01	3.833684e-01	1.244642e+00	5.286132e-03
RCVRN	1.154450e+00	8.149906e-01	0	2.872077e-01	0	9.984844e-01	0
RD3	1.437578e+00	6.799069e-01	0	0	0	9.281574e-01	0
RDBP	7.975355e-01	7.463832e-01	1.012419e+00	9.491776e-01	8.559408e-01	7.388890e-01	1.267806e+00
RDH10	5.669328e-01	1.195121e+00	1.132557e+00	9.787342e-01	1.254940e+00	1.291170e+00	5.930381e-01
RDH11	1.481176e+00	7.020093e-01	9.117834e-01	9.663039e-01	1.018835e+00	1.027572e+00	9.021058e-01
RDH12	2.412514e+00	2.997751e-01	1.782477e+00	0	1.046573e+00	1.268075e+00	0
