geneID	Endocrine	Immune	Exocrine	ActivatedStroma	ClassicalTumor	NormalStroma	BasalTumor
CHI3L1	1.034592e+00	1.859351e+00	1.024795e+00	1.459152e+00	3.736554e-01	7.946111e-01	5.699795e-01
CHI3L2	7.852570e-01	4.906804e+00	4.804641e-01	5.488564e-01	5.217418e-02	7.810236e-01	3.075842e-01
CHIA	0	1.868046e-01	3.070650e-01	5.119511e-03	0	0	7.607328e-02
CHIC1	9.198579e-01	1.089815e+00	3.820789e-01	3.963785e-01	7.022080e-01	9.956101e-01	3.717403e-01
CHIC2	4.520534e-01	7.751586e-01	5.258225e-01	8.622333e-01	7.414469e-01	6.607898e-01	7.260787e-01
CHID1	1.328516e+00	8.043032e-01	1.493890e+00	1.016482e+00	8.792069e-01	8.560926e-01	1.070245e+00
CHIT1	3.152868e+00	2.573054e+00	0	0	1.017152e+00	1.166908e+00	0
CHKA	8.232554e-01	5.535427e-01	1.161388e+00	1.825108e-01	1.034582e+00	7.074373e-01	1.248669e+00
CHKB	8.769439e-01	8.564536e-01	5.667996e-01	8.882174e-01	6.805968e-01	7.032272e-01	1.059570e+00
CHKB-CPT1B	2.640133e-01	1.574583e+00	0	2.503470e-01	1.166406e+00	1.036115e+00	7.462371e-01
CHL1	3.025998e+00	2.901744e+00	8.004794e-01	4.628495e-01	0	2.172703e+00	0
CHM	8.016521e-01	7.627466e-01	4.388105e-01	6.553543e-01	5.751896e-01	7.466451e-01	4.864878e-01
CHML	6.552301e-02	3.065514e-01	4.242241e-01	8.872336e-01	5.984253e-01	2.302129e-01	7.003760e-01
CHMP1A	6.010015e-01	7.615562e-01	6.972564e-01	8.248077e-01	1.200370e+00	7.569277e-01	1.520536e+00
CHMP1B	2.893999e-01	7.559827e-01	6.746280e-01	9.782866e-01	9.772564e-01	9.176523e-01	1.029242e+00
CHMP2A	7.696740e-01	7.900840e-01	1.062308e+00	8.877333e-01	1.238836e+00	8.894374e-01	1.470967e+00
CHMP2B	3.261349e-01	5.265886e-01	8.081820e-01	8.986834e-01	1.038963e+00	7.675325e-01	1.210416e+00
CHMP4A	8.470978e-01	1.021036e+00	1.136182e+00	6.656970e-01	1.040184e+00	7.748664e-01	1.333096e+00
CHMP4B	6.120042e-01	7.803765e-01	8.607683e-01	8.029674e-01	1.353510e+00	9.040487e-01	1.700009e+00
CHMP4C	7.439990e-02	0	9.470514e-01	2.647488e-01	1.179423e+00	1.580131e-01	1.462972e+00
CHMP5	6.343352e-01	6.510951e-01	5.636225e-01	8.875923e-01	1.006025e+00	8.423553e-01	1.201528e+00
CHMP6	7.170156e-01	9.583994e-01	7.547601e-01	8.790956e-01	8.766533e-01	8.949665e-01	9.992896e-01
CHMP7	6.416144e-01	1.749124e+00	6.486326e-01	7.603307e-01	8.894686e-01	1.000059e+00	8.987671e-01
CHN1	1.987628e+00	1.341986e+00	0	1.754839e+00	2.255987e-01	1.570884e+00	3.310437e-01
CHN2	1.488197e+00	7.595280e-01	1.824629e+00	4.420314e-01	1.058354e+00	1.268753e+00	0
CHODL	3.019148e+00	2.220558e+00	3.742275e-01	3.330241e-02	0	1.153188e+00	0
CHORDC1	1.990949e-01	8.074356e-01	5.718988e-02	6.338896e-01	5.714012e-01	7.306257e-01	5.559099e-01
CHP	6.050669e-01	7.103721e-01	8.786206e-01	8.670289e-01	1.460261e+00	1.069064e+00	1.027974e+00
CHP2	0	1.225474e-01	0	0	1.092661e+00	1.274639e+00	3.768440e-01
CHPF	1.103197e+00	3.715562e-01	6.550226e-01	1.868951e+00	1.042781e+00	1.046576e+00	1.332602e+00
CHPF2	9.177530e-01	6.961245e-01	6.776115e-01	1.107939e+00	9.522244e-01	8.683803e-01	1.171557e+00
CHPT1	0	8.071919e-01	6.193447e-01	4.417306e-01	1.243231e+00	1.134175e+00	7.379156e-01
CHRAC1	5.686205e-01	4.474458e-01	6.085631e-01	5.217112e-01	9.315034e-01	6.363234e-01	1.257603e+00
CHRD	1.530154e+00	1.285158e+00	1.418209e+00	1.771719e+00	4.322335e-01	1.352297e+00	0
CHRDL1	3.165384e+00	4.165501e+00	1.861578e+00	0	5.561011e-02	3.541786e+00	0
CHRDL2	1.569827e+00	2.854559e+00	2.187031e+00	0	0	4.393612e+00	0
CHRFAM7A	6.590674e-01	8.817810e-01	5.942889e-01	7.925197e-01	4.704425e-01	8.090945e-01	0
CHRM1	4.496225e-01	6.732189e-01	1.208005e+00	0	7.944877e-01	1.363384e+00	0
CHRM2	0	0	0	0	0	1.597076e+00	0
CHRM3	9.521843e-01	5.590230e-01	2.812464e+00	0	5.658600e-01	1.243378e+00	0
CHRM4	1.275631e+00	7.125783e-01	5.787311e-01	1.271463e-01	0	6.238845e-01	0
CHRM5	1.031869e+00	1.151228e+00	0	4.496155e-01	0	2.708032e-01	0
CHRNA1	2.369178e+00	9.134456e-01	0	1.683613e+00	9.045546e-02	6.889430e-01	0
CHRNA10	2.391978e-02	1.179213e+00	2.515368e-01	0	5.305433e-01	5.837567e-01	2.826897e-01
CHRNA2	1.487746e+00	1.073877e+00	0	0	0	6.477674e-02	1.310963e-01
CHRNA3	1.450317e+00	1.864484e-01	7.259004e-01	1.141872e+00	9.609020e-02	2.533124e+00	0
CHRNA4	9.559079e-01	6.437028e-01	0	0	0	3.552537e-03	0
CHRNA5	0	0	5.531896e-01	0	1.159261e+00	3.548829e-01	1.381131e+00
CHRNA6	1.281959e+00	1.327447e+00	4.275700e-01	3.480102e-02	0	0	0
CHRNA7	0	8.334021e-01	3.506719e-01	1.216177e-01	3.918932e-01	5.057925e-01	0
CHRNA9	0	3.422439e-01	0	4.752909e-01	0	0	0
CHRNB1	8.166243e-01	4.587197e-01	1.568425e+00	7.052395e-01	3.725576e-01	6.087023e-01	7.243618e-01
CHRNB2	8.294876e+00	6.106858e-01	5.625967e-01	0	0	1.236974e+00	0
CHRNB3	3.132310e-01	7.626950e-02	4.303000e+00	0	0	0	0
CHRNB4	1.198283e+00	5.532838e-01	3.346658e-01	0	1.459297e-01	9.093087e-01	2.261414e-01
CHRND	0	2.116611e-02	1.668527e-01	0	0	0	8.884538e-03
CHRNE	3.007718e-01	1.494123e+00	1.451334e+00	1.310862e+00	0	7.660296e-01	1.386941e-01
CHRNG	0	0	0	1.786982e-02	2.881077e-01	0	2.038075e-01
CHST1	1.836667e+00	8.119867e-01	0	1.492262e+00	3.688196e-01	1.011674e+00	3.524080e-01
CHST10	2.110079e+00	1.220807e+00	9.745426e-01	1.160999e+00	2.866541e-01	1.400115e+00	1.658619e-01
CHST11	3.047889e-01	1.142949e+00	8.420995e-01	1.606256e+00	2.350958e-01	1.469599e-01	1.343396e+00
CHST12	7.019059e-01	1.140662e+00	5.725604e-01	8.794057e-01	6.898291e-01	9.606659e-01	8.824593e-01
CHST13	4.031652e-01	1.209628e+00	6.915539e-01	6.995974e-01	1.693057e-01	1.278045e-01	6.718190e-01
CHST14	9.994811e-01	7.755104e-01	5.772290e-01	1.593513e+00	6.178573e-01	8.832771e-01	7.078224e-01
CHST15	3.964697e-02	1.050603e+00	6.811544e-01	1.386731e+00	4.580718e-01	6.023837e-01	1.048478e+00
CHST2	1.240836e+00	2.096694e+00	4.317448e-01	1.061600e+00	3.487173e-01	8.955133e-01	5.685993e-01
CHST3	1.157600e+00	7.546956e-01	6.533442e-01	1.341379e+00	1.748602e-01	1.055706e+00	9.403756e-01
CHST4	1.046061e+00	3.583734e-01	1.786828e+00	5.332184e-01	1.551381e+00	1.391770e+00	8.107938e-02
CHST5	0	0	0	0	1.386754e+00	1.119474e+00	3.371692e-02
CHST6	0	0	0	1.510721e+00	6.973743e-01	9.757089e-03	1.409972e+00
CHST7	1.146351e+00	1.586530e+00	3.130748e-01	9.917917e-01	1.441680e-01	1.143468e+00	3.165303e-01
CHST8	5.789828e+00	2.268591e+00	1.120003e-01	0	6.465054e-02	4.573243e-01	1.741523e-01
CHST9	7.106783e+00	0	2.485182e+00	1.830009e-01	0	1.466569e+00	1.296648e-01
CHSY1	8.645074e-01	1.360005e+00	4.853910e-01	1.786123e+00	4.847540e-01	1.113509e+00	3.612481e-01
CHSY3	1.141488e+00	2.825162e-01	2.690398e-01	2.342310e+00	1.484159e-02	1.413413e+00	0
CHTF18	0	5.443615e-01	0	7.212049e-02	1.026213e+00	4.286143e-01	1.440665e+00
CHTF8	9.580261e-01	1.062256e+00	1.132040e+00	8.850427e-01	9.037319e-01	8.580008e-01	1.013727e+00
CHUK	9.897678e-01	7.744407e-01	7.746378e-01	6.238330e-01	7.420405e-01	9.170151e-01	6.368681e-01
CHURC1	9.456394e-01	1.098014e+00	7.840190e-01	9.379464e-01	7.997753e-01	1.123081e+00	8.507459e-01
CIAO1	7.514059e-01	1.119828e+00	8.309626e-01	7.703025e-01	9.629418e-01	9.775167e-01	1.013731e+00
CIAPIN1	6.866112e-01	9.681602e-01	6.838735e-01	7.758998e-01	8.737710e-01	8.163864e-01	1.122320e+00
CIB1	6.289715e-01	8.190624e-01	1.061827e+00	7.384039e-01	1.446742e+00	6.197230e-01	1.679745e+00
CIB2	3.317119e-01	8.149825e-01	9.754659e-01	5.907688e-01	5.065205e-01	6.083888e-01	9.762021e-01
CIB3	0	2.940678e-01	0	0	5.698562e-02	0	1.720274e-01
CIB4	0	1.976990e-02	4.710537e-01	0	0	0	0
CIC	8.860822e-01	1.028149e+00	5.877665e-01	8.596237e-01	9.348453e-01	8.853899e-01	1.000088e+00
CIDEA	7.505656e-01	4.673451e+00	0	0	0	5.890397e-01	0
CIDEB	6.546047e-01	9.610611e-01	8.483827e-01	5.752427e-01	1.049412e+00	1.107825e+00	6.679868e-01
CIDEC	9.450339e-01	1.893741e+00	0	0	1.793574e+00	1.475182e+00	9.353261e-01
CIDECP	7.280375e-01	5.368293e-01	4.302614e-01	7.312562e-01	6.484452e-01	6.225340e-01	9.196257e-01
CIITA	6.328819e-01	2.920059e+00	8.908993e-01	9.010453e-01	7.961721e-01	8.837930e-01	4.136559e-01
CILP	3.223414e+00	3.193365e+00	1.712667e+00	2.174177e+00	0	2.534653e+00	1.911470e-02
CILP2	1.849899e+00	1.701181e+00	0	2.825599e+00	2.195944e-01	1.064665e+00	0
CINP	7.997207e-01	6.291143e-01	1.281301e+00	7.816785e-01	8.065281e-01	6.667789e-01	1.128394e+00
CIR1	5.947099e-01	8.822150e-01	7.885900e-01	7.862349e-01	8.904677e-01	7.495862e-01	1.025050e+00
CIRBP	1.656208e+00	1.818344e+00	1.500235e+00	9.054586e-01	1.138614e+00	1.420412e+00	1.011336e+00
CIRH1A	4.020366e-01	8.148021e-01	7.409883e-01	5.700982e-01	7.418162e-01	6.553802e-01	1.211395e+00
CISD1	1.029178e+00	7.985969e-01	8.889872e-01	6.442724e-01	7.140631e-01	9.276038e-01	9.621129e-01
CISD2	5.120366e-01	3.920649e-01	8.549513e-01	8.781405e-01	7.516716e-01	4.722611e-01	1.001475e+00
CISD3	1.168620e+00	5.203689e-01	1.301922e+00	5.808366e-01	1.281275e+00	9.831638e-01	1.210470e+00
CISH	1.060766e+00	1.492796e+00	1.530512e+00	1.130964e+00	7.584442e-01	8.656730e-01	3.926588e-01
CIT	0	1.624278e-01	5.423476e-02	2.725211e-02	7.146462e-01	4.794234e-01	1.351560e+00
CITED1	7.428032e-01	0	0	0	6.432966e-01	1.013185e-01	7.971448e-01
CITED2	1.220843e+00	1.226227e+00	7.672788e-01	1.199597e+00	3.412026e-01	1.253750e+00	5.087543e-01
CITED4	8.234682e-01	6.002522e-01	2.177568e+00	4.765940e-01	1.025449e+00	6.016048e-01	1.726318e+00
CIZ1	9.570010e-01	9.513869e-01	9.711910e-01	8.390730e-01	8.936324e-01	8.918331e-01	1.201148e+00
CKAP2	2.064432e-01	4.657299e-01	3.624840e-01	3.673063e-01	5.696988e-01	3.886364e-01	1.226821e+00
CKAP2L	0	0	0	2.423600e-01	3.102362e-01	0	1.487953e+00
CKAP4	9.070483e-01	9.174314e-01	8.732045e-01	1.805498e+00	7.562461e-01	9.671703e-01	9.406390e-01
CKAP5	4.257847e-01	5.356779e-01	5.502727e-01	8.991163e-01	7.873350e-01	6.200694e-01	1.117211e+00
CKB	1.543225e+00	0	9.759689e-01	5.197124e-01	1.263413e+00	2.030156e+00	1.054564e+00
CKLF	3.444921e-01	5.274289e-01	4.286007e-01	8.912639e-01	1.004562e+00	2.875553e-01	1.555746e+00
CKM	5.812830e-02	5.969420e-01	0	1.736869e-01	0	4.612727e-01	1.287900e+00
CKMT1A	4.436817e-01	0	6.583844e-01	6.799704e-01	2.074807e+00	1.409237e+00	8.923234e-01
CKMT1B	6.895344e-01	1.204985e-01	6.878423e-01	6.711618e-01	2.022978e+00	1.571603e+00	1.115287e+00
CKMT2	1.203774e+00	6.342931e-01	2.029318e+00	1.219863e+00	7.276835e-01	1.752152e+00	0
CKS1B	6.892950e-01	3.225765e-02	4.949469e-01	3.699318e-01	8.368042e-01	1.988573e-02	1.683376e+00
CKS2	0	7.251515e-02	1.518585e-01	3.003723e-01	7.799104e-01	0	1.783932e+00
CLASP1	7.744098e-01	9.309805e-01	5.103699e-01	8.483262e-01	7.087354e-01	9.705587e-01	7.099718e-01
CLASP2	1.370712e+00	1.154862e+00	7.159170e-01	8.295252e-01	6.519502e-01	1.147461e+00	5.219723e-01
CLC	7.362665e-01	1.361169e+00	8.509124e-01	0	0	6.590384e-01	0
CLCA1	0	0	1.303184e+00	0	1.865310e+00	8.245724e-01	0
CLCA2	9.732170e-02	1.225952e+00	0	1.018647e+00	0	3.970245e-01	1.126934e+00
CLCA3P	1.019322e-02	0	0	1.170840e-01	1.682836e-01	0	2.318333e-01
CLCA4	2.103848e-01	0	0	1.838512e-01	2.960586e-01	0	1.507725e+00
CLCC1	8.190340e-01	9.092140e-01	8.023217e-01	7.327904e-01	7.737408e-01	9.588398e-01	7.255881e-01
CLCF1	1.697983e-01	7.035973e-01	5.028978e-01	4.893911e-01	1.034792e+00	8.378989e-01	1.418210e+00
CLCN1	6.794416e-02	0	0	7.947424e-02	1.501512e+00	4.033952e-01	1.079748e+00
CLCN2	4.428097e-01	2.549506e-01	9.232820e-01	2.674135e-01	1.020069e+00	6.890155e-01	7.355010e-01
CLCN3	5.289537e-01	4.162112e-01	7.008053e-01	8.275346e-01	8.662082e-01	7.799619e-01	4.121141e-01
CLCN4	1.901403e+00	9.274446e-01	5.588856e-01	5.155900e-01	3.560455e-01	4.334130e-01	4.040267e-01
CLCN5	1.347547e+00	8.924119e-01	4.469680e-01	5.470927e-01	7.962961e-01	1.157874e+00	7.192402e-02
CLCN6	7.925847e-01	9.774735e-01	1.461292e-01	7.008158e-01	7.480489e-01	9.893579e-01	5.017925e-01
CLCN7	8.664149e-01	1.043922e+00	7.732002e-01	7.848328e-01	1.069611e+00	8.824615e-01	1.103734e+00
CLCNKA	1.073155e+00	0	3.117612e+00	0	2.539471e-01	2.488428e-01	0
CLCNKB	1.082188e+00	2.572253e-01	1.798600e+00	2.502903e-02	3.409123e-01	6.928535e-01	2.756263e-01
CLDN1	1.498156e-01	7.372065e-01	5.784896e-01	1.149166e+00	9.337179e-01	3.990874e-01	1.536071e+00
CLDN10	3.131645e+00	1.204144e+00	2.670570e+00	1.408851e+00	1.372450e+00	1.954388e+00	0
CLDN11	2.626567e+00	1.875572e+00	4.433472e-01	1.596247e+00	2.302475e-01	1.097290e+00	4.143462e-01
CLDN12	1.833191e-01	0	3.562870e-01	7.837963e-01	1.185208e+00	6.917516e-01	8.794694e-01
CLDN14	6.245415e-01	0	6.701423e-01	6.371409e-01	3.374694e-01	0	5.499827e-01
CLDN15	9.383310e-01	1.961242e+00	0	2.047779e-01	1.087173e+00	1.855306e+00	2.883436e-01
CLDN16	0	5.574105e-01	0	0	0	0	2.049210e-01
CLDN17	0	0	7.896234e-03	0	2.789678e-03	0	0
CLDN18	1.054164e+00	8.549694e-01	4.109173e+00	2.730044e+00	3.918095e+00	1.357113e+00	0
CLDN19	6.394827e-01	9.930196e-01	0	0	0	2.431860e-01	0
CLDN2	3.307558e-01	1.370539e+00	1.752267e+00	1.629064e+00	1.911185e+00	2.523371e+00	0
CLDN20	1.262584e-01	4.495580e-01	0	0	9.614054e-02	1.358257e-01	0
CLDN22	0	0	8.047644e-02	0	0	0	2.594281e-02
CLDN23	6.304805e-01	2.329616e-01	3.783711e-01	7.348461e-01	1.757216e+00	1.013431e+00	8.656047e-01
CLDN25	0	0	0	0	0	0	0
CLDN3	5.339205e-01	1.171554e+00	1.460837e+00	0	1.061720e+00	8.547009e-01	9.810139e-01
CLDN4	2.819416e-01	2.178797e-01	3.890873e-01	6.779851e-01	1.739156e+00	2.708808e-01	2.177323e+00
CLDN5	2.116584e+00	2.396669e+00	5.430637e-01	5.416297e-01	8.720561e-01	2.045460e+00	4.779346e-01
CLDN6	1.476129e+00	8.781226e-01	1.529727e+00	1.337653e+00	0	0	7.420114e-01
CLDN7	6.860232e-01	4.837424e-02	7.198995e-01	4.488109e-01	1.474683e+00	4.690188e-01	1.642081e+00
CLDN8	0	6.197540e-02	7.136640e-01	0	0	4.490009e-01	2.464664e-01
CLDN9	1.708649e+00	0	9.469770e-01	5.063961e-01	6.130606e-01	0	1.617591e+00
CLDND1	4.111118e-01	1.041021e+00	3.387135e-01	1.046724e+00	7.350685e-01	8.307964e-01	1.003128e+00
CLDND2	2.119538e-01	5.238572e-01	1.575708e+00	0	2.637980e-01	2.992093e-01	4.964965e-01
CLEC10A	3.189495e+00	3.692299e+00	1.426744e+00	9.999987e-03	4.630802e-01	1.919629e+00	0
CLEC11A	1.777857e+00	1.011188e+00	5.889216e-01	2.403828e+00	6.425136e-01	1.292887e+00	6.718263e-01
CLEC12A	1.164610e+00	1.632402e+00	1.152831e+00	6.470446e-01	3.193100e-01	5.019788e-01	0
CLEC12B	3.462700e-01	4.942675e-01	5.266997e-01	2.394694e-01	3.985078e-02	4.013413e-01	0
CLEC14A	1.990643e+00	1.810490e+00	8.277265e-01	1.188589e+00	6.628862e-01	1.830829e+00	1.651944e-01
CLEC16A	7.985195e-01	9.051885e-01	4.721269e-01	6.674766e-01	8.713011e-01	7.115991e-01	8.430784e-01
CLEC17A	1.013176e+00	6.632305e+00	1.128709e+00	0	0	2.701802e-01	0
CLEC18A	2.233844e-01	7.242139e-01	1.348171e-02	7.261340e-02	2.252500e-01	4.667907e-01	1.115381e+00
CLEC18B	0	1.128228e+00	2.277080e-01	0	0	4.361513e-01	1.458532e+00
CLEC18C	0	7.308253e-01	2.203170e-01	0	0	0	1.140462e+00
CLEC1A	1.507426e+00	2.477800e+00	6.418531e-01	8.381669e-01	8.825983e-02	1.431264e+00	0
CLEC1B	0	0	0	3.388933e-02	0	1.056863e-02	0
CLEC2A	0	5.871573e-02	0	0	1.806027e-03	0	3.769864e-02
CLEC2B	5.823829e-01	1.738033e+00	5.915217e-01	1.550988e+00	2.672886e-01	5.233622e-01	8.043213e-01
CLEC2D	2.260550e-02	2.539623e+00	4.268567e-01	6.672882e-01	6.085496e-01	5.620120e-01	9.538200e-01
CLEC2L	2.153091e+00	1.558916e+00	4.606104e-01	4.200743e-01	0	1.371758e+00	0
CLEC3A	1.200847e+00	0	0	0	0	0	7.307375e-03
CLEC3B	2.305098e+00	2.713704e+00	1.074375e+00	2.570106e-01	8.084241e-01	2.535149e+00	0
CLEC4A	1.026305e+00	1.974864e+00	1.025209e+00	1.357824e+00	3.227668e-01	6.904124e-01	2.703183e-02
CLEC4C	4.105258e-02	2.244567e+00	9.852745e-02	0	0	7.244825e-02	0
CLEC4D	1.642038e-01	1.414864e+00	9.739326e-01	5.605502e-01	0	5.745052e-01	0
CLEC4E	8.753342e-01	2.202855e+00	5.531503e-01	1.227828e+00	0	1.087794e+00	0
CLEC4F	2.397322e+00	2.328190e+00	2.626458e-01	0	5.405085e-01	1.345739e+00	0
CLEC4G	0	3.174141e+00	3.431616e-01	2.688258e-02	0	1.336663e+00	1.782218e-01
CLEC4GP1	0	1.806866e+00	5.150110e-01	0	4.372643e-02	8.465089e-01	3.498728e-01
CLEC4M	0	1.908402e+00	0	0	0	4.442473e-02	0
CLEC5A	5.310137e-01	7.082000e-01	1.071611e+00	2.372832e+00	1.100365e-01	3.155135e-01	3.494135e-01
CLEC6A	1.666825e-01	7.936056e-02	3.698043e-01	3.125634e-01	0	0	0
CLEC7A	1.072466e+00	1.801756e+00	8.361190e-01	1.618438e+00	3.275807e-01	7.415121e-01	8.509636e-02
CLEC9A	1.860627e+00	3.492623e+00	5.949783e-01	0	1.021478e-01	8.042256e-01	0
CLECL1	1.208005e+00	3.860860e+00	6.758727e-01	2.059486e-02	1.437182e-01	2.367391e-01	1.597004e-01
CLGN	6.520323e+00	1.916579e-01	6.218485e-01	0	0	1.733736e+00	6.000299e-02
CLIC1	6.610682e-01	8.124739e-01	9.396345e-01	1.119716e+00	1.498938e+00	9.249660e-01	1.655690e+00
CLIC2	1.870294e+00	2.224031e+00	6.631695e-01	7.630042e-01	3.822169e-01	1.394001e+00	0
CLIC3	0	0	3.696524e-01	1.402340e+00	1.668676e+00	0	3.156127e+00
CLIC4	6.911782e-01	7.484439e-01	8.335195e-01	2.037941e+00	5.676050e-01	1.681767e+00	4.708817e-01
CLIC5	9.827083e-01	9.877708e-01	1.223705e+00	2.726612e-01	7.794725e-01	8.265569e-01	5.009259e-01
CLIC6	1.442269e+00	1.042711e+00	5.884937e-01	9.559319e-01	1.027532e+00	1.457234e+00	2.178674e-01
CLINT1	3.303025e-01	5.704150e-01	5.708842e-01	6.979121e-01	1.373060e+00	1.015625e+00	8.090056e-01
CLIP1	4.747304e-01	7.239086e-01	7.016265e-01	8.275520e-01	7.862037e-01	1.205478e+00	8.616657e-01
CLIP2	6.077641e-01	6.058018e-01	6.200606e-01	9.585461e-01	1.191595e+00	9.307899e-01	8.233102e-01
CLIP3	1.850667e+00	8.859365e-01	3.643515e-02	1.655908e+00	4.402092e-01	1.918524e+00	1.209642e-01
CLIP4	9.121840e-01	6.529120e-01	3.460434e-01	8.142481e-01	5.604314e-01	9.258950e-01	1.049181e+00
CLK1	4.614945e-01	1.498788e+00	4.800999e-01	5.468395e-01	1.088561e+00	1.148316e+00	8.903423e-01
CLK2	5.569308e-01	8.314582e-01	2.821296e-01	5.292506e-01	1.036289e+00	6.723249e-01	9.203359e-01
CLK2P	1.053867e-01	3.073501e-01	3.217806e-02	0	4.680737e-01	1.237156e-01	2.916073e-01
CLK3	7.477779e-01	1.260535e+00	4.237373e-01	5.726311e-01	1.036911e+00	7.584007e-01	1.056352e+00
CLK4	6.132201e-01	1.541600e+00	7.032254e-01	4.588362e-01	7.987449e-01	1.054632e+00	4.539953e-01
CLLU1	4.724568e-01	7.309320e-01	6.909565e-01	0	4.793747e-02	2.567310e-01	0
CLLU1OS	2.707181e-01	8.906955e-01	1.598301e-01	7.856602e-03	1.907999e-01	0	1.798494e-01
CLMN	6.381106e-01	6.663626e-01	1.050605e+00	6.252620e-01	1.145304e+00	7.509004e-01	7.258413e-01
CLN3	8.493102e-01	9.279324e-01	7.573812e-01	7.993110e-01	1.086329e+00	7.151099e-01	1.001580e+00
CLN5	1.424207e+00	1.010780e+00	9.699256e-01	1.005966e+00	8.069338e-01	9.211694e-01	7.129776e-01
CLN6	1.082021e+00	8.718328e-01	1.048869e+00	7.154540e-01	1.086854e+00	7.073011e-01	1.316175e+00
CLN8	9.585552e-01	1.480564e+00	7.781806e-01	7.379418e-01	6.778188e-01	9.553155e-01	5.114657e-01
CLNK	0	2.177690e+00	0	0	1.218350e-01	1.500411e-01	0
CLNS1A	3.561159e-01	9.503670e-01	1.051312e+00	6.471816e-01	9.424955e-01	5.907251e-01	1.276501e+00
CLOCK	4.919125e-01	3.256555e-01	9.477163e-02	9.635590e-01	5.253664e-01	5.474009e-01	3.387242e-01
CLP1	4.625975e-01	8.532173e-01	9.622412e-01	5.683312e-01	6.025834e-01	7.426888e-01	7.895724e-01
CLPB	6.457949e-01	5.429632e-01	9.470138e-01	7.120474e-01	4.366405e-01	5.089941e-01	9.456780e-01
CLPP	8.723199e-01	9.087155e-01	9.306755e-01	6.753182e-01	1.053915e+00	8.693919e-01	1.243635e+00
CLPS	2.298730e+00	0	1.971542e+01	0	3.075732e-01	2.567207e-01	1.402665e-01
CLPTM1	1.079034e+00	8.507650e-01	9.037087e-01	7.777171e-01	1.112830e+00	7.774155e-01	1.364953e+00
CLPTM1L	6.445537e-01	9.991412e-01	1.044899e+00	7.594065e-01	1.076358e+00	8.501174e-01	1.230128e+00
CLPX	5.529845e-01	9.467729e-01	9.771350e-01	7.563158e-01	7.394467e-01	7.122869e-01	7.016259e-01
CLRN1	1.399139e-01	0	0	0	2.830241e-03	5.065971e-02	0
CLRN1OS	0	0	0	0	2.453624e-02	3.515588e-03	5.581367e-02
CLRN2	6.225910e-02	1.734619e-02	0	0	0	0	0
CLRN3	1.153467e-01	9.380634e-01	0	0	2.184605e+00	1.607251e+00	0
CLSPN	0	2.087321e-01	0	5.309918e-01	1.970117e-01	0	9.494069e-01
CLSTN1	7.716679e-01	5.633330e-01	8.331177e-01	1.168721e+00	1.133342e+00	8.896261e-01	1.519531e+00
CLSTN2	1.964460e+00	1.311970e+00	4.753847e-01	1.842331e+00	1.084665e-02	1.111593e+00	0
CLSTN3	1.453629e+00	2.018172e+00	1.763215e-01	9.090054e-01	6.615601e-01	8.754561e-01	7.911782e-01
CLTA	9.824093e-01	7.894844e-01	7.349606e-01	7.636049e-01	1.093645e+00	1.002360e+00	1.273114e+00
CLTB	7.605209e-01	3.511319e-01	8.723496e-01	9.478511e-01	1.709961e+00	8.959769e-01	1.969381e+00
CLTC	1.059795e+00	1.001899e+00	7.928696e-01	1.300826e+00	8.396233e-01	1.115451e+00	1.040952e+00
CLTCL1	1.068956e+00	2.229132e-01	3.252931e-01	1.867940e+00	5.414487e-02	6.156809e-01	2.876395e-01
CLU	4.035325e+00	3.176253e+00	2.448735e+00	7.362735e-01	1.000795e+00	2.309983e+00	6.429920e-01
CLUAP1	6.166471e-01	4.738496e-01	8.159682e-01	7.771918e-01	6.217927e-01	6.819706e-01	7.558094e-01
CLUL1	2.741394e+00	1.165184e-01	1.521020e+00	0	0	5.761059e-01	0
CLVS1	1.639469e+00	5.383999e-01	8.669970e-03	0	1.934861e-01	2.235044e-03	5.010521e-01
CLVS2	1.221720e+00	0	0	0	0	5.277480e-01	0
CLYBL	1.157026e+00	7.429363e-01	1.183481e+00	2.732437e-01	8.104370e-01	8.713816e-01	6.395130e-01
CMA1	4.181995e-01	3.043520e+00	2.341266e+00	0	0	8.920145e-01	0
CMAH	1.407437e+00	2.161941e+00	4.580259e-01	1.471205e+00	2.812630e-01	1.471607e+00	0
CMAS	5.135532e-01	6.484801e-01	8.679330e-01	6.626610e-01	8.427621e-01	5.914852e-01	1.193042e+00
CMBL	4.515300e-01	1.558384e-01	7.984753e-01	9.226652e-01	1.487816e+00	1.049908e+00	8.181713e-01
CMC1	5.651632e-01	5.443204e-01	8.861716e-01	4.259825e-01	8.518150e-01	4.961258e-01	1.122704e+00
CMIP	7.231646e-01	8.762607e-01	2.480737e-01	8.585211e-01	9.208176e-01	9.000580e-01	9.916137e-01
CMKLR1	3.243675e+00	2.086110e+00	1.524567e+00	1.261684e+00	2.390807e-01	1.351883e+00	0
CMPK1	8.099568e-01	8.673236e-01	7.701294e-01	9.526892e-01	1.366112e+00	1.205672e+00	9.559939e-01
CMPK2	8.051972e-01	6.379780e-01	3.066903e-01	7.147179e-01	1.033222e+00	2.065649e-01	1.105273e+00
CMTM1	0	2.430462e-01	0	9.319909e-01	6.714089e-01	0	9.163013e-01
CMTM2	0	5.762418e-01	0	5.620297e-01	4.079154e-01	4.609630e-01	2.911272e-01
