sampleID	D16.16_RICKMAN-HEAD-AND-NECK-CANCER-D	D8.3_NAKAMURA-LUNG-CANCER-DIFFERENTIATION-MARKERS	D6.6_GNF2-SPRR1B	D13.5_SINGH-NFE2L2-TARGETS	D11.9_GNF2-BUB1	D15.5_FARMER-BREAST-CANCER-CLUSTER-5	D15.4_BARRIER-CANCER-RELAPSE-NORMAL-SAMPLE-DN	D9.7_EPITHELIAL-CELL-DIFFERENTIATION	D10.8_BIOCARTA-TCAPOPTOSIS-PATHWAY	D8.1_MIPS-40S-RIBOSOMAL-SUBUNIT-CYTOPLASMIC
TCGA-63-7020-01A-11R-1949-07	8.789607e-02	1.432908e+00	1.098392e+00	3.386474e-01	0	1.014858e+00	1.673129e+00	8.626497e-01	2.116317e-01	4.816017e+00
TCGA-63-7021-01A-11R-1949-07	0	7.095966e-01	1.047226e+00	5.653547e-01	0	7.841735e-01	1.194186e+00	6.090633e-01	5.479002e-01	3.837095e+00
TCGA-63-7022-01A-11R-1949-07	0	1.106851e+00	2.553705e-01	2.085105e-01	8.293245e-03	1.579921e+00	9.807730e-01	4.363762e-01	7.180832e-01	2.927038e+00
TCGA-63-7023-01A-11R-1949-07	0	4.514690e-01	2.363691e-01	4.762650e-01	2.401267e-01	6.723634e-01	5.369232e-01	9.185347e-01	3.332425e-01	3.609716e+00
TCGA-63-A5M9-01A-11R-A26W-07	0	9.554649e-01	0	1.478475e+00	3.782481e-01	4.909308e-01	7.887033e-01	0	3.593988e-01	3.356981e+00
TCGA-63-A5MB-01A-11R-A26W-07	0	1.189050e+00	0	1.579297e+00	1.831182e-01	1.813058e-01	1.063121e+00	1.227069e-02	3.646844e-01	3.412386e+00
TCGA-63-A5MG-01A-12R-A27Q-07	5.891084e-02	1.059777e+00	1.425442e+00	4.343322e-02	0	1.040767e+00	1.429662e+00	1.077378e+00	3.513509e-01	4.769003e+00
TCGA-63-A5MH-01A-12R-A27Q-07	0	7.708030e-02	3.583991e-01	1.079819e-01	2.443039e-01	1.692943e+00	2.152137e-01	3.908602e-01	5.488758e-02	3.508381e+00
TCGA-63-A5MI-01A-12R-A27Q-07	0	6.895832e-01	1.064641e+00	5.169296e-03	4.220639e-01	1.078748e+00	5.459315e-01	1.633746e+00	0	3.808389e+00
TCGA-63-A5MJ-01A-11R-A27Q-07	0	1.849324e-02	0	1.311698e+00	0	1.173837e+00	9.636947e-01	0	6.332018e-02	3.649232e+00
TCGA-63-A5ML-01A-31R-A27Q-07	0	9.640831e-01	0	1.556072e+00	1.588511e-02	5.472366e-01	9.871281e-01	0	3.570576e-01	3.468232e+00
TCGA-63-A5MM-01A-11R-A26W-07	0	5.631083e-01	2.670541e-01	0	0	1.383922e+00	1.689614e+00	0	3.607553e-01	6.034743e+00
TCGA-63-A5MN-01A-22R-A27Q-07	0	1.123739e+00	0	0	0	1.316234e+00	1.620601e+00	0	7.430364e-01	5.356187e+00
TCGA-63-A5MP-01A-11R-A26W-07	0	1.173902e+00	4.001070e-01	1.088951e+00	0	7.871504e-02	8.405029e-01	6.437143e-01	6.585575e-01	3.655685e+00
TCGA-63-A5MR-01A-31R-A27Q-07	0	3.683679e-01	1.171337e+00	2.535285e-01	0	1.206740e+00	1.346006e+00	3.465917e-01	9.895490e-02	4.886889e+00
TCGA-63-A5MS-01A-11R-A26W-07	0	1.549494e+00	4.004474e-01	3.041950e-01	1.745936e-01	8.831093e-01	1.043404e+00	4.501182e-01	4.803171e-01	3.289931e+00
TCGA-63-A5MT-01A-21R-A26W-07	0	7.212629e-01	4.286388e-01	5.733952e-02	0	1.210965e+00	1.225099e+00	2.419797e-01	5.853827e-01	5.193105e+00
TCGA-63-A5MU-01A-11R-A26W-07	0	2.460490e-03	9.128163e-01	1.076565e+00	0	4.596345e-01	1.276456e+00	8.820377e-01	0	4.600852e+00
TCGA-63-A5MV-01A-21R-A26W-07	0	7.114796e-01	5.388199e-01	2.193776e-01	8.408207e-02	1.032767e+00	9.264826e-01	8.852990e-01	4.521836e-01	2.972012e+00
TCGA-63-A5MW-01A-11R-A26W-07	0	4.779030e-01	0	1.442385e-01	1.008250e+00	1.883379e+00	4.549226e-01	0	0	2.461466e+00
TCGA-63-A5MY-01A-11R-A26W-07	0	0	1.035773e+00	7.491708e-01	0	0	9.710189e-01	1.599468e+00	0	4.786479e+00
TCGA-66-2727-01A-01R-0980-07	0	9.030361e-01	2.323241e-01	1.329033e+00	4.791938e-02	4.353336e-01	6.401925e-01	3.244261e-01	3.680692e-01	4.642353e+00
TCGA-66-2734-01A-01R-0980-07	0	1.012822e+00	1.076178e+00	1.459976e-01	0	1.213801e+00	1.148273e+00	5.477840e-01	8.155388e-02	5.271888e+00
TCGA-66-2737-01A-01R-0980-07	0	8.859907e-01	1.546059e-01	1.203822e+00	0	1.230628e+00	8.008675e-01	3.145504e-02	5.000246e-01	3.904014e+00
TCGA-66-2742-01A-01R-0980-07	0	9.756828e-01	7.888692e-01	4.375576e-01	0	5.857982e-01	9.131772e-01	9.445213e-01	1.530567e-01	4.730495e+00
TCGA-66-2744-01A-01R-0980-07	0	1.373498e+00	1.751183e-02	5.813081e-02	4.330676e-01	1.051140e+00	7.543454e-01	0	4.409000e-01	4.841264e+00
TCGA-66-2753-01A-01R-0980-07	0	1.151476e+00	5.980302e-01	1.430741e-01	1.459650e-01	1.353148e+00	7.545451e-01	6.215286e-01	0	4.673072e+00
TCGA-66-2754-01A-01R-0980-07	0	6.339932e-01	0	5.024001e-01	1.940202e+00	6.756948e-01	8.300911e-01	0	2.016759e-02	4.909777e+00
TCGA-66-2755-01A-01R-0851-07	0	0	0	1.357707e-01	0	1.408048e+00	2.961839e-02	0	8.215675e-01	4.003678e+00
TCGA-66-2756-01A-01R-0851-07	0	4.790655e-01	0	9.618948e-02	1.796662e+00	1.055904e+00	1.162497e+00	0	1.510873e-01	5.187393e+00
TCGA-66-2757-01A-01R-0851-07	0	6.116887e-01	0	3.251071e-01	1.151802e+00	8.515667e-01	9.850575e-01	3.422652e-01	7.210038e-01	4.370279e+00
TCGA-66-2758-01A-02R-0851-07	0	7.832191e-01	0	1.449977e+00	1.885429e-01	1.841131e-01	8.059581e-01	1.311888e-01	6.277659e-01	4.728147e+00
TCGA-66-2759-01A-01R-0851-07	0	1.947388e-01	5.737084e-01	8.639614e-01	0	8.054541e-01	6.853638e-01	4.422919e-01	1.781927e-01	4.840846e+00
TCGA-66-2763-01A-01R-0851-07	0	8.457376e-01	1.263185e+00	9.198991e-02	0	3.653491e-01	1.001309e+00	1.619382e+00	2.223232e-01	4.874956e+00
TCGA-66-2765-01A-01R-0851-07	0	7.661285e-01	8.692230e-01	7.834492e-02	0	1.358593e+00	1.127965e+00	1.788154e-01	1.204786e-01	5.990219e+00
TCGA-66-2766-01A-01R-0851-07	0	1.434228e-01	2.289550e-01	1.300974e+00	9.680016e-02	4.119678e-01	6.749105e-01	2.293502e-01	5.999167e-02	5.115468e+00
TCGA-66-2767-01A-01R-0851-07	0	1.295280e+00	5.831137e-01	6.290914e-01	0	1.805658e-01	8.411531e-01	6.612390e-01	8.746465e-01	4.009111e+00
TCGA-66-2768-01A-01R-0851-07	0	0	8.162936e-01	7.623490e-02	0	1.195976e+00	1.174544e+00	0	5.111960e-02	5.871230e+00
TCGA-66-2769-01A-02R-0851-07	0	1.148399e+00	0	1.112262e-01	4.067314e-01	1.479476e+00	1.732617e-01	0	3.134334e-01	4.627499e+00
TCGA-66-2770-01A-01R-0851-07	0	1.159971e+00	3.018857e-01	1.338989e+00	0	6.920810e-01	9.925223e-01	4.937709e-02	5.706827e-01	3.732966e+00
TCGA-66-2771-01A-01R-0980-07	0	8.448031e-01	1.371683e+00	3.288887e-02	0	0	6.749335e-01	1.415911e+00	4.394661e-01	6.035500e+00
TCGA-66-2773-01A-01R-1201-07	0	9.002824e-01	3.355736e-01	1.150377e+00	0	4.961579e-01	1.406530e+00	1.826263e-01	6.046244e-01	5.186612e+00
TCGA-66-2777-01A-01R-1201-07	0	1.452798e+00	6.227701e-01	1.055749e+00	2.143630e-01	6.869127e-01	1.160282e+00	6.300132e-02	3.081994e-01	4.449025e+00
TCGA-66-2778-01A-02R-0851-07	0	4.968529e-01	1.774513e+00	0	8.990880e-02	0	6.272737e-01	1.629663e+00	0	6.457085e+00
TCGA-66-2780-01A-01R-0851-07	0	4.299317e-01	7.295027e-01	1.854758e-01	0	1.497970e+00	1.207448e+00	2.425982e-01	1.499478e-01	5.726978e+00
TCGA-66-2781-01A-01R-0851-07	0	4.349757e-01	8.112718e-01	5.911736e-01	2.501685e-01	7.879891e-01	9.272202e-01	8.532233e-01	2.209179e-01	4.650568e+00
TCGA-66-2782-01A-01R-0851-07	0	4.979613e-01	7.562188e-01	1.375306e-01	0	1.045482e+00	1.040000e+00	6.982875e-01	4.251834e-01	5.657935e+00
TCGA-66-2783-01A-01R-1201-07	0	7.630100e-01	5.458362e-01	1.242314e+00	0	6.556190e-01	1.045756e+00	4.913756e-01	3.905238e-01	4.773907e+00
TCGA-66-2785-01A-01R-0851-07	0	5.664574e-01	4.692306e-01	0	2.689576e-02	5.509281e-01	1.255474e+00	4.392778e-01	1.093165e+00	6.257785e+00
TCGA-66-2786-01A-01R-0851-07	8.365218e-04	1.481070e+00	6.883818e-01	3.083493e-01	0	8.571686e-01	1.315839e+00	5.698701e-01	3.147965e-01	5.202291e+00
TCGA-66-2787-01A-01R-0980-07	0	6.105432e-01	0	1.646778e+00	6.122261e-04	3.618826e-01	6.789907e-01	0	6.165609e-01	3.376440e+00
TCGA-66-2788-01A-01R-0980-07	5.972295e-02	7.122575e-01	8.984616e-01	3.502954e-01	0	1.640774e+00	9.367786e-01	5.751423e-01	3.775904e-01	4.130171e+00
TCGA-66-2789-01A-01R-0980-07	0	1.305644e+00	6.327083e-01	1.873309e-01	3.747557e-01	1.095607e+00	4.868640e-01	6.839150e-01	9.617224e-02	3.998255e+00
TCGA-66-2790-01A-01R-0980-07	7.506251e-02	1.020972e+00	2.590045e-01	3.773691e-01	6.286707e-01	1.199281e+00	8.211601e-01	2.206251e-01	5.426326e-01	3.762120e+00
TCGA-66-2791-01A-01R-0980-07	0	8.230144e-01	3.764531e-03	1.351772e+00	0	7.484435e-01	8.491293e-01	5.586032e-02	6.871008e-01	4.094227e+00
TCGA-66-2792-01A-01R-0980-07	0	3.395571e-01	6.608190e-02	9.871178e-01	0	1.279305e+00	5.471658e-01	3.591609e-01	0	2.990544e+00
TCGA-66-2793-01A-01R-1201-07	0	8.004863e-01	6.868910e-01	2.228735e-01	7.406513e-01	4.206676e-01	8.792489e-01	1.286438e+00	0	3.786830e+00
TCGA-66-2794-01A-01R-1201-07	0	6.196769e-01	1.363579e-01	1.293222e+00	0	9.230885e-02	6.216107e-01	6.960000e-01	7.650542e-01	4.320805e+00
TCGA-66-2795-01A-02R-0980-07	0	5.474957e-01	8.585201e-02	1.302475e+00	8.677366e-02	7.306557e-01	7.750427e-01	3.741555e-02	5.271731e-01	4.627433e+00
TCGA-66-2800-01A-01R-1201-07	0	1.438269e+00	3.756665e-01	1.169994e+00	5.581301e-01	5.358535e-01	7.278491e-01	6.263309e-02	1.729865e-01	3.828987e+00
TCGA-68-7755-01A-11R-2125-07	0	1.635707e-01	0	1.501765e+00	0	1.299434e+00	1.070948e+00	0	0	3.364798e+00
TCGA-68-7756-01A-11R-2125-07	0	1.430922e+00	8.953977e-01	8.626691e-01	0	1.188280e+00	1.561137e+00	1.628899e-01	9.560186e-02	4.935872e+00
TCGA-68-7757-01B-11R-2296-07	2.606284e-01	9.317338e-01	8.475991e-01	2.552259e-01	0	1.727813e+00	1.391593e+00	8.005094e-01	2.848160e-01	4.221568e+00
TCGA-68-8250-01A-11R-2296-07	5.443459e-02	1.714018e+00	6.100369e-01	3.668548e-01	7.812641e-02	3.241150e-01	1.060262e+00	9.928244e-01	3.636602e-01	4.330596e+00
TCGA-68-8251-01A-11R-2296-07	0	3.131851e-01	0	2.529998e-01	1.830880e-01	1.620908e+00	3.346033e-01	2.970198e-01	8.001576e-01	3.318774e+00
TCGA-68-A59I-01A-11R-A262-07	1.271441e-01	9.126282e-01	6.687031e-01	1.741547e-01	1.167482e-01	1.228776e+00	1.059072e+00	9.307250e-01	4.484846e-01	3.184508e+00
TCGA-68-A59J-01A-21R-A26W-07	0	1.364271e+00	4.540672e-01	1.292070e+00	0	2.167413e-01	1.422129e+00	9.413691e-02	5.654356e-01	3.944584e+00
TCGA-6A-AB49-01A-12R-A405-07	0	0	5.181664e-01	0	3.071097e-01	6.513150e-01	1.762406e+00	1.574692e-02	0	5.834454e+00
TCGA-70-6722-01A-11R-1820-07	0	1.159161e+00	3.588296e-01	1.000811e-01	0	1.897530e+00	1.328825e+00	0	2.771058e-01	4.924796e+00
TCGA-70-6723-01A-11R-1820-07	0	2.098326e-01	0	1.632737e+00	0	8.884884e-01	8.830779e-01	0	0	3.676504e+00
TCGA-77-6842-01A-11R-1949-07	0	9.580103e-01	0	7.107775e-02	9.161020e-02	1.054673e+00	4.626111e-03	3.117531e-01	9.087240e-01	3.524238e+00
TCGA-77-6843-01A-11R-1949-07	0	1.106318e+00	1.636305e-02	1.701109e+00	3.757092e-01	4.558165e-01	8.803233e-01	1.455961e-01	0	3.112450e+00
TCGA-77-6844-01A-11R-1949-07	0	1.023444e+00	1.245760e+00	7.618526e-02	0	3.879897e-01	9.771207e-01	1.895860e+00	1.324872e-01	4.257204e+00
TCGA-77-6845-01A-11R-1949-07	0	9.319323e-01	4.835675e-01	1.215423e+00	2.817020e-01	5.717091e-01	1.144213e+00	4.231652e-01	0	4.110445e+00
TCGA-77-7138-11A-01R-2045-07	0	3.573924e+00	0	0	0	0	1.058628e+00	0	0	4.494759e+00
TCGA-77-7138-01A-41R-2045-07	0	1.012085e-01	9.803412e-01	0	0	1.389143e+00	1.116820e+00	0	0	5.690656e+00
TCGA-77-7139-01A-11R-2045-07	0	1.201636e-01	1.388552e-01	1.352706e+00	8.787304e-02	4.286779e-01	9.998989e-01	3.651167e-01	3.618459e-01	3.565039e+00
TCGA-77-7140-01A-41R-2045-07	0	5.301691e-03	3.728795e-01	1.392651e+00	0	1.314972e+00	6.268224e-01	3.728443e-01	0	3.791522e+00
TCGA-77-7141-01A-11R-2045-07	1.230629e-01	8.806524e-01	1.239252e-01	1.393940e+00	1.758918e-01	6.083360e-01	1.009518e+00	3.339107e-01	3.117054e-01	3.643138e+00
TCGA-77-7142-11A-01R-2045-07	0	3.519443e+00	0	0	0	2.607021e-02	7.426214e-01	0	0	4.351950e+00
TCGA-77-7142-01A-11R-2045-07	0	1.553743e+00	4.917782e-01	6.509623e-01	7.148370e-02	5.694232e-01	5.926881e-01	7.165743e-01	0	3.621390e+00
TCGA-77-7335-11A-01R-2045-07	0	3.086125e+00	0	0	0	0	2.884265e-01	0	0	5.703336e+00
TCGA-77-7335-01A-11R-2045-07	0	6.700746e-01	4.625336e-02	5.526122e-01	0	1.237021e+00	5.812126e-01	3.205357e-01	7.757467e-01	3.543947e+00
TCGA-77-7337-11A-01R-2045-07	0	3.485676e+00	0	0	0	0	7.026704e-01	0	0	4.696615e+00
TCGA-77-7337-01A-21R-2045-07	0	2.418245e-01	7.279547e-01	2.147700e-01	0	2.037606e+00	4.863488e-01	4.278522e-01	0	4.269381e+00
TCGA-77-7338-11A-01R-2045-07	0	3.569668e+00	0	0	0	0	6.810550e-01	0	0	4.993608e+00
TCGA-77-7338-01A-11R-2045-07	0	1.338105e+00	6.126436e-01	1.107334e+00	0	1.319227e+00	6.685003e-01	0	1.329259e-01	3.521170e+00
TCGA-77-7463-01A-11R-2045-07	0	8.051596e-01	1.189968e+00	5.908153e-01	0	5.432275e-01	3.315471e-01	1.235889e+00	0	4.614309e+00
TCGA-77-7465-01A-11R-2045-07	0	3.309009e-01	6.486813e-02	1.926250e-01	2.851133e-01	7.756416e-01	0	7.589389e-01	6.678365e-01	3.987957e+00
TCGA-77-8007-11A-01R-2187-07	0	2.852242e+00	0	6.524697e-02	0	5.833306e-03	1.025531e+00	0	1.932770e-01	5.618456e+00
TCGA-77-8007-01A-11R-2187-07	0	9.217274e-01	0	0	0	1.544245e+00	1.844291e+00	0	3.258315e-01	5.631927e+00
TCGA-77-8008-11A-01R-2187-07	0	3.089278e+00	0	0	0	5.610730e-01	1.133027e+00	0	6.862752e-02	4.356981e+00
TCGA-77-8008-01A-21R-2187-07	0	8.422400e-01	4.907562e-01	8.838281e-02	0	2.278318e+00	9.111101e-01	0	2.864505e-01	3.732603e+00
TCGA-77-8009-01A-11R-2187-07	0	9.175894e-02	0	1.404760e+00	0	1.309886e+00	6.585005e-01	0	0	3.635992e+00
TCGA-77-8128-01A-11R-2247-07	0	5.117040e-01	0	1.143967e+00	2.958551e-01	1.568311e+00	7.879968e-01	7.424884e-02	0	2.094171e+00
TCGA-77-8130-01A-11R-2247-07	0	9.599848e-01	9.245366e-01	3.883850e-02	0	2.541737e+00	1.151646e+00	0	0	4.482982e+00
TCGA-77-8131-01A-11R-2247-07	0	1.311217e+00	9.360893e-01	1.977320e-02	0	9.250719e-01	1.154117e+00	1.266485e-01	7.359149e-01	4.770164e+00
TCGA-77-8133-01A-12R-2247-07	0	6.685074e-01	6.310442e-02	9.937652e-01	0	5.455881e-01	1.039029e+00	4.164245e-01	7.850086e-01	2.629561e+00
TCGA-77-8136-01A-11R-2247-07	0	5.669639e-01	5.061870e-01	1.101814e-01	0	1.608068e+00	1.321592e+00	3.737002e-01	6.539024e-01	4.128477e+00
TCGA-77-8138-01A-11R-2247-07	8.412672e-03	1.208717e+00	5.704123e-01	2.480212e-01	1.222020e-02	1.788328e+00	1.337657e+00	0	2.471476e-01	5.036738e+00
TCGA-77-8139-01A-11R-2247-07	0	2.326064e-01	3.429418e-01	1.384039e-01	6.137133e-02	1.850141e+00	9.055992e-01	7.534376e-01	1.507643e-02	3.531453e+00
TCGA-77-8140-01A-11R-2247-07	0	9.078153e-01	1.273463e+00	0	1.752171e-01	4.805049e-01	1.117513e+00	1.523783e+00	1.464693e-01	4.442159e+00
TCGA-77-8143-01A-11R-2247-07	0	7.064411e-01	1.489391e+00	1.809072e-02	0	3.131895e-01	1.446033e+00	1.626537e+00	1.766068e-03	5.476338e+00
TCGA-77-8144-01A-11R-2247-07	0	0	9.525728e-01	0	0	1.604698e+00	1.163750e+00	0	0	5.194329e+00
TCGA-77-8145-01A-11R-2247-07	0	8.320225e-01	7.707572e-01	3.181521e-01	3.612393e-01	1.812046e+00	1.175083e+00	4.859945e-01	5.006538e-02	2.796894e+00
TCGA-77-8146-01A-11R-2247-07	6.501154e-02	1.655969e+00	5.515909e-01	8.120456e-01	0	1.004515e+00	1.661133e+00	1.067501e-01	1.414969e-01	5.105967e+00
TCGA-77-8148-01A-11R-2247-07	0	2.182391e-01	0	1.015943e+00	2.834731e-01	1.396872e+00	9.903153e-01	5.555257e-02	2.520478e-01	2.689573e+00
TCGA-77-8150-01A-11R-2247-07	0	8.895102e-01	1.177647e-01	1.323602e+00	0	5.176288e-01	1.100699e+00	2.062025e-01	3.961519e-01	3.582845e+00
TCGA-77-8153-01A-11R-2403-07	0	3.085821e-01	4.108106e-01	1.277699e+00	6.044637e-02	1.259888e+00	1.093217e+00	4.374571e-01	0	3.065573e+00
TCGA-77-8154-01A-11R-2247-07	0	6.597068e-01	1.168706e+00	3.065739e-01	0	7.637514e-01	9.968430e-01	1.588995e+00	0	4.124125e+00
TCGA-77-8156-01A-11R-2247-07	0	5.489438e-01	0	1.101780e+00	9.014952e-02	1.185288e+00	9.627783e-01	1.776026e-02	7.888346e-01	2.935563e+00
TCGA-77-A5FZ-01A-31R-A27Q-07	0	2.245278e+00	0	1.582806e-02	0	6.104636e-01	1.161181e+00	0	8.727616e-01	4.622981e+00
TCGA-77-A5G1-01A-11R-A27Q-07	0	1.224723e+00	5.382152e-01	0	1.323052e-01	1.409959e+00	1.051541e+00	0	1.012681e-01	4.851524e+00
TCGA-77-A5G3-01A-31R-A27Q-07	0	3.805817e-01	3.797897e-01	9.837297e-01	9.195278e-02	9.225547e-01	1.115286e+00	4.989980e-01	1.049809e-01	2.675350e+00
TCGA-77-A5G6-01A-11R-A27Q-07	0	8.813008e-01	1.025726e+00	6.731180e-02	4.027921e-01	5.378642e-01	6.939599e-01	1.418744e+00	0	3.409307e+00
TCGA-77-A5G7-01B-11R-A27Q-07	0	3.699792e-01	1.268231e+00	1.089111e-01	3.863824e-01	4.308698e-01	8.510541e-01	1.494754e+00	1.965586e-01	4.288107e+00
TCGA-77-A5G8-01B-11R-A27Q-07	0	6.850669e-01	7.602184e-01	1.037048e+00	0	7.635768e-01	1.029969e+00	3.737590e-01	2.340485e-01	3.905721e+00
TCGA-77-A5GA-01A-11R-A27Q-07	0	8.212917e-01	7.474206e-01	1.381458e+00	0	9.176716e-02	1.165445e+00	5.444223e-01	3.208236e-01	4.511918e+00
TCGA-77-A5GB-01B-11R-A27Q-07	0	2.565141e-01	7.306890e-01	2.235491e-02	0	1.901132e+00	1.025155e+00	0	3.023917e-01	4.519947e+00
TCGA-77-A5GF-01A-21R-A27Q-07	0	3.313428e-01	0	1.617273e+00	0	7.415779e-01	1.101473e+00	0	3.896139e-01	3.246894e+00
TCGA-77-A5GH-01A-11R-A27Q-07	0	6.291413e-01	0	7.251329e-02	9.888037e-03	1.241993e+00	2.247413e-01	2.289775e-01	1.033225e+00	3.663585e+00
TCGA-79-5596-01A-31R-1949-07	0	4.318642e-01	6.509926e-01	1.258952e+00	0	1.040339e+00	1.179496e+00	4.370560e-01	0	3.021792e+00
TCGA-85-6175-01A-11R-1820-07	0	1.608805e+00	2.269935e-01	1.415868e-01	0	2.161638e+00	1.011750e+00	0	3.794149e-01	3.330638e+00
TCGA-85-6560-01A-11R-1820-07	0	6.587325e-01	0	0	1.356713e+00	1.405076e+00	5.362652e-01	0	2.839413e-01	3.280982e+00
TCGA-85-6561-01A-11R-1820-07	0	1.102364e+00	2.310984e-01	9.963273e-01	0	1.463049e+00	8.315783e-01	0	5.212526e-01	3.019805e+00
TCGA-85-6798-01A-11R-1949-07	0	1.278720e-01	0	1.352474e+00	1.163605e-01	1.841654e+00	7.163687e-01	0	0	3.041311e+00
TCGA-85-7696-01A-11R-2125-07	0	8.720885e-01	3.325170e-01	1.184550e+00	0	6.375193e-01	1.261029e+00	4.252447e-01	4.937537e-01	3.685256e+00
TCGA-85-7697-01A-11R-2125-07	2.627754e-01	6.490094e-01	1.252792e+00	3.804886e-01	0	1.247821e+00	1.181392e+00	9.813361e-01	4.955343e-01	3.968286e+00
TCGA-85-7698-01A-11R-2125-07	1.140913e-01	8.310001e-01	1.159393e-01	1.291109e+00	0	1.384612e+00	1.002296e+00	8.972486e-02	5.626609e-01	2.982767e+00
TCGA-85-7699-01A-11R-2125-07	0	1.090576e-01	0	1.793035e-01	2.120211e-01	1.858452e+00	4.132596e-01	7.726411e-04	7.200173e-01	2.854422e+00
TCGA-85-7710-11A-01R-2125-07	0	2.765470e+00	0	1.157047e-02	0	0	9.422078e-01	9.095107e-02	6.385722e-01	4.471988e+00
TCGA-85-7710-01A-11R-2125-07	0	6.672929e-01	7.626498e-01	2.345571e-01	0	9.304769e-01	1.476045e+00	5.528294e-01	1.350501e-01	5.276219e+00
TCGA-85-7843-01A-11R-2125-07	1.019718e-02	4.705363e-01	7.531534e-01	5.864438e-01	0	1.045663e+00	9.491971e-01	1.063883e+00	3.236336e-01	4.144953e+00
TCGA-85-7844-01A-11R-2125-07	0	1.184291e+00	0	1.053939e+00	0	1.221952e+00	6.746961e-01	3.745573e-02	2.908801e-01	3.272410e+00
TCGA-85-7950-01A-11R-2187-07	0	5.523183e-01	0	1.809632e-01	3.923097e-02	1.710482e+00	3.699666e-02	2.208350e-01	8.519259e-01	2.766080e+00
TCGA-85-8048-01A-11R-2247-07	0	1.585323e+00	1.760285e-01	2.386252e-01	1.873024e-01	7.918842e-01	8.647875e-01	2.524393e-01	9.573721e-01	3.744238e+00
TCGA-85-8049-01A-11R-2247-07	2.898082e-01	1.127851e+00	1.700245e-01	9.554747e-01	0	1.432909e+00	1.160988e+00	0	9.233677e-01	3.361686e+00
TCGA-85-8052-01A-11R-2247-07	0	1.226183e+00	2.733025e-02	1.511864e+00	2.859444e-01	7.687477e-01	1.170034e+00	0	2.677052e-01	3.399085e+00
TCGA-85-8070-01A-11R-2247-07	0	2.513771e-01	1.986369e-01	1.325826e+00	2.642218e-01	0	1.176697e+00	7.205630e-01	0	4.561620e+00
TCGA-85-8071-01A-11R-2247-07	8.397589e-02	4.111420e-01	7.498879e-01	8.206506e-01	0	1.084967e+00	1.003306e+00	1.084590e+00	0	3.631326e+00
TCGA-85-8072-01A-31R-2247-07	0	1.521285e+00	1.264402e-01	1.422059e+00	0	3.524064e-01	1.504746e+00	0	4.480503e-01	4.239483e+00
TCGA-85-8276-01A-11R-2296-07	0	8.456444e-01	3.386938e-02	5.420050e-01	2.517163e-01	1.243041e+00	8.724635e-01	2.117319e-01	6.920544e-01	2.747022e+00
TCGA-85-8277-01A-11R-2296-07	0	7.115313e-01	0	1.559849e+00	0	5.727921e-01	8.404152e-01	0	4.428814e-01	3.979529e+00
TCGA-85-8287-01A-11R-2296-07	0	9.738091e-01	0	3.204397e-02	3.852083e-01	1.710624e+00	6.221166e-01	2.067085e-01	7.683732e-01	2.792635e+00
TCGA-85-8288-01A-11R-2296-07	0	2.239038e-01	0	1.691119e-01	2.645687e-02	1.978467e+00	4.077479e-01	1.219013e-01	5.637356e-01	2.952331e+00
TCGA-85-8350-01A-11R-2296-07	0	1.360344e+00	6.453061e-01	3.356869e-01	3.889405e-01	1.190388e+00	1.182126e+00	3.437137e-01	4.558156e-01	3.366836e+00
TCGA-85-8351-01A-11R-2296-07	0	1.410904e+00	5.424233e-01	1.489896e-01	2.800670e-01	1.282968e+00	1.173547e+00	1.483023e-01	0	4.996890e+00
TCGA-85-8352-01A-31R-2326-07	0	1.814470e-01	0	3.481842e-01	1.227093e+00	1.956687e-01	1.027708e+00	1.949404e-01	0	4.334389e+00
TCGA-85-8353-01A-21R-2296-07	0	1.231318e+00	2.081489e-01	6.138382e-01	0	1.654668e+00	1.114032e+00	0	3.580286e-01	3.404689e+00
TCGA-85-8354-01A-31R-2326-07	0	6.655558e-01	4.374208e-01	1.233664e+00	1.228963e-01	3.623342e-01	1.047820e+00	4.573692e-01	0	4.297931e+00
TCGA-85-8355-01A-11R-2296-07	1.153318e-01	1.144120e+00	2.190200e-01	1.020579e+00	0	6.069364e-01	1.115986e+00	4.762377e-01	9.607356e-01	3.113713e+00
TCGA-85-8479-01A-11R-2326-07	0	6.540939e-02	9.103194e-01	3.642212e-01	0	1.283000e+00	1.569432e+00	1.883485e-01	0	4.948755e+00
TCGA-85-8481-01A-11R-2326-07	1.232070e-02	4.455823e-01	4.976501e-01	1.884916e-01	0	2.052786e+00	1.452111e+00	0	1.935824e-01	5.057718e+00
TCGA-85-8580-01A-31R-2403-07	0	1.280112e+00	9.934882e-01	8.378563e-01	3.402704e-01	2.820572e-01	1.131494e+00	7.950963e-01	3.173182e-01	3.208381e+00
TCGA-85-8582-01A-21R-2403-07	0	6.591384e-01	4.770869e-01	1.042243e-01	0	2.312316e+00	1.002955e+00	1.284395e-01	3.200819e-01	3.397207e+00
TCGA-85-8584-01A-11R-2403-07	1.296671e-01	1.104180e+00	5.489377e-02	2.438710e-01	1.317826e-01	7.848492e-01	2.121382e+00	0	8.895815e-01	6.131439e+00
TCGA-85-8664-01A-11R-2403-07	0	1.404213e-01	1.212277e-01	1.629290e-01	9.527597e-01	1.141049e+00	3.375401e-01	2.823690e-01	1.538552e-03	3.680431e+00
