sampleID	D16.16_RICKMAN-HEAD-AND-NECK-CANCER-D	D8.3_NAKAMURA-LUNG-CANCER-DIFFERENTIATION-MARKERS	D6.6_GNF2-SPRR1B	D13.5_SINGH-NFE2L2-TARGETS	D11.9_GNF2-BUB1	D15.5_FARMER-BREAST-CANCER-CLUSTER-5	D15.4_BARRIER-CANCER-RELAPSE-NORMAL-SAMPLE-DN	D9.7_EPITHELIAL-CELL-DIFFERENTIATION	D10.8_BIOCARTA-TCAPOPTOSIS-PATHWAY	D8.1_MIPS-40S-RIBOSOMAL-SUBUNIT-CYTOPLASMIC
TCGA-39-5021-01A-01R-1443-07	0	7.542538e-01	0	1.320022e+00	6.732881e-01	7.431845e-01	7.261115e-01	0	5.593138e-01	3.568262e+00
TCGA-39-5022-01A-21R-1820-07	1.308381e-01	1.080564e+00	1.759029e-01	9.237553e-01	5.436027e-02	9.704308e-01	1.086459e+00	1.467037e-01	1.050300e+00	4.074938e+00
TCGA-39-5024-01A-21R-1820-07	9.163162e-02	7.597170e-01	1.499739e+00	1.361892e-01	0	5.524564e-01	1.104155e+00	1.308822e+00	3.636719e-01	5.427943e+00
TCGA-39-5027-01A-21R-1820-07	5.997416e-02	1.053433e+00	7.304480e-01	1.385040e+00	4.987941e-01	3.792995e-01	9.463421e-01	6.135738e-01	0	4.055312e+00
TCGA-39-5028-01A-01R-1443-07	2.028036e-01	8.956820e-01	1.267177e+00	1.392354e-01	0	1.497893e+00	8.329695e-01	5.125801e-01	3.180579e-01	5.357594e+00
TCGA-39-5029-01A-01R-1443-07	6.461317e-02	9.592825e-01	9.293360e-01	4.975694e-01	0	1.218368e+00	1.317335e+00	5.394802e-01	3.003694e-01	5.176767e+00
TCGA-39-5030-01A-01R-1443-07	0	7.851618e-01	1.104669e-02	1.729984e-01	0	1.399925e+00	3.562223e-01	3.765305e-01	1.208932e+00	3.109419e+00
TCGA-39-5031-01A-01R-1443-07	0	1.182890e+00	9.484765e-01	3.788908e-01	6.087143e-01	8.065533e-01	7.310882e-01	7.428940e-01	3.379606e-01	3.423077e+00
TCGA-39-5034-01A-01R-1443-07	8.362039e-02	1.119552e+00	0	3.405596e-01	1.344818e+00	1.452272e+00	1.285949e+00	0	3.614942e-01	4.453537e+00
TCGA-39-5035-01A-01R-1443-07	0	4.977783e-01	6.005822e-01	7.701971e-02	1.718127e-01	9.458605e-01	1.026009e+00	4.763174e-01	6.880521e-01	5.256547e+00
TCGA-39-5036-01A-01R-1443-07	0	8.347157e-01	1.062609e+00	1.347564e+00	1.390668e-01	0	1.102465e+00	7.454413e-01	0	5.623746e+00
TCGA-39-5037-01A-01R-1443-07	0	4.108878e-01	9.649775e-01	1.370729e+00	6.864209e-01	0	5.160522e-01	6.461503e-01	0	4.791156e+00
TCGA-39-5039-01A-01R-1443-07	0	1.639411e+00	1.026702e+00	2.191530e-01	0	1.074774e+00	1.133588e+00	4.243444e-01	0	5.579139e+00
TCGA-39-5040-11A-01R-2125-07	0	3.219018e+00	0	0	0	0	7.066038e-01	0	0	6.087144e+00
TCGA-39-5040-01A-21R-2125-07	0	1.380244e+00	0	0	5.978898e-01	9.081182e-01	1.211540e+00	0	2.445777e-02	4.061572e+00
TCGA-43-2576-01A-01R-A32Z-07	6.447039e-02	9.101645e-01	1.021188e-01	0	4.927449e-01	1.240425e+00	1.948143e+00	4.918160e-02	7.542675e-01	5.539588e+00
TCGA-43-2578-01A-01R-0851-07	6.385446e-02	1.484414e+00	0	6.732868e-01	1.243829e+00	6.628354e-01	1.296047e+00	0	3.626229e-01	4.150568e+00
TCGA-43-2581-01A-01R-0851-07	0	1.452392e+00	0	0	1.381387e-01	1.207770e+00	1.480064e+00	0	3.789174e-01	5.277769e+00
TCGA-43-3394-11A-01R-1758-07	3.386149e-02	3.580967e+00	2.970326e-02	1.868116e-01	0	4.194930e-04	1.109344e+00	9.712366e-02	0	4.329820e+00
TCGA-43-3394-01A-01R-0980-07	0	1.001582e+00	5.749291e-01	1.050155e+00	4.327878e-01	4.161855e-01	5.836666e-01	5.375653e-01	1.908434e-02	3.959552e+00
TCGA-43-3920-01A-01R-0980-07	0	1.704754e-01	7.256108e-01	1.381564e-01	6.290095e-01	1.071738e+00	6.691876e-02	6.633265e-01	1.332636e-01	4.887262e+00
TCGA-43-5668-01A-01R-1635-07	0	1.190851e+00	0	4.090400e-02	4.033690e-01	9.148894e-01	1.550999e+00	1.861550e-01	6.964936e-01	4.597914e+00
TCGA-43-5670-11A-01R-2125-07	1.488051e-01	3.302164e+00	0	7.941894e-02	0	2.799269e-01	1.086962e+00	1.829041e-01	1.035714e-01	4.160520e+00
TCGA-43-5670-01A-21R-2125-07	2.774119e-02	2.039293e-01	9.724278e-01	4.819082e-02	2.424605e-01	1.476518e+00	1.453613e+00	1.180518e-01	0	5.192739e+00
TCGA-43-6143-11A-01R-1820-07	0	3.145063e+00	0	0	0	3.696538e-01	1.045466e+00	0	2.555529e-01	4.184844e+00
TCGA-43-6143-01A-11R-1820-07	0	6.483598e-01	5.934240e-02	5.329520e-01	6.248451e-01	1.237629e+00	1.161491e+00	3.803820e-01	3.465957e-01	3.357460e+00
TCGA-43-6647-11A-01R-1820-07	0	3.689726e+00	0	0	0	5.925845e-02	1.111160e+00	0	0	4.409227e+00
TCGA-43-6647-01A-11R-1820-07	0	8.495296e-01	1.113742e-01	7.318205e-02	0	2.488086e+00	6.823869e-01	0	3.384922e-01	3.390434e+00
TCGA-43-6770-01A-11R-1820-07	0	1.161155e+00	4.111471e-01	1.037146e+00	2.125725e-01	1.309941e+00	8.224675e-01	2.572311e-01	1.068955e-01	2.822249e+00
TCGA-43-6771-11A-01R-1820-07	0	3.518272e+00	0	0	0	4.867572e-02	1.152182e+00	0	0	4.889641e+00
TCGA-43-6771-01A-11R-1820-07	0	1.123636e-01	8.470621e-01	0	0	1.910340e+00	1.444909e+00	0	0	5.580348e+00
TCGA-43-6773-11A-01R-1949-07	4.243955e-02	3.175721e+00	0	6.922027e-02	0	5.097636e-01	1.075404e+00	0	1.860153e-01	4.101394e+00
TCGA-43-6773-01A-41R-1949-07	0	1.473997e+00	0	1.088984e+00	0	1.038900e+00	1.163726e+00	0	6.914398e-01	3.919723e+00
TCGA-43-7656-01A-11R-2125-07	0	2.691536e-01	0	1.136165e-02	6.132857e-01	1.329118e+00	7.151085e-01	3.008792e-01	8.796008e-01	3.679929e+00
TCGA-43-7657-11A-01R-2125-07	1.514880e-02	3.386963e+00	0	0	0	2.678684e-01	1.035471e+00	0	6.745915e-02	4.126889e+00
TCGA-43-7657-01A-31R-2125-07	0	2.385047e-01	0	8.716573e-01	3.581212e-01	1.565485e+00	7.378987e-01	0	0	3.237722e+00
TCGA-43-7658-11A-01R-2125-07	2.413622e-02	3.522330e+00	0	0	0	0	1.159283e+00	1.222715e-01	0	5.035847e+00
TCGA-43-7658-01A-11R-2125-07	0	7.307187e-01	0	1.539301e-01	1.405489e+00	3.465411e-01	1.074184e+00	1.971946e-01	7.452985e-01	3.741276e+00
TCGA-43-8115-01A-11R-2247-07	0	7.986488e-01	0	3.901834e-01	3.120411e-01	1.505684e+00	1.054548e+00	1.449369e-01	7.317473e-01	2.566934e+00
TCGA-43-8116-01A-11R-2247-07	0	5.257761e-01	3.732387e-01	1.066758e-01	3.526967e-02	1.124593e+00	4.023707e-01	7.788996e-01	7.594010e-01	3.993140e+00
TCGA-43-8118-01A-11R-2403-07	0	1.372549e+00	8.314189e-01	5.129801e-01	6.627813e-02	8.239621e-01	1.263963e+00	5.374293e-01	1.372424e-01	3.815949e+00
TCGA-43-A474-01A-11R-A24H-07	0	2.719690e-01	5.112639e-01	1.242115e+00	0	1.604702e+00	1.037202e+00	2.223569e-01	0	3.739790e+00
TCGA-43-A475-01A-11R-A24H-07	0	1.013124e+00	0	1.286852e+00	0	1.105067e-02	6.782489e-01	1.946785e-01	1.014832e+00	3.327656e+00
TCGA-43-A56U-01A-11R-A26W-07	1.849377e-01	9.949218e-01	8.407079e-01	1.223554e-01	0	8.226336e-01	1.310851e+00	6.164703e-01	1.052435e+00	4.127248e+00
TCGA-43-A56V-01A-11R-A26W-07	2.582774e-04	7.240126e-01	1.299554e+00	4.721221e-01	1.278532e-01	8.128274e-01	1.228342e+00	9.844871e-01	1.294558e-01	4.631456e+00
TCGA-46-3765-01A-01R-0980-07	0	8.364136e-01	5.261721e-01	9.550097e-01	2.089825e-01	6.008660e-01	7.188608e-01	4.674314e-01	1.507254e-01	4.520334e+00
TCGA-46-3766-01A-01R-0980-07	0	1.712226e+00	3.426162e-01	2.629899e-01	0	1.347121e+00	6.770376e-01	1.490548e-01	4.243746e-01	4.321638e+00
TCGA-46-3767-01A-01R-0980-07	0	1.458459e+00	4.955042e-01	1.629411e-01	1.447184e-01	1.448948e+00	5.799175e-01	2.843309e-01	3.580353e-01	3.708917e+00
TCGA-46-3768-01A-01R-0980-07	0	8.920278e-01	0	1.610391e+00	3.914081e-01	2.335772e-01	1.003406e+00	0	2.042898e-01	4.398704e+00
TCGA-46-3769-01A-01R-0980-07	0	3.104855e-01	0	3.159279e-01	5.126665e-02	1.185569e+00	1.234597e+00	0	3.328921e-01	6.196760e+00
TCGA-46-6025-01A-11R-1820-07	0	6.552620e-01	2.837629e-01	1.171626e+00	0	1.473903e+00	1.169977e+00	0	0	4.871469e+00
TCGA-46-6026-01A-11R-1820-07	1.280559e-01	7.644848e-01	7.997043e-01	2.733388e-01	9.790776e-01	9.325351e-01	9.152821e-01	8.517749e-01	1.308374e-01	3.050347e+00
TCGA-51-4079-11A-01R-1758-07	0	3.537576e+00	0	0	0	8.693024e-02	1.220947e+00	0	0	4.197020e+00
TCGA-51-4079-01A-01R-1100-07	0	1.055150e+00	7.861314e-01	1.226190e+00	0	7.725310e-01	9.379688e-01	2.398366e-01	1.312413e-01	4.618693e+00
TCGA-51-4080-11A-01R-1758-07	0	3.371276e+00	0	0	0	2.703712e-02	1.182019e+00	0	6.927102e-02	4.377590e+00
TCGA-51-4080-01A-01R-1100-07	0	4.603105e-01	2.355812e-01	1.484905e+00	1.559838e-01	4.351713e-02	6.162718e-01	4.293937e-01	1.745356e-02	4.080293e+00
TCGA-51-4081-11A-01R-1758-07	0	3.110757e+00	0	1.334852e-01	0	2.053716e-01	1.294186e+00	0	3.494392e-01	4.313089e+00
TCGA-51-4081-01A-01R-1100-07	0	6.089459e-01	2.455302e-01	1.455678e+00	0	1.499636e+00	1.135705e+00	0	0	2.792824e+00
TCGA-51-6867-01A-11R-2045-07	0	9.166011e-01	1.210356e-01	1.077069e+00	2.564049e-01	6.973860e-01	9.732805e-01	3.610236e-01	2.203884e-01	3.667761e+00
TCGA-52-7622-01A-11R-2125-07	0	1.826742e+00	4.300082e-01	1.240830e+00	0	4.510910e-01	1.262083e+00	8.655784e-02	5.248873e-01	3.821180e+00
TCGA-52-7809-01A-21R-2125-07	0	1.430858e+00	3.342708e-01	3.102668e-01	1.003139e+00	5.007186e-01	9.913965e-01	5.314041e-01	3.083894e-01	3.394061e+00
TCGA-52-7810-01A-11R-2125-07	0	1.577228e-01	8.361502e-01	4.357832e-01	1.443032e-01	1.605549e+00	1.026651e+00	1.723134e-02	0	5.323337e+00
TCGA-52-7811-01A-11R-2125-07	0	1.420730e+00	9.368330e-01	7.412840e-01	0	9.717412e-01	1.070242e+00	2.236625e-01	0	4.776205e+00
TCGA-52-7812-01A-11R-2125-07	0	9.837856e-01	0	1.696808e-01	1.939481e-01	4.928372e-01	1.667384e+00	0	5.650547e-01	6.489899e+00
TCGA-56-1622-01A-01R-0692-07	1.577882e-01	8.327239e-01	9.270688e-01	2.845369e-01	1.086942e-01	1.099076e+00	8.972449e-01	1.294219e+00	0	4.173296e+00
TCGA-56-5897-01A-11R-1635-07	5.146661e-02	8.498103e-01	4.858717e-01	7.750624e-01	0	1.714555e+00	1.077725e+00	7.832060e-02	6.311959e-01	4.000550e+00
TCGA-56-5898-01A-11R-1635-07	0	1.686571e+00	9.398329e-01	7.873536e-01	5.208618e-02	8.786565e-01	1.242398e+00	3.752286e-01	5.980643e-02	3.808998e+00
TCGA-56-6545-01A-11R-1820-07	0	1.300983e+00	1.245125e-01	1.441683e-01	1.390566e-01	1.837852e+00	5.159297e-01	0	3.542856e-01	3.131673e+00
TCGA-56-6546-01A-11R-1820-07	0	1.284221e+00	0	1.942742e-01	1.173652e+00	9.540670e-01	9.921072e-01	0	5.108404e-01	4.106072e+00
TCGA-56-7221-01A-11R-2045-07	9.363158e-02	1.018311e+00	1.301705e+00	7.125261e-01	7.127543e-02	7.085778e-01	1.063742e+00	1.129446e+00	0	4.020955e+00
TCGA-56-7222-11A-01R-2045-07	0	3.545264e+00	0	0	0	0	9.043124e-01	0	0	5.441364e+00
TCGA-56-7222-01A-11R-2045-07	0	1.007761e+00	9.024394e-01	1.809833e-01	2.189880e-02	1.363716e+00	1.149741e+00	4.996394e-01	0	5.498058e+00
TCGA-56-7223-01A-11R-2045-07	0	7.218490e-01	0	1.218077e+00	1.331594e+00	1.020796e+00	8.901771e-01	0	0	2.900436e+00
TCGA-56-7579-11A-01R-2045-07	0	3.383910e+00	0	0	0	0	9.583951e-01	2.037904e-02	0	4.791629e+00
TCGA-56-7579-01A-11R-2045-07	0	2.176678e-01	8.751864e-01	8.623272e-01	0	8.148512e-01	1.029917e+00	5.028068e-01	7.344106e-02	4.075112e+00
TCGA-56-7580-11A-01R-2045-07	0	3.172475e+00	0	0	0	2.650067e-01	8.728676e-01	0	0	4.274738e+00
TCGA-56-7580-01A-11R-2045-07	0	2.171323e-01	5.535302e-01	1.668195e-01	1.003216e-01	1.022121e+00	5.113977e-01	1.041123e+00	6.137947e-02	3.936576e+00
TCGA-56-7582-11A-01R-2045-07	0	3.107914e+00	0	0	0	5.474766e-01	9.319353e-01	0	2.149585e-02	3.993107e+00
TCGA-56-7582-01A-11R-2045-07	0	5.405196e-01	1.574010e-01	1.523192e+00	0	8.453052e-01	8.290882e-01	6.871623e-02	1.271937e-01	3.425976e+00
TCGA-56-7730-11A-01R-2125-07	2.933380e-02	3.352495e+00	3.772290e-01	2.074412e-01	0	0	1.321117e+00	2.135194e-01	0	5.000465e+00
TCGA-56-7730-01A-11R-2125-07	0	1.309850e+00	4.754698e-01	1.535972e+00	4.135267e-01	0	1.190750e+00	2.979859e-01	0	3.627675e+00
TCGA-56-7731-11A-01R-2125-07	0	3.521657e+00	0	0	0	0	1.275069e+00	0	0	5.460806e+00
TCGA-56-7731-01A-11R-2125-07	1.846538e-03	1.849808e+00	1.062774e+00	1.276365e-01	1.541607e-02	7.948529e-01	1.173122e+00	8.448295e-01	2.987440e-01	4.445083e+00
TCGA-56-7822-01A-11R-2125-07	0	1.357884e+00	1.428278e+00	2.675469e-01	0	1.042415e+00	1.037051e+00	6.905690e-01	0	4.675518e+00
TCGA-56-7823-11A-01R-2247-07	0	3.285330e+00	0	0	0	1.723951e-01	1.132953e+00	0	0	4.446843e+00
TCGA-56-7823-01B-11R-2247-07	0	2.302268e-01	4.504047e-01	1.236082e+00	0	9.165716e-01	1.252034e+00	4.507021e-01	0	3.377012e+00
TCGA-56-8082-11A-01R-2247-07	0	3.467814e+00	0	0	0	7.259457e-02	1.193745e+00	0	0	4.606419e+00
TCGA-56-8082-01A-11R-2247-07	0	9.553867e-01	1.104761e+00	1.721950e-01	1.099224e-01	4.801769e-01	7.140371e-01	1.568314e+00	0	3.787042e+00
TCGA-56-8083-11A-01R-2247-07	0	3.698030e+00	0	0	0	0	1.079997e+00	0	0	4.544935e+00
TCGA-56-8083-01A-11R-2247-07	0	1.293314e+00	0	1.851957e-01	1.773715e+00	1.517205e+00	8.730051e-01	0	0	2.293002e+00
TCGA-56-8201-11A-01R-2247-07	0	3.678747e+00	0	0	0	0	1.144568e+00	0	0	4.753638e+00
TCGA-56-8201-01A-11R-2247-07	0	3.478426e-01	0	0	0	1.669390e+00	9.477364e-01	0	6.223340e-01	4.748552e+00
TCGA-56-8304-01A-11R-2326-07	0	4.303944e-01	1.587870e+00	3.271363e-02	0	2.982818e-01	1.224638e+00	1.805382e+00	6.513378e-02	4.873765e+00
TCGA-56-8305-01A-11R-2296-07	0	7.577761e-01	7.360238e-01	8.796847e-01	3.230759e-01	1.157299e+00	1.264703e+00	4.498123e-02	2.025087e-01	4.037475e+00
TCGA-56-8307-01A-11R-2296-07	0	1.860941e-01	0	0	6.744817e-02	7.175996e-01	2.166807e-01	5.695279e-01	9.526472e-01	3.635941e+00
TCGA-56-8308-01A-11R-2296-07	0	1.167262e+00	5.807513e-01	9.678014e-01	0	8.642292e-01	1.074146e+00	5.438097e-01	3.029955e-01	3.056056e+00
TCGA-56-8309-11A-01R-2296-07	1.293374e-01	3.317785e+00	0	1.917858e-02	0	0	1.260301e+00	1.017092e-01	7.558901e-02	4.854765e+00
TCGA-56-8309-01A-11R-2296-07	0	1.426818e+00	0	1.524857e-01	0	9.110374e-01	3.754470e-01	4.850881e-01	9.457776e-01	3.363753e+00
TCGA-56-8503-01A-11R-2403-07	0	6.794975e-01	5.422265e-01	1.495760e-01	0	1.685142e+00	1.119776e+00	1.343487e-01	7.427685e-01	3.602899e+00
TCGA-56-8504-01A-11R-2403-07	0	6.349583e-01	6.507964e-01	9.258158e-01	0	7.389732e-01	1.274246e+00	7.947969e-01	3.331356e-01	4.384404e+00
TCGA-56-8622-01A-11R-2403-07	0	1.278491e+00	1.109517e+00	1.015172e-01	0	1.717596e+00	1.088801e+00	1.058993e-01	5.841086e-02	4.322820e+00
TCGA-56-8623-11A-01R-A28V-07	0	3.404929e+00	0	0	0	0	1.253467e+00	0	1.163816e-01	4.614906e+00
TCGA-56-8623-01A-11R-A28V-07	7.937746e-03	3.285865e+00	0	2.799435e-02	0	0	1.283201e+00	0	1.535421e-01	4.706396e+00
TCGA-56-8624-01A-11R-2403-07	0	1.708399e+00	6.984996e-01	2.076972e-01	1.222184e-01	1.228747e+00	1.245279e+00	1.081373e-01	1.734009e-01	3.899803e+00
TCGA-56-8625-01A-11R-2403-07	0	1.220026e+00	1.021690e-01	4.416402e-01	5.945091e-02	1.053465e+00	1.272413e+00	4.078961e-01	8.728230e-01	2.890052e+00
TCGA-56-8626-01A-11R-2403-07	0	1.815537e+00	7.798058e-01	1.649002e-01	3.455777e-01	1.387694e+00	1.095453e+00	1.079408e-01	0	3.572971e+00
TCGA-56-8628-01A-11R-2403-07	0	1.952297e+00	4.185088e-01	1.805724e-01	1.614754e-01	9.904941e-01	1.058795e+00	5.022605e-01	3.556528e-01	3.163656e+00
TCGA-56-8629-01A-11R-2403-07	5.981628e-02	4.939732e-01	3.992570e-01	7.508953e-01	1.097067e-01	1.120588e+00	1.479492e+00	2.467941e-01	3.429011e-01	4.482058e+00
TCGA-56-A49D-01A-11R-A24H-07	0	1.643598e+00	7.570783e-01	1.104164e-01	1.141563e-01	6.620932e-02	1.264349e+00	1.064253e+00	3.385311e-01	4.759588e+00
TCGA-56-A4BW-01A-11R-A24H-07	0	7.868385e-01	9.921084e-01	2.074931e-01	0	9.418276e-01	1.098632e+00	9.622564e-01	3.556196e-01	4.130886e+00
TCGA-56-A4BX-01A-11R-A24H-07	0	4.832828e-01	7.033466e-01	1.293424e+00	0	1.293745e-01	1.172867e+00	1.156487e+00	0	3.454258e+00
TCGA-56-A4BY-01A-11R-A24H-07	0	1.298382e+00	1.780727e-01	1.278708e+00	0	2.620004e-01	1.202877e+00	5.902680e-01	3.374255e-01	3.595816e+00
TCGA-56-A4ZJ-01A-11R-A262-07	0	2.001390e+00	7.207926e-01	2.069652e-01	0	1.181401e+00	1.261699e+00	1.793930e-01	2.683045e-01	4.274996e+00
TCGA-56-A4ZK-01A-11R-A262-07	0	5.447913e-01	3.592092e-01	1.193429e+00	0	5.502749e-01	1.404251e+00	4.569717e-01	6.116460e-01	3.326498e+00
TCGA-56-A5DR-01A-11R-A27Q-07	0	4.527138e-01	8.607985e-01	6.428688e-01	0	1.249313e+00	1.534537e+00	4.708741e-01	2.412968e-01	4.992320e+00
TCGA-56-A5DS-01A-11R-A27Q-07	1.612733e-01	9.211862e-01	1.211817e+00	2.240854e-01	0	6.750578e-01	1.214814e+00	1.507276e+00	5.973454e-01	3.808577e+00
TCGA-56-A62T-01A-11R-A405-07	0	2.408983e-01	2.613882e-01	9.381482e-01	0	1.829570e+00	1.179097e+00	0	0	4.090888e+00
TCGA-58-8386-11A-01R-2296-07	0	3.108708e+00	0	0	0	0	1.005648e+00	1.588565e-02	3.056926e-01	5.062648e+00
TCGA-58-8386-01A-11R-2296-07	0	1.895517e+00	5.260088e-01	2.336089e-01	0	1.164065e+00	1.081023e+00	0	6.993756e-02	3.943302e+00
TCGA-58-8387-01A-11R-2296-07	0	0	6.930219e-01	1.670775e-01	9.284959e-02	5.899615e-02	3.918931e-01	1.338248e+00	3.860161e-01	4.654769e+00
TCGA-58-8388-01A-11R-2326-07	0	1.552611e+00	0	9.848054e-02	5.870101e-01	1.148169e+00	6.144489e-01	5.662312e-03	7.518581e-01	2.674882e+00
TCGA-58-8390-01A-11R-2326-07	0	6.554234e-01	2.584513e-01	2.168368e-01	4.834881e-01	1.678774e+00	4.699435e-01	4.042223e-01	5.012742e-01	2.697245e+00
TCGA-58-8391-01A-11R-2326-07	0	8.625135e-01	5.879771e-01	1.277713e+00	0	6.186259e-01	1.079147e+00	4.447828e-01	0	4.080136e+00
TCGA-58-8392-01A-11R-2326-07	0	1.106071e+00	9.095132e-01	1.138138e+00	1.945221e-01	4.676682e-01	8.612769e-01	7.721562e-01	0	3.172043e+00
TCGA-58-8393-01A-11R-2326-07	0	1.401862e+00	3.953799e-01	1.001136e+00	0	3.932867e-01	1.506744e+00	2.402025e-01	5.943850e-01	4.642902e+00
TCGA-58-A46J-01A-11R-A24H-07	0	1.270072e+00	1.038103e+00	1.104583e-01	0	1.065480e-01	1.199786e+00	1.341447e+00	2.441733e-01	4.547166e+00
TCGA-58-A46K-01A-11R-A24H-07	0	4.647871e-01	0	1.748344e+00	0	5.411844e-01	1.060327e+00	5.693094e-02	4.276011e-01	3.698832e+00
TCGA-58-A46L-01A-11R-A24H-07	0	3.761743e-01	4.437427e-01	6.494569e-01	0	9.370032e-01	1.091182e+00	6.342826e-01	5.114979e-01	3.216221e+00
TCGA-58-A46M-01A-11R-A24H-07	0	0	0	1.433412e+00	0	4.806159e-01	7.540686e-01	0	2.141233e-01	4.209422e+00
TCGA-58-A46N-01A-11R-A24H-07	0	1.608397e-01	5.155510e-01	1.436238e+00	0	6.377885e-01	9.984954e-01	4.840972e-01	0	3.415952e+00
TCGA-60-2695-01A-01R-0851-07	0	1.192059e+00	0	1.612714e-01	1.102017e+00	8.227350e-01	1.146115e+00	3.076439e-01	5.402306e-01	3.767282e+00
TCGA-60-2696-01A-01R-0851-07	0	1.213671e+00	8.980628e-01	1.782943e-01	0	6.468888e-01	1.242640e+00	6.031598e-01	6.081864e-02	5.996369e+00
TCGA-60-2697-01A-11R-2125-07	3.948180e-02	2.144748e+00	1.220704e-01	4.147641e-01	0	7.293384e-01	1.190983e+00	0	7.573133e-01	4.583288e+00
TCGA-60-2698-01A-01R-0851-07	0	1.425055e+00	7.059178e-01	5.606102e-01	0	6.385648e-01	1.248489e+00	2.533114e-01	3.612770e-01	4.839474e+00
TCGA-60-2703-01A-11R-2045-07	0	5.972162e-01	1.296367e-01	1.135232e-01	6.621446e-01	2.044147e+00	5.149870e-01	3.749058e-02	4.595035e-02	3.565152e+00
TCGA-60-2704-01A-11R-2045-07	0	1.781526e+00	3.225790e-02	5.454015e-01	2.447360e-02	1.330004e+00	5.677106e-01	0	3.910363e-01	2.906771e+00
TCGA-60-2706-01A-01R-0851-07	4.224288e-02	1.251119e+00	0	7.524853e-01	6.284657e-01	5.735241e-01	1.466298e+00	0	5.891269e-01	5.011761e+00
TCGA-60-2707-01A-01R-0851-07	1.867000e-02	1.366900e+00	1.299477e+00	2.323456e-01	0	1.318290e+00	1.503135e+00	5.588218e-01	5.096869e-02	5.207793e+00
TCGA-60-2708-01A-01R-0851-07	0	4.995834e-01	5.006508e-01	3.557000e-01	1.375150e-01	2.241948e+00	7.606424e-01	1.841558e-01	0	3.459904e+00
TCGA-60-2709-11A-01R-1820-07	0	3.347860e+00	0	0	0	0	9.737029e-01	0	0	5.839829e+00
TCGA-60-2709-01A-21R-1820-07	0	1.547512e+00	0	1.144606e+00	4.836641e-02	9.870691e-01	1.063741e+00	0	7.647265e-01	3.111977e+00
TCGA-60-2710-01A-01R-0851-07	0	1.567727e+00	5.210749e-01	9.986973e-01	0	7.273845e-01	1.055916e+00	4.511807e-01	4.408376e-01	3.032946e+00
TCGA-60-2711-01A-01R-0851-07	0	6.799658e-01	4.697278e-01	7.130803e-01	4.220216e-01	3.026315e-01	7.732929e-01	9.544811e-01	2.881822e-01	3.214923e+00
TCGA-60-2712-01A-01R-0851-07	0	8.855583e-01	3.030183e-01	3.095098e-02	0	1.026480e+00	6.164587e-01	3.789118e-01	1.011095e+00	3.859767e+00
TCGA-60-2713-01A-01R-0851-07	0	4.938164e-01	0	5.200930e-01	1.424010e-01	1.564200e+00	6.328508e-01	5.392401e-02	3.937982e-01	2.899540e+00
TCGA-60-2714-01A-01R-0851-07	0	1.372430e+00	7.262830e-02	0	2.740554e-01	9.006642e-01	1.958444e+00	0	3.871161e-01	6.254488e+00
TCGA-60-2715-01A-01R-0851-07	0	2.001980e+00	3.720681e-01	4.226619e-01	6.406165e-02	8.179922e-01	9.770619e-01	1.045695e-01	5.526953e-01	3.420083e+00
TCGA-60-2716-01A-01R-0851-07	0	8.218868e-01	1.187380e+00	1.973198e-01	0	4.653735e-01	1.343506e+00	1.655605e+00	0	4.741727e+00
TCGA-60-2719-01A-01R-0851-07	0	8.900064e-01	8.933235e-01	2.388136e-01	2.153688e-01	5.054587e-01	9.292251e-01	1.308910e+00	1.896993e-01	4.466665e+00
TCGA-60-2720-01A-01R-0851-07	0	8.815577e-01	8.912834e-01	5.477995e-02	4.395609e-01	1.269606e+00	1.073434e+00	6.232368e-02	4.058564e-01	5.516756e+00
TCGA-60-2721-01A-01R-0851-07	0	4.029761e-01	9.342620e-01	3.837235e-02	0	8.268562e-01	1.075359e+00	1.536485e+00	5.718880e-01	3.693487e+00
TCGA-60-2722-01A-01R-0851-07	0	2.654159e-01	4.104546e-01	1.419319e+00	0	7.862448e-01	1.115179e+00	2.679894e-01	0	3.882934e+00
TCGA-60-2723-01A-01R-0851-07	0	8.090981e-01	1.404427e-01	1.077212e+00	5.940819e-02	9.612591e-01	5.174381e-01	1.457788e-01	2.487788e-01	4.668776e+00
TCGA-60-2724-01A-01R-0851-07	0	1.344294e-01	9.597034e-01	1.621003e-01	0	2.156888e+00	1.046635e+00	4.231959e-01	0	4.728786e+00
TCGA-60-2725-01A-01R-1201-07	0	1.343472e+00	7.219298e-01	2.147897e-01	4.669164e-02	7.086553e-01	3.832950e-01	7.826914e-01	7.184729e-01	3.960584e+00
TCGA-60-2726-01A-01R-0851-07	0	4.510145e-01	7.468806e-01	2.991541e-01	2.742840e-01	0	1.106443e+00	1.129111e+00	5.987140e-01	4.679066e+00
TCGA-63-5128-01A-01R-1443-07	0	1.074639e+00	5.543388e-01	1.143136e+00	9.946769e-02	1.138372e+00	7.677273e-01	1.004832e-01	0	3.494183e+00
TCGA-63-5131-01A-01R-1443-07	0	9.157202e-01	1.053036e+00	1.699082e-01	0	1.996938e-01	6.693900e-01	1.707796e+00	1.712745e-01	4.321086e+00
TCGA-63-6202-01A-11R-1820-07	0	1.208285e+00	0	0	1.627442e-01	1.105604e+00	1.633616e+00	0	4.783008e-01	5.698674e+00
