sampleID	D9.8_GNF2-TTN	D10.8_REACTOME-BETA-DEFENSINS	D11.10_MODULE-432	D11.1_MIPS-UTX-MLL2-3-COMPLEX	D13.5_CHASSOT-SKIN-WOUND	D11.3_chr11q11	D11.4_MANNOSYLTRANSFERASE-ACTIVITY	D11.5_EPITHELIAL-CELL-DIFFERENTIATION	D10.6_BIOCARTA-TCAPOPTOSIS-PATHWAY	D11.2_GNF2-GLTSCR2
TCGA-HC-7817-01B-11R-A29R-07	4.245833e-01	6.011794e-01	5.575345e-01	1.825827e+00	9.667745e-01	7.953912e-01	6.500255e-01	6.806492e-01	2.115043e+00	1.270244e+00
TCGA-HC-7818-01A-11R-2118-07	1.098005e-01	5.211717e-01	8.726525e-02	2.279463e+00	1.146642e+00	1.563382e+00	1.047929e+00	7.812077e-01	1.553672e+00	9.606607e-01
TCGA-HC-7819-11A-01R-2118-07	4.466390e-01	1.114799e+00	0	2.865408e+00	7.053539e-01	5.540441e-01	1.720863e+00	2.459644e+00	0	9.015943e-01
TCGA-HC-7819-01A-11R-2118-07	4.588634e-02	4.459161e-01	3.110419e-01	2.522489e+00	1.177227e+00	2.925461e+00	7.391569e-01	3.538037e-01	3.798258e-01	1.381236e+00
TCGA-HC-7820-01A-11R-2118-07	2.752415e-01	5.244152e-01	2.242933e-01	2.125141e+00	7.773212e-01	1.909208e+00	1.314192e+00	9.829059e-01	8.692654e-01	1.191027e+00
TCGA-HC-7821-01A-12R-2118-07	6.197274e-01	1.537455e-01	5.565821e-01	2.824340e+00	1.085543e+00	1.517091e+00	3.588684e-01	1.640639e-01	4.461651e-01	2.513540e+00
TCGA-HC-8213-01A-11R-A29R-07	1.286505e-02	3.985496e-01	1.283167e-01	2.123878e+00	7.358007e-01	2.882480e+00	1.144358e+00	0	1.199366e+00	1.363574e+00
TCGA-HC-8216-01A-11R-A29R-07	2.042761e-01	2.439462e-01	1.505319e-01	2.530088e+00	7.992830e-01	7.108508e-01	1.301342e+00	7.211537e-01	1.405591e+00	1.777351e+00
TCGA-HC-8256-01A-11R-2263-07	2.236773e-01	5.470572e-01	7.373890e-02	2.773243e+00	7.289447e-01	9.744798e-01	2.253814e+00	9.405601e-01	2.551216e-01	1.437654e+00
TCGA-HC-8257-01A-11R-2263-07	2.094190e-01	2.216296e-01	0	2.885860e+00	6.676648e-01	1.802997e+00	1.057432e+00	7.728662e-01	5.265868e-01	1.937935e+00
TCGA-HC-8258-11A-01R-2263-07	0	5.938369e+00	0	1.492298e+00	1.181756e+00	1.092759e-01	4.590595e-01	1.765448e-02	5.578047e-01	3.067899e-01
TCGA-HC-8258-01A-11R-2263-07	6.267002e-02	7.947488e-01	0	2.418673e+00	1.526471e+00	1.567854e-01	1.902987e+00	1.860191e+00	6.443772e-01	1.107694e+00
TCGA-HC-8259-11A-01R-2263-07	8.508507e-01	9.046436e-01	0	2.594842e+00	1.199285e+00	4.903303e-01	1.852801e+00	2.097204e+00	0	9.967846e-01
TCGA-HC-8259-01A-11R-2263-07	4.005110e-01	5.452781e-01	9.002413e-02	2.042978e+00	8.819698e-01	2.534678e+00	1.172401e+00	5.321396e-01	6.536366e-01	1.366127e+00
TCGA-HC-8260-11A-01R-2263-07	4.776188e-01	1.115806e+00	0	2.605879e+00	1.074231e+00	4.501614e-01	1.697880e+00	2.557207e+00	0	1.081514e+00
TCGA-HC-8260-01A-11R-2263-07	1.989221e-01	7.007767e-01	5.745987e-02	2.543223e+00	1.021076e+00	1.116118e+00	1.006336e+00	2.032710e+00	2.685732e-01	1.575120e+00
TCGA-HC-8261-01A-11R-2263-07	2.878723e-01	2.975862e-01	0	2.510997e+00	6.798267e-01	3.118845e-01	2.172191e+00	7.206977e-01	1.228246e+00	1.701864e+00
TCGA-HC-8262-11A-01R-2263-07	1.164619e-02	1.505600e+00	6.817468e-02	2.671944e+00	1.861522e+00	0	3.836039e-01	2.603332e+00	3.093351e-02	1.361517e+00
TCGA-HC-8262-01A-11R-2263-07	0	5.563920e-01	1.790795e-01	2.244332e+00	6.615775e-01	1.697332e+00	6.101234e-01	1.372588e+00	9.225874e-01	1.792369e+00
TCGA-HC-8264-01B-11R-2403-07	1.417732e+00	4.668537e-01	3.689004e-01	2.290305e+00	8.666740e-01	0	1.618525e+00	5.721558e-01	2.401574e-01	2.069604e+00
TCGA-HC-8265-01A-11R-2263-07	1.690712e-01	6.053417e-01	0	2.486873e+00	1.114291e+00	5.603091e-01	1.220739e+00	9.159774e-01	9.926878e-01	2.118933e+00
TCGA-HC-8266-01A-11R-2263-07	2.194903e-01	4.042414e-01	6.927449e-02	2.739407e+00	9.298575e-01	1.993253e-01	1.093908e+00	1.366650e+00	1.356496e+00	1.633762e+00
TCGA-HC-A48F-01A-11R-A250-07	4.756386e-01	4.482450e-01	1.351790e+00	2.147587e+00	6.926974e-01	2.077385e+00	5.915619e-02	1.510423e-01	2.380945e-01	2.505691e+00
TCGA-HC-A4ZV-01A-11R-A26U-07	3.603514e-01	4.223248e-01	2.067342e-01	2.788082e+00	8.444647e-01	1.583917e-01	2.765883e-01	4.452609e-01	1.077255e+00	3.271684e+00
TCGA-HC-A631-01A-11R-A29R-07	1.814969e-01	7.174860e-01	9.899134e-01	2.131654e+00	5.580213e-01	1.194710e+00	1.963619e-01	3.090802e-01	8.035742e-01	2.720165e+00
TCGA-HC-A632-01A-11R-A29R-07	6.852438e-01	4.029352e-01	1.712259e-01	2.684285e+00	5.591854e-01	1.993248e+00	0	0	8.669386e-01	2.677782e+00
TCGA-HC-A6AL-01A-11R-A30B-07	3.605398e-01	2.087212e-01	6.005783e-01	1.299916e+00	1.142900e+00	1.305818e+00	8.474822e-01	5.779352e-01	1.227390e+00	2.624122e+00
TCGA-HC-A6AN-01A-11R-A30B-07	4.107261e-01	4.115400e-01	7.303683e-01	9.031948e-01	9.271044e-01	2.347099e+00	7.772196e-01	0	1.558041e+00	2.011051e+00
TCGA-HC-A6AO-01A-11R-A30B-07	0	4.326002e-01	3.138583e-01	1.533012e+00	1.119339e+00	9.224491e-01	1.688558e+00	0	1.538119e+00	2.347816e+00
TCGA-HC-A6AP-01A-11R-A30B-07	5.989910e-01	5.816128e-01	2.112182e-02	1.117318e+00	1.154798e+00	9.109271e-01	1.884050e+00	4.493641e-01	1.862491e+00	1.580751e+00
TCGA-HC-A6AQ-01A-11R-A30B-07	2.900056e-01	4.176605e-01	1.135205e-01	1.151763e+00	8.744466e-01	1.690281e+00	1.255743e+00	1.428785e+00	1.039941e+00	2.055223e+00
TCGA-HC-A6AS-01A-11R-A30B-07	5.909474e-01	2.544608e-01	2.354203e-01	8.909466e-01	1.677679e+00	8.696864e-01	9.697420e-01	1.266515e+00	1.667200e+00	1.934990e+00
TCGA-HC-A6HX-01A-11R-A31N-07	2.424039e-01	1.070459e+00	1.362071e-01	8.649119e-01	1.696148e+00	5.021132e-01	6.561044e-01	2.407070e+00	7.029107e-01	2.327159e+00
TCGA-HC-A6HY-01A-11R-A31N-07	8.218013e-02	4.317740e-01	2.240695e-01	1.618044e+00	9.595809e-01	2.517945e+00	9.234732e-01	1.123347e+00	6.301786e-01	1.828379e+00
TCGA-HC-A76W-01A-11R-A33R-07	4.929217e-01	8.744516e-01	0	2.321163e+00	1.245795e+00	5.737939e-01	4.290777e-01	1.162669e+00	9.911673e-01	2.216059e+00
TCGA-HC-A76X-01A-11R-A33R-07	4.290518e-01	4.255717e-01	1.413242e-01	2.066890e+00	9.293641e-01	3.436507e+00	4.532140e-01	0	5.114861e-01	1.836260e+00
TCGA-HC-A8CY-01A-11R-A36G-07	1.696920e-02	4.099432e-02	2.404334e-01	2.795418e+00	8.753382e-01	7.167267e-01	7.664531e-01	5.513313e-01	8.794000e-01	2.915788e+00
TCGA-HC-A8D0-01A-11R-A36G-07	3.076332e-01	5.522752e-01	0	2.117072e+00	8.711691e-01	1.611774e+00	9.757273e-02	1.113212e+00	1.443003e+00	1.958744e+00
TCGA-HC-A8D1-01A-11R-A36G-07	1.775886e-01	2.714397e-01	2.177601e-02	2.487157e+00	1.347131e+00	1.532813e+00	5.063537e-01	1.523205e+00	9.768111e-01	1.489855e+00
TCGA-HC-A9TE-01A-11R-A41O-07	4.988080e-01	6.552275e-01	1.051215e+00	1.878252e+00	1.139650e+00	5.990935e-01	0	4.888311e-01	1.345039e+00	2.379548e+00
TCGA-HC-A9TH-01A-11R-A41O-07	2.232790e-01	6.053613e-01	1.454739e+00	1.953667e+00	6.929689e-01	7.385497e-01	0	1.445742e-01	1.676347e+00	2.285453e+00
TCGA-HI-7168-01A-11R-2118-07	8.650208e-01	8.119567e-01	2.340386e-01	2.130276e+00	1.477714e+00	4.785393e-01	2.431994e-01	1.319629e+00	6.203834e-01	2.365859e+00
TCGA-HI-7169-01A-11R-2118-07	1.785432e+00	1.008055e+00	0	1.276209e+00	1.317290e+00	1.361425e+00	9.244096e-01	1.456557e+00	0	1.665162e+00
TCGA-HI-7170-01A-11R-2118-07	6.738906e-01	8.213255e-01	1.799887e-01	1.835482e+00	1.537386e+00	4.132476e-01	8.690165e-01	1.135696e+00	1.724372e+00	1.104053e+00
TCGA-HI-7171-01A-12R-2118-07	3.915024e-01	5.110955e-01	3.654450e-01	2.282182e+00	6.852616e-01	2.364384e+00	0	0	8.964079e-01	2.530540e+00
TCGA-J4-8198-01A-11R-2263-07	5.458112e-01	2.976974e-01	0	2.810253e+00	7.335236e-01	2.103111e+00	5.130742e-01	1.042574e+00	5.063096e-01	1.763126e+00
TCGA-J4-8200-01A-11R-A29R-07	1.263789e+00	3.461930e-01	1.751701e-01	2.212651e+00	1.533905e+00	7.229085e-01	1.971471e+00	4.950900e-02	1.085141e+00	9.566229e-01
TCGA-J4-A67K-01A-21R-A30B-07	3.200971e-02	1.863094e-01	0	1.144498e+00	1.340855e+00	2.637524e+00	2.301098e-01	1.712180e-01	1.890276e+00	2.255870e+00
TCGA-J4-A67L-01A-11R-A30B-07	3.693776e-01	3.720961e-01	8.532597e-01	9.305968e-01	1.168762e+00	1.920564e+00	9.053599e-01	2.003102e-01	1.759157e+00	1.671539e+00
TCGA-J4-A67M-01A-11R-A30B-07	4.624424e-01	2.965531e-01	2.542226e-01	1.075555e+00	1.153201e+00	9.758150e-01	7.939446e-01	1.089921e+00	1.904224e+00	2.139853e+00
TCGA-J4-A67N-01A-11R-A30B-07	2.092379e-01	2.231685e-01	7.880798e-01	9.748605e-01	1.548650e+00	2.086722e+00	5.592890e-01	7.912302e-01	8.103303e-01	2.444006e+00
TCGA-J4-A67O-01A-11R-A30B-07	1.051387e+00	7.371366e-01	1.479776e-02	5.697787e-01	1.727346e+00	1.842562e+00	1.547908e+00	7.759808e-01	1.064779e+00	1.402864e+00
TCGA-J4-A67Q-01A-21R-A30B-07	1.089203e+00	5.519659e-01	0	5.353094e-01	1.601050e+00	1.094066e+00	9.605245e-01	7.704411e-01	1.915182e+00	1.806867e+00
TCGA-J4-A67R-01A-21R-A30B-07	4.254354e-01	3.770973e-01	8.421867e-02	9.952372e-01	1.667364e+00	2.011267e+00	7.326351e-01	8.847867e-01	1.775326e+00	1.437085e+00
TCGA-J4-A67S-01A-11R-A30B-07	1.909747e-01	3.825539e-01	3.077275e-01	9.956181e-01	1.699873e+00	2.234477e+00	8.399188e-01	7.643666e-01	1.201413e+00	1.770406e+00
TCGA-J4-A67T-01A-11R-A311-07	3.172283e-01	3.418061e-01	2.349398e-02	2.217324e+00	1.607320e+00	1.269652e+00	1.395812e+00	1.122005e+00	9.467964e-01	1.171736e+00
TCGA-J4-A6G1-01A-11R-A311-07	2.240948e-01	5.724642e-01	1.915984e-01	2.091879e+00	1.083015e+00	1.228267e+00	2.470244e-02	1.060178e+00	1.760611e+00	1.726123e+00
TCGA-J4-A6G3-01A-11R-A311-07	1.152813e-01	3.299872e-01	1.199998e-01	2.510500e+00	1.550966e+00	5.105192e-01	9.247536e-01	1.037214e+00	1.574306e+00	1.367601e+00
TCGA-J4-A6M7-01A-11R-A31N-07	7.965571e-01	4.512725e-01	6.368756e-02	2.372041e+00	1.002550e+00	3.307569e+00	5.135258e-01	1.021469e-01	1.533951e-01	1.638417e+00
TCGA-J4-A83I-01A-11R-A36G-07	2.017175e-01	1.731682e-01	8.297902e-01	2.463104e+00	1.179784e+00	1.963154e+00	0	3.821677e-01	7.887801e-01	2.195695e+00
TCGA-J4-A83J-11A-11R-A36G-07	4.038098e-01	5.208873e-01	0	2.413030e+00	2.128412e+00	5.409438e-03	1.026933e+00	2.315715e+00	6.485743e-01	1.269831e+00
TCGA-J4-A83J-01A-11R-A36G-07	0	1.834233e-01	3.244249e-01	2.282177e+00	1.971216e+00	6.425034e-01	1.830975e+00	4.339407e-01	1.337363e+00	1.174036e+00
TCGA-J4-A83K-01A-11R-A352-07	5.320360e-01	4.105449e-01	0	2.106098e+00	1.211726e+00	2.018927e+00	8.070277e-01	1.190797e+00	8.154653e-01	1.389297e+00
TCGA-J4-A83L-01A-11R-A352-07	8.570207e-01	3.558025e-01	0	2.395665e+00	1.681945e+00	7.113185e-01	1.857994e+00	9.976940e-01	6.098385e-01	1.148330e+00
TCGA-J4-A83M-01A-11R-A352-07	1.067616e-01	1.337556e-01	1.731793e-01	2.013149e+00	1.404661e+00	1.462002e+00	5.938537e-01	7.968916e-01	1.403704e+00	1.933290e+00
TCGA-J4-A83N-01A-11R-A352-07	8.043254e-02	2.711897e-01	5.938528e-02	2.128252e+00	1.587676e+00	2.302330e+00	1.040232e+00	5.808567e-01	7.745822e-01	1.511831e+00
TCGA-J4-AATV-01A-11R-A41O-07	4.049202e-01	4.299015e-01	0	2.021092e+00	2.032337e+00	7.990575e-01	1.069181e+00	1.268210e+00	1.442559e+00	9.794499e-01
TCGA-J4-AATZ-01A-11R-A41O-07	0	4.151463e-01	1.172689e+00	2.609070e+00	1.141038e+00	7.285304e-01	8.357127e-01	8.659317e-01	3.606483e-01	2.120113e+00
TCGA-J4-AAU2-01A-11R-A41O-07	6.163415e-01	5.017078e-01	0	2.357219e+00	1.677519e+00	6.616776e-01	2.681058e+00	5.036266e-01	4.633359e-01	1.049712e+00
TCGA-J9-A52B-01A-11R-A26U-07	4.611593e-01	4.089630e-01	6.447090e-01	2.040956e+00	9.528297e-01	1.877425e+00	7.183782e-02	8.689862e-01	5.949530e-01	2.378253e+00
TCGA-J9-A52C-01A-11R-A26U-07	6.354917e-01	5.199171e-01	9.565548e-02	2.029220e+00	1.775164e+00	4.380692e-01	4.710468e-01	1.474280e+00	1.139150e+00	1.891293e+00
TCGA-J9-A52D-01A-11R-A29R-07	0	7.249970e-01	0	2.004453e+00	4.769517e-01	4.796912e-01	2.345380e+00	0	1.102652e+00	2.044016e+00
TCGA-J9-A52E-01A-11R-A26U-07	6.194773e-01	9.560000e-01	2.003252e-02	1.515175e+00	5.967667e-01	5.742276e-01	0	1.168471e-01	2.265280e+00	2.814308e+00
TCGA-J9-A8CK-01A-11R-A352-07	5.667410e-01	3.887016e-01	1.965705e-01	1.722449e+00	1.391544e+00	1.582748e+00	0	1.259410e+00	1.142805e+00	2.189569e+00
TCGA-J9-A8CL-01A-11R-A352-07	6.319980e-01	1.957072e-01	0	2.741187e+00	5.602094e-01	5.069910e-02	9.211903e-01	6.226120e-01	1.173291e+00	3.000208e+00
TCGA-J9-A8CM-01A-11R-A352-07	7.086382e-01	4.633914e-01	3.278097e-01	2.006583e+00	8.496848e-01	1.547755e+00	0	3.729041e-01	1.374599e+00	2.485629e+00
TCGA-J9-A8CN-01A-11R-A352-07	8.550504e-01	3.069177e-01	0	2.226018e+00	2.116452e+00	2.968880e-01	2.723053e+00	0	2.912564e-01	1.728413e+00
TCGA-J9-A8CP-01A-11R-A352-07	6.060250e-01	2.815828e-01	2.848656e-01	2.509469e+00	1.345629e+00	3.507853e-01	1.646866e+00	9.385726e-01	4.633361e-01	2.048960e+00
TCGA-KC-A4BL-01A-31R-A250-07	1.906337e-01	5.480666e-01	9.123055e-02	2.466270e+00	1.649164e+00	2.475496e-01	4.223434e-01	2.015451e+00	9.410604e-01	1.785192e+00
TCGA-KC-A4BN-01A-61R-A250-07	0	4.510728e-01	7.341230e-02	2.524541e+00	1.639995e+00	1.531662e+00	1.623274e+00	1.130304e+00	5.440182e-01	8.757572e-01
TCGA-KC-A4BR-01A-32R-A32Y-07	1.175411e+00	3.613361e-01	0	2.293656e+00	2.135875e+00	1.394436e+00	9.957729e-01	1.031039e+00	3.372540e-01	1.289124e+00
TCGA-KC-A4BV-01A-31R-A26U-07	7.684800e-01	2.772373e-01	5.597488e-01	2.505707e+00	9.812728e-01	1.488790e+00	0	4.964293e-01	6.092067e-01	2.568734e+00
TCGA-KC-A7F3-01A-21R-A33R-07	1.457504e-01	4.227811e-01	0	2.079145e+00	1.582522e+00	5.089478e-01	1.686560e+00	7.052626e-01	1.592880e+00	1.345904e+00
TCGA-KC-A7F5-01A-11R-A33R-07	5.592272e-02	7.655738e-01	2.340286e-01	2.010077e+00	8.849232e-01	5.366010e-01	1.759178e+00	4.348839e-01	2.289411e-01	3.094410e+00
TCGA-KC-A7F6-01A-11R-A33R-07	1.947219e-01	3.438331e-01	5.805890e-02	1.823329e+00	1.183610e+00	1.899001e+00	1.803517e-01	8.875534e-01	1.470008e+00	2.025055e+00
TCGA-KC-A7FA-01A-21R-A33R-07	5.855250e-01	2.325696e-01	4.032118e-01	1.769683e+00	1.541374e+00	1.140970e+00	1.241997e+00	1.821672e-01	1.249562e+00	1.909190e+00
TCGA-KC-A7FD-01A-11R-A33R-07	0	4.098219e-01	1.283260e-01	2.430499e+00	1.157001e+00	1.645756e+00	1.051211e+00	4.207753e-01	6.435238e-01	2.130866e+00
TCGA-KC-A7FE-01A-12R-A33R-07	1.151620e+00	3.993766e-01	0	2.400313e+00	1.314869e+00	5.127450e-01	1.660027e+00	1.382334e+00	5.642407e-01	1.296111e+00
TCGA-KK-A59V-01A-11R-A29R-07	1.422971e-01	2.219841e-01	1.304203e-01	2.046163e+00	1.265901e+00	2.837285e-01	4.190638e-01	2.639442e-01	1.631091e+00	3.185005e+00
TCGA-KK-A59X-01A-11R-A29R-07	5.306673e-01	6.638592e-01	5.901027e-01	1.970931e+00	1.214628e+00	0	2.050948e+00	0	1.025659e+00	2.033349e+00
TCGA-KK-A59Y-01A-11R-A26U-07	6.242136e-02	5.652888e-01	8.129747e-01	1.791214e+00	9.215311e-01	2.521653e+00	3.658213e-01	3.057676e-01	7.965583e-01	1.959252e+00
TCGA-KK-A59Z-01A-12R-A26U-07	6.149873e-01	4.482474e-01	0	2.397502e+00	1.311824e+00	1.164583e-01	1.158678e+00	6.786834e-01	1.301530e+00	2.079154e+00
TCGA-KK-A5A1-01A-11R-A29R-07	5.514564e-01	2.504683e-01	0	2.872342e+00	6.939380e-01	2.505769e-01	1.608531e+00	1.996299e-01	7.966356e-01	2.631708e+00
TCGA-KK-A6DY-01A-12R-A311-07	0	1.598935e-01	3.803273e-01	2.360865e+00	1.506699e+00	1.679286e+00	1.659177e-01	8.611053e-01	1.198824e+00	1.802005e+00
TCGA-KK-A6E0-01A-11R-A311-07	1.297634e-01	5.899678e-01	4.301444e-01	2.321757e+00	8.818101e-01	4.944945e-01	2.187477e+00	3.237694e-01	9.199631e-01	1.651717e+00
TCGA-KK-A6E1-01A-11R-A311-07	0	6.469759e-01	1.387779e+00	1.627711e+00	1.105507e+00	2.087134e+00	0	0	1.089220e+00	2.082363e+00
TCGA-KK-A6E2-01A-11R-A311-07	1.855346e-01	2.905475e-01	1.755825e-01	2.916478e+00	7.511142e-01	3.102628e+00	8.467763e-02	2.530609e-01	0	2.521532e+00
TCGA-KK-A6E3-01A-21R-A30B-07	8.889475e-01	5.663264e-01	1.144654e-01	1.131102e+00	1.442369e+00	9.495684e-01	1.940235e+00	1.235345e+00	1.068566e+00	1.298466e+00
TCGA-KK-A6E4-01A-11R-A30B-07	4.758681e-01	3.454567e-01	2.843157e-02	1.237105e+00	1.320312e+00	3.227345e+00	8.151861e-01	0	8.658278e-01	2.085238e+00
TCGA-KK-A6E5-01A-11R-A311-07	2.885014e-01	2.565832e-01	1.181323e-01	2.101997e+00	9.561946e-01	7.031065e-01	1.603930e+00	1.137025e+00	1.127343e+00	1.791120e+00
TCGA-KK-A6E6-01A-11R-A311-07	5.142990e-01	1.681776e-01	5.847263e-01	1.970055e+00	1.343933e+00	2.458724e+00	1.961982e-01	2.112221e-01	1.258451e+00	1.530216e+00
TCGA-KK-A6E7-01A-11R-A31N-07	4.560163e-01	1.252022e+00	4.945489e-01	1.761427e+00	1.268115e+00	6.140264e-01	1.281484e+00	2.837992e-01	5.023844e-01	2.342653e+00
TCGA-KK-A6E8-01A-11R-A31N-07	6.969145e-01	6.136767e-01	3.380709e-02	2.280755e+00	9.043687e-01	7.507349e-01	2.573404e+00	0	3.710334e-01	2.268594e+00
TCGA-KK-A7AP-01A-12R-A33R-07	4.359833e-02	4.540421e-01	1.918859e-01	2.729780e+00	5.527907e-01	9.204060e-01	2.095300e-01	8.076766e-01	1.160448e-03	4.029458e+00
TCGA-KK-A7AQ-01A-11R-A33R-07	4.690576e-01	6.731469e-01	2.730496e-01	1.280657e+00	1.105706e+00	2.353225e-01	1.842010e+00	6.740425e-01	1.363939e+00	2.177868e+00
TCGA-KK-A7AU-01A-11R-A32O-07	0	3.436300e-01	7.706353e-01	2.276673e+00	5.803539e-01	2.570298e+00	1.474905e-01	4.969480e-01	0	3.087772e+00
TCGA-KK-A7AV-01A-11R-A32O-07	1.546650e-01	7.633447e-02	0	2.399875e+00	1.286681e+00	2.688944e-01	1.643978e+00	1.129984e+00	1.412526e+00	1.700622e+00
TCGA-KK-A7AW-01A-11R-A32O-07	1.081978e-01	1.685205e-01	3.772883e-01	6.226670e-01	9.227035e-01	1.716634e+00	1.032190e+00	4.010345e-01	1.629199e+00	2.880518e+00
TCGA-KK-A7AY-01A-11R-A33R-07	1.764290e-01	3.908336e-01	6.077945e-01	1.402432e+00	1.130697e+00	1.927148e+00	7.506347e-01	5.608557e-01	7.870507e-01	2.506944e+00
TCGA-KK-A7AZ-01A-12R-A32O-07	4.996765e-02	3.083985e-01	1.184882e-01	1.717085e+00	7.247286e-01	1.075388e+00	3.136577e-01	8.329495e-01	1.214195e+00	3.394509e+00
TCGA-KK-A7B0-01A-11R-A32O-07	3.816020e-01	5.390856e-01	0	7.928990e-01	9.412531e-01	2.022013e-01	1.451695e+00	9.578674e-01	2.293138e+00	2.235773e+00
TCGA-KK-A7B1-01A-11R-A32O-07	4.678694e-01	5.580614e-01	4.491469e-01	1.693326e+00	1.260554e+00	2.245446e+00	0	3.408319e-01	1.505031e+00	1.682774e+00
TCGA-KK-A7B2-01A-12R-A32O-07	3.336423e-01	3.126626e-01	2.847506e-01	1.549260e+00	1.576299e+00	9.973008e-01	5.928892e-01	1.579001e+00	1.284415e+00	1.955153e+00
TCGA-KK-A7B3-01A-11R-A33R-07	4.703864e-01	1.046019e-01	5.206570e-01	1.900880e+00	9.764184e-01	1.018753e+00	2.482845e-01	1.363374e+00	9.436606e-01	2.750959e+00
TCGA-KK-A7B4-01A-11R-A32O-07	1.208404e-01	3.538890e-01	5.930336e-01	2.145590e+00	6.191987e-01	1.674209e+00	0	4.127054e-01	1.101088e+00	2.818752e+00
TCGA-KK-A8I4-01A-11R-A36G-07	5.372973e-01	2.402590e-01	6.669859e-01	1.978246e+00	1.342309e+00	1.162790e+00	2.458945e-02	7.289438e-01	1.620967e+00	1.927504e+00
TCGA-KK-A8I5-01A-11R-A36G-07	5.977584e-01	2.613245e-01	5.381285e-01	1.658241e+00	1.566149e+00	2.026646e+00	4.184759e-01	0	1.408169e+00	1.652025e+00
TCGA-KK-A8I6-01A-11R-A36G-07	1.374082e-02	3.780614e-01	5.789304e-01	1.998950e+00	7.126403e-01	2.142039e+00	3.839839e-01	8.665884e-01	1.088584e+00	1.872293e+00
TCGA-KK-A8I7-01A-21R-A36G-07	4.071949e-01	5.422775e-01	3.449045e-01	2.355373e+00	1.194071e+00	2.415368e-01	1.225964e+00	1.251172e+00	1.058920e+00	1.692393e+00
TCGA-KK-A8I8-01A-11R-A36G-07	9.524271e-02	3.574273e-01	0	2.467310e+00	6.288916e-01	2.070207e+00	0	6.638944e-01	6.893719e-01	2.961911e+00
TCGA-KK-A8I9-01A-11R-A36G-07	3.135815e-01	2.902472e-01	1.268508e-01	2.080718e+00	1.521417e+00	9.725546e-02	1.382400e+00	6.775455e-01	1.681226e+00	1.913673e+00
TCGA-KK-A8IA-01A-11R-A36G-07	1.350936e-01	4.781627e-01	1.070625e+00	2.153605e+00	6.462803e-01	1.500349e+00	0	2.871931e-01	7.224955e-01	2.898169e+00
TCGA-KK-A8IB-01A-11R-A36G-07	2.902243e-01	4.654282e-01	5.999318e-02	1.437182e+00	1.392071e+00	1.304898e-01	1.079583e+00	4.879312e-01	2.377669e+00	2.022780e+00
TCGA-KK-A8IC-01A-11R-A36G-07	2.596480e-01	5.562941e-01	6.163556e-01	2.118006e+00	1.406783e+00	1.267389e+00	1.114329e-02	1.006629e+00	1.331412e+00	1.637073e+00
TCGA-KK-A8ID-01A-11R-A36G-07	1.205775e-01	5.104492e-01	3.836395e-01	3.039014e+00	1.188731e+00	5.088104e-01	1.445727e+00	3.004523e-01	0	2.769754e+00
TCGA-KK-A8IF-01A-11R-A36G-07	2.198553e-01	8.143540e-01	0	1.942959e+00	5.937975e-01	1.232588e-01	1.514089e+00	0	1.253424e+00	2.951686e+00
TCGA-KK-A8IG-01A-11R-A36G-07	1.316811e+00	2.710457e-01	1.083363e-01	2.386714e+00	1.504240e+00	3.506952e-01	1.683316e+00	4.357626e-01	6.077911e-01	1.870754e+00
TCGA-KK-A8IH-01A-11R-A36G-07	2.107420e-01	2.633754e-01	1.001478e+00	1.431289e+00	1.226897e+00	1.613593e+00	1.569427e-01	2.837028e-02	1.939794e+00	1.930516e+00
TCGA-KK-A8II-01A-11R-A36G-07	0	2.530827e-01	7.769380e-01	2.354347e+00	1.199574e+00	3.174621e+00	1.488510e-02	0	4.100523e-01	2.062236e+00
TCGA-KK-A8IJ-01A-11R-A352-07	3.685108e-01	2.601711e-01	1.884279e-01	2.620999e+00	1.745155e+00	7.049996e-01	1.719097e+00	9.979604e-01	3.032746e-01	1.577448e+00
TCGA-KK-A8IK-01A-11R-A36G-07	1.845053e-02	8.741138e-01	0	2.387516e+00	5.371655e-01	4.594298e-01	1.511340e+00	7.635696e-02	4.106201e-01	3.388714e+00
TCGA-KK-A8IL-01A-11R-A36G-07	3.162593e-02	1.227121e-01	1.667738e-01	2.325622e+00	1.496873e+00	2.769865e-01	9.830539e-01	1.152903e+00	1.590383e+00	1.834000e+00
TCGA-KK-A8IM-01A-11R-A36G-07	2.638514e-01	2.085636e-01	4.911658e-01	2.315314e+00	8.997166e-01	1.347825e+00	2.671358e-01	1.390810e+00	1.042786e+00	1.928799e+00
TCGA-M7-A71Y-01A-22R-A32O-07	2.067615e-01	8.181327e-01	1.192480e-01	1.874674e+00	1.002835e+00	7.839279e-01	2.867281e-01	2.490048e+00	6.073837e-01	2.192015e+00
TCGA-M7-A71Z-01A-12R-A32O-07	0	5.861791e-01	2.913380e-01	1.572102e+00	8.932443e-01	3.337428e+00	1.704537e-01	4.695970e-01	9.879653e-02	2.773228e+00
TCGA-M7-A720-01A-12R-A32O-07	2.049931e-01	8.286030e-01	1.909176e-01	2.201744e+00	9.248354e-01	6.688180e-01	7.857409e-01	2.647239e+00	4.953381e-01	1.544842e+00
TCGA-M7-A721-01A-12R-A32O-07	2.650792e-01	5.426287e-01	2.957989e-01	2.243053e+00	1.020765e+00	7.487350e-01	1.574198e+00	9.945938e-01	1.144063e+00	1.405392e+00
