sampleID	D9.8_GNF2-TTN	D10.8_REACTOME-BETA-DEFENSINS	D11.10_MODULE-432	D11.1_MIPS-UTX-MLL2-3-COMPLEX	D13.5_CHASSOT-SKIN-WOUND	D11.3_chr11q11	D11.4_MANNOSYLTRANSFERASE-ACTIVITY	D11.5_EPITHELIAL-CELL-DIFFERENTIATION	D10.6_BIOCARTA-TCAPOPTOSIS-PATHWAY	D11.2_GNF2-GLTSCR2
TCGA-EJ-7797-11A-01R-2263-07	9.169395e-01	9.058056e-01	0	2.527542e+00	1.144203e+00	6.113644e-01	1.471903e+00	2.020011e+00	0	1.081583e+00
TCGA-EJ-7797-01A-11R-2263-07	1.213982e-01	3.721368e-01	1.634535e-01	2.542942e+00	1.078758e+00	1.912035e+00	8.200252e-01	1.114792e+00	9.887356e-01	1.144910e+00
TCGA-EJ-8468-01A-21R-2403-07	4.726950e-01	6.788199e-01	8.438036e-02	2.566320e+00	1.436659e+00	0	1.572231e+00	8.675758e-01	1.256533e+00	1.131748e+00
TCGA-EJ-8469-01A-11R-2403-07	7.300268e-02	4.563768e-01	2.047733e-01	3.010552e+00	6.877972e-01	1.914301e+00	0	2.487471e-01	6.443738e-01	2.528473e+00
TCGA-EJ-8470-01A-11R-2403-07	0	1.045293e-01	0	2.954022e+00	1.191188e+00	3.349819e-01	1.579729e+00	4.216633e-01	1.688559e+00	1.398502e+00
TCGA-EJ-8472-01A-11R-2403-07	1.981408e-01	4.277177e-01	3.760878e-01	2.501513e+00	1.071127e+00	1.593287e+00	0	1.384964e+00	3.400710e-01	2.384208e+00
TCGA-EJ-8474-01A-11R-2403-07	5.080843e-01	2.640275e-01	3.041641e-01	2.299050e+00	6.360929e-01	1.324126e+00	4.532676e-01	5.722279e-01	1.304530e+00	2.273000e+00
TCGA-EJ-A46B-01A-31R-A250-07	4.522009e-01	8.429786e-01	0	2.435768e+00	8.760386e-01	5.298399e-01	2.080224e+00	2.218756e+00	8.150132e-03	1.189006e+00
TCGA-EJ-A46D-01A-21R-A32Y-07	2.506336e-01	5.774594e-01	4.556228e-02	2.105801e+00	9.767493e-01	1.577750e+00	8.808474e-01	1.645387e+00	8.831731e-01	1.434638e+00
TCGA-EJ-A46E-01A-31R-A250-07	1.237777e-01	8.365347e-01	0	2.342650e+00	2.105381e+00	4.346189e-01	3.693399e-01	2.240644e+00	5.934039e-01	1.523566e+00
TCGA-EJ-A46F-01A-31R-A250-07	1.346099e-02	4.066963e-01	4.806180e-01	1.409870e+00	6.458308e-01	3.185706e+00	0	8.130474e-02	3.713595e-01	3.352837e+00
TCGA-EJ-A46G-01A-31R-A26U-07	4.505462e-01	2.766122e-01	2.591059e-01	2.499359e+00	1.220273e+00	7.752642e-01	5.091899e-01	6.563932e-01	7.580317e-01	2.700918e+00
TCGA-EJ-A46H-01A-31R-A26U-07	3.672905e-01	8.850181e-01	5.903181e-02	2.830687e+00	1.835038e+00	0	3.736018e-01	2.621087e+00	3.140764e-01	1.406270e+00
TCGA-EJ-A46I-01A-12R-A26U-07	3.716002e-01	6.608082e-01	0	2.321570e+00	1.044651e+00	6.059191e-01	1.435356e+00	1.847260e+00	8.346650e-01	1.167635e+00
TCGA-EJ-A65B-01A-12R-A30B-07	5.538398e-01	1.201769e+00	9.463334e-01	6.789710e-01	1.342014e+00	5.746496e-01	9.162442e-01	1.430868e+00	1.034607e+00	1.831485e+00
TCGA-EJ-A65D-01A-11R-A30B-07	2.746875e-02	4.130082e-01	3.699534e-01	1.180605e+00	6.609645e-01	3.032525e+00	6.948468e-02	0	5.410155e-01	3.651381e+00
TCGA-EJ-A65E-01A-11R-A29R-07	9.604651e-02	2.854647e-01	0	2.691265e+00	1.182356e+00	5.679425e-01	1.933905e+00	1.308668e+00	4.449999e-01	1.664839e+00
TCGA-EJ-A65F-01A-21R-A311-07	4.045816e-01	1.983355e-01	2.874204e-01	2.943059e+00	1.318401e+00	1.557627e+00	4.048720e-01	8.245749e-01	0	2.545237e+00
TCGA-EJ-A65G-01A-21R-A29R-07	8.710495e-01	6.038493e-01	0	2.206266e+00	1.227535e+00	7.982545e-01	2.788238e+00	4.671109e-01	3.252907e-01	1.115914e+00
TCGA-EJ-A65J-01A-11R-A311-07	2.895489e-01	8.031022e-01	6.065983e-01	2.412506e+00	1.052737e+00	2.884689e-01	1.617124e+00	0	8.749682e-01	2.096073e+00
TCGA-EJ-A65M-01A-11R-A29R-07	3.438044e-01	2.867323e-01	5.215899e-02	1.786815e+00	9.909758e-01	7.623995e-01	2.041357e+00	7.665264e-01	1.438205e+00	1.569755e+00
TCGA-EJ-A6RA-01A-11R-A33R-07	2.908443e-01	4.509110e-01	2.268372e-01	1.767296e+00	1.070484e+00	7.413503e-01	1.368584e+00	2.005030e+00	8.000638e-01	1.704881e+00
TCGA-EJ-A6RC-01A-11R-A32O-07	1.135818e+00	3.034408e-01	0	2.062424e+00	1.258274e+00	5.259590e-01	1.745166e+00	7.508205e-01	1.399567e+00	1.165209e+00
TCGA-EJ-A7NF-01A-11R-A33R-07	1.153070e-01	3.681497e-01	4.628391e-02	2.030940e+00	8.133332e-01	2.973324e+00	7.384717e-01	6.056302e-01	7.121150e-01	1.768001e+00
TCGA-EJ-A7NG-01A-31R-A33R-07	5.218232e-01	4.597015e-01	0	2.238332e+00	1.329970e+00	5.929923e-01	1.068407e+00	1.935650e+00	1.004748e+00	1.312188e+00
TCGA-EJ-A7NH-01A-12R-A33R-07	4.372121e-01	2.901683e-01	0	2.441691e+00	9.367876e-01	8.683344e-01	1.319846e+00	2.157275e+00	2.245257e-01	1.902820e+00
TCGA-EJ-A7NJ-01A-22R-A352-07	0	8.100320e-01	2.369406e-01	2.640052e+00	9.486610e-01	2.158841e-01	1.489249e+00	2.723643e+00	0	1.570769e+00
TCGA-EJ-A7NK-01A-12R-A352-07	2.825211e-01	7.012348e-01	9.661837e-02	2.197817e+00	1.106717e+00	7.164929e-01	9.693407e-01	2.506722e+00	5.524203e-01	1.418041e+00
TCGA-EJ-A7NM-01A-21R-A33R-07	3.331729e-01	2.122692e-01	2.577378e-01	2.335410e+00	7.144989e-01	1.118190e+00	9.600901e-02	5.259105e-01	1.283111e+00	2.968305e+00
TCGA-EJ-A7NN-01A-11R-A33R-07	2.928949e-01	1.424246e-01	7.486275e-01	2.260519e+00	1.197532e+00	3.576742e-01	1.233462e+00	9.306184e-01	1.261607e+00	1.721036e+00
TCGA-EJ-A8FN-01A-11R-A352-07	1.479299e+00	3.111586e-01	4.323610e-02	2.254720e+00	1.225409e+00	7.405304e-01	2.312685e+00	4.378372e-02	6.654482e-01	1.341446e+00
TCGA-EJ-A8FO-11A-11R-A36G-07	8.741046e-01	1.540297e+00	5.470498e-02	2.209695e+00	1.668806e+00	1.321836e-01	2.502258e-01	2.524545e+00	0	1.573444e+00
TCGA-EJ-A8FO-01A-21R-A36G-07	4.100679e-01	6.531914e-01	3.279231e-01	2.276353e+00	1.043350e+00	1.754862e+00	1.161761e+00	1.635537e+00	2.797505e-01	1.108282e+00
TCGA-EJ-A8FP-01A-21R-A36G-07	3.737687e-01	6.827710e-01	1.204726e-03	2.561788e+00	1.191752e+00	4.270515e-01	1.300114e+00	2.257956e+00	5.645262e-01	1.220087e+00
TCGA-EJ-A8FS-01A-11R-A352-07	0	5.220782e-01	0	2.348155e+00	6.332343e-01	2.294044e-01	2.333111e+00	4.595843e-01	1.204709e+00	1.823719e+00
TCGA-EJ-A8FU-01A-11R-A36G-07	6.082622e-01	4.676457e-01	3.492878e-02	2.483697e+00	1.434804e+00	7.476832e-01	9.322763e-01	1.953854e+00	5.851672e-01	1.396282e+00
TCGA-EJ-AB20-01A-12R-A41O-07	1.345993e+00	1.382216e+00	0	1.787581e+00	1.468542e+00	7.085609e-01	2.488473e-01	1.833693e+00	0	2.077228e+00
TCGA-EJ-AB27-01A-11R-A41O-07	4.070525e-01	3.941212e-01	1.088980e-01	2.298132e+00	1.401842e+00	6.544649e-01	1.738568e+00	1.615064e+00	7.915558e-01	1.129144e+00
TCGA-FC-7708-01A-11R-2118-07	4.400191e-01	3.068165e-01	2.523109e-01	2.538953e+00	1.266265e+00	1.444242e+00	7.704822e-01	9.290341e-01	1.285440e+00	1.077388e+00
TCGA-FC-7961-01A-11R-A29R-07	6.523792e-01	6.460010e-01	1.955534e-01	2.531742e+00	7.356845e-01	1.774284e-01	1.497411e+00	1.572488e-01	1.513873e+00	1.743716e+00
TCGA-FC-A4JI-01A-11R-A250-07	0	9.683698e-01	6.864982e-02	3.178445e+00	5.142327e-01	0	1.450822e+00	0	0	3.457749e+00
TCGA-FC-A5OB-01A-11R-A29R-07	0	8.682161e-01	6.888080e-01	2.986520e+00	5.457108e-01	3.518517e-01	2.076793e+00	3.882764e-01	0	2.257404e+00
TCGA-FC-A66V-01A-21R-A30B-07	1.545021e-01	9.434694e-01	3.043108e-01	1.401982e+00	1.104338e+00	4.883512e-01	1.215932e+00	2.943348e+00	1.722268e-01	1.995444e+00
TCGA-FC-A6HD-01A-11R-A31N-07	0	3.873054e-01	6.480521e-03	1.644168e+00	1.208995e+00	1.024511e+00	1.695074e+00	9.361130e-01	0	3.111293e+00
TCGA-FC-A8O0-01A-41R-A37L-07	4.680305e-01	1.068397e+00	0	2.412242e+00	7.184034e-01	6.124533e-01	1.066385e+00	2.220704e+00	0	2.058359e+00
TCGA-G9-6329-01A-13R-1965-07	5.409358e-01	5.878479e-01	6.902853e-02	2.152980e+00	1.045927e+00	1.833225e+00	6.098248e-01	1.261334e+00	8.671464e-01	1.483497e+00
TCGA-G9-6332-01A-11R-1789-07	1.175809e-01	7.044793e-01	5.858046e-01	2.057090e+00	6.034180e-01	3.153653e+00	6.779656e-01	8.578236e-02	2.568692e-01	1.803533e+00
TCGA-G9-6333-11A-01R-1965-07	4.303817e-01	2.213808e+00	2.155237e-01	1.835964e+00	1.234879e+00	2.053462e-01	2.631924e-01	2.603754e+00	1.798405e-01	1.510525e+00
TCGA-G9-6333-01A-12R-1965-07	5.423246e-01	4.053596e-01	1.477773e-02	2.394431e+00	1.757401e+00	2.650280e-01	2.158806e+00	1.121424e+00	5.825085e-01	1.323474e+00
TCGA-G9-6336-01A-11R-1789-07	7.047128e-02	6.309841e-01	2.345531e-01	2.014089e+00	1.200727e+00	1.329178e+00	1.067633e+00	1.734621e+00	9.159498e-01	1.209407e+00
TCGA-G9-6338-01A-12R-1965-07	1.845679e+00	3.379913e-01	1.336388e-01	1.770395e+00	1.573378e+00	6.488214e-01	2.186822e+00	0	5.842333e-01	1.717462e+00
TCGA-G9-6339-01A-12R-A311-07	9.683338e-02	3.863980e-01	6.928924e-01	1.541565e+00	1.202632e+00	1.576246e+00	6.491408e-01	1.128709e+00	1.130427e+00	1.812095e+00
TCGA-G9-6342-11A-02R-1965-07	6.162518e-01	8.800286e-01	1.568229e-01	2.208396e+00	1.064018e+00	7.250458e-01	2.051381e+00	1.738639e+00	3.421504e-01	7.537424e-01
TCGA-G9-6342-01A-11R-1965-07	2.232708e-01	5.918679e-01	7.744173e-01	2.133197e+00	1.152387e+00	2.157956e+00	5.423270e-01	1.036117e+00	5.704557e-01	1.279959e+00
TCGA-G9-6343-01A-21R-1965-07	9.355364e-01	6.283160e-01	3.040101e-02	1.686393e+00	1.259058e+00	9.446733e-01	2.724197e+00	3.127136e-01	8.002406e-01	1.192549e+00
TCGA-G9-6347-01A-11R-A31N-07	1.716260e+00	7.143835e-01	5.282578e-03	5.204597e-01	1.331198e+00	9.291653e-01	1.747383e+00	1.229850e-01	1.784120e+00	1.491212e+00
TCGA-G9-6348-11A-01R-1789-07	1.257125e+00	1.025860e+00	0	2.038232e+00	1.321794e+00	6.795268e-01	1.334298e+00	1.862709e+00	1.922224e-01	1.183930e+00
TCGA-G9-6348-01A-11R-1789-07	4.330079e-01	4.804020e-01	5.878778e-01	1.800884e+00	1.363356e+00	9.931697e-01	7.455367e-01	5.127917e-01	1.775189e+00	1.431771e+00
TCGA-G9-6351-11A-01R-1965-07	6.267382e-01	1.152979e+00	3.768125e-02	2.234169e+00	1.075788e+00	1.205321e+00	1.432436e+00	2.180152e+00	0	8.919134e-01
TCGA-G9-6351-01A-21R-1965-07	3.077091e-01	7.494753e-01	1.991250e-01	2.074325e+00	1.102848e+00	2.024949e+00	1.322987e+00	1.308544e+00	6.110149e-01	8.110838e-01
TCGA-G9-6353-01A-11R-1965-07	6.406174e-01	7.416103e-01	3.685812e-02	2.012451e+00	1.167932e+00	1.310672e+00	1.325362e+00	2.194239e+00	2.409375e-01	1.184535e+00
TCGA-G9-6354-01A-11R-A311-07	2.708376e-01	3.502361e-01	4.854875e-01	1.647598e+00	1.328792e+00	2.553810e+00	1.174412e+00	9.068206e-01	3.543058e-01	1.528122e+00
TCGA-G9-6356-11A-01R-1789-07	0	9.319808e-01	4.169816e-01	2.226063e+00	1.554876e+00	1.092965e-01	1.088116e+00	2.319917e+00	9.022963e-03	1.578518e+00
TCGA-G9-6356-01A-11R-1789-07	2.175706e-01	4.465230e-01	2.192074e-01	2.260273e+00	8.149982e-01	1.607535e+00	4.560056e-01	1.160710e+00	1.553125e+00	1.371793e+00
TCGA-G9-6361-01A-21R-1965-07	8.756076e-01	6.781836e-01	4.928517e-01	1.584412e+00	9.359577e-01	2.151083e+00	1.949002e-01	2.339553e-01	1.222423e+00	1.862285e+00
TCGA-G9-6362-11A-01R-1789-07	8.750302e-01	3.215933e-01	4.338156e-01	2.408446e+00	1.515207e+00	2.674935e+00	4.206799e-01	2.518801e-01	0	1.971236e+00
TCGA-G9-6362-01A-11R-1789-07	6.248470e-01	2.990128e-01	4.736458e-01	1.987587e+00	1.131772e+00	2.661832e+00	6.865397e-01	1.039192e-01	0	2.350274e+00
TCGA-G9-6363-11A-01R-1789-07	4.139261e-01	1.026225e+00	3.784016e-01	1.915446e+00	5.828065e-01	1.465481e+00	0	1.270431e+00	1.298689e+00	1.740350e+00
TCGA-G9-6363-01A-21R-1789-07	5.889998e-01	7.307692e-01	8.095637e-01	1.731273e+00	6.319334e-01	2.321795e+00	2.654975e-01	0	1.545481e+00	1.522344e+00
TCGA-G9-6364-01A-21R-1789-07	8.270703e-01	4.778316e-01	7.140439e-01	2.149123e+00	7.273666e-01	2.351664e+00	6.400471e-01	3.424998e-01	9.898216e-01	1.084422e+00
TCGA-G9-6365-11A-01R-1789-07	1.711341e-02	1.258527e+00	1.871468e-01	1.944187e+00	1.831200e+00	3.710808e-01	4.886692e-01	2.922519e+00	5.064458e-02	1.638976e+00
TCGA-G9-6365-01A-11R-1789-07	7.823637e-01	5.770096e-01	1.219161e-01	1.734889e+00	9.038066e-01	2.071086e+00	2.587460e-01	6.906067e-01	1.623785e+00	1.417607e+00
TCGA-G9-6366-01A-11R-2118-07	4.185355e-01	7.175759e-01	1.332917e+00	1.834417e+00	9.449644e-01	1.043713e+00	1.533122e+00	3.341524e-01	7.259132e-01	1.322079e+00
TCGA-G9-6367-01A-11R-1789-07	6.496775e-01	9.807106e-01	5.498984e-02	2.403475e+00	1.096831e+00	7.376861e-01	1.849848e+00	2.256391e+00	6.016891e-02	7.671298e-01
TCGA-G9-6369-01A-21R-1965-07	8.844989e-01	8.744550e-01	1.758500e-02	1.875214e+00	1.316969e+00	4.373773e-01	3.144812e+00	0	5.340872e-01	1.481144e+00
TCGA-G9-6370-01A-11R-1789-07	3.324411e-01	9.949918e-01	2.498526e-01	2.545486e+00	1.323571e+00	3.370292e-01	8.197860e-01	2.579005e+00	3.010459e-01	1.188023e+00
TCGA-G9-6371-01A-11R-1789-07	4.477242e-01	4.561755e-01	2.596966e-02	2.450418e+00	8.081193e-01	1.688778e+00	1.608542e+00	7.611556e-01	4.715903e-01	1.570320e+00
TCGA-G9-6373-01A-11R-1789-07	6.516202e-01	3.666467e-01	7.590253e-01	1.657432e+00	1.135081e+00	2.155738e+00	2.332632e-01	4.126936e-02	1.347435e+00	1.936737e+00
TCGA-G9-6377-01A-11R-1965-07	1.596528e-01	3.512436e-01	5.065804e-01	1.943817e+00	1.287454e+00	1.849310e+00	6.653836e-01	3.806747e-01	1.478018e+00	1.489244e+00
TCGA-G9-6378-01A-11R-1789-07	1.195963e+00	5.441155e-01	0	2.225932e+00	1.007716e+00	7.690960e-01	1.718151e+00	1.069202e+00	5.918740e-01	1.409932e+00
TCGA-G9-6379-01A-11R-A31N-07	3.498083e-01	4.074804e-01	1.123275e-01	8.109562e-01	1.382293e+00	8.099883e-01	1.014484e+00	1.777433e+00	1.538760e+00	2.099422e+00
TCGA-G9-6384-11A-01R-1858-07	1.019835e+00	1.000709e+00	0	2.413714e+00	1.719787e+00	5.582541e-01	1.811730e+00	2.046654e+00	0	6.989071e-01
TCGA-G9-6384-01A-11R-1789-07	4.161273e-01	4.068955e-01	3.121758e-01	2.872967e+00	1.461618e+00	1.654149e+00	9.124853e-01	1.256135e+00	3.553059e-01	9.986647e-01
TCGA-G9-6385-01A-11R-1789-07	5.798630e-01	6.674271e-01	0	2.322111e+00	1.085759e+00	1.196076e+00	1.527537e+00	1.701141e+00	5.787693e-01	9.366732e-01
TCGA-G9-6494-01A-11R-1789-07	5.729948e-01	4.252884e-01	5.453350e-01	2.600209e+00	8.183660e-01	1.038956e+00	1.232071e+00	1.207988e+00	1.374224e-01	1.842161e+00
TCGA-G9-6496-11A-01R-1789-07	7.326472e-01	1.083220e+00	2.731174e-01	1.828012e+00	1.482005e+00	5.037747e-01	6.633261e-01	2.527968e+00	3.359691e-01	1.444951e+00
TCGA-G9-6496-01A-11R-1789-07	4.758444e-01	4.404693e-01	3.126568e-01	1.874133e+00	1.243991e+00	3.808335e-01	1.799148e+00	5.276616e-01	9.743580e-01	2.171884e+00
TCGA-G9-6498-01A-12R-A311-07	9.197878e-01	4.913546e-01	0	1.783439e+00	1.907220e+00	3.872797e-01	1.628721e+00	5.021731e-01	1.009810e+00	1.750660e+00
TCGA-G9-6499-11A-02R-1965-07	6.139561e-01	9.780393e-01	2.969309e-02	2.075079e+00	8.290081e-01	5.183587e-01	6.848179e-01	7.628502e-01	1.660019e+00	1.781057e+00
TCGA-G9-6499-01A-12R-1965-07	2.781396e-01	5.719512e-01	0	1.965523e+00	1.425630e+00	7.790542e-01	2.336124e+00	4.003193e-01	1.464804e+00	8.905924e-01
TCGA-G9-7509-01A-11R-A41O-07	4.960363e-01	4.393523e-01	3.069695e-02	2.357263e+00	1.198389e+00	1.915293e+00	1.182955e+00	1.381242e+00	2.828448e-01	1.304296e+00
TCGA-G9-7510-01A-11R-2263-07	4.435114e-01	3.576917e-01	2.104833e-01	2.250967e+00	1.568997e+00	3.240728e-01	1.632440e+00	1.073210e+00	1.243055e+00	1.279289e+00
TCGA-G9-7519-01A-11R-2263-07	1.177534e+00	6.564485e-01	2.330342e-01	1.625333e+00	1.479775e+00	6.576608e-01	2.360602e+00	3.971928e-01	9.146217e-01	1.010193e+00
TCGA-G9-7521-01A-11R-2263-07	7.694883e-01	5.250006e-01	1.203974e+00	2.685631e+00	9.504971e-01	0	8.919114e-01	2.108771e-01	7.150413e-01	2.175407e+00
TCGA-G9-7522-01A-11R-2263-07	4.474961e-01	4.584564e-01	5.659048e-01	2.266489e+00	1.216466e+00	1.725700e+00	1.113177e+00	1.113817e+00	7.382302e-01	8.864987e-01
TCGA-G9-7523-01A-11R-2263-07	2.092037e+00	6.867275e-01	7.706237e-02	2.152079e+00	1.465862e+00	6.027785e-01	1.202131e+00	0	7.871865e-01	1.580646e+00
TCGA-G9-7525-01A-31R-2263-07	5.126023e-01	8.870357e-01	6.808228e-01	1.254852e+00	6.527954e-01	2.881619e+00	2.159267e-01	0	1.570364e+00	1.592134e+00
TCGA-G9-A9S0-01A-11R-A41O-07	2.225138e-01	6.884478e-01	1.234637e+00	1.301024e+00	7.352467e-01	2.158482e-01	8.257087e-01	2.292848e-01	1.859893e+00	2.205713e+00
TCGA-G9-A9S4-01A-11R-A41O-07	0	1.279501e-01	0	2.485200e+00	1.095112e+00	1.933449e+00	4.622739e-01	1.209956e+00	2.059161e-02	2.876613e+00
TCGA-G9-A9S7-01A-11R-A41O-07	0	3.435944e-01	5.732541e-01	2.122936e+00	7.578361e-01	2.147934e+00	4.916502e-01	7.079381e-01	6.733120e-01	2.296199e+00
TCGA-H9-7775-01A-11R-2118-07	6.468818e-01	4.252712e-01	5.324721e-01	1.946676e+00	6.729766e-01	2.184410e+00	5.523559e-01	4.066461e-01	1.239204e+00	1.457504e+00
TCGA-H9-A6BX-01A-31R-A311-07	9.279296e-01	8.956270e-01	0	2.355969e+00	1.030514e+00	4.810379e-01	9.206263e-01	1.822589e+00	7.825347e-01	1.289772e+00
TCGA-H9-A6BY-01A-11R-A30B-07	6.044613e-01	5.372214e-01	0	1.175987e+00	6.790667e-01	3.213207e+00	6.042152e-01	7.184540e-01	4.413762e-01	2.428464e+00
TCGA-HC-7075-01A-11R-1965-07	5.754028e-01	4.901450e-01	8.546445e-02	2.398773e+00	1.105645e+00	6.886742e-01	2.473904e+00	0	1.035727e+00	1.271988e+00
TCGA-HC-7077-01A-11R-1965-07	0	3.207676e-01	7.365614e-01	2.252404e+00	4.116407e-01	2.156417e+00	9.509966e-01	1.577969e-01	8.488618e-01	1.931571e+00
TCGA-HC-7078-01A-11R-2118-07	1.950606e-01	2.734162e-01	0	2.625433e+00	1.096134e+00	2.982571e-01	1.645691e+00	1.149796e+00	1.054665e+00	1.806999e+00
TCGA-HC-7079-01A-11R-1965-07	1.096343e-01	6.356590e-01	7.043431e-02	2.624823e+00	1.590518e+00	8.660978e-02	1.248590e-01	7.196482e-01	2.254529e+00	1.431451e+00
TCGA-HC-7080-01A-11R-1965-07	1.582445e-01	4.469837e-01	2.248298e-01	2.738989e+00	1.053326e+00	5.474255e-01	2.150600e+00	3.073433e-01	1.569446e-01	2.340242e+00
TCGA-HC-7081-01A-11R-1965-07	7.005608e-01	4.232302e-01	9.760114e-01	2.160790e+00	6.002037e-01	1.913016e+00	0	4.347833e-02	1.524480e+00	1.628443e+00
TCGA-HC-7209-01A-11R-2118-07	0	4.794332e-01	6.409172e-01	2.308319e+00	1.311928e+00	2.146983e+00	4.821319e-01	2.926809e-01	1.357727e+00	9.953208e-01
TCGA-HC-7210-01A-11R-2118-07	4.413230e-01	4.956285e-01	4.242715e-01	2.954412e+00	1.708848e+00	2.779312e-01	1.559466e+00	6.468492e-01	8.448427e-01	1.030790e+00
TCGA-HC-7211-11A-01R-2118-07	1.977300e-02	5.932233e+00	0	1.467241e+00	1.309330e+00	1.924516e-01	5.999443e-01	0	3.198718e-01	3.719872e-01
TCGA-HC-7211-01A-11R-2118-07	0	3.162070e-01	3.318704e-01	3.164486e+00	1.709278e+00	5.312472e-01	1.818501e+00	5.772600e-01	7.223691e-01	8.481961e-01
TCGA-HC-7212-01A-11R-2118-07	2.655290e-01	2.773184e-01	7.005688e-01	2.807406e+00	8.298307e-01	2.784006e+00	0	0	4.394817e-01	1.994464e+00
TCGA-HC-7213-01A-11R-2118-07	1.305273e-01	3.863572e-01	9.922124e-01	2.153057e+00	8.323180e-01	1.540794e+00	0	3.869213e-01	1.382031e+00	2.066653e+00
TCGA-HC-7230-01A-11R-2118-07	8.417827e-02	6.810706e-01	5.231744e-01	2.268938e+00	1.077442e+00	2.991602e+00	3.343049e-01	3.415846e-01	4.800147e-01	1.441202e+00
TCGA-HC-7231-01A-11R-2118-07	0	7.232137e-01	8.025861e-01	2.154540e+00	5.311676e-01	2.236786e+00	3.902971e-01	2.217036e-02	1.590048e+00	1.325113e+00
TCGA-HC-7232-01A-11R-2118-07	3.604169e-01	7.663693e-01	8.588571e-01	2.406458e+00	6.568106e-01	1.988747e+00	2.020590e-01	9.643607e-01	4.750348e-01	1.608274e+00
TCGA-HC-7233-01A-11R-2118-07	4.314193e-01	2.135563e-01	2.011256e-01	2.365504e+00	1.016239e+00	8.271658e-01	1.202205e+00	8.863294e-02	2.194346e+00	1.152819e+00
TCGA-HC-7736-01A-11R-2118-07	2.960846e-01	3.772269e-01	7.169451e-01	2.492442e+00	1.744124e+00	4.648000e-01	6.323231e-01	1.370976e+00	8.354779e-01	1.451485e+00
TCGA-HC-7737-11A-02R-2118-07	2.126780e-01	5.297495e+00	3.459808e-03	1.873252e+00	9.799496e-01	1.331083e-01	2.565605e-01	1.889006e-01	8.811344e-01	2.469440e-01
TCGA-HC-7737-01A-11R-2118-07	3.691256e-01	4.902001e-01	8.896580e-03	2.645246e+00	1.869031e+00	3.196609e-01	1.752897e+00	5.409233e-01	1.421241e+00	8.264229e-01
TCGA-HC-7738-11A-01R-2118-07	4.814562e-01	5.619766e+00	0	1.818262e+00	1.286657e+00	1.689092e-01	1.213175e-01	1.507357e-01	3.136920e-01	3.842329e-01
TCGA-HC-7738-01A-11R-2118-07	2.564115e-01	5.565109e-01	0	2.598525e+00	7.457934e-01	8.886067e-01	2.140039e+00	4.269669e-01	1.138436e+00	1.207487e+00
TCGA-HC-7740-11A-01R-2118-07	1.934074e-01	5.332596e+00	0	1.810424e+00	1.099555e+00	1.319888e-01	1.904545e-01	1.353613e-01	7.304888e-01	4.804980e-01
TCGA-HC-7740-01A-11R-2118-07	5.129447e-01	6.773839e-01	0	2.382846e+00	1.580926e+00	4.901316e-01	1.241446e+00	1.933319e+00	8.579459e-01	8.681998e-01
TCGA-HC-7742-11A-01R-2118-07	2.578753e-01	1.157608e+00	2.759039e-01	2.247374e+00	1.010491e+00	6.889299e-01	1.171301e+00	2.086146e+00	6.883491e-01	8.702445e-01
TCGA-HC-7742-01A-11R-2118-07	5.841252e-01	7.609496e-01	7.261737e-01	2.244531e+00	1.038298e+00	6.792863e-01	1.102725e+00	8.184204e-01	8.343662e-01	1.519697e+00
TCGA-HC-7744-01A-11R-2118-07	0	5.614051e-01	5.789002e-01	2.280611e+00	4.832610e-01	2.805900e+00	2.216342e-01	0	1.324774e+00	1.530987e+00
TCGA-HC-7745-11A-01R-2118-07	6.494848e-01	5.223539e+00	0	1.782054e+00	1.082394e+00	1.252344e-01	1.078835e-02	4.505938e-01	4.008281e-01	6.407566e-01
TCGA-HC-7745-01A-11R-2118-07	2.891872e-01	4.617985e-01	4.043479e-02	2.468164e+00	1.250374e+00	6.503220e-01	6.132739e-01	1.875088e+00	1.048963e+00	1.681095e+00
TCGA-HC-7747-11A-01R-2118-07	2.192041e-01	5.959941e+00	0	1.547380e+00	9.679405e-01	1.364826e-01	3.002731e-01	6.832684e-02	5.229758e-01	4.112124e-01
TCGA-HC-7747-01A-11R-2118-07	2.468023e-02	6.283431e-01	2.022378e-01	2.157420e+00	8.208628e-01	1.271598e+00	9.808342e-01	1.422487e+00	1.262360e+00	1.309060e+00
TCGA-HC-7748-01A-11R-2118-07	3.102180e-01	2.766532e-01	4.793291e-01	2.734538e+00	1.305643e+00	1.746100e+00	4.529641e-01	9.329552e-01	9.256797e-01	1.114706e+00
TCGA-HC-7749-01A-11R-2118-07	3.951443e-01	3.875074e-01	6.020746e-01	2.465466e+00	6.512572e-01	8.913026e-01	8.013159e-01	7.984176e-01	9.161197e-01	2.152354e+00
TCGA-HC-7750-01A-11R-2118-07	8.562133e-01	9.307015e-01	0	2.138545e+00	8.978247e-01	7.447732e-01	1.936939e+00	9.485878e-01	1.065263e+00	8.157185e-01
TCGA-HC-7752-11A-01R-2118-07	9.158088e-01	1.168253e+00	0	2.187196e+00	8.599001e-01	7.265240e-01	1.007213e+00	1.652325e+00	7.306286e-01	1.286779e+00
TCGA-HC-7752-01A-11R-2118-07	5.911152e-01	3.928135e-01	0	1.324628e+00	1.204511e+00	1.038194e+00	1.626534e+00	7.772819e-01	8.875994e-01	2.369520e+00
