sampleID	D16.12_SENGUPTA-NASOPHARYNGEAL-CARCINOMA-DN	D6.1_INAMURA-LUNG-CANCER-SCC-DN	D13.3_FARMER-BREAST-CANCER-CLUSTER-5	D13.4_REACTOME-TRANSLOCATION-OF-ZAP-70-TO-IMMUNOLOGICAL-SYNAPSE	D8.7_GNF2-SPRR1B	D6.4_MIPS-UTX-MLL2-3-COMPLEX	D7.1_chr11q25	D11.8_chr11q11	D16.8_REACTOME-BETA-DEFENSINS	D16.15_SASSON-FSH-RESPONSE	D16.14_SINGH-NFE2L2-TARGETS
TCGA-86-8671-01A-11R-2403-07	0	3.300746e+00	7.651596e-01	2.796014e+00	3.546791e-01	8.759091e-01	3.404765e+00	0	9.258127e-01	0	0
TCGA-86-8672-01A-21R-2403-07	0	7.665664e-01	2.272652e+00	1.473444e+00	4.215715e-01	7.374051e-01	1.838679e+00	9.015217e-02	0	1.433806e-01	2.838570e-01
TCGA-86-8673-01A-11R-2403-07	0	7.394054e-01	1.654297e+00	1.463819e+00	0	1.479549e+00	3.413249e+00	6.004094e-01	0	0	4.132408e-02
TCGA-86-8674-01A-21R-2403-07	0	1.533858e+00	6.500849e-01	1.193104e+00	1.254538e-01	2.457329e+00	2.285953e+00	9.638921e-01	0	1.181986e-01	4.509052e-01
TCGA-86-A456-01A-11R-A24H-07	0	2.910478e+00	3.974309e-01	1.752211e+00	0	4.398049e-01	4.134109e+00	0	8.279227e-01	0	1.416300e-01
TCGA-86-A4D0-01A-11R-A24H-07	0	1.539133e+00	5.366150e-01	1.658272e+00	0	4.797382e+00	7.301115e-01	2.068049e+00	4.037219e-03	0	4.188319e-01
TCGA-86-A4JF-01A-11R-A24X-07	0	1.629273e+00	7.800124e-01	1.525178e+00	0	8.173956e-01	4.522585e+00	4.137122e-01	8.609903e-01	5.563794e-02	0
TCGA-86-A4P7-01A-11R-A24X-07	3.594127e-02	3.557422e+00	4.016015e-01	1.770000e+00	2.021112e-01	1.327863e+00	3.510765e+00	3.287537e-01	8.613795e-01	0	0
TCGA-86-A4P8-01A-11R-A24X-07	0	5.995040e+00	1.560696e-01	1.675131e+00	0	3.589991e-01	1.913312e+00	0	2.339819e-01	0	0
TCGA-91-6828-11A-01R-1858-07	7.050908e-01	6.582379e+00	1.220261e-01	1.663084e-01	3.167251e-01	7.145751e-01	9.616701e-01	2.515382e-01	0	1.152899e-02	0
TCGA-91-6828-01A-11R-1858-07	0	3.331379e+00	3.135922e-01	1.929004e+00	0	3.440586e+00	2.361678e+00	1.768882e+00	2.418994e-01	0	0
TCGA-91-6829-11A-01R-1858-07	4.139088e-01	5.803938e+00	0	1.399845e+00	1.943836e-01	8.765292e-02	1.657695e+00	0	3.605026e-02	0	1.562842e-02
TCGA-91-6829-01A-21R-1858-07	0	2.045214e+00	1.827945e+00	7.741315e-01	0	2.196012e+00	2.684653e+00	0	5.070680e-01	0	0
TCGA-91-6830-01A-11R-1949-07	2.546241e-01	3.594285e+00	1.369852e+00	1.038976e+00	9.364834e-01	8.444265e-01	1.169304e+00	0	0	1.425296e-01	2.758842e-01
TCGA-91-6831-11A-02R-1858-07	0	7.147028e+00	4.797284e-01	4.242865e-01	0	3.497377e-01	4.049799e-01	0	0	0	0
TCGA-91-6831-01A-11R-1858-07	0	1.534076e+00	1.720698e+00	1.292323e+00	0	4.219354e+00	1.260117e+00	1.838988e+00	0	0	0
TCGA-91-6835-11A-01R-1858-07	8.531574e-01	5.032326e+00	6.215294e-01	6.477188e-01	5.247894e-01	7.865064e-01	2.201921e+00	0	3.265361e-01	0	0
TCGA-91-6835-01A-11R-1858-07	3.338160e-01	2.741674e+00	9.622320e-01	1.879735e+00	2.423489e-01	1.520063e+00	3.464354e+00	0	4.804473e-01	0	0
TCGA-91-6836-11A-01R-1858-07	2.183657e-01	6.625448e+00	0	1.030715e+00	0	4.124405e-01	1.365225e+00	0	1.861531e-01	0	0
TCGA-91-6836-01A-21R-1858-07	0	2.893532e-01	1.791717e+00	2.678542e-01	0	1.757829e+00	3.094520e+00	2.930628e-01	2.163182e-01	0	0
TCGA-91-6840-01A-11R-1949-07	0	2.917794e+00	5.394134e-01	2.117575e+00	1.654828e-01	2.237328e+00	2.010956e+00	8.925526e-02	0	0	0
TCGA-91-6847-11A-01R-1949-07	6.221961e-01	6.530176e+00	0	1.225254e-01	1.520360e-01	4.960196e-01	1.512097e+00	0	8.006528e-02	0	0
TCGA-91-6847-01A-11R-1949-07	2.310886e-01	0	1.970091e+00	0	1.429336e-01	2.105355e+00	2.173518e+00	0	3.055777e-01	2.185368e-03	0
TCGA-91-6848-01A-11R-1949-07	0	2.065166e+00	2.795918e+00	1.014642e+00	0	1.680087e+00	6.194697e-01	6.943216e-02	0	0	0
TCGA-91-6849-11A-01R-1949-07	4.973502e-01	6.833827e+00	3.019599e-01	3.250220e-01	1.304239e-01	7.799375e-01	9.699619e-01	8.796503e-03	0	0	0
TCGA-91-6849-01A-11R-1949-07	1.200627e-01	3.395993e+00	6.824627e-01	1.517443e+00	9.380865e-02	1.139743e+00	2.279303e+00	1.908392e-01	8.281122e-02	4.151927e-02	3.693408e-01
TCGA-91-7771-01A-11R-2170-07	0	3.638295e+00	6.500563e-01	2.002258e+00	4.676876e-01	2.205845e+00	1.632706e+00	9.171764e-01	0	4.094272e-02	0
TCGA-91-8496-01A-11R-2403-07	0	4.195726e+00	0	9.444831e-01	0	0	3.490339e+00	0	1.577864e+00	0	0
TCGA-91-8497-01A-11R-2403-07	1.340889e-01	3.933705e+00	7.444182e-02	2.392312e+00	3.633617e-01	2.763115e+00	2.643437e+00	1.273323e+00	6.910913e-01	0	0
TCGA-91-8499-01A-11R-2403-07	0	1.721339e+00	1.068030e+00	1.870769e+00	0	2.490723e+00	4.459082e-01	5.804054e-01	2.399179e-02	0	2.954356e-02
TCGA-91-A4BC-01A-11R-A24H-07	0	1.586813e+00	1.492852e+00	2.749100e+00	0	3.558630e+00	1.687894e+00	1.666921e+00	0	0	0
TCGA-91-A4BD-01A-11R-A24H-07	5.575136e-01	3.310106e+00	0	1.014438e+00	2.633490e-01	0	4.006673e+00	0	1.213238e+00	9.819374e-03	2.873207e-02
TCGA-93-7347-01A-11R-2187-07	1.640832e-01	2.659262e+00	7.120977e-01	1.931029e+00	4.250537e-01	5.328177e-01	4.316546e+00	0	1.336089e+00	0	6.017730e-02
TCGA-93-7348-01A-21R-2039-07	4.861367e-01	2.197241e+00	1.076311e+00	1.130904e+00	8.941565e-01	1.658575e+00	3.604560e+00	5.488449e-01	1.076633e+00	0	0
TCGA-93-8067-01A-11R-2287-07	8.564858e-02	2.155686e+00	1.365424e+00	6.299141e-01	9.056611e-01	1.891998e+00	1.281425e+00	6.062824e-01	0	2.182841e-01	3.283029e-01
TCGA-93-A4JN-01A-11R-A24X-07	1.111873e-01	2.469836e+00	1.307890e+00	1.359632e+00	3.329360e-01	1.413005e+00	3.457469e+00	0	7.936112e-01	0	0
TCGA-93-A4JO-01A-21R-A24X-07	6.234798e-01	2.698563e+00	9.823094e-01	1.502177e+00	5.279201e-01	6.112097e-01	3.192370e+00	0	7.629855e-02	0	0
TCGA-93-A4JP-01A-11R-A24X-07	3.996892e-01	4.794845e+00	5.418380e-01	9.652901e-01	4.614034e-01	9.476808e-01	1.724855e+00	0	0	0	0
TCGA-93-A4JQ-01A-11R-A24X-07	1.764701e-01	1.787107e+00	1.701057e+00	1.724296e+00	6.279639e-01	1.110682e+00	3.226615e+00	1.090437e-01	4.029527e-01	0	5.184395e-03
TCGA-95-7039-01A-11R-1949-07	0	1.748798e+00	1.225350e+00	7.833357e-01	0	3.547876e-01	4.410721e+00	0	3.799957e-01	0	0
TCGA-95-7043-01A-11R-1949-07	0	1.759579e+00	6.408744e-01	1.232573e+00	2.209290e-01	1.934689e+00	1.951493e+00	0	5.058501e-01	0	5.457102e-01
TCGA-95-7562-01A-11R-2241-07	3.700140e-01	8.746338e-01	1.521503e+00	7.042849e-01	8.790008e-02	2.009719e+00	3.031107e+00	5.213444e-01	5.304046e-01	0	0
TCGA-95-7567-01A-11R-2066-07	0	6.452252e-01	1.368977e+00	1.227011e+00	0	8.993645e-01	4.726380e+00	1.331763e-01	2.730758e-01	0	0
TCGA-95-7944-01A-11R-2187-07	0	1.493616e+00	2.211842e+00	1.344928e+00	4.920093e-01	1.859271e-01	6.820558e-01	0	0	4.092517e-01	0
TCGA-95-7947-01A-11R-2187-07	4.365297e-01	2.512892e+00	6.383827e-01	1.301185e+00	5.762738e-01	1.040013e+00	2.537681e+00	0	1.491735e-02	0	0
TCGA-95-7948-01A-11R-2187-07	1.009545e-02	1.564203e+00	9.256817e-01	7.585391e-01	0	5.103777e-01	3.889978e+00	0	7.468903e-01	0	3.048181e-02
TCGA-95-8039-01A-11R-2241-07	1.646644e-01	2.399598e+00	8.038494e-01	1.246838e+00	2.622562e-01	3.278503e-01	4.391917e+00	0	9.563704e-01	0	1.147312e-03
TCGA-95-8494-01A-11R-2326-07	0	4.319598e-01	1.819126e+00	4.867043e-01	0	0	4.454544e+00	0	3.019577e-01	0	3.436732e-02
TCGA-95-A4VK-01A-11R-A262-07	0	2.262687e+00	8.161485e-01	1.365640e+00	5.661138e-01	1.702400e+00	2.608218e+00	4.659530e-01	1.454815e-01	2.850132e-01	6.382738e-03
TCGA-95-A4VN-01A-11R-A262-07	3.295013e-01	1.773664e+00	1.448418e+00	1.343004e+00	1.660766e-01	4.613956e-01	3.693727e+00	1.665636e-01	1.352731e-02	0	0
TCGA-95-A4VP-01A-21R-A262-07	0	3.405876e+00	2.604355e-01	2.441987e+00	2.174492e-02	3.443071e+00	1.703068e+00	2.242683e+00	0	1.505853e-03	0
TCGA-97-7546-01A-11R-2039-07	1.074044e-01	4.105523e+00	5.109295e-01	1.074261e+00	0	1.173697e+00	3.394680e+00	0	1.302094e+00	0	0
TCGA-97-7547-01A-11R-2039-07	1.198632e-01	2.098627e+00	7.542838e-01	8.190730e-01	7.428785e-01	1.240574e+00	4.434563e+00	4.428743e-02	1.319205e+00	0	0
TCGA-97-7552-01A-11R-2039-07	6.542625e-01	3.692624e+00	8.462112e-01	1.384104e+00	1.726620e+00	5.059843e-01	1.998812e+00	0	0	0	0
TCGA-97-7553-01A-21R-2039-07	3.953684e-01	4.494552e+00	6.653935e-01	1.489487e+00	3.092712e-01	7.563513e-01	2.375543e+00	0	2.042572e-01	0	0
TCGA-97-7554-01A-11R-2039-07	0	1.939164e+00	1.548319e+00	7.261280e-01	0	9.131624e-01	4.471084e+00	9.045232e-03	9.333348e-01	0	0
TCGA-97-7937-01A-11R-2170-07	0	7.677581e-01	1.152181e+00	4.218583e-01	0	1.213142e+00	4.964184e+00	0	1.076679e+00	0	0
TCGA-97-7938-01A-11R-2170-07	3.307066e-01	3.548640e+00	4.248007e-01	4.230814e-01	1.300260e-01	9.054639e-01	3.910499e+00	1.798762e-03	1.137029e+00	1.033875e-01	0
TCGA-97-7941-01A-11R-2187-07	3.912346e-01	3.314050e+00	6.121981e-01	1.192274e+00	1.554550e+00	7.382028e-01	2.667401e+00	0	5.967649e-01	0	3.962611e-02
TCGA-97-8171-01A-11R-2287-07	0	2.138830e+00	0	1.365968e+00	0	1.498480e+00	3.602977e+00	0	1.356926e+00	0	6.635279e-02
TCGA-97-8172-01A-11R-2287-07	0	3.537293e+00	3.983626e-01	2.089204e+00	0	2.191186e+00	3.565227e+00	6.595896e-01	1.014637e+00	0	0
TCGA-97-8174-01A-11R-2287-07	0	4.764496e+00	4.165708e-01	1.561880e+00	0	1.811134e+00	2.088758e+00	2.660427e-01	4.770512e-02	0	5.854975e-02
TCGA-97-8175-01A-11R-2287-07	0	1.282164e+00	1.384128e+00	7.315104e-01	3.901942e-01	1.595853e-01	4.007341e+00	1.043237e-01	8.405617e-01	5.287829e-02	0
TCGA-97-8176-01A-11R-2403-07	1.927018e-02	2.169101e+00	1.199250e+00	1.135978e+00	1.005862e+00	1.517334e+00	1.305278e+00	4.251437e-01	0	2.941085e-01	3.594445e-01
TCGA-97-8177-01A-11R-2287-07	0	2.753908e+00	5.502485e-01	2.006688e+00	3.427237e-01	6.621017e-01	3.674731e+00	2.054116e-01	1.363661e+00	0	3.120555e-02
TCGA-97-8179-01A-11R-2287-07	0	3.233591e+00	6.524576e-01	9.163554e-01	0	1.745718e+00	2.365492e+00	1.282310e-01	6.787478e-02	0	4.290873e-01
TCGA-97-8547-01A-11R-2403-07	0	6.481437e-01	1.947264e+00	7.765192e-01	5.138466e-01	5.415870e-01	5.120927e+00	0	1.685957e+00	0	3.369626e-02
TCGA-97-8552-01A-11R-2403-07	7.767335e-01	3.833295e+00	0	1.511263e+00	6.374247e-01	7.870538e-01	3.624059e+00	5.763188e-02	1.067959e+00	0	7.526135e-03
TCGA-97-A4LX-01A-11R-A24X-07	0	2.496291e+00	1.155249e+00	2.446536e+00	0	1.034072e+00	3.535759e+00	6.474230e-02	3.991729e-01	0	0
TCGA-97-A4M0-01A-11R-A24X-07	0	2.161083e+00	1.896874e-01	2.000070e+00	0	6.274258e-01	5.262549e+00	0	1.459646e+00	0	0
TCGA-97-A4M1-01A-11R-A24X-07	0	4.569568e+00	0	1.392803e+00	8.091602e-02	7.460613e-01	3.449918e+00	0	1.368330e+00	0	4.348213e-02
TCGA-97-A4M2-01A-12R-A24X-07	3.791885e-01	4.609861e+00	2.419462e-02	2.297319e+00	3.486810e-01	1.134673e+00	2.334102e+00	2.187014e-01	0	0	3.644287e-02
TCGA-97-A4M3-01A-11R-A24X-07	0	3.231068e+00	8.134730e-01	1.008265e+00	0	2.265758e+00	1.950061e+00	6.219583e-01	1.186301e-02	2.227419e-02	3.983964e-01
TCGA-97-A4M5-01A-11R-A24X-07	3.757802e-01	3.798314e+00	7.466002e-01	1.370460e+00	8.940359e-01	1.682337e+00	1.739207e+00	5.855656e-01	0	1.033519e-01	0
TCGA-97-A4M6-01A-11R-A24X-07	4.484310e-02	2.493046e+00	6.728456e-01	2.076063e+00	5.012976e-01	1.040964e+00	3.793082e+00	0	1.407429e+00	0	1.512844e-01
TCGA-97-A4M7-01A-11R-A24X-07	4.002242e-01	2.797409e+00	6.055553e-01	1.839883e+00	8.644743e-01	1.137430e+00	3.714314e+00	1.801120e-01	1.175537e+00	0	0
TCGA-99-7458-01A-11R-2039-07	2.853413e-01	2.818325e+00	1.003103e+00	1.013681e+00	2.091697e-01	7.461512e-01	4.347470e+00	0	1.272713e+00	0	0
TCGA-99-8025-01A-11R-2241-07	5.873467e-01	1.124153e+00	1.512323e+00	6.523493e-01	4.144372e-01	1.078214e+00	3.927256e+00	2.079168e-01	1.920200e-01	0	1.526113e-02
TCGA-99-8028-01A-11R-2241-07	2.346406e-01	2.455274e+00	1.356619e+00	2.188665e+00	1.955412e-01	4.503233e-01	3.422558e+00	3.021602e-01	3.354660e-01	0	0
TCGA-99-8032-01A-11R-2241-07	0	2.277989e+00	1.169812e+00	1.487747e+00	0	4.333834e+00	1.588057e+00	2.497806e+00	1.657224e-01	2.306649e-02	2.480279e-02
TCGA-99-8033-01A-11R-2241-07	0	1.443172e+00	1.965410e+00	9.862923e-01	4.014816e-01	7.754031e-01	1.874928e+00	0	0	3.418643e-01	3.164534e-01
TCGA-99-AA5R-01A-11R-A39D-07	0	4.804273e+00	4.970998e-01	1.858536e+00	0	6.328679e-01	2.711302e+00	0	4.031799e-01	0	0
TCGA-J2-8192-01A-11R-2241-07	4.242461e-01	2.129396e+00	1.864460e+00	4.910699e-01	6.415954e-01	6.405840e-01	3.762502e+00	0	1.271429e+00	4.188289e-02	0
TCGA-J2-8194-01A-11R-2241-07	1.037817e-01	2.742341e+00	1.145341e+00	8.945479e-01	4.069881e-02	2.142063e+00	2.400877e+00	7.171915e-01	6.639300e-03	4.360536e-02	3.075364e-01
TCGA-J2-A4AD-01A-11R-A24H-07	4.920565e-01	1.595412e+00	1.474663e+00	1.308419e-01	6.554292e-01	1.070110e+00	2.774394e+00	0	1.162768e-01	0	1.977854e-01
TCGA-J2-A4AE-01A-21R-A24H-07	5.326492e-01	3.639191e+00	0	1.454938e+00	4.370775e-01	7.525727e-01	3.644589e+00	0	8.559571e-01	0	0
TCGA-J2-A4AG-01A-11R-A24H-07	0	2.441893e+00	8.806564e-01	1.423920e+00	0	1.017861e+00	4.527558e+00	2.392306e-01	1.053495e+00	0	0
TCGA-L4-A4E5-01A-11R-A24X-07	0	5.537926e-01	1.069496e+00	1.276509e+00	0	1.519517e+00	4.756842e+00	2.450291e-01	7.376918e-01	0	0
TCGA-L4-A4E6-01A-11R-A24H-07	0	5.407684e+00	4.014422e-01	1.961501e+00	0	3.893552e-01	2.098725e+00	0	1.418300e-01	0	0
TCGA-L9-A443-01A-12R-A24H-07	3.994371e-01	1.743723e+00	8.398010e-01	1.178013e+00	1.620989e-01	1.416769e+00	4.423627e+00	5.705260e-01	1.006300e+00	0	0
TCGA-L9-A444-01A-21R-A24H-07	0	1.385168e+00	8.983797e-01	2.362849e+00	0	8.190906e-01	4.968039e+00	0	8.768153e-01	0	0
TCGA-L9-A50W-01A-12R-A39D-07	0	2.025230e+00	2.307649e-01	1.960413e+00	3.796859e-01	1.092867e+00	4.784221e+00	1.789018e-02	1.560499e+00	0	3.234497e-02
TCGA-L9-A5IP-01A-21R-A39D-07	0	9.670470e-01	2.751076e+00	0	1.024734e+00	8.155375e-01	0	0	0	6.228905e-01	4.294324e-01
TCGA-L9-A743-01A-43R-A39D-07	4.806700e-01	2.361121e+00	1.253221e+00	1.624962e+00	3.927154e-01	8.667174e-01	3.701001e+00	4.565122e-01	2.336961e-01	0	0
TCGA-L9-A7SV-01A-11R-A39D-07	0	1.322665e+00	3.675392e-01	1.234731e+00	0	1.558577e+00	4.021365e+00	0	5.745312e-01	0	0
TCGA-L9-A8F4-01A-11R-A39D-07	0	1.320237e+00	1.447208e+00	2.133596e+00	6.057087e-02	2.188289e+00	2.544484e+00	4.360024e-01	0	3.516540e-02	0
TCGA-MN-A4N1-01A-11R-A24X-07	0	1.805558e-01	1.447228e+00	6.697963e-01	1.862034e-01	1.521037e+00	4.423113e+00	3.627872e-01	5.356836e-01	0	0
TCGA-MN-A4N4-01A-12R-A24X-07	0	7.522294e-01	2.384748e+00	7.390684e-01	5.296482e-01	1.058310e+00	2.942098e+00	0	0	7.521596e-02	0
TCGA-MN-A4N5-01A-11R-A24X-07	6.602794e-03	1.562278e+00	1.111612e+00	1.502262e+00	2.558770e-02	5.409388e-01	4.395659e+00	0	3.688618e-01	0	0
TCGA-MP-A4SV-01A-11R-A24X-07	1.506183e-01	1.339430e+00	1.125827e+00	1.702956e+00	1.727337e-01	1.460769e+00	4.073064e+00	3.851626e-01	4.832414e-01	0	0
TCGA-MP-A4SW-01A-21R-A24X-07	8.173563e-02	1.734586e+00	4.767828e-01	2.014518e+00	5.498992e-01	6.614250e-01	4.795348e+00	5.407786e-02	9.252849e-01	0	0
TCGA-MP-A4SY-01A-21R-A24X-07	2.245635e-01	9.014233e-01	2.251708e+00	2.356371e-01	4.852349e-01	9.259469e-01	3.870513e+00	1.157588e-01	8.438937e-01	0	1.728379e-01
TCGA-MP-A4T4-01A-11R-A262-07	4.306626e-01	1.347927e+00	1.821600e+00	1.610300e+00	3.751758e-01	4.347933e-01	3.894450e+00	0	1.877627e-01	0	0
TCGA-MP-A4T6-01A-32R-A262-07	3.256564e-03	1.593911e+00	0	2.024978e+00	3.315231e-01	1.490450e+00	5.275651e+00	2.886341e-01	1.350804e+00	0	0
TCGA-MP-A4T7-01A-11R-A24X-07	0	2.953421e+00	8.213970e-01	1.106104e+00	7.588545e-01	1.064468e+00	1.884382e+00	4.406874e-01	2.749084e-01	4.032618e-01	1.644539e-01
TCGA-MP-A4T8-01A-11R-A24X-07	0	8.985905e-01	1.908654e+00	4.111936e-01	1.251148e-01	2.585393e+00	2.516507e+00	1.276305e+00	0	2.108388e-01	4.327718e-02
TCGA-MP-A4T9-01A-11R-A24X-07	1.450431e-03	2.715397e+00	1.395213e+00	8.682232e-01	3.409236e-01	7.185712e-01	3.492561e+00	8.071723e-03	6.950640e-01	0	0
TCGA-MP-A4TA-01A-21R-A24X-07	0	9.634364e-01	1.675043e+00	1.673897e+00	1.021404e+00	1.451280e+00	1.164134e+00	1.205527e-01	0	3.667831e-01	2.010932e-01
TCGA-MP-A4TC-01A-11R-A24X-07	0	7.939738e-01	2.362391e+00	7.242988e-01	6.276373e-02	4.751783e-01	4.138742e+00	0	3.548824e-01	0	0
TCGA-MP-A4TD-01A-32R-A262-07	5.240722e-03	2.355701e+00	1.088407e+00	2.070742e+00	2.562168e-01	3.361302e+00	2.010660e+00	1.625711e+00	1.621302e-01	0	2.996762e-01
TCGA-MP-A4TE-01A-22R-A466-07	0	1.139862e+00	6.720994e-01	1.126150e+00	3.941003e-02	5.189030e+00	1.412929e+00	2.931564e+00	0	0	3.541152e-01
TCGA-MP-A4TF-01A-11R-A262-07	0	9.870128e-01	2.048272e+00	6.555803e-02	5.987804e-01	1.481375e+00	2.000660e+00	5.005702e-01	1.530529e-01	3.664005e-01	0
TCGA-MP-A4TH-01A-31R-A262-07	0	3.313098e+00	2.071381e-01	2.389433e+00	1.161164e-01	1.970526e+00	3.473950e+00	6.448240e-01	5.890942e-01	0	0
TCGA-MP-A4TI-01A-21R-A24X-07	0	2.054463e+00	2.244869e+00	1.691222e+00	2.415143e-01	0	2.780482e+00	0	0	0	0
TCGA-MP-A4TJ-01A-51R-A262-07	6.237015e-01	3.146567e+00	8.165112e-01	2.283311e+00	6.440144e-01	2.545099e+00	2.003938e+00	1.456139e+00	0	2.238228e-02	0
TCGA-MP-A4TK-01A-11R-A24X-07	0	1.673629e+00	2.281219e+00	9.711715e-01	7.586372e-02	9.611168e-01	3.708073e+00	1.681373e-01	6.281795e-01	0	0
TCGA-MP-A5C7-01A-11R-A262-07	0	2.605362e+00	0	1.413468e+00	0	3.125447e+00	2.387815e+00	1.061942e+00	5.061168e-01	0	3.658368e-01
TCGA-NJ-A4YF-01A-12R-A262-07	0	5.732625e-01	1.066844e+00	1.347116e+00	0	3.594232e+00	2.180009e+00	1.743409e+00	0	1.454994e-02	0
TCGA-NJ-A4YG-01A-22R-A262-07	0	1.943459e+00	8.010679e-01	1.447343e+00	2.552138e-01	6.562303e-01	4.473325e+00	2.965080e-01	1.152756e+00	0	3.825035e-02
TCGA-NJ-A4YI-01A-11R-A262-07	0	1.964102e+00	7.263252e-01	1.232310e+00	0	3.771253e-01	5.046985e+00	0	1.546142e+00	0	6.718187e-03
TCGA-NJ-A4YP-01A-11R-A262-07	0	1.377743e+00	1.901818e+00	8.621690e-01	5.212336e-01	1.502647e+00	2.673209e+00	7.776490e-01	1.828050e-01	1.986575e-01	0
TCGA-NJ-A4YQ-01A-11R-A262-07	0	1.938020e+00	1.072232e+00	2.274142e+00	6.160059e-02	1.017909e+00	2.386916e+00	0	0	1.048173e-01	1.263570e-01
TCGA-NJ-A55A-01A-11R-A262-07	1.120866e+00	3.421674e+00	4.965374e-01	1.102916e+00	7.652806e-01	1.049402e+00	3.346024e+00	0	7.975508e-01	0	0
TCGA-NJ-A55O-01A-11R-A262-07	0	3.482946e+00	3.880094e-01	1.555661e+00	6.535854e-01	1.486082e+00	2.363769e+00	7.368894e-01	1.108533e-01	1.044600e-01	0
TCGA-NJ-A55R-01A-11R-A262-07	0	2.333221e+00	9.782215e-01	1.811269e+00	2.422087e-01	3.931717e+00	1.509591e+00	1.434471e+00	1.957484e-01	0	4.628101e-01
TCGA-NJ-A7XG-01A-12R-A39D-07	2.624085e-01	1.477283e+00	2.878034e-01	1.466000e-01	3.033095e-01	6.757626e-01	5.286093e+00	2.831534e-01	1.392231e+00	7.890423e-02	0
TCGA-O1-A52J-01A-11R-A262-07	0	2.947710e+00	3.716984e-02	1.944660e+00	0	6.870641e-01	4.655062e+00	0	1.503087e+00	0	9.385067e-02
TCGA-S2-AA1A-01A-12R-A39D-07	4.281366e-02	3.027857e+00	9.276623e-01	2.162295e+00	1.055986e+00	1.191490e+00	2.578149e+00	1.404735e-01	5.293502e-01	0	0
