sampleID	D16.12_SENGUPTA-NASOPHARYNGEAL-CARCINOMA-DN	D6.1_INAMURA-LUNG-CANCER-SCC-DN	D13.3_FARMER-BREAST-CANCER-CLUSTER-5	D13.4_REACTOME-TRANSLOCATION-OF-ZAP-70-TO-IMMUNOLOGICAL-SYNAPSE	D8.7_GNF2-SPRR1B	D6.4_MIPS-UTX-MLL2-3-COMPLEX	D7.1_chr11q25	D11.8_chr11q11	D16.8_REACTOME-BETA-DEFENSINS	D16.15_SASSON-FSH-RESPONSE	D16.14_SINGH-NFE2L2-TARGETS
TCGA-49-AAR9-01A-21R-A41B-07	0	0	2.563847e+00	0	6.969780e-01	8.123259e-01	8.316129e-01	0	0	0	2.578731e-01
TCGA-49-AARE-01A-11R-A41B-07	2.195144e-01	9.151244e-01	1.367272e+00	1.532396e+00	8.510035e-01	1.397581e+00	2.290778e+00	2.287711e-02	0	4.151280e-03	1.969985e-01
TCGA-49-AARN-01A-21R-A41B-07	3.982710e-01	1.370334e+00	1.086183e+00	1.063607e+00	1.102287e+00	6.589479e-01	4.281161e+00	1.642148e-01	1.095857e+00	0	0
TCGA-49-AARO-01A-12R-A41B-07	6.072703e-01	1.437196e+00	1.710727e+00	1.314496e+00	6.681467e-01	4.812131e-01	3.881377e+00	6.378343e-02	2.805266e-01	0	0
TCGA-49-AARQ-01A-11R-A41B-07	0	7.108331e-01	2.947078e-01	2.652952e+00	2.794369e-01	1.723364e+00	3.716842e+00	1.837926e-01	1.211293e+00	0	1.524954e-01
TCGA-49-AARR-01A-11R-A41B-07	1.223874e+00	4.599448e+00	6.894051e-01	9.714044e-01	1.085727e+00	1.279138e+00	1.453742e+00	4.121823e-01	0	2.909969e-02	0
TCGA-4B-A93V-01A-11R-A39D-07	0	1.242657e+00	6.792534e-01	1.875545e+00	0	4.160292e+00	1.430285e+00	2.047621e+00	0	0	1.921567e-01
TCGA-50-5044-01A-21R-1858-07	1.854723e-01	2.185415e+00	2.049959e+00	6.496137e-01	3.424812e-01	0	2.137364e+00	1.242473e-01	0	0	2.186012e-02
TCGA-50-5045-01A-01R-1628-07	1.610619e-01	2.313087e+00	1.411785e+00	1.717448e+00	2.206070e-01	0	3.141283e+00	2.379486e-01	6.169852e-01	0	0
TCGA-50-5049-01A-01R-1628-07	3.143054e-02	2.602911e+00	1.348877e+00	2.146288e+00	0	7.919696e-01	2.629707e+00	1.018218e-03	1.915365e-01	0	0
TCGA-50-5051-01A-21R-1858-07	2.143728e-03	2.162388e+00	5.738608e-01	1.566895e+00	6.097124e-02	3.836872e+00	2.082806e+00	2.027379e+00	3.441699e-01	0	3.515858e-01
TCGA-50-5055-01A-01R-1628-07	4.960335e-01	2.522502e+00	1.073013e+00	2.088346e+00	5.638819e-01	5.017745e-01	2.814528e+00	1.933029e-01	5.609007e-01	0	0
TCGA-50-5066-01A-01R-1628-07	0	2.034566e+00	1.678064e+00	1.440469e+00	0	0	1.655918e+00	0	8.877404e-02	0	2.204141e-01
TCGA-50-5066-02A-11R-2090-07	3.814410e-01	2.108058e+00	1.491671e+00	8.170620e-01	2.925376e-01	1.867732e+00	2.260780e+00	0	0	0	3.046232e-01
TCGA-50-5068-01A-01R-1628-07	2.696767e-01	2.253031e+00	6.134670e-01	1.277854e+00	0	0	3.286797e+00	7.730063e-02	9.621664e-01	0	0
TCGA-50-5072-01A-21R-1858-07	0	2.467146e+00	1.657022e+00	6.709700e-01	8.817534e-01	1.792768e+00	4.670970e-01	5.559400e-01	0	4.305521e-01	2.617573e-01
TCGA-50-5930-11A-01R-1755-07	0	6.889660e+00	1.130692e-01	7.303309e-01	0	2.029381e-01	9.539587e-01	0	6.008785e-02	0	0
TCGA-50-5930-01A-11R-1755-07	0	2.480168e+00	1.540412e+00	1.214706e+00	5.922019e-01	1.755952e+00	1.076300e+00	6.819369e-01	0	4.599961e-01	1.681343e-02
TCGA-50-5931-11A-01R-1858-07	0	7.188256e+00	1.776131e-01	6.368552e-01	0	1.326244e-01	7.035444e-01	0	0	0	0
TCGA-50-5931-01A-11R-1755-07	5.442457e-01	1.147761e+00	2.135711e+00	1.611339e-01	4.707534e-01	2.598089e+00	1.098188e+00	1.847826e-01	1.751680e-01	0	1.562871e-01
TCGA-50-5932-11A-01R-1755-07	0	7.020841e+00	4.300039e-01	4.448352e-01	0	6.023591e-01	8.394472e-01	0	4.173463e-02	0	0
TCGA-50-5932-01A-11R-1755-07	0	2.536496e+00	4.679768e-01	4.333042e-01	0	1.621650e+00	3.432511e+00	2.028478e-01	9.862915e-02	0	2.965241e-02
TCGA-50-5933-11A-01R-1755-07	3.795643e-01	6.866889e+00	4.936122e-01	2.297305e-01	4.598491e-02	4.000947e-01	8.498322e-01	1.771862e-02	0	3.111020e-02	0
TCGA-50-5933-01A-11R-1755-07	0	8.841083e-01	3.028984e+00	2.194185e-01	0	1.328822e-01	3.067518e+00	0	0	0	0
TCGA-50-5935-11A-01R-1858-07	4.582892e-01	6.502321e+00	4.217379e-01	4.109423e-01	1.660702e-01	7.450273e-01	1.300881e+00	0	2.394386e-01	0	0
TCGA-50-5935-01A-11R-1755-07	0	2.275629e+00	2.526619e-01	1.629165e+00	0	1.867680e+00	4.726304e+00	6.704499e-01	1.548350e+00	0	0
TCGA-50-5936-11A-01R-1628-07	1.068939e-01	7.115602e+00	1.834326e-01	5.560447e-01	0	6.727158e-01	8.096095e-01	2.620400e-02	0	0	0
TCGA-50-5936-01A-11R-1628-07	0	1.824498e+00	1.913591e+00	4.207624e-01	6.286219e-01	1.531654e+00	1.513128e+00	4.043041e-01	3.598212e-01	4.209875e-01	1.196341e-01
TCGA-50-5939-11A-01R-1628-07	0	7.181238e+00	5.884029e-01	4.687557e-01	0	5.612091e-01	6.417442e-01	0	0	0	0
TCGA-50-5939-01A-11R-1628-07	0	2.870468e+00	2.317585e+00	5.674840e-01	6.103038e-01	3.589152e-01	7.186773e-01	0	0	3.661861e-01	2.338968e-01
TCGA-50-5941-01A-11R-1755-07	1.161404e-01	2.266914e+00	1.161889e+00	1.948277e+00	3.226905e-01	3.673939e-01	3.586790e+00	0	4.174190e-01	0	0
TCGA-50-5942-01A-21R-1755-07	5.845195e-01	3.841970e+00	1.078885e-01	5.708558e-01	4.361642e-01	1.144973e+00	3.874380e+00	9.089127e-02	1.666176e+00	4.084150e-02	0
TCGA-50-5944-01A-11R-1755-07	6.718269e-02	3.598148e+00	6.460077e-01	7.694394e-01	0	7.792532e-01	3.640073e+00	0	1.270786e+00	0	8.022480e-02
TCGA-50-5946-01A-11R-1755-07	1.533610e-01	5.598094e-01	1.253435e+00	4.090903e-01	1.228869e-02	2.103386e+00	3.756698e+00	1.608971e-02	3.784873e-01	0	0
TCGA-50-5946-02A-11R-2090-07	1.507700e-01	1.588925e+00	1.893497e+00	7.870212e-01	1.469824e-01	2.090381e+00	3.044167e+00	3.788523e-01	2.777997e-01	0	0
TCGA-50-6590-01A-12R-1858-07	0	1.026127e+00	2.888753e+00	1.332108e+00	1.098709e-01	5.269714e-01	9.833823e-01	0	0	4.205525e-02	9.485226e-02
TCGA-50-6591-01A-11R-1755-07	0	6.091169e-01	1.805439e+00	0	0	3.440563e+00	1.681688e+00	1.508490e-01	5.223029e-01	0	0
TCGA-50-6592-01A-11R-1755-07	0	1.547575e+00	2.279995e+00	1.275343e+00	1.046158e+00	1.171032e+00	4.700139e-01	0	0	2.160655e-01	3.213191e-01
TCGA-50-6593-01A-11R-1755-07	4.185693e-01	1.816852e+00	1.448595e+00	1.029101e+00	4.630714e-01	4.999810e-01	4.191142e+00	0	6.127851e-01	0	4.081801e-02
TCGA-50-6594-01A-11R-1755-07	0	0	2.174928e+00	5.056106e-01	0	3.335749e-01	3.685559e+00	0	3.742186e-01	0	7.881275e-02
TCGA-50-6595-11A-01R-1858-07	1.032180e-01	6.934733e+00	2.673693e-01	7.619135e-01	0	5.409928e-01	9.816042e-01	0	3.862792e-02	0	0
TCGA-50-6595-01A-12R-1858-07	2.518116e-01	1.227210e+00	3.205774e+00	0	6.460239e-01	1.532906e-01	1.828574e+00	0	0	4.283938e-02	0
TCGA-50-6597-01A-11R-1858-07	0	1.759443e+00	0	2.659287e+00	1.946377e-01	5.082439e-01	4.185726e+00	0	1.255767e+00	0	9.454700e-02
TCGA-50-6673-01A-11R-1949-07	2.843644e-01	2.332899e+00	1.232027e+00	8.282918e-01	1.016649e+00	1.234114e+00	3.067287e+00	2.109561e-01	8.528619e-01	1.625482e-02	0
TCGA-50-7109-01A-11R-2039-07	0	2.545798e+00	8.074536e-01	1.657008e+00	0	3.672167e+00	1.810731e+00	1.705473e+00	0	0	0
TCGA-50-8457-01A-11R-2326-07	2.008125e-01	3.022379e+00	5.554181e-01	1.645288e+00	0	1.278446e+00	4.515610e+00	1.248716e-01	1.357547e+00	0	0
TCGA-50-8459-01A-11R-2326-07	3.579167e-01	2.542574e+00	2.515969e+00	9.618667e-01	1.408276e+00	3.817743e-01	1.676794e+00	1.034497e-01	0	0	0
TCGA-50-8460-01A-11R-2326-07	1.895374e-01	3.118395e+00	4.511434e-01	1.538964e+00	1.957219e-01	1.209637e-02	4.328418e+00	0	1.277116e+00	0	4.813523e-02
TCGA-53-7624-01A-11R-2066-07	0	1.049524e+00	1.990132e+00	9.545485e-01	1.868349e-01	1.247910e+00	2.979774e-01	0	0	2.144279e-01	2.428441e-01
TCGA-53-7626-01A-12R-2066-07	8.517179e-02	3.821421e+00	7.826106e-01	1.304413e+00	0	7.539083e-01	3.573655e+00	0	6.724732e-01	0	0
TCGA-53-7813-01A-11R-2170-07	0	1.521532e+00	2.162245e-01	1.908299e+00	0	4.233051e+00	2.644165e+00	2.263420e+00	6.038538e-01	5.540335e-03	0
TCGA-53-A4EZ-01A-12R-A24X-07	0	1.196213e+00	3.007576e-01	2.175340e+00	0	3.493200e+00	2.158761e+00	9.582692e-01	4.719610e-01	0	4.855946e-01
TCGA-55-1592-01A-01R-0946-07	3.236615e-02	3.039284e+00	3.937746e-01	1.585791e+00	3.947615e-01	1.765445e+00	2.573733e+00	1.777578e-01	2.481694e-01	0	8.691876e-03
TCGA-55-1594-01A-01R-0946-07	0	1.944056e+00	6.684133e-01	1.845807e+00	0	4.010748e+00	1.506887e+00	1.579323e+00	1.150131e-01	0	1.354938e-01
TCGA-55-1595-01A-01R-0946-07	0	1.797193e+00	1.170449e+00	1.170179e+00	0	2.135871e+00	3.866219e+00	8.977624e-01	8.221343e-01	0	0
TCGA-55-1596-01A-01R-0946-07	0	8.892984e-01	9.767705e-01	1.716287e+00	8.377332e-01	2.129742e+00	1.160349e+00	5.258162e-01	0	9.348559e-02	1.476009e-01
TCGA-55-5899-01A-11R-1628-07	0	1.847229e+00	1.539536e+00	1.667143e+00	0	3.932922e+00	1.149503e-01	1.053571e+00	0	0	4.521244e-01
TCGA-55-6543-01A-11R-1755-07	3.170778e-01	2.575446e+00	1.068663e+00	2.922061e-01	3.710821e-01	6.484677e-01	3.887431e+00	1.205210e-01	1.114835e+00	1.737106e-02	0
TCGA-55-6642-01A-11R-1858-07	0	1.883691e+00	1.858549e+00	1.103737e+00	0	3.438280e+00	2.435793e+00	1.603027e+00	3.823740e-02	0	0
TCGA-55-6712-01A-11R-1858-07	3.449039e-01	1.578644e+00	2.041100e+00	6.762197e-01	2.744732e-01	0	3.552506e+00	0	0	0	0
TCGA-55-6968-11A-01R-1949-07	5.150896e-02	5.816950e+00	0	1.765568e+00	0	3.940181e-01	1.890061e+00	0	3.654656e-01	0	0
TCGA-55-6968-01A-11R-1949-07	0	1.493677e+00	1.660057e+00	1.939635e+00	0	3.490895e+00	6.188546e-01	6.067380e-01	0	0	2.583223e-01
TCGA-55-6969-11A-01R-1949-07	0	6.176267e+00	1.980107e-01	1.339918e+00	0	5.234067e-01	1.775228e+00	0	1.438432e-01	0	0
TCGA-55-6969-01A-11R-1949-07	0	1.676949e+00	1.496311e+00	2.254325e+00	0	3.744187e+00	1.533055e+00	1.402280e+00	1.191220e-03	0	0
TCGA-55-6970-11A-01R-1949-07	9.332382e-02	6.656472e+00	2.713042e-01	1.278670e+00	0	4.525924e-01	1.074998e+00	0	3.465570e-02	0	0
TCGA-55-6970-01A-11R-1949-07	0	3.250529e+00	1.032378e+00	9.317392e-01	3.079716e-01	1.456156e+00	1.323446e+00	3.922794e-01	8.126578e-02	4.302101e-01	1.748269e-01
TCGA-55-6971-11A-01R-1949-07	0	6.456792e+00	1.071187e-01	9.982896e-01	0	5.392787e-01	1.630702e+00	0	4.061512e-01	0	0
TCGA-55-6971-01A-11R-1949-07	1.113523e-02	3.125207e+00	1.013569e+00	2.142966e+00	2.471905e-01	2.555392e+00	2.109198e+00	1.354039e+00	6.973036e-02	4.961620e-02	0
TCGA-55-6972-11A-01R-1949-07	5.906426e-02	6.858125e+00	1.975575e-01	9.040023e-01	0	5.543652e-01	1.025210e+00	0	0	0	0
TCGA-55-6972-01A-11R-1949-07	0	2.817529e+00	0	2.391299e-01	0	1.262648e+00	2.182912e+00	0	0	0	4.449127e-01
TCGA-55-6975-11A-01R-1949-07	0	6.519861e+00	2.205375e-01	8.267802e-01	0	4.543805e-01	1.336615e+00	0	2.240054e-01	4.841637e-03	0
TCGA-55-6975-01A-11R-1949-07	0	1.412579e+00	2.969372e+00	0	4.922553e-01	1.653927e+00	9.959077e-02	0	0	3.543834e-01	2.343191e-01
TCGA-55-6978-11A-01R-1949-07	7.086888e-01	6.488988e+00	1.799466e-01	5.385032e-01	2.575145e-01	4.430600e-01	9.905627e-01	0	0	0	0
TCGA-55-6978-01A-11R-1949-07	1.070850e-01	1.688934e+00	2.734002e+00	9.000982e-01	1.264827e-01	6.420933e-01	2.355430e+00	0	0	0	0
TCGA-55-6979-11A-01R-1949-07	5.613886e-02	6.065424e+00	1.350846e-01	1.581826e+00	0	1.799047e-01	1.814718e+00	0	1.329193e-01	0	0
TCGA-55-6979-01A-11R-1949-07	5.696454e-02	1.754080e+00	1.422246e+00	1.945339e+00	3.461699e-01	8.621882e-01	3.726879e+00	1.141461e-01	6.826901e-01	0	0
TCGA-55-6980-11A-01R-1949-07	2.784184e-01	6.696891e+00	0	1.027386e+00	0	6.033513e-01	1.361111e+00	0	0	0	0
TCGA-55-6980-01A-11R-1949-07	1.353156e-01	2.008025e+00	1.601740e+00	9.988384e-01	5.319214e-01	3.457204e-01	4.024120e+00	0	1.016584e+00	0	6.127325e-02
TCGA-55-6981-11A-01R-1949-07	1.763857e-01	6.499376e+00	3.706053e-01	9.089901e-01	0	1.220963e+00	1.022866e+00	1.976747e-01	3.023797e-02	0	0
TCGA-55-6981-01A-11R-1949-07	0	1.021768e+00	1.503293e+00	5.948726e-01	2.653871e-01	9.959322e-01	4.737499e+00	0	1.063131e+00	0	0
TCGA-55-6982-11A-01R-1949-07	3.837473e-01	6.181645e+00	3.775306e-01	9.745246e-01	1.134862e-01	3.805285e-01	1.575563e+00	0	5.981166e-02	0	0
TCGA-55-6982-01A-11R-1949-07	1.769987e-01	1.333816e+00	1.678650e+00	1.321109e+00	5.584005e-01	6.772686e-01	3.951541e+00	0	7.463039e-01	0	5.766498e-02
TCGA-55-6983-11A-01R-1949-07	5.410166e-01	6.002375e+00	2.134727e-02	9.432488e-01	2.201666e-01	2.826532e-01	1.657326e+00	0	9.705902e-02	9.435113e-03	0
TCGA-55-6983-01A-11R-1949-07	5.324981e-01	2.815009e+00	8.438412e-01	1.422160e+00	6.845355e-01	2.809016e+00	2.155707e+00	1.655575e+00	1.355944e-01	0	0
TCGA-55-6984-11A-01R-1949-07	3.915578e-01	6.522725e+00	0	5.689828e-01	0	2.538842e-01	1.539300e+00	0	1.928558e-01	0	0
TCGA-55-6984-01A-11R-1949-07	2.707109e-01	1.801094e+00	1.532918e+00	2.896270e-01	1.886934e+00	3.281014e-01	2.103481e+00	7.486800e-02	0	0	0
TCGA-55-6985-11A-01R-1949-07	6.871327e-01	6.026590e+00	2.173204e-01	1.001650e+00	3.897206e-01	6.425047e-01	1.391096e+00	9.186249e-02	6.444107e-02	0	2.260531e-02
TCGA-55-6985-01A-11R-1949-07	9.051223e-01	2.170604e+00	1.394891e+00	8.270978e-01	7.300621e-01	1.091262e+00	3.548047e+00	2.094666e-01	4.520834e-01	0	0
TCGA-55-6986-11A-01R-1949-07	9.061727e-01	6.281284e+00	2.507548e-01	3.940160e-01	4.913692e-01	8.266272e-01	1.069859e+00	0	0	0	0
TCGA-55-6986-01A-11R-1949-07	2.571530e-02	2.584731e+00	9.510379e-01	5.056806e-01	2.534583e-01	4.963866e-01	3.743554e+00	2.987596e-02	1.065193e+00	5.678977e-02	0
TCGA-55-6987-01A-11R-1949-07	3.422963e-02	2.976378e+00	1.149673e+00	2.218566e+00	2.070023e-01	1.556559e+00	1.470250e+00	7.102138e-01	0	2.507257e-01	7.066963e-02
TCGA-55-7227-01A-11R-2039-07	1.656057e-01	2.347731e+00	1.323471e+00	9.000484e-01	1.112860e-01	4.249884e-01	4.335410e+00	0	1.019936e+00	0	0
TCGA-55-7281-01A-11R-2039-07	2.481068e-02	1.713996e+00	1.233851e+00	1.119627e+00	1.700772e-01	5.413937e-02	5.071208e+00	0	1.209859e+00	0	0
TCGA-55-7283-01A-11R-2039-07	2.298610e-01	2.824718e+00	2.130846e-01	9.399249e-01	0	8.523607e-01	4.438128e+00	2.879602e-01	8.347098e-01	0	0
TCGA-55-7284-01B-11R-2241-07	9.673255e-02	3.849516e+00	9.912390e-01	9.057596e-01	1.675312e+00	3.996628e-01	1.802910e+00	1.208482e-02	1.241849e-02	0	0
TCGA-55-7570-01A-11R-2039-07	0	1.553682e+00	1.663313e+00	6.082214e-01	2.112740e-01	3.049213e+00	2.533414e-01	4.464880e-01	3.016071e-02	1.971108e-02	4.605037e-01
TCGA-55-7573-01A-11R-2039-07	5.951813e-01	3.406286e+00	3.098812e-01	1.402180e+00	4.254135e-01	1.282003e+00	3.874728e+00	0	1.384962e+00	0	0
TCGA-55-7574-01A-11R-2039-07	0	3.095540e+00	1.320445e+00	1.761926e+00	0	1.672818e+00	2.860070e+00	7.227580e-01	2.300464e-01	6.743717e-02	0
TCGA-55-7576-01A-11R-2066-07	0	1.712203e+00	1.348685e+00	8.559192e-01	0	7.015540e-01	4.175164e+00	0	4.993351e-01	0	0
TCGA-55-7724-01A-11R-2170-07	9.832252e-01	4.160758e+00	1.343546e+00	2.094917e-01	8.212942e-01	7.073186e-01	8.910016e-01	0	2.195537e-01	1.451880e-01	4.267555e-02
TCGA-55-7725-01A-11R-2170-07	2.091451e-01	3.567786e+00	0	9.679478e-01	0	1.084589e-01	3.795661e+00	0	1.703625e+00	1.020074e-01	0
TCGA-55-7726-01A-11R-2170-07	4.037468e-01	1.189620e+00	3.254784e+00	0	7.652016e-01	3.493964e-01	1.722349e+00	0	1.262961e-03	5.581767e-02	0
TCGA-55-7727-01A-11R-2170-07	1.233004e-01	2.278408e+00	4.297242e-01	8.781214e-01	0	1.030949e+00	4.131230e+00	2.879073e-02	1.022154e+00	5.141567e-02	0
TCGA-55-7728-01A-11R-2187-07	6.942018e-03	2.573209e+00	5.881259e-01	2.502990e+00	1.721330e+00	0	2.759700e+00	0	1.479690e-01	0	0
TCGA-55-7815-01A-11R-2170-07	0	2.528412e+00	1.215745e+00	4.367358e-01	0	3.630592e+00	1.251255e+00	1.362321e+00	7.524913e-01	1.371287e-01	2.271548e-02
TCGA-55-7816-01A-11R-2170-07	0	3.693735e+00	1.636712e+00	1.279527e+00	0	9.875147e-01	2.102505e+00	0	4.496129e-01	1.436769e-02	0
TCGA-55-7903-01A-11R-2170-07	0	1.095313e+00	9.903497e-01	8.632528e-01	0	3.491491e-01	4.968621e+00	4.846006e-03	1.049184e+00	0	0
TCGA-55-7907-01A-11R-2170-07	2.530629e-01	1.235153e+00	1.378782e+00	1.190817e+00	4.026394e-01	1.198219e+00	3.856031e+00	0	2.393528e-01	0	0
TCGA-55-7910-01A-11R-2170-07	0	1.739233e+00	9.659334e-01	1.323711e+00	0	4.466214e+00	1.952082e+00	2.333299e+00	9.000922e-02	1.759370e-02	0
TCGA-55-7911-01A-11R-2170-07	0	1.599354e+00	8.886902e-01	1.468983e+00	0	3.285301e-01	4.518413e+00	6.533786e-02	6.671622e-01	6.282219e-03	0
TCGA-55-7913-01B-11R-2241-07	0	3.276843e-01	1.109021e+00	8.732789e-01	2.874436e-01	3.203665e+00	2.602866e+00	1.622224e+00	1.738027e-01	1.500586e-01	0
TCGA-55-7914-01A-11R-2170-07	0	1.982215e+00	6.064978e-01	1.542008e+00	0	1.184187e+00	4.266660e+00	0	1.368570e+00	0	0
TCGA-55-7994-01A-11R-2187-07	0	1.058427e+00	1.555225e+00	1.206573e+00	0	3.045891e-02	4.123181e+00	0	0	0	0
TCGA-55-7995-01A-11R-2187-07	3.441098e-02	1.987589e+00	9.539312e-01	2.510981e+00	8.154564e-01	1.957702e+00	1.901984e+00	0	2.807900e-01	0	3.294817e-01
TCGA-55-8085-01A-11R-2241-07	0	2.207055e+00	6.639945e-01	2.639335e+00	0	1.920381e+00	2.108476e+00	2.071618e-01	0	0	4.069159e-01
TCGA-55-8087-01A-11R-2241-07	0	2.740363e+00	0	1.191622e+00	4.399078e-02	1.736724e+00	4.599290e+00	1.278811e-01	1.921516e+00	0	0
TCGA-55-8089-01A-11R-2241-07	0	2.712106e+00	2.064868e+00	1.305995e+00	6.942675e-01	0	1.191763e+00	0	0	1.921807e-01	9.199577e-02
TCGA-55-8090-01A-11R-2241-07	2.741041e-01	1.958034e+00	1.584457e+00	1.969766e-01	5.984160e-01	4.905603e-01	4.023735e+00	2.143081e-01	6.021737e-01	0	0
TCGA-55-8091-01A-11R-2241-07	5.153994e-01	2.086249e+00	1.895640e+00	6.235513e-01	4.372125e-01	7.308125e-01	3.401468e+00	1.077360e-01	8.086360e-01	0	9.008752e-02
TCGA-55-8092-01A-11R-2241-07	0	1.726429e+00	1.562671e+00	1.915306e+00	6.500815e-01	1.375861e+00	1.542574e+00	1.316313e-01	0	1.928576e-01	0
TCGA-55-8094-01A-11R-2241-07	0	1.584912e+00	1.977995e-01	7.635988e-01	2.583266e-01	3.432693e+00	1.273109e+00	1.864305e+00	0	1.854187e-01	4.659581e-02
TCGA-55-8096-01A-11R-2241-07	0	1.345668e+00	1.560408e+00	1.473656e+00	6.623887e-01	1.649719e+00	3.875801e+00	3.604661e-01	1.333147e+00	0	0
TCGA-55-8097-01A-11R-2241-07	8.855548e-02	3.222643e+00	1.167810e-01	1.361890e+00	8.748636e-02	1.370082e+00	4.303957e+00	1.110794e-01	1.436102e+00	0	0
TCGA-55-8203-01A-11R-2241-07	0	1.763276e+00	7.997320e-01	1.859962e+00	2.941233e-01	3.417776e+00	2.793006e+00	2.130985e+00	3.815880e-01	2.827476e-02	0
TCGA-55-8204-01A-11R-2241-07	1.333913e+00	1.789156e+00	2.177323e+00	0	1.372716e+00	9.800296e-01	1.460638e+00	5.041533e-02	0	1.182818e-01	4.653995e-02
TCGA-55-8205-01A-11R-2241-07	0	2.325027e+00	1.822857e+00	1.672769e+00	5.417661e-03	3.657141e-02	2.417540e+00	0	0	0	0
TCGA-55-8206-01A-11R-2241-07	0	4.194003e+00	2.938562e-02	1.654552e+00	0	1.220207e+00	3.417201e+00	0	1.385348e+00	0	3.652565e-02
TCGA-55-8207-01A-11R-2241-07	8.651885e-02	2.879240e+00	1.084852e+00	7.012123e-01	0	7.069667e-01	4.648717e+00	0	1.352929e+00	0	0
TCGA-55-8208-01A-11R-2241-07	3.396726e-01	2.560463e+00	1.355314e+00	2.271211e+00	7.800129e-01	1.153717e+00	2.076455e+00	9.534581e-02	9.684846e-02	0	1.572094e-01
TCGA-55-8299-01A-11R-2287-07	0	2.945819e+00	1.769022e+00	1.440795e+00	2.992803e-01	7.998186e-01	2.102153e+00	2.531096e-01	3.738893e-01	3.245578e-01	0
TCGA-55-8301-01A-11R-2287-07	0	1.690170e+00	1.218430e+00	2.365499e+00	0	9.389012e-01	3.800759e+00	0	5.488750e-01	0	0
TCGA-55-8302-01A-11R-2326-07	4.994805e-03	9.655028e-01	1.698644e+00	9.800597e-01	4.097994e-01	0	3.794651e+00	0	4.970659e-02	0	1.441347e-01
TCGA-55-8505-01A-11R-2403-07	0	1.575694e+00	2.346899e+00	3.238559e-01	1.487698e+00	1.765388e+00	5.476685e-01	2.086116e-01	0	3.079292e-01	3.473305e-01
TCGA-55-8506-01A-11R-2403-07	0	7.725238e-01	1.309650e+00	1.010887e+00	0	9.096244e-01	5.185789e+00	3.078914e-01	8.402387e-01	0	0
TCGA-55-8507-01A-11R-2403-07	0	2.748319e+00	4.679503e-01	1.741437e+00	0	3.243104e+00	2.526286e+00	1.654253e+00	1.101325e-01	0	0
TCGA-55-8508-01A-11R-2403-07	1.160431e-01	1.420865e+00	1.353443e+00	1.607575e+00	3.645645e-01	3.673352e+00	2.211057e+00	2.025047e+00	1.466513e-02	6.294149e-02	0
TCGA-55-8510-01A-11R-2403-07	0	2.494221e+00	1.047044e+00	1.999875e+00	3.800212e-01	3.253775e-01	3.659473e+00	0	4.570975e-01	0	2.108174e-01
TCGA-55-8511-01A-11R-2403-07	3.627031e-02	1.052844e+00	1.783690e+00	1.336689e+00	2.486564e-01	6.872166e-01	3.749039e+00	3.876353e-02	2.911006e-02	4.151935e-02	0
TCGA-55-8512-01A-11R-2403-07	1.207331e+00	4.328957e+00	3.465828e-01	4.563173e-01	1.074782e+00	1.449275e+00	1.787646e+00	3.364882e-01	0	4.359400e-03	1.311015e-01
TCGA-55-8513-01A-11R-2403-07	6.774590e-01	4.267505e+00	4.733108e-01	1.612640e+00	1.451055e+00	4.912805e-01	2.203782e+00	0	3.900637e-02	0	0
TCGA-55-8514-01A-11R-2403-07	0	1.807395e+00	1.646240e-01	1.694284e+00	0	9.069684e-01	5.116137e+00	1.004895e-01	1.211059e+00	0	0
TCGA-55-8614-01A-11R-2403-07	8.261359e-01	2.340813e+00	1.782646e+00	3.663168e-01	7.156801e-01	1.448487e+00	2.315622e+00	1.268458e-01	2.178425e-01	0	2.384617e-03
TCGA-55-8615-01A-11R-2403-07	0	1.515123e+00	7.753048e-01	1.146162e+00	0	4.240181e+00	2.417717e+00	2.500871e+00	0	0	0
TCGA-55-8616-01A-11R-2403-07	5.253699e-01	1.605642e+00	7.542397e-01	7.136969e-01	3.152547e-01	9.422957e-01	4.676840e+00	0	6.688086e-01	0	0
TCGA-55-8619-01A-11R-2403-07	1.423887e-01	4.264784e+00	6.900252e-01	1.773924e+00	1.237255e+00	3.659896e-01	2.224517e+00	0	1.353896e-01	0	0
TCGA-55-8620-01A-11R-2403-07	0	2.241044e+00	7.377169e-01	2.336297e+00	9.512222e-02	3.660075e+00	4.086643e-01	8.550765e-01	0	0	3.745292e-01
TCGA-55-8621-01A-11R-2403-07	4.919921e-01	4.310365e+00	7.818462e-01	1.611374e+00	4.387840e-01	9.511459e-01	2.295106e+00	2.002907e-01	1.524526e-01	0	2.597651e-02
TCGA-55-A48X-01A-11R-A24H-07	6.612673e-01	2.386243e+00	7.609343e-01	1.563879e+00	5.869202e-01	1.078396e+00	4.081800e+00	0	6.028991e-01	0	0
TCGA-55-A48Y-01A-11R-A24H-07	0	1.797865e+00	1.745166e+00	1.048349e+00	2.491155e-01	2.137266e+00	1.530183e+00	4.988954e-01	0	1.248041e-01	2.545549e-01
TCGA-55-A48Z-01A-12R-A24X-07	0	6.313361e-01	1.508782e+00	1.685678e+00	1.334600e-01	1.921158e+00	4.468540e+00	3.588871e-01	1.408303e+00	0	0
TCGA-55-A490-01A-11R-A466-07	0	4.452460e-01	1.758193e+00	8.289123e-01	0	2.174684e+00	3.994969e+00	6.717347e-01	3.613640e-01	0	0
