sampleID	D9.9_MODULE-381	D9.7_LEIN-OLIGODENDROCYTE-MARKERS	D15.12_KUMAMOTO-RESPONSE-TO-NUTLIN-3A-DN	D9.8_MODULE-293	D13.4_KREPPEL-CD99-TARGETS-DN	D9.5_ARYLSULFATASE-ACTIVITY	D16.3_HISTONE-DEACETYLASE-BINDING	D9.3_chrxq11	D17.10_ORGANELLAR-SMALL-RIBOSOMAL-SUBUNIT	D19.19_GUENTHER-GROWTH-SPHERICAL-VS-ADHERENT-UP	D16.14_GNF2-SPRR1B
TCGA-DU-7306-01A-11R-2090-07	0	5.400104e-01	0	7.369526e-01	9.462135e-01	7.538683e-01	9.982126e-01	9.699798e-01	6.419627e-01	0	5.832911e-02
TCGA-DU-7309-01A-11R-2090-07	1.245280e+00	5.125800e-01	5.459683e-02	4.348644e-01	1.461368e+00	5.135518e-01	1.045665e+00	1.126293e+00	7.278201e-01	0	2.685491e-01
TCGA-DU-8158-01A-11R-2256-07	2.993585e-01	8.274082e-01	2.323805e-01	1.216176e+00	1.168900e+00	1.835940e+00	1.231060e+00	1.054704e+00	5.610528e-01	2.588318e-01	3.313150e-01
TCGA-DU-8161-01A-11R-2256-07	3.740975e-01	6.967190e-01	2.613673e-01	8.633541e-01	1.165476e+00	2.587924e+00	1.274341e+00	8.059033e-01	7.049820e-01	1.171257e-01	0
TCGA-DU-8162-01A-21R-2256-07	1.351438e+00	1.040626e+00	1.049490e-01	4.379284e-01	1.475645e+00	1.123884e+00	1.217075e+00	1.375034e+00	5.826096e-01	6.586500e-02	7.931786e-02
TCGA-DU-8163-01A-11R-2256-07	3.340702e-01	9.533974e-01	1.966650e-01	4.052838e-01	1.541309e+00	4.909664e-01	1.187685e+00	8.028421e-01	4.830241e-01	0	1.231169e-01
TCGA-DU-8164-01A-11R-2256-07	7.182395e-01	4.541384e-01	1.862907e-01	0	1.575975e+00	5.459842e-01	1.144644e+00	2.394969e+00	4.990292e-01	0	2.062098e-01
TCGA-DU-8165-01A-11R-2256-07	2.156780e-01	5.607097e-01	7.180249e-01	1.227877e+00	1.133121e+00	1.886272e+00	1.277711e+00	0	1.617349e+00	0	4.849926e-01
TCGA-DU-8166-01A-11R-2256-07	7.810399e-01	3.952472e-01	1.651451e-01	2.624530e-01	1.816830e+00	6.512357e-01	1.273191e+00	9.146453e-01	4.270531e-01	0	3.939390e-02
TCGA-DU-8167-01A-11R-2256-07	3.031615e-01	1.118161e+00	1.367079e-01	7.203841e-01	1.153837e+00	2.560344e-01	1.362840e+00	7.056027e-01	4.256138e-01	0	1.677363e-01
TCGA-DU-8168-01A-11R-2256-07	7.299183e-01	2.412369e-01	2.563862e-01	2.477566e-01	1.700299e+00	1.539010e-01	1.420578e+00	2.708438e+00	6.407989e-01	3.428328e-02	1.157936e-01
TCGA-DU-A5TP-01A-11R-A28M-07	2.563695e-01	6.694354e-01	2.746811e-01	1.447861e+00	1.440069e+00	0	1.591105e+00	9.069093e-01	5.520268e-01	0	2.677029e-01
TCGA-DU-A5TR-01A-11R-A28M-07	2.220085e-01	9.132804e-01	2.054392e-03	1.356900e+00	7.170945e-01	5.344917e-01	1.758372e+00	2.975904e-01	4.268010e-01	0	1.812073e-01
TCGA-DU-A5TS-01A-11R-A28M-07	3.605434e-01	1.178847e+00	1.744988e-01	2.592797e-01	5.922910e-01	6.437651e-01	1.531796e+00	4.890052e-01	4.643331e-01	0	2.839373e-01
TCGA-DU-A5TT-01A-11R-A28M-07	4.990522e-01	7.974563e-01	4.364554e-01	7.225428e-01	4.090020e-01	2.275826e+00	1.495962e+00	4.902767e-01	5.705427e-01	0	1.382844e-01
TCGA-DU-A5TU-01A-11R-A28M-07	4.198354e-01	5.680749e-01	1.994199e-01	1.161863e+00	1.055258e+00	5.194473e-01	1.555705e+00	7.402042e-01	4.056426e-01	0	1.831323e-01
TCGA-DU-A5TW-01A-11R-A28M-07	0	6.207133e-01	4.464699e-02	3.107077e-01	1.095308e+00	4.629908e-01	1.764722e+00	6.673610e-01	4.686294e-01	0	3.653232e-02
TCGA-DU-A5TY-01A-11R-A28M-07	1.544145e-01	9.202008e-01	5.357146e-01	1.202868e+00	9.917772e-01	1.868320e+00	1.529976e+00	3.438960e-01	7.789418e-01	0	4.148102e-02
TCGA-DU-A6S2-01A-21R-A32Q-07	1.047331e+00	8.938310e-01	0	1.849165e-01	1.387619e+00	6.452459e-01	1.645846e+00	1.992192e+00	4.055087e-01	4.153532e-02	1.558379e-01
TCGA-DU-A6S3-01A-12R-A32Q-07	8.720336e-01	8.197960e-01	1.858822e-01	0	9.021166e-01	3.401027e-01	1.494477e+00	2.183007e+00	4.254369e-01	2.999429e-02	3.195104e-01
TCGA-DU-A6S6-01A-21R-A32Q-07	1.152238e+00	5.586781e-01	6.244752e-02	0	1.157434e+00	8.690045e-01	1.755539e+00	1.857662e+00	4.241601e-01	0	4.158508e-01
TCGA-DU-A6S7-01A-21R-A32Q-07	3.767335e-02	8.968820e-01	4.060338e-02	2.734838e-01	1.228730e+00	4.071229e-01	1.719221e+00	4.773646e-01	5.561296e-01	0	1.694569e-01
TCGA-DU-A6S8-01A-12R-A32Q-07	3.868110e-01	6.990717e-01	1.335798e-01	3.341555e-01	9.814583e-01	2.310754e-01	1.537875e+00	2.630114e+00	6.743895e-01	1.615582e-01	9.145201e-02
TCGA-DU-A76K-01A-11R-A33Z-07	1.047791e+00	6.097978e-01	3.379486e-01	8.941075e-02	3.874784e-01	2.377496e+00	1.533915e+00	8.911008e-01	3.325447e-01	0	2.947297e-01
TCGA-DU-A76L-01A-11R-A32Q-07	1.272093e-01	9.477575e-01	4.811587e-01	1.699888e+00	1.250583e+00	8.613907e-01	1.414337e+00	1.470305e+00	1.218339e+00	2.160690e-01	2.412616e-01
TCGA-DU-A76O-01A-11R-A32Q-07	3.144246e-01	6.937665e-01	2.037455e-01	4.219379e-01	1.028714e+00	4.932802e-01	1.496258e+00	1.134496e+00	4.820876e-01	0	5.804678e-02
TCGA-DU-A76R-01A-11R-A32Q-07	6.261685e-01	4.181650e-01	3.761318e-02	3.347888e-01	8.996835e-01	1.551151e+00	1.277420e+00	1.973660e+00	5.445089e-01	0	3.581378e-01
TCGA-DU-A7T6-01A-11R-A33Z-07	5.498152e-01	8.651890e-01	2.834048e-01	7.855998e-01	9.732287e-01	1.563942e-01	1.416830e+00	2.432092e+00	8.226916e-01	2.284276e-01	3.386487e-01
TCGA-DU-A7T8-01A-21R-A34R-07	3.729309e-01	3.025193e-01	2.220775e-01	7.449513e-01	1.093922e+00	3.193423e-01	1.542281e+00	1.155413e+00	5.782601e-01	0	2.066578e-01
TCGA-DU-A7TA-01A-11R-A33Z-07	4.782522e-02	1.074927e-01	5.034835e-02	1.018325e+00	1.200218e+00	0	1.650919e+00	9.986754e-01	7.173820e-01	0	1.020857e-01
TCGA-DU-A7TB-01A-11R-A33Z-07	4.020534e-01	1.500725e+00	1.060752e-01	2.543709e-01	8.822595e-01	5.392404e-01	1.422338e+00	1.659339e+00	5.978444e-01	3.913489e-01	2.413444e-01
TCGA-DU-A7TC-01A-21R-A34R-07	1.123323e+00	5.794508e-01	1.798749e-01	1.403428e-01	6.107977e-01	7.255996e-01	1.434044e+00	1.177095e+00	6.520483e-01	0	1.843768e-01
TCGA-DU-A7TD-01A-12R-A34F-07	0	6.266549e-01	6.613041e-01	1.089658e+00	1.362500e+00	1.612368e+00	1.616741e+00	6.477803e-01	5.864599e-01	3.443014e-02	0
TCGA-DU-A7TG-01A-21R-A34R-07	1.473565e+00	7.689063e-01	0	3.905008e-01	1.047320e+00	9.000556e-01	1.309661e+00	1.335747e+00	7.653770e-01	0	9.521398e-02
TCGA-DU-A7TI-01A-11R-A33Z-07	7.863947e-01	5.908798e-01	1.340975e-01	6.197862e-01	1.495179e+00	3.785736e-01	1.386290e+00	8.474995e-01	2.225172e-01	0	5.951672e-02
TCGA-DU-A7TJ-01A-11R-A34R-07	0	4.965886e-01	6.154709e-01	9.988816e-01	1.301081e+00	1.980046e+00	1.586951e+00	4.739832e-01	4.381322e-01	1.026697e-01	7.064227e-02
TCGA-E1-5302-01A-01R-1470-07	4.845192e-01	6.879214e-01	2.750119e-01	6.403546e-01	1.245275e+00	9.834085e-01	9.124053e-01	9.412819e-01	3.766355e-01	0	1.040399e-01
TCGA-E1-5303-01A-01R-1470-07	3.575747e-02	1.060558e+00	7.146852e-04	7.762037e-01	8.701822e-01	8.046670e-01	1.065344e+00	6.588413e-01	4.895698e-01	0	8.987244e-02
TCGA-E1-5304-01A-01R-1470-07	4.666459e-02	6.843612e-01	6.201808e-01	0	1.128972e+00	0	1.273612e+00	5.920273e-01	7.923685e-01	1.128599e-01	2.662076e-01
TCGA-E1-5305-01A-01R-1896-07	6.492066e-01	6.659923e-01	2.115588e-01	3.844208e-01	1.189420e+00	6.727909e-01	9.165299e-01	1.208369e+00	6.232275e-01	0	1.096647e-01
TCGA-E1-5307-01A-01R-1896-07	8.064445e-01	5.537130e-01	0	1.614119e-01	1.408750e+00	4.111036e-01	1.045370e+00	1.020016e+00	4.856177e-01	3.348514e-02	0
TCGA-E1-5311-01A-01R-1470-07	7.802304e-01	4.131822e-01	1.104103e-01	1.937191e-01	1.238884e+00	5.618655e-01	1.187546e+00	2.349680e+00	5.250528e-01	0	1.596624e-01
TCGA-E1-5318-01A-01R-1470-07	0	3.473196e-02	0	6.484741e-01	1.287387e+00	0	1.052585e+00	2.564136e+00	1.222627e+00	8.944630e-02	1.476994e-01
TCGA-E1-5319-01A-01R-1896-07	1.408734e-01	1.003636e+00	0	5.347179e-01	1.072190e+00	1.144545e+00	1.041981e+00	2.487498e+00	6.235788e-01	2.272546e-02	1.005030e-01
TCGA-E1-5322-01A-01R-1470-07	3.649921e-01	4.097436e-01	1.920183e-01	7.778631e-01	1.593133e+00	1.023678e-01	1.104515e+00	1.009680e+00	4.951002e-01	6.784981e-02	0
TCGA-E1-A7YD-01A-11R-A34F-07	3.040003e-02	3.076947e-01	6.420267e-01	6.154842e-01	6.601703e-01	2.364866e+00	1.615131e+00	6.976398e-01	5.817269e-01	2.981398e-02	0
TCGA-E1-A7YE-01A-11R-A34F-07	2.660845e-01	5.893521e-01	1.955659e-01	1.450490e+00	1.774946e+00	7.527982e-02	1.575545e+00	9.997080e-01	3.972212e-01	3.883967e-02	1.533041e-01
TCGA-E1-A7YH-01A-11R-A34F-07	1.059738e-01	1.204348e+00	0	3.196532e-01	1.044258e+00	9.263608e-01	1.877575e+00	6.835428e-01	2.372720e-01	0	1.386669e-01
TCGA-E1-A7YI-01A-11R-A34F-07	2.593913e-01	8.586961e-01	6.092544e-01	9.305079e-01	1.671970e+00	1.081527e-01	1.694110e+00	1.057125e+00	8.135675e-01	2.646175e-01	3.911959e-01
TCGA-E1-A7YJ-01A-11R-A34F-07	0	8.618407e-01	2.702437e-01	1.130282e+00	6.363589e-01	2.041366e+00	2.018555e+00	2.382503e-01	7.835271e-01	1.134373e-02	5.958839e-02
TCGA-E1-A7YK-01A-11R-A34F-07	0	1.494614e+00	2.823231e-02	1.227757e+00	9.108945e-01	6.960928e-01	1.652708e+00	6.417344e-01	4.242938e-01	3.545286e-02	2.298693e-01
TCGA-E1-A7YL-01A-11R-A34F-07	6.100224e-02	5.648643e-01	5.033273e-01	1.409101e+00	7.298953e-01	1.775244e+00	1.882976e+00	5.608230e-01	6.459177e-01	0	1.747809e-01
TCGA-E1-A7YM-01A-11R-A34F-07	4.774001e-01	1.264138e+00	2.892478e-01	1.550661e-01	4.224618e-01	2.160182e+00	1.664360e+00	7.669419e-01	4.139130e-01	0	1.407851e-02
TCGA-E1-A7YN-01A-11R-A34F-07	3.287609e-01	1.009357e+00	1.126400e-01	1.454987e+00	7.219711e-01	2.110203e+00	1.649609e+00	5.490960e-01	8.859174e-01	0	0
TCGA-E1-A7YO-01A-11R-A34F-07	7.216236e-01	3.777536e-01	1.114749e-01	1.937816e-01	1.256594e+00	7.349062e-01	1.461027e+00	2.337101e+00	4.409079e-01	0	2.123351e-01
TCGA-E1-A7YQ-01A-11R-A34R-07	1.125290e-01	2.071240e-01	4.117943e-01	1.573445e+00	1.117717e+00	2.015289e+00	1.639983e+00	5.415448e-01	1.364651e+00	0	1.387254e-01
TCGA-E1-A7YS-01A-11R-A34F-07	2.769776e-01	1.267218e-01	1.166694e-02	3.189602e-01	1.096636e+00	3.557739e-02	1.753376e+00	2.727912e+00	5.323315e-01	0	1.025463e-02
TCGA-E1-A7YU-01A-11R-A34R-07	5.848105e-01	1.000493e+00	1.169111e-01	1.377269e-01	8.847814e-01	8.857611e-01	1.659612e+00	9.154083e-01	2.825672e-01	0	1.582784e-01
TCGA-E1-A7YV-01A-11R-A34R-07	6.110503e-01	4.063364e-01	4.623057e-01	4.734814e-01	1.315815e+00	6.680294e-01	1.628493e+00	9.681992e-01	6.735442e-01	2.022480e-02	2.102673e-01
TCGA-E1-A7YW-01A-11R-A34R-07	3.203794e-01	5.976562e-01	3.717977e-02	3.129129e-01	1.223893e+00	6.740040e-01	1.677128e+00	6.450250e-01	2.139860e-01	0	2.113165e-01
TCGA-E1-A7YY-01A-11R-A34R-07	1.684247e+00	8.027250e-01	0	3.539261e-01	1.211739e+00	7.566915e-01	1.512331e+00	1.401197e+00	8.854762e-01	0	1.248683e-01
TCGA-E1-A7Z2-01A-21R-A34R-07	9.173060e-01	7.933451e-01	2.376141e-01	1.195167e-01	4.895474e-01	2.452519e+00	1.744557e+00	5.594664e-01	4.312524e-01	0	1.748440e-01
TCGA-E1-A7Z3-01A-11R-A34R-07	1.054860e+00	7.235739e-01	0	6.137346e-01	1.178749e+00	1.081590e+00	1.495870e+00	1.262199e+00	3.511079e-01	5.693824e-02	1.522168e-01
TCGA-E1-A7Z4-01A-11R-A34R-07	1.660946e-01	4.129555e-01	0	3.721450e-01	7.004909e-01	1.119997e+00	1.538685e+00	5.346525e-01	3.856662e-01	1.384272e-02	4.164898e-02
TCGA-E1-A7Z6-01A-11R-A34R-07	4.904013e-01	3.444861e-01	0	2.994345e-01	9.636831e-01	1.901685e+00	1.426947e+00	5.823626e-01	4.914450e-01	0	2.414286e-01
TCGA-EZ-7264-01A-11R-2027-07	3.095435e-01	5.369555e-01	5.892380e-02	1.677516e-02	1.452801e+00	5.631525e-01	1.338964e+00	2.630288e+00	6.941720e-01	3.686155e-02	8.370175e-02
TCGA-F6-A8O3-01A-11R-A36H-07	5.317432e-01	2.234527e-01	1.541136e-01	3.105411e-02	1.083976e+00	5.041770e-01	1.244732e+00	2.666152e+00	4.899440e-01	0	2.720931e-01
TCGA-F6-A8O4-01A-11R-A36H-07	9.822943e-01	5.138171e-01	1.477899e-01	0	8.503250e-01	9.219312e-01	1.319671e+00	7.428570e-01	4.695370e-01	0	2.185266e-01
TCGA-FG-5962-01B-11R-1896-07	1.020236e+00	5.402261e-01	8.111648e-02	2.942531e-01	1.127969e+00	9.419908e-01	1.143790e+00	2.076737e+00	4.811998e-01	0	1.997836e-01
TCGA-FG-5963-01A-11R-1708-07	2.266493e-01	1.538530e+00	3.761306e-01	1.122086e+00	1.151739e+00	7.925654e-01	1.358283e+00	1.130622e+00	6.022466e-01	2.871318e-01	2.701125e-01
TCGA-FG-5963-02A-12R-A29R-07	1.011807e-01	4.979360e-01	7.543464e-01	1.263940e+00	1.445129e+00	2.043996e-01	1.349305e+00	1.241700e+00	1.618433e+00	4.884374e-01	8.028119e-01
TCGA-FG-5964-01A-11R-1708-07	6.224982e-01	1.028389e+00	2.219086e-01	6.540612e-01	8.465678e-01	5.448281e-01	1.271744e+00	1.883202e+00	4.734100e-01	4.822887e-02	4.347491e-02
TCGA-FG-5965-01B-11R-1896-07	5.465590e-01	5.122178e-01	1.722329e-01	6.194745e-01	1.506426e+00	9.317094e-01	1.266087e+00	8.985793e-01	3.476338e-01	0	1.130189e-01
TCGA-FG-5965-02B-11R-A29R-07	1.513154e+00	9.627774e-01	7.330561e-02	0	8.693407e-01	8.612667e-01	1.621667e+00	1.255014e+00	8.686916e-01	0	1.753916e-01
TCGA-FG-6688-01A-11R-1896-07	2.789640e-01	1.168521e+00	2.833477e-01	1.021690e+00	6.613443e-01	2.278804e+00	1.348207e+00	6.473902e-01	5.861298e-01	0	9.622986e-02
TCGA-FG-6689-01A-11R-1896-07	8.714294e-01	8.871774e-01	0	3.777572e-01	1.126610e+00	7.055444e-01	1.179112e+00	8.218219e-01	3.179602e-01	0	7.568913e-02
TCGA-FG-6690-01A-11R-1896-07	3.028730e-01	4.072986e-01	9.974155e-03	3.481027e-01	1.296903e+00	6.858290e-01	1.101398e+00	9.634281e-01	4.952423e-01	0	6.098289e-02
TCGA-FG-6691-01A-11R-1896-07	2.016690e-02	5.196907e-01	6.508750e-02	6.216888e-01	1.501482e+00	8.841003e-01	9.687250e-01	6.533227e-01	8.276193e-01	0	0
TCGA-FG-6692-01A-11R-1896-07	0	3.529587e-01	5.717684e-01	1.196533e+00	4.814503e-01	2.398822e+00	1.882096e+00	3.701278e-01	8.801823e-01	0	3.570316e-03
TCGA-FG-7634-01A-11R-2090-07	2.864799e-02	8.700474e-01	2.436068e-01	9.084736e-01	1.669236e+00	3.765443e-01	1.062762e+00	1.966998e+00	6.255726e-01	4.543295e-03	2.508182e-01
TCGA-FG-7636-01A-11R-2090-07	4.713446e-01	6.890360e-01	1.370770e-01	2.022111e-01	1.051358e+00	4.616505e-01	1.078525e+00	1.147455e+00	4.209138e-01	1.547376e-02	1.572544e-01
TCGA-FG-7637-01A-11R-2090-07	6.347588e-02	2.363895e-01	9.447408e-02	4.538737e-01	1.135629e+00	4.619813e-01	9.968626e-01	2.512089e+00	7.138142e-01	0	1.282223e-01
TCGA-FG-7638-01B-12R-2090-07	6.574156e-01	8.143880e-01	7.272821e-02	1.742448e-01	1.081263e+00	1.283526e+00	1.038639e+00	2.022012e+00	5.882004e-01	0	2.711749e-01
TCGA-FG-7641-01B-11R-2256-07	8.955691e-01	8.203533e-01	3.867725e-03	0	1.333785e+00	7.222597e-01	1.399053e+00	2.093895e+00	4.082249e-01	0	1.902062e-01
TCGA-FG-7643-01A-11R-2090-07	1.201909e+00	1.061689e+00	3.622687e-02	3.686893e-01	1.048506e+00	1.721543e+00	1.183759e+00	1.352326e+00	6.549685e-01	7.263034e-02	2.103362e-02
TCGA-FG-8181-01A-11R-2256-07	1.710327e+00	5.959799e-01	0	4.838370e-01	9.897600e-01	8.333086e-01	1.313862e+00	1.399975e+00	1.075480e+00	0	1.405948e-01
TCGA-FG-8182-01A-11R-2256-07	1.975036e-01	1.036848e+00	1.086812e-01	1.318385e-01	1.469979e+00	3.108498e-01	1.359678e+00	1.014396e+00	5.280658e-01	0	0
TCGA-FG-8185-01A-11R-2256-07	1.471308e-01	1.793286e-01	0	3.743871e-01	8.973043e-01	3.246724e-01	1.501183e+00	7.286686e-01	4.361426e-01	0	3.313671e-01
TCGA-FG-8186-01A-11R-2256-07	4.252882e-01	6.592483e-01	7.889458e-02	5.296862e-01	1.313912e+00	1.157500e+00	1.454995e+00	1.693232e+00	3.626016e-01	0	6.354281e-02
TCGA-FG-8187-01A-11R-2256-07	3.700927e-01	1.265005e+00	6.093786e-02	9.374924e-02	8.556803e-01	1.361566e+00	1.418182e+00	1.366478e+00	4.604024e-01	0	1.719759e-01
TCGA-FG-8188-01A-11R-2256-07	1.655049e-02	1.035520e+00	2.276269e-03	2.571731e-01	1.047056e+00	6.795077e-01	1.333022e+00	4.855208e-01	4.968968e-01	0	2.593734e-01
TCGA-FG-8189-01B-11R-A28M-07	1.797644e+00	7.638984e-01	0	1.023372e-02	1.318772e+00	6.800133e-01	1.469665e+00	1.514909e+00	1.002760e+00	0	1.869366e-01
TCGA-FG-8191-01A-11R-2256-07	2.113803e-01	9.773516e-01	0	6.344532e-01	1.070508e+00	6.504106e-01	1.328958e+00	8.544385e-01	4.153443e-01	0	8.802843e-02
TCGA-FG-A4MT-01A-11R-A26U-07	0	3.588800e-01	0	2.586256e-01	9.516659e-01	3.355658e-01	1.746271e+00	1.173208e+00	7.912571e-01	6.967421e-02	3.307612e-02
TCGA-FG-A4MT-02A-11R-A29R-07	1.021180e+00	7.489248e-01	1.473279e-01	4.158622e-01	1.200053e+00	6.113399e-01	1.368820e+00	1.264665e+00	4.779018e-01	2.709747e-03	3.645928e-02
TCGA-FG-A4MU-01B-11R-A28M-07	1.912716e-02	1.926943e-01	5.786890e-01	1.593516e+00	1.122506e+00	1.873380e+00	1.874136e+00	6.380426e-01	8.808338e-01	4.969346e-03	2.524787e-01
TCGA-FG-A4MW-01A-11R-A26U-07	4.406132e-01	1.130607e+00	4.574415e-01	6.674512e-01	8.764905e-01	1.619050e+00	1.662085e+00	1.067446e+00	1.947321e-01	1.105459e-01	7.886195e-02
TCGA-FG-A4MX-01A-11R-A26U-07	2.529533e-01	2.767192e-01	0	7.229371e-01	5.931625e-01	2.187848e-01	2.193767e+00	6.263057e-01	2.368231e-01	0	3.588618e-01
TCGA-FG-A4MY-01A-11R-A26U-07	8.755010e-02	1.257799e+00	0	6.351537e-01	9.394953e-01	6.676699e-01	1.798145e+00	5.805740e-01	1.872875e-01	0	3.003671e-01
TCGA-FG-A60J-01A-11R-A28M-07	4.300266e-01	7.625103e-01	7.118525e-02	4.294641e-01	1.170828e+00	8.911203e-01	1.487996e+00	1.156280e+00	2.945111e-01	0	2.558493e-01
TCGA-FG-A60K-01A-11R-A29R-07	1.634587e-01	6.856321e-01	0	7.556899e-02	1.444430e+00	1.098640e+00	1.522284e+00	2.089123e+00	5.240929e-01	2.590275e-05	5.336806e-02
TCGA-FG-A60L-01A-12R-A31N-07	1.416548e-01	1.196489e+00	7.600729e-02	8.065393e-01	1.873961e-01	8.718322e-01	1.651555e+00	4.482467e-01	4.269389e-01	0	1.732154e-01
TCGA-FG-A6IZ-01A-11R-A31N-07	1.118470e-01	5.207622e-01	1.767638e-01	4.676693e-01	0	6.844666e-01	1.461270e+00	2.427826e+00	6.986674e-01	0	1.709196e-01
TCGA-FG-A6J1-01A-11R-A31N-07	4.283884e-01	5.342429e-01	1.675554e-01	5.149263e-01	1.802897e-01	1.029872e+00	1.636431e+00	1.967189e+00	6.351460e-01	0	2.085626e-01
TCGA-FG-A6J3-01A-11R-A31N-07	0	1.132661e+00	3.852106e-01	1.879473e+00	6.756681e-02	4.817490e-01	1.677288e+00	1.739100e-01	9.306111e-01	0	4.636555e-01
TCGA-FG-A70Y-01A-12R-A34R-07	2.823191e-01	1.054705e+00	0	3.905748e-01	9.508575e-01	1.018547e+00	1.371885e+00	7.200295e-01	4.370709e-01	0	1.462038e-01
TCGA-FG-A70Z-01A-12R-A33Z-07	6.817711e-01	6.428852e-01	4.965688e-01	1.077421e+00	1.083225e+00	1.719808e+00	1.281828e+00	1.204911e+00	3.975182e-01	1.426641e-01	1.041572e-01
TCGA-FG-A710-01A-12R-A33Z-07	6.110911e-01	6.091814e-01	1.957536e-01	7.617459e-01	1.290917e+00	6.936793e-01	1.383723e+00	1.965791e+00	4.939323e-01	2.460755e-02	1.402214e-01
TCGA-FG-A711-01A-21R-A33Z-07	8.139304e-01	6.867124e-01	6.752148e-02	6.700730e-03	9.369832e-01	1.232927e+00	1.504840e+00	8.290393e-01	4.626502e-01	0	4.955012e-02
TCGA-FG-A713-01A-11R-A32Q-07	1.368309e+00	1.069137e+00	0	1.498861e-01	1.147553e+00	8.491390e-01	1.512741e+00	1.572653e+00	5.505640e-01	6.279837e-03	2.385942e-01
TCGA-FG-A87N-01A-11R-A36H-07	3.511559e-01	7.212740e-01	4.118264e-01	9.860401e-01	1.875900e+00	0	1.515834e+00	1.653964e+00	6.285724e-01	3.736233e-01	3.739924e-01
TCGA-FG-A87Q-01A-11R-A36H-07	2.235273e-01	1.228670e+00	2.416982e-01	8.498254e-01	7.568397e-01	2.383229e+00	1.616110e+00	6.632844e-01	4.012225e-01	3.982905e-02	0
TCGA-FN-7833-01A-11R-2090-07	2.385296e-02	5.439762e-01	4.229999e-02	8.213395e-01	1.104001e+00	7.930837e-01	1.335606e+00	5.339976e-01	7.125745e-01	0	2.165626e-02
TCGA-HT-7467-01A-11R-2027-07	8.684089e-01	1.316722e+00	1.169378e-01	1.025788e-01	1.250786e+00	7.973213e-01	1.210217e+00	1.914642e+00	5.037985e-01	1.081879e-02	1.266621e-01
TCGA-HT-7468-01A-11R-2027-07	5.205507e-02	5.700741e-01	1.498215e-01	2.579115e-01	1.438460e+00	7.492192e-01	9.741973e-01	2.453257e+00	5.941265e-01	2.455974e-02	1.248152e-01
TCGA-HT-7469-01A-11R-2256-07	1.609881e-01	4.143076e-01	7.389122e-01	3.861835e-01	1.071503e+00	1.346578e+00	1.535288e+00	0	1.018890e+00	0	3.252049e-01
TCGA-HT-7470-01A-12R-2090-07	1.028910e+00	1.015920e+00	1.094467e-01	1.549291e-01	1.459882e+00	5.492110e-01	1.001523e+00	9.608842e-01	3.993203e-01	0	2.033949e-01
TCGA-HT-7471-01A-11R-2256-07	2.693686e-01	5.550832e-01	2.615354e-01	7.135643e-01	1.456468e+00	5.826294e-01	1.309062e+00	2.262810e+00	6.369586e-01	0	1.351299e-01
TCGA-HT-7472-01A-11R-2027-07	1.263417e-01	7.958711e-01	9.118383e-02	5.734986e-01	1.626121e+00	2.966750e-01	9.419950e-01	1.188974e+00	5.191258e-01	6.324953e-03	2.006968e-01
TCGA-HT-7473-01A-11R-2027-07	2.056130e-01	5.638188e-01	6.401257e-02	8.664511e-01	1.278172e+00	1.153225e+00	1.041959e+00	4.508747e-01	6.646136e-01	0	1.521413e-01
TCGA-HT-7474-01A-11R-2027-07	1.145108e+00	9.632455e-01	1.280534e-02	8.980151e-02	1.147301e+00	1.015189e+00	1.090452e+00	1.072418e+00	4.603760e-01	0	2.309489e-01
TCGA-HT-7475-01A-11R-2027-07	1.030518e+00	8.012093e-01	3.029249e-01	0	1.034736e+00	5.455114e-01	1.306142e+00	1.256821e+00	5.741015e-01	0	1.128345e-01
TCGA-HT-7476-01A-11R-2027-07	1.070683e+00	5.935485e-01	2.127046e-01	6.218320e-01	9.832985e-01	6.168202e-01	1.071021e+00	1.195952e+00	6.914370e-01	0	2.513704e-01
TCGA-HT-7477-01B-11R-A28M-07	3.948527e-01	7.180676e-01	5.736979e-01	6.981056e-01	1.379741e+00	2.452722e-01	1.474966e+00	8.061318e-01	6.990256e-01	1.003325e-01	2.961035e-01
TCGA-HT-7478-01A-11R-2027-07	5.205889e-01	5.916091e-01	1.673114e-01	1.113437e+00	1.497565e+00	3.823355e-01	9.102335e-01	7.492526e-01	6.146851e-01	0	1.776295e-01
TCGA-HT-7479-01A-11R-2027-07	1.817180e-01	1.229906e+00	1.883431e-02	4.330257e-01	8.857378e-01	1.008888e+00	9.268718e-01	6.668982e-01	5.907516e-01	0	2.556616e-01
TCGA-HT-7480-01A-11R-2090-07	6.947439e-01	7.130077e-01	1.220747e-01	0	1.551860e+00	5.882668e-01	1.308484e+00	2.101803e+00	4.335957e-01	1.128924e-02	2.993636e-01
TCGA-HT-7481-01A-11R-2027-07	6.799485e-01	1.157373e+00	1.792859e-01	0	1.139808e+00	8.870365e-01	1.085076e+00	1.956320e+00	5.388911e-01	0	1.350082e-01
TCGA-HT-7482-01A-11R-2027-07	5.557373e-02	1.087142e+00	0	6.140953e-01	1.209838e+00	8.533428e-01	1.140270e+00	6.818446e-01	4.457188e-01	1.466533e-02	2.077958e-01
TCGA-HT-7483-01A-11R-2027-07	7.041967e-01	3.122139e-01	2.352840e-01	5.811362e-01	1.399113e+00	3.411432e-01	8.897992e-01	1.139164e+00	5.599389e-01	0	4.064406e-01
