sampleID	D9.9_MODULE-381	D9.7_LEIN-OLIGODENDROCYTE-MARKERS	D15.12_KUMAMOTO-RESPONSE-TO-NUTLIN-3A-DN	D9.8_MODULE-293	D13.4_KREPPEL-CD99-TARGETS-DN	D9.5_ARYLSULFATASE-ACTIVITY	D16.3_HISTONE-DEACETYLASE-BINDING	D9.3_chrxq11	D17.10_ORGANELLAR-SMALL-RIBOSOMAL-SUBUNIT	D19.19_GUENTHER-GROWTH-SPHERICAL-VS-ADHERENT-UP	D16.14_GNF2-SPRR1B
TCGA-HT-7485-01A-11R-2027-07	3.802434e-01	8.143721e-01	1.538133e-02	6.785357e-02	1.001478e+00	1.423180e+00	7.451725e-01	4.962618e-01	5.509447e-01	0	2.998945e-01
TCGA-HT-7601-01A-11R-2090-07	3.803288e-01	1.127196e+00	1.840681e-01	1.140819e+00	1.787061e+00	3.578913e-01	1.044971e+00	8.865950e-01	4.913500e-01	0	1.759184e-01
TCGA-HT-7602-01A-21R-2090-07	1.560091e-01	1.330630e+00	0	8.177707e-02	7.498814e-01	1.646615e+00	1.059314e+00	9.117807e-01	5.477420e-01	0	3.000328e-01
TCGA-HT-7603-01A-21R-2090-07	1.379541e+00	8.308341e-01	0	7.319401e-02	6.032371e-01	7.991750e-01	1.031945e+00	1.061037e+00	8.290629e-01	0	6.839462e-02
TCGA-HT-7604-01A-11R-2090-07	1.141014e-01	4.509266e-01	7.246468e-02	3.211723e-01	1.300706e+00	1.595026e-01	1.267585e+00	7.979960e-01	5.161272e-01	0	2.239509e-01
TCGA-HT-7605-01A-11R-2090-07	9.469537e-01	9.504308e-01	3.495962e-02	1.324280e-02	1.086064e+00	1.143005e+00	1.160636e+00	1.652597e+00	5.472659e-01	0	2.883265e-01
TCGA-HT-7606-01A-11R-2090-07	5.673633e-02	5.826519e-01	3.348557e-01	4.815455e-01	1.270917e+00	2.859923e-01	1.405678e+00	1.509056e+00	8.388460e-01	0	4.844513e-03
TCGA-HT-7607-01A-11R-2090-07	1.289607e+00	8.524238e-01	0	4.308161e-01	1.358016e+00	1.194974e+00	1.105133e+00	1.521468e+00	6.362076e-01	0	1.708561e-01
TCGA-HT-7608-01A-11R-2090-07	3.388366e-01	5.028778e-01	0	2.684441e-01	6.252880e-01	2.261378e+00	1.013004e+00	1.722823e+00	5.276690e-01	0	2.250206e-01
TCGA-HT-7609-01A-11R-2090-07	2.316738e-01	5.568388e-01	2.169485e-02	4.636668e-01	1.224938e+00	4.568226e-01	1.310026e+00	6.595456e-01	2.721638e-01	0	1.652798e-01
TCGA-HT-7610-01A-21R-2090-07	1.246485e+00	7.131568e-01	5.805655e-02	0	1.811834e+00	3.964040e-01	1.248788e+00	1.288661e+00	5.696966e-01	0	6.938176e-02
TCGA-HT-7611-01A-11R-2403-07	7.862574e-02	6.842265e-01	1.257250e-02	4.924533e-01	1.262706e+00	7.738794e-01	1.124504e+00	3.049525e-01	4.370037e-01	0	4.562923e-01
TCGA-HT-7616-01A-11R-2256-07	0	3.959602e-01	0	1.275799e+00	9.811746e-01	7.687437e-01	1.226130e+00	2.597431e+00	8.819693e-01	0	1.216541e-01
TCGA-HT-7620-01A-11R-2256-07	1.860459e-01	1.452987e+00	1.173662e-02	4.775585e-02	1.010171e+00	1.062518e+00	1.297339e+00	1.728952e+00	4.859910e-01	0	1.476527e-01
TCGA-HT-7676-01A-11R-2403-07	1.515869e-01	7.479962e-01	2.042144e-01	3.861685e-01	1.149642e+00	4.716883e-01	1.003347e+00	6.007677e-01	7.321920e-01	0	4.665340e-03
TCGA-HT-7677-01A-11R-2256-07	8.331497e-02	8.268742e-01	1.022808e-01	1.280653e-01	1.429739e+00	4.765986e-01	1.270477e+00	2.479185e+00	3.777574e-01	0	2.315637e-01
TCGA-HT-7680-01A-11R-2256-07	1.017349e-01	2.125645e-01	0	1.094528e+00	5.470145e-01	3.172236e+00	8.373100e-01	5.427217e-01	1.018557e+00	9.499596e-02	3.334256e-01
TCGA-HT-7681-01A-11R-2403-07	9.661444e-01	8.052310e-01	5.768093e-02	3.554754e-01	1.143076e+00	1.051957e+00	1.174094e+00	1.614657e+00	6.034103e-01	0	2.198730e-01
TCGA-HT-7684-01A-11R-2256-07	4.567946e-02	6.355718e-01	0	8.899205e-01	0	1.484146e+00	1.145162e+00	1.408877e+00	6.767004e-01	0	1.722820e-01
TCGA-HT-7686-01A-11R-2256-07	2.897269e-01	8.717686e-01	1.018394e-01	1.139305e+00	1.388017e+00	7.087170e-01	1.005404e+00	4.795846e-01	4.979728e-01	9.624498e-03	8.636988e-02
TCGA-HT-7687-01A-11R-2256-07	5.750358e-01	7.139559e-01	1.515118e-01	4.362415e-01	1.469694e+00	1.896346e-01	1.222065e+00	2.569423e+00	5.222212e-01	8.799966e-02	5.920683e-02
TCGA-HT-7688-01A-11R-2256-07	1.342265e+00	7.863119e-01	7.878125e-02	1.854642e-01	1.242105e+00	2.061506e-01	1.199371e+00	1.371213e+00	6.432534e-01	0	9.063019e-02
TCGA-HT-7689-01A-11R-2256-07	2.800055e-01	1.081979e+00	0	4.086357e-01	1.262863e+00	7.740710e-01	1.298734e+00	9.161935e-01	3.392736e-01	0	1.539754e-01
TCGA-HT-7690-01A-11R-2256-07	6.264591e-01	7.259490e-01	3.053619e-01	9.106191e-01	1.375318e+00	2.092735e-01	1.215014e+00	7.620440e-01	4.948698e-01	0	2.048627e-01
TCGA-HT-7691-01A-11R-2256-07	0	3.045488e-01	0	1.309463e+00	7.017255e-01	2.459777e+00	1.067697e+00	1.350898e+00	6.810939e-01	4.112082e-01	2.674685e-02
TCGA-HT-7692-01A-12R-2256-07	1.721228e-01	5.287018e-01	5.526549e-02	2.344539e-01	7.712980e-01	8.005459e-01	1.596763e+00	2.190860e+00	4.730670e-01	0	9.087147e-02
TCGA-HT-7693-01A-11R-2256-07	1.107814e-01	1.841594e-01	0	9.782473e-01	1.295064e+00	5.474472e-01	1.610304e+00	9.163882e-01	8.806733e-01	0	7.968267e-02
TCGA-HT-7694-01A-11R-2256-07	1.243674e+00	1.002657e+00	0	0	1.074297e+00	9.566195e-01	1.191772e+00	1.737802e+00	6.008845e-01	0	1.155175e-01
TCGA-HT-7695-01A-11R-2256-07	1.100531e+00	8.209315e-01	7.711608e-02	0	1.526433e+00	8.305893e-01	1.064793e+00	1.819619e+00	6.017600e-01	0	2.226455e-01
TCGA-HT-7854-01A-11R-2256-07	5.706321e-01	8.799050e-01	2.149914e-02	7.183420e-01	7.637642e-01	2.132073e+00	1.141898e+00	5.323636e-01	5.247444e-01	0	1.888016e-01
TCGA-HT-7855-01A-11R-2403-07	1.373743e-01	8.421966e-02	0	4.659907e-01	1.168737e+00	1.448372e-01	1.434036e+00	8.919991e-01	4.714031e-01	0	1.860590e-01
TCGA-HT-7856-01A-11R-2403-07	1.220791e+00	1.034737e+00	4.921805e-02	5.487071e-02	1.146206e+00	8.641247e-01	1.370365e+00	1.669515e+00	5.603297e-01	0	1.681880e-01
TCGA-HT-7857-01A-11R-2403-07	2.596307e-02	7.109312e-01	1.255625e-01	2.235474e+00	1.430786e+00	8.890162e-01	1.376424e+00	1.225611e+00	1.306029e+00	4.649116e-01	2.703474e-01
TCGA-HT-7858-01A-11R-2403-07	7.969685e-02	1.067936e+00	7.505530e-02	6.005208e-01	1.221577e+00	1.665688e-01	1.307373e+00	7.990714e-01	5.406748e-01	7.744235e-03	1.241033e-01
TCGA-HT-7860-01A-11R-2403-07	3.924482e-01	2.585131e-01	2.867544e-01	8.432209e-01	1.274061e+00	2.763351e+00	1.407028e+00	7.257140e-01	4.395975e-01	5.497793e-02	0
TCGA-HT-7873-01B-11R-2403-07	7.365412e-02	9.116252e-01	1.070560e-01	5.152616e-02	1.428640e+00	8.322171e-01	1.558586e+00	5.236752e-01	4.146161e-01	0	2.263479e-01
TCGA-HT-7874-01A-11R-2403-07	1.308945e+00	9.115246e-01	0	6.293281e-02	1.333208e+00	1.103019e+00	1.210170e+00	1.712462e+00	6.506821e-01	0	1.028470e-01
TCGA-HT-7875-01A-11R-2403-07	5.963828e-01	4.764749e-01	1.528308e-01	0	1.354483e+00	9.801817e-01	1.295802e+00	2.096287e+00	4.398005e-01	0	3.875912e-01
TCGA-HT-7877-01A-11R-2403-07	7.994144e-01	8.736709e-01	7.079788e-02	3.287266e-02	1.500174e+00	9.990567e-01	1.484622e+00	1.887708e+00	5.398985e-01	0	1.766843e-01
TCGA-HT-7879-01A-11R-2403-07	1.216299e-01	8.492681e-01	8.149127e-02	2.872248e-01	1.377450e+00	5.000940e-01	1.556812e+00	7.023762e-01	3.068378e-01	0	2.907647e-01
TCGA-HT-7880-01A-11R-2403-07	1.186164e+00	1.164383e+00	4.059597e-03	5.258050e-02	9.995345e-01	1.126304e+00	1.431199e+00	1.209186e+00	3.971268e-01	0	2.082532e-01
TCGA-HT-7881-01A-11R-2403-07	1.120987e+00	1.191110e+00	0	0	1.081507e+00	1.005762e+00	1.363780e+00	1.473094e+00	5.394954e-01	0	2.183079e-01
TCGA-HT-7882-01A-11R-2403-07	0	4.194635e-01	3.128280e-01	2.392745e+00	1.087996e+00	1.202588e+00	1.343218e+00	7.090653e-01	1.830446e+00	1.013113e-01	5.981121e-01
TCGA-HT-7884-01B-11R-2403-07	4.388001e-01	1.026570e+00	1.098657e-02	0	1.481961e+00	8.069122e-01	1.710693e+00	1.024804e+00	3.106369e-01	1.332776e-02	9.373883e-02
TCGA-HT-7902-01A-12R-2403-07	5.493597e-01	1.588228e+00	7.866869e-02	1.785331e-01	1.317565e+00	1.050508e+00	1.507245e+00	7.783755e-01	3.346514e-01	2.121670e-02	2.314569e-01
TCGA-HT-8010-01A-11R-2403-07	1.001355e+00	7.828894e-01	0	1.967771e-01	1.113704e+00	1.843328e+00	1.372121e+00	1.463234e+00	5.166923e-01	0	2.084210e-01
TCGA-HT-8011-01A-11R-2403-07	5.033667e-01	4.802429e-01	7.641789e-01	6.962720e-01	1.039599e+00	1.296861e+00	1.417222e+00	8.622186e-01	8.185464e-01	0	1.479598e-01
TCGA-HT-8012-01A-11R-2403-07	4.684615e-01	6.087807e-01	0	2.402414e-01	1.347216e+00	6.314287e-01	1.610636e+00	2.440168e+00	3.710249e-01	5.422881e-02	1.141059e-01
TCGA-HT-8013-01A-11R-2403-07	9.602319e-02	8.798193e-01	1.714953e-01	7.634170e-01	1.512307e+00	4.213765e-01	1.579109e+00	5.090270e-01	4.843345e-01	7.895789e-05	1.765333e-02
TCGA-HT-8015-01B-11R-A28M-07	1.318644e+00	9.709202e-01	9.033902e-02	6.083180e-01	1.122271e+00	1.162260e+00	1.184026e+00	1.247372e+00	4.984036e-01	7.372993e-02	1.436531e-01
TCGA-HT-8018-01A-11R-2404-07	1.324943e+00	6.271053e-01	8.289191e-02	1.130762e+00	1.382245e+00	8.084083e-01	1.278601e+00	1.210489e+00	7.140166e-01	1.329433e-02	1.293218e-01
TCGA-HT-8019-01A-21R-2404-07	1.723481e+00	8.536002e-01	0	6.849961e-02	8.959384e-01	1.108751e+00	1.529743e+00	1.304863e+00	9.488131e-01	0	1.940935e-01
TCGA-HT-8104-01A-11R-2404-07	4.746180e-01	8.673728e-01	4.638768e-01	7.812748e-01	1.206114e+00	2.117158e+00	1.347452e+00	8.242745e-01	3.529177e-01	2.747745e-02	1.326025e-01
TCGA-HT-8105-01A-11R-2404-07	7.539077e-01	4.646583e-01	1.117667e-01	5.702300e-01	1.126749e+00	4.213270e-01	1.290472e+00	2.397981e+00	7.242449e-01	0	5.269763e-02
TCGA-HT-8106-01A-11R-2404-07	2.376535e-01	1.068269e+00	1.563863e-01	1.749038e+00	1.487215e+00	3.491780e-01	1.174863e+00	5.501890e-01	9.561926e-01	0	2.150957e-01
TCGA-HT-8107-01A-13R-2404-07	1.576130e+00	1.007463e+00	0	2.042144e-01	1.199397e+00	8.689479e-01	1.361461e+00	1.430800e+00	8.395766e-01	0	1.204693e-01
TCGA-HT-8108-01A-11R-2404-07	4.054661e-01	5.808351e-01	1.383559e-01	2.940991e-01	1.645151e+00	5.328594e-01	1.316122e+00	8.522393e-01	5.736205e-01	0	0
TCGA-HT-8109-01A-11R-2404-07	1.004486e+00	8.669181e-01	1.926692e-02	1.371129e-01	1.414787e+00	7.794768e-01	1.085094e+00	1.734464e+00	4.921211e-01	0	1.422290e-01
TCGA-HT-8110-01A-11R-2404-07	2.965526e-01	7.371490e-01	4.671095e-01	9.633331e-01	9.989584e-01	2.115473e+00	1.090980e+00	7.026503e-01	6.790559e-01	0	0
TCGA-HT-8111-01A-11R-2404-07	3.388740e-01	1.182306e+00	1.245065e-01	4.491194e-01	1.214485e+00	9.848658e-01	1.137908e+00	8.024890e-01	4.160129e-01	0	1.757258e-01
TCGA-HT-8113-01A-11R-2404-07	1.559489e+00	8.878951e-01	0	3.290873e-02	1.175888e+00	8.627845e-01	1.404887e+00	1.480895e+00	8.543632e-01	0	1.443533e-01
TCGA-HT-8114-01A-11R-2404-07	4.071836e-01	1.517066e-01	0	9.523714e-01	1.315051e+00	6.633550e-01	1.211767e+00	8.760690e-01	5.262295e-01	0	1.476215e-01
TCGA-HT-8558-01A-21R-2404-07	1.613941e+00	1.248573e+00	0	6.261706e-02	1.061005e+00	6.955353e-01	1.369857e+00	1.377568e+00	1.083592e+00	0	1.675404e-01
TCGA-HT-8563-01A-11R-2404-07	1.218172e-02	3.941906e-01	0	2.210368e+00	1.567914e+00	6.770262e-01	1.405419e+00	5.414763e-01	1.538647e+00	0	3.114696e-01
TCGA-HT-8564-01A-11R-2404-07	1.051356e+00	7.467027e-01	3.664765e-01	4.097625e-01	1.389593e+00	1.189851e+00	1.334081e+00	1.112670e+00	5.659878e-01	3.823549e-02	1.793194e-01
TCGA-HT-A4DS-01A-11R-A26U-07	4.057496e-01	6.991977e-01	4.752091e-01	1.062986e+00	0	1.878179e+00	1.752546e+00	4.404532e-01	4.937618e-01	1.066116e-01	0
TCGA-HT-A4DV-01A-11R-A26U-07	6.813194e-01	1.411258e+00	0	1.827305e-01	7.401543e-01	1.110387e+00	1.603415e+00	1.562416e+00	4.579841e-01	0	1.191824e-01
TCGA-HT-A5R5-01A-11R-A28M-07	7.441644e-01	4.865404e-01	0	8.292533e-01	1.073869e+00	1.598533e+00	1.371925e+00	7.405665e-01	4.107343e-01	0	1.646015e-01
TCGA-HT-A5R7-01A-11R-A28M-07	1.263974e+00	9.485539e-01	5.982903e-02	3.146928e-01	1.264367e+00	9.645960e-01	1.517477e+00	9.904814e-01	4.386544e-01	0	1.168153e-01
TCGA-HT-A5R9-01A-11R-A28M-07	4.554288e-01	2.387040e-01	3.504052e-01	4.230965e-01	1.140643e+00	2.927210e-01	1.342813e+00	2.403564e+00	9.889926e-01	0	2.723443e-01
TCGA-HT-A5RA-01A-11R-A28M-07	0	1.244789e-02	5.177372e-01	1.147916e+00	7.991856e-01	2.921005e+00	1.595217e+00	4.604145e-01	1.230452e+00	0	2.685794e-01
TCGA-HT-A5RB-01A-11R-A28M-07	9.144833e-01	6.273323e-01	1.465756e-01	0	1.398901e+00	2.919337e-01	1.376729e+00	1.005712e+00	3.684790e-01	9.196237e-03	2.331533e-01
TCGA-HT-A5RC-01A-11R-A28M-07	0	7.967339e-01	2.815243e-01	1.088852e+00	1.220950e+00	2.467397e+00	1.811306e+00	4.618122e-01	3.440249e-01	1.404192e-01	1.024570e-01
TCGA-HT-A614-01A-11R-A29R-07	4.388629e-01	1.199683e+00	2.224010e-01	1.082814e-01	1.017272e+00	7.262775e-01	1.485304e+00	6.834381e-01	2.667500e-01	0	1.522439e-01
TCGA-HT-A615-01A-11R-A29R-07	4.436618e-01	8.171307e-01	7.817051e-02	4.279949e-01	1.204711e+00	9.203445e-01	1.318822e+00	1.684313e+00	6.006113e-01	0	7.253992e-02
TCGA-HT-A616-01A-11R-A29R-07	1.313684e+00	5.153687e-01	5.811940e-02	1.961924e-01	1.209381e+00	8.613387e-01	1.327181e+00	8.677774e-01	6.417820e-01	0	1.650590e-01
TCGA-HT-A617-01A-11R-A29R-07	4.306400e-01	7.720064e-01	2.373403e-01	9.597066e-01	3.877799e-01	2.553743e+00	1.308666e+00	1.082756e+00	5.784259e-01	1.168116e-01	0
TCGA-HT-A618-01A-11R-A29R-07	5.636203e-01	7.839386e-01	1.120326e-01	9.716234e-01	1.380002e+00	8.677431e-01	1.380560e+00	4.970581e-01	4.025600e-01	3.958653e-03	1.234820e-01
TCGA-HT-A619-01A-11R-A29R-07	6.382450e-02	0	7.180833e-02	3.438617e-01	1.007559e+00	0	1.522404e+00	3.282744e+00	1.204408e+00	3.226963e-02	1.251386e-01
TCGA-HT-A61A-01A-11R-A29R-07	1.429246e+00	1.037029e+00	0	1.121560e-01	1.179047e+00	9.473076e-01	1.409963e+00	1.394143e+00	6.649225e-01	0	1.261942e-01
TCGA-HT-A61B-01A-11R-A29R-07	1.447566e-01	6.505971e-01	4.526931e-01	1.211406e+00	9.860095e-01	2.212126e-01	1.459141e+00	3.671529e-01	7.653277e-01	0	1.988536e-01
TCGA-HT-A61C-01A-11R-A29R-07	2.931002e-01	9.512718e-01	7.254386e-01	1.361425e+00	8.275621e-01	9.170829e-01	1.547332e+00	1.288380e+00	7.831503e-01	1.936174e-01	2.726013e-01
TCGA-HT-A74H-01A-11R-A32Q-07	6.137027e-01	1.202716e+00	2.594644e-01	7.373061e-01	1.485419e-01	2.126056e+00	1.314402e+00	5.137964e-01	5.170292e-01	0	3.909414e-01
TCGA-HT-A74J-01A-12R-A32Q-07	7.293216e-01	6.449223e-01	1.105375e-01	2.508046e-01	1.010974e+00	9.125472e-01	1.656774e+00	8.837337e-01	2.420435e-01	3.914901e-03	1.491525e-01
TCGA-HT-A74K-01A-11R-A32Q-07	0	1.084063e+00	1.170098e-01	1.012882e+00	9.035387e-03	6.874395e-01	1.620637e+00	2.342270e+00	6.111129e-01	5.802799e-03	2.621947e-01
TCGA-HT-A74L-01A-11R-A32Q-07	4.408469e-02	5.050895e-01	0	1.917432e-01	1.435393e+00	9.722126e-01	1.555524e+00	2.148631e+00	6.038211e-01	0	0
TCGA-HT-A74O-01A-11R-A32Q-07	0	8.853360e-01	1.487525e-01	1.112989e+00	4.290310e-01	2.534460e-01	1.645928e+00	3.102118e-01	4.509290e-01	0	3.005181e-01
TCGA-HW-7486-01A-11R-2027-07	2.686852e-01	1.423682e+00	9.815489e-02	1.614386e-01	1.070028e+00	7.822898e-01	9.846938e-01	1.876073e+00	5.675055e-01	0	1.557764e-01
TCGA-HW-7487-01A-11R-2027-07	1.062102e+00	8.654015e-01	0	4.059680e-02	1.080683e+00	7.174236e-01	1.227152e+00	1.957173e+00	5.590408e-01	0	2.410680e-02
TCGA-HW-7489-01A-11R-2027-07	1.242737e+00	7.692368e-01	1.446152e-02	2.099807e-01	1.027606e+00	6.616642e-01	1.230697e+00	1.101643e+00	4.487910e-01	0	1.278376e-01
TCGA-HW-7490-01A-11R-2027-07	3.642843e-01	2.858612e-01	0	8.131748e-01	8.115084e-01	7.027839e-01	1.104261e+00	8.070637e-01	5.505881e-01	0	2.258925e-01
TCGA-HW-7491-01A-11R-2027-07	9.330427e-02	5.196634e-01	5.938069e-02	1.261232e-01	1.478735e+00	2.883658e-01	1.002936e+00	3.152442e+00	6.559296e-01	1.890134e-03	2.423852e-01
TCGA-HW-7493-01A-11R-2027-07	1.026491e+00	3.709790e-01	4.879783e-02	6.004185e-01	1.465794e+00	1.181057e+00	7.385047e-01	8.688187e-01	7.016559e-01	0	2.388848e-01
TCGA-HW-7495-01A-11R-2027-07	8.456483e-01	1.088460e+00	1.112623e-02	0	1.356769e+00	1.090262e+00	1.396997e+00	1.780261e+00	5.288798e-01	0	2.441833e-01
TCGA-HW-8319-01A-11R-2404-07	9.493064e-01	6.869603e-01	2.142365e-01	1.167535e-01	1.823916e+00	6.846606e-01	1.429629e+00	7.395581e-01	3.095526e-01	0	1.989197e-01
TCGA-HW-8320-01A-11R-2404-07	2.913167e-01	1.744595e-01	0	4.934852e-01	1.324139e+00	1.654037e-01	1.399322e+00	7.672099e-01	4.034082e-01	0	2.572312e-01
TCGA-HW-8321-01A-11R-2404-07	4.748099e-01	7.624846e-01	2.424555e-03	5.868309e-01	1.401268e+00	1.868799e-02	1.309385e+00	1.100620e+00	3.132271e-01	0	1.588617e-01
TCGA-HW-8322-01A-11R-2404-07	2.333855e-01	7.266464e-01	2.902173e-01	1.666704e-01	1.522087e+00	2.556239e-01	1.304697e+00	2.387296e+00	6.300722e-01	0	1.289420e-01
TCGA-HW-A5KJ-01A-12R-A27Q-07	5.878717e-01	2.061759e-01	1.554748e-01	4.948106e-01	3.184947e-02	5.494084e-01	1.597972e+00	2.293186e+00	8.792669e-01	0	1.597424e-01
TCGA-HW-A5KK-01A-11R-A27Q-07	2.358510e-01	1.365281e+00	1.771207e-01	1.037326e+00	7.911518e-01	1.685047e+00	1.577069e+00	7.518808e-01	2.700441e-01	1.677962e-01	6.447223e-02
TCGA-HW-A5KL-01A-11R-A27Q-07	8.629401e-02	8.544514e-01	0	8.446321e-02	1.377819e+00	6.021495e-01	1.500113e+00	7.998886e-01	4.998682e-01	0	1.123182e-01
TCGA-HW-A5KM-01A-11R-A27Q-07	0	4.202534e-01	0	1.221123e+00	1.310867e+00	1.024793e-01	1.162480e+00	4.402133e-01	9.130097e-01	0	0
TCGA-IK-7675-01A-11R-2090-07	0	6.849372e-01	1.990522e-01	3.733093e-01	1.295011e+00	2.972154e-01	1.280323e+00	5.443373e-01	4.498490e-01	1.291012e-02	3.388380e-01
TCGA-IK-8125-01A-11R-2256-07	7.592675e-01	5.372512e-01	1.709951e-01	2.176340e-01	1.359620e+00	7.894327e-01	1.139293e+00	2.182619e+00	4.753857e-01	0	1.712640e-01
TCGA-KT-A74X-01A-11R-A32Q-07	4.005422e-02	7.325855e-01	1.221951e-01	3.035310e-01	9.669642e-01	6.862894e-01	1.320286e+00	2.817863e+00	4.984505e-01	1.133286e-01	1.397304e-01
TCGA-KT-A7W1-01A-11R-A34F-07	1.111193e-01	2.688049e-01	6.916495e-01	9.675327e-01	1.197550e+00	2.421905e+00	1.855119e+00	6.909282e-01	5.461460e-01	8.023723e-02	9.076987e-02
TCGA-P5-A5ET-01A-11R-A27Q-07	5.900328e-01	9.217687e-01	1.896979e-01	0	9.321865e-01	8.169092e-01	1.446447e+00	1.718106e+00	4.829728e-01	0	3.423452e-01
TCGA-P5-A5EU-01A-11R-A27Q-07	0	3.788294e-01	3.871303e-01	1.459190e+00	1.387791e+00	3.566029e-01	1.380958e+00	8.327110e-01	9.140378e-01	0	3.230592e-01
TCGA-P5-A5EV-01A-11R-A27Q-07	1.599051e-01	4.505583e-01	2.010454e-02	1.862716e-01	8.056844e-01	8.645352e-01	1.157801e+00	1.298721e+00	7.875855e-01	0	7.923074e-03
TCGA-P5-A5EW-01A-11R-A27Q-07	1.698200e-01	6.201190e-01	0	1.788614e-01	1.309318e+00	8.799784e-01	1.150905e+00	4.565936e-01	4.772892e-01	0	2.272177e-01
TCGA-P5-A5EX-01A-12R-A28M-07	3.292880e-02	1.863388e-01	0	1.727314e+00	4.798162e-01	2.103041e+00	1.321624e+00	1.309804e+00	1.141315e+00	0	5.679384e-01
TCGA-P5-A5EY-01A-11R-A27Q-07	1.006000e+00	6.982393e-01	3.352024e-02	3.288951e-01	7.952845e-01	2.139393e+00	9.841374e-01	1.332623e+00	4.028776e-01	2.467286e-01	1.546780e-01
TCGA-P5-A5EZ-01A-11R-A27Q-07	1.809430e-02	1.188125e+00	2.073358e-01	5.528862e-01	8.802698e-01	4.428469e-01	1.340191e+00	8.560611e-01	6.791459e-01	1.959722e-02	1.591640e-01
TCGA-P5-A5F0-01A-11R-A28M-07	1.038440e+00	5.541537e-01	1.458437e-01	0	1.305413e+00	5.977890e-01	1.450543e+00	2.247345e+00	3.791413e-01	0	2.019031e-01
TCGA-P5-A5F1-01A-11R-A28M-07	9.570764e-02	5.795590e-01	0	4.982819e-01	9.471416e-02	2.054635e+00	1.247496e+00	3.429424e-01	5.699393e-01	0	3.571584e-01
TCGA-P5-A5F2-01A-11R-A28M-07	9.171286e-01	6.898046e-01	0	2.171584e-01	8.720265e-01	1.291202e+00	1.690316e+00	8.665975e-01	3.974244e-01	0	2.487759e-01
TCGA-P5-A5F4-01A-11R-A28M-07	1.230441e+00	7.498171e-01	1.229065e-01	5.436451e-02	1.030966e+00	7.906975e-01	1.502893e+00	9.625678e-01	5.260007e-01	0	2.689676e-01
TCGA-P5-A5F6-01A-11R-A28M-07	1.780261e-01	0	2.653636e-01	1.585484e+00	0	1.301050e+00	1.168453e+00	0	6.800433e+00	0	1.867786e-01
TCGA-P5-A72U-01A-31R-A32Q-07	7.518189e-04	2.889454e-01	2.609810e-01	1.298275e+00	3.903040e-01	3.302552e+00	1.638186e+00	6.326198e-01	9.779645e-01	6.651375e-02	2.130910e-01
TCGA-P5-A72W-01A-11R-A32Q-07	5.418619e-02	6.588155e-01	4.299818e-02	4.356867e-01	1.800509e-01	5.565500e-01	1.481617e+00	5.702716e-01	2.630497e-01	0	3.521508e-01
TCGA-P5-A72X-01A-11R-A32Q-07	4.866522e-01	4.218873e-01	3.690240e-02	4.540394e-01	9.118151e-01	1.216339e+00	1.393179e+00	8.158571e-01	3.180421e-01	0	4.886154e-01
TCGA-P5-A72Z-01A-11R-A32Q-07	0	3.790265e-01	0	3.596259e-01	8.651663e-01	0	1.697442e+00	3.049398e+00	1.031516e+00	4.411717e-01	1.955228e-01
TCGA-P5-A730-01A-11R-A32Q-07	0	8.306757e-01	0	6.610269e-01	5.787253e-01	3.464371e-01	1.450587e+00	1.890314e+00	6.954690e-01	0	4.497897e-01
TCGA-P5-A731-01A-11R-A32Q-07	7.552562e-01	5.496164e-01	2.210073e-01	8.107897e-01	9.779583e-01	1.422401e+00	1.283136e+00	1.351004e+00	6.147504e-01	1.942093e-02	3.173384e-01
TCGA-P5-A733-01A-11R-A32Q-07	4.934299e-01	2.752277e-01	0	2.824107e-01	6.276777e-01	1.664727e+00	1.269498e+00	7.166582e-01	5.552152e-01	0	2.320264e-01
TCGA-P5-A735-01A-11R-A32Q-07	3.632160e-01	8.875967e-01	1.142396e-01	0	1.014316e+00	4.025336e-01	1.627742e+00	7.141419e-01	3.337160e-01	0	2.104057e-01
TCGA-P5-A736-01A-11R-A32Q-07	3.677864e-01	7.822828e-01	0	8.610396e-01	5.952707e-01	1.859524e+00	1.283569e+00	5.014464e-01	5.519212e-01	0	3.438289e-01
TCGA-P5-A737-01A-11R-A32Q-07	2.960954e-01	5.543223e-01	1.686766e-01	1.440278e-01	1.022814e+00	4.358631e-01	1.444602e+00	2.277712e+00	4.376278e-01	0	3.290838e-01
TCGA-P5-A77W-01A-11R-A32Q-07	1.407618e-01	6.263739e-01	3.702932e-02	2.686588e-01	1.054770e+00	1.891681e-02	1.346199e+00	2.816660e+00	8.319006e-01	4.706542e-02	1.678095e-01
TCGA-P5-A77X-01A-11R-A32Q-07	8.316990e-01	6.318367e-01	5.678937e-02	0	1.188490e+00	1.194024e+00	1.415291e+00	1.974717e+00	5.058755e-01	0	2.198722e-01
TCGA-P5-A780-01A-12R-A32Q-07	2.939729e-01	1.076468e+00	4.001464e-02	8.437010e-01	1.361098e+00	1.055228e-01	1.556144e+00	1.003363e+00	3.503299e-01	5.860533e-02	1.400625e-01
TCGA-P5-A781-01A-11R-A32Q-07	5.408531e-01	9.421918e-01	7.778949e-02	1.111870e-02	1.084252e+00	1.318507e+00	1.299854e+00	1.659997e+00	5.530872e-01	0	2.820976e-01
