sampleID	D11.8_CHAN-INTERFERON-PRODUCING-DENDRITIC-CELL	D8.6_DOANE-BREAST-CANCER-ESR1-DN	D11.3_FARMER-BREAST-CANCER-CLUSTER-5	D11.5_NAKAYAMA-SOFT-TISSUE-TUMORS-PCA2-DN	D11.10_REACTOME-GLUCURONIDATION	D11.1_MODULE-352	D11.2_NADH-DEHYDROGENASE-COMPLEX	D9.8_SMID-BREAST-CANCER-RELAPSE-IN-LIVER-DN	D9.2_FINETTI-BREAST-CANCERS-KINOME-BLUE
TCGA-A7-A13G-01A-11R-A13Q-07	0	2.619301e-01	9.184626e-01	4.527158e-01	0	3.659707e+00	2.761381e+00	1.456644e+00	2.139126e+00
TCGA-A7-A13H-01A-11R-A22K-07	4.784899e-01	6.383305e-01	1.086073e+00	8.355436e-01	0	2.976058e+00	2.952937e+00	2.797461e-01	2.935175e+00
TCGA-A7-A26E-01A-11R-A169-07	6.241577e-02	2.848511e-01	1.215062e+00	6.621457e-01	0	4.049298e+00	2.141144e+00	5.758421e-01	2.464793e+00
TCGA-A7-A26F-01A-21R-A169-07	6.981580e-01	7.814466e-01	1.581734e+00	1.559484e-01	6.140116e-01	4.521706e+00	2.060691e+00	0	0
TCGA-A7-A26G-01A-21R-A169-07	5.705113e-01	1.117302e+00	1.351723e+00	7.510470e-01	6.307744e-02	4.357229e+00	2.023227e+00	2.839719e-01	5.796677e-02
TCGA-A7-A26H-01A-11R-A169-07	2.431929e-01	6.304856e-02	1.298670e+00	6.169907e-01	0	3.801420e+00	2.543586e+00	6.141259e-01	2.425341e+00
TCGA-A7-A26I-01A-11R-A169-07	2.856914e-01	1.222366e+00	1.576754e+00	2.927862e-01	0	4.407650e+00	2.766611e+00	0	0
TCGA-A7-A26J-01A-11R-A169-07	2.632835e-01	2.690569e-01	1.301249e+00	3.172412e-01	0	4.022527e+00	2.415043e+00	1.143975e+00	2.133307e+00
TCGA-A7-A2KD-01A-31R-A21T-07	4.443142e-01	6.401665e-02	1.421304e+00	2.139218e-01	1.223281e-01	3.751564e+00	2.747387e+00	3.019514e-01	2.296797e+00
TCGA-A7-A3IY-01A-21R-A21T-07	2.952550e-01	9.785376e-01	1.259826e+00	4.493291e-01	0	2.961188e+00	3.287669e+00	1.540437e+00	1.094728e+00
TCGA-A7-A3IZ-01A-11R-A213-07	0	0	6.799799e-01	4.479399e-01	0	3.802840e+00	2.882682e+00	9.801428e-01	3.508466e+00
TCGA-A7-A3J0-01A-11R-A213-07	3.230663e-01	5.831771e-01	7.648966e-01	3.012403e-01	0	3.447637e+00	3.069096e+00	1.944940e+00	1.400676e+00
TCGA-A7-A3J1-01A-11R-A213-07	5.147738e-01	2.322724e-01	7.981408e-01	1.147250e+00	0	3.126775e+00	2.707458e+00	5.882373e-01	2.824656e+00
TCGA-A7-A3RF-01A-11R-A22K-07	0	0	8.922688e-01	3.003295e-01	0	3.021941e+00	3.763470e+00	2.245621e+00	1.369256e+00
TCGA-A7-A425-01A-11R-A24H-07	3.027709e-01	7.264545e-01	8.382877e-01	1.284233e+00	9.781196e-03	2.351067e+00	3.461719e+00	5.829717e-01	2.223477e+00
TCGA-A7-A426-01A-22R-A24H-07	2.331385e-01	1.057313e+00	8.117800e-01	1.242006e+00	0	2.520765e+00	3.200669e+00	3.910906e-01	3.108945e+00
TCGA-A7-A4SA-01A-11R-A266-07	5.062445e-01	4.016520e-01	9.532989e-01	1.046644e+00	0	3.160424e+00	2.997254e+00	5.843775e-01	2.676656e+00
TCGA-A7-A4SB-01A-21R-A266-07	9.610802e-03	5.751056e-01	8.521733e-01	9.010353e-01	0	3.185922e+00	3.224875e+00	1.493732e-01	3.519035e+00
TCGA-A7-A4SC-01A-12R-A266-07	2.538683e-01	5.608032e-01	9.732488e-01	1.153930e+00	2.435026e-02	3.332290e+00	2.555013e+00	4.992338e-01	1.830477e+00
TCGA-A7-A4SD-01A-11R-A266-07	8.047083e-01	1.450242e+00	1.414018e+00	1.261271e-01	0	3.709809e+00	3.246269e+00	3.800298e-02	5.303480e-02
TCGA-A7-A4SE-01A-11R-A266-07	4.433295e-01	1.536222e+00	1.448560e+00	5.890084e-01	0	3.488504e+00	3.119594e+00	0	5.548707e-01
TCGA-A7-A4SF-01A-11R-A266-07	3.020496e-01	0	8.962799e-01	1.734888e-01	8.924428e-02	3.308192e+00	3.683249e+00	2.571987e-01	2.642164e+00
TCGA-A7-A56D-01A-11R-A27Q-07	3.714373e-01	0	1.656308e+00	1.773779e-01	2.475308e-01	1.599558e+00	4.979352e+00	9.827712e-01	1.156445e+00
TCGA-A7-A5ZV-01A-11R-A28M-07	1.659349e-01	1.362232e+00	1.072819e+00	3.806961e-01	0	3.506482e+00	3.872313e+00	5.096081e-02	0
TCGA-A7-A5ZW-01A-12R-A29R-07	1.858120e-01	6.671425e-01	1.405869e+00	6.421357e-01	0	3.188953e+00	2.967163e+00	6.542895e-02	2.658563e+00
TCGA-A7-A5ZX-01A-12R-A29R-07	4.626321e-02	1.083639e+00	1.097939e+00	8.426342e-01	0	2.879658e+00	3.020685e+00	2.907471e-02	2.973861e+00
TCGA-A7-A6VV-01A-22R-A33J-07	4.426963e-01	1.509042e+00	1.529462e+00	4.085992e-01	0	3.571484e+00	3.282583e+00	0	1.384376e-01
TCGA-A7-A6VW-01A-21R-A33J-07	7.287399e-01	1.459907e+00	1.120021e+00	1.892651e-01	1.809851e-01	2.787919e+00	4.171757e+00	1.792505e-01	1.156773e-01
TCGA-A7-A6VX-01A-12R-A33J-07	1.650366e-01	2.299001e-02	1.349670e+00	4.105339e-01	0	3.456054e+00	3.266962e+00	5.039238e-01	1.804618e+00
TCGA-A7-A6VY-01A-12R-A33J-07	7.844413e-01	1.483690e+00	1.444524e+00	7.942671e-02	0	3.393853e+00	3.621401e+00	3.432320e-02	6.413453e-02
TCGA-A8-A06N-01A-11R-A00Z-07	0	0	6.852230e-02	1.087517e-01	0	4.251400e+00	3.125927e+00	7.948738e-01	4.027228e+00
TCGA-A8-A06O-01A-11R-A00Z-07	2.690943e-01	0	8.160795e-01	7.556745e-01	0	3.652891e+00	3.169016e+00	3.645203e-01	3.059513e+00
TCGA-A8-A06P-01A-11R-A00Z-07	6.925561e-02	9.764576e-04	1.349156e+00	8.595085e-01	0	3.250512e+00	3.131423e+00	2.673851e-01	2.894549e+00
TCGA-A8-A06Q-01A-11R-A034-07	1.257775e-01	5.667259e-03	4.805308e-01	1.126388e-01	3.357748e-01	4.153327e+00	3.012487e+00	6.338621e-01	1.763047e+00
TCGA-A8-A06R-01A-11R-A00Z-07	3.996115e-01	4.457885e-02	1.571720e+00	2.163632e-01	2.743036e-01	3.571847e+00	3.259935e+00	3.526720e-01	1.266423e+00
TCGA-A8-A06T-01A-11R-A00Z-07	2.490748e-01	0	7.788683e-01	4.611417e-01	0	3.614241e+00	3.178905e+00	1.248047e+00	2.373535e+00
TCGA-A8-A06U-01A-11R-A00Z-07	4.852179e-01	3.515083e-01	1.093910e+00	9.275099e-02	0	3.721667e+00	3.094516e+00	1.477529e+00	1.267456e+00
TCGA-A8-A06X-01A-21R-A00Z-07	3.777760e-01	0	1.021047e+00	3.100800e-01	0	3.757365e+00	3.529293e+00	4.237184e-01	2.069745e+00
TCGA-A8-A06Y-01A-21R-A00Z-07	1.383578e-02	4.223189e-01	8.544730e-01	2.150353e-01	0	3.701667e+00	3.241310e+00	1.522988e+00	1.445590e+00
TCGA-A8-A06Z-01A-11R-A00Z-07	0	0	6.803524e-01	6.013877e-02	0	3.808857e+00	3.337539e+00	2.142461e+00	1.472739e+00
TCGA-A8-A075-01A-11R-A084-07	3.983118e-01	0	1.295679e+00	3.328807e-01	3.766290e-01	3.658400e+00	3.011168e+00	9.157424e-02	1.762215e+00
TCGA-A8-A076-01A-21R-A00Z-07	2.628521e-01	0	1.317762e+00	2.983038e-01	3.082302e-01	3.847134e+00	2.851840e+00	6.054645e-01	1.595577e+00
TCGA-A8-A079-01A-21R-A00Z-07	1.647917e-01	0	8.625784e-01	3.350216e-01	0	3.577871e+00	3.535771e+00	5.216199e-01	3.112027e+00
TCGA-A8-A07B-01A-11R-A00Z-07	9.929262e-02	7.039028e-02	1.354546e+00	1.236770e-01	2.613633e-01	4.060629e+00	2.787209e+00	0	1.683433e+00
TCGA-A8-A07C-01A-11R-A034-07	4.413832e-01	1.237259e+00	1.014817e+00	2.456297e-01	0	4.897721e+00	2.492665e+00	0	1.437483e-01
TCGA-A8-A07E-01A-11R-A034-07	2.917956e-01	3.869170e-01	1.400265e+00	9.205496e-01	1.293078e-01	3.698281e+00	2.501973e+00	3.721852e-01	1.441472e+00
TCGA-A8-A07F-01A-11R-A00Z-07	2.541700e-01	4.718856e-02	1.260220e+00	2.383154e-01	2.322093e-03	4.096377e+00	2.448303e+00	0	2.534437e+00
TCGA-A8-A07G-01A-11R-A034-07	2.619041e-01	3.501434e-01	1.554657e+00	4.633521e-01	1.706515e-01	3.726355e+00	2.574032e+00	5.894089e-01	1.487601e+00
TCGA-A8-A07I-01A-11R-A00Z-07	3.699513e-01	0	1.444286e+00	3.853646e-01	5.855974e-02	3.987101e+00	2.668913e+00	2.607706e-01	2.016221e+00
TCGA-A8-A07J-01A-11R-A00Z-07	1.399950e-01	0	1.208134e+00	1.243086e+00	0	3.469651e+00	2.697201e+00	6.608654e-01	2.176835e+00
TCGA-A8-A07L-01A-11R-A00Z-07	2.897133e-02	0	1.259638e+00	2.130320e-01	0	4.081367e+00	3.222401e+00	6.914070e-02	2.745898e+00
TCGA-A8-A07O-01A-11R-A00Z-07	4.885262e-01	1.098873e+00	1.099363e+00	0	0	4.262898e+00	3.269916e+00	3.757613e-01	0
TCGA-A8-A07P-01A-11R-A00Z-07	9.165980e-02	0	1.043165e+00	3.561028e-01	0	3.613821e+00	3.131651e+00	9.008057e-01	2.859374e+00
TCGA-A8-A07R-01A-21R-A034-07	4.284603e-01	1.621044e+00	1.018951e+00	0	0	4.040017e+00	3.353628e+00	7.286764e-02	2.053739e-01
TCGA-A8-A07S-01A-11R-A034-07	4.846557e-03	8.366722e-02	1.112477e+00	2.737966e-01	0	3.595601e+00	3.024567e+00	1.901311e+00	1.385423e+00
TCGA-A8-A07U-01A-11R-A034-07	1.112799e+00	7.694836e-01	9.981926e-01	8.038074e-01	1.176665e-01	3.900618e+00	2.693060e+00	3.074836e-01	2.298295e-01
TCGA-A8-A07W-01A-11R-A00Z-07	1.686882e-01	0	1.179747e+00	3.836377e-01	1.003698e-01	3.881558e+00	3.123537e+00	3.346017e-01	2.326491e+00
TCGA-A8-A07Z-01A-11R-A00Z-07	2.177198e-01	8.356832e-02	9.172081e-01	2.401977e-01	0	3.024728e+00	3.732073e+00	1.643626e+00	2.215708e+00
TCGA-A8-A081-01A-11R-A00Z-07	6.065311e-01	0	6.515332e-01	1.832677e-01	4.673807e-01	4.053696e+00	2.679758e+00	2.048294e-01	2.273755e+00
TCGA-A8-A082-01A-11R-A00Z-07	0	0	1.189727e+00	2.444179e-01	0	3.607862e+00	3.258705e+00	5.193952e-01	3.093838e+00
TCGA-A8-A083-01A-21R-A00Z-07	0	0	6.338668e-01	2.631369e-01	0	3.470483e+00	3.232041e+00	1.700276e+00	2.181231e+00
TCGA-A8-A084-01A-21R-A00Z-07	2.189412e-01	0	1.372163e+00	3.788202e-02	2.877408e-01	3.622204e+00	2.881240e+00	8.859212e-01	1.065206e+00
TCGA-A8-A085-01A-11R-A00Z-07	0	0	1.193102e+00	1.714926e-01	0	3.889226e+00	3.247964e+00	6.544316e-01	2.710630e+00
TCGA-A8-A086-01A-11R-A00Z-07	5.944295e-02	3.657349e-01	1.466792e+00	2.947722e-01	0	3.627936e+00	3.105907e+00	6.284261e-01	2.706636e+00
TCGA-A8-A08A-01A-11R-A32Y-07	6.588996e-02	0	1.109762e+00	4.546759e-01	0	3.138727e+00	3.425722e+00	1.025729e+00	2.357764e+00
TCGA-A8-A08B-01A-11R-A00Z-07	5.568859e-01	2.591566e-01	9.738571e-01	0	4.575510e-01	3.538466e+00	3.145336e+00	3.773706e-01	1.423629e+00
TCGA-A8-A08C-01A-11R-A00Z-07	0	0	8.925128e-01	4.563687e-01	0	3.863092e+00	2.964084e+00	7.488026e-01	2.057056e+00
TCGA-A8-A08F-01A-11R-A00Z-07	3.556691e-01	0	1.238029e+00	1.665349e-01	0	3.707054e+00	3.263164e+00	7.568866e-01	2.128120e+00
TCGA-A8-A08G-01A-11R-A00Z-07	2.496013e-01	0	1.143672e+00	2.832098e-01	0	3.629295e+00	3.278381e+00	1.264988e+00	2.102329e+00
TCGA-A8-A08H-01A-21R-A00Z-07	5.653968e-01	5.570907e-01	1.248704e+00	1.391544e+00	0	3.444947e+00	2.717479e+00	5.060060e-01	9.462204e-01
TCGA-A8-A08I-01A-11R-A00Z-07	7.915518e-01	0	6.726498e-01	2.889681e-01	0	3.930731e+00	2.640333e+00	7.509325e-01	2.809179e+00
TCGA-A8-A08J-01A-11R-A00Z-07	2.538093e-01	0	1.449453e+00	1.015615e-01	2.717700e-01	3.607735e+00	3.222336e+00	1.105675e+00	1.344571e+00
TCGA-A8-A08L-01A-11R-A00Z-07	3.717868e-01	1.336553e-01	1.054676e+00	4.674957e-01	4.214759e-01	3.866198e+00	3.086538e+00	0	1.644953e+00
TCGA-A8-A08O-01A-21R-A056-07	1.884773e-02	6.092979e-01	1.194885e+00	6.506858e-01	0	3.783754e+00	2.648004e+00	2.077499e-01	3.311177e+00
TCGA-A8-A08P-01A-11R-A00Z-07	6.250996e-01	0	1.286819e+00	2.114993e-01	6.417140e-02	3.668627e+00	3.174521e+00	3.630172e-01	1.939580e+00
TCGA-A8-A08R-01A-11R-A034-07	6.992987e-01	1.310000e+00	1.263361e+00	2.496347e-01	0	4.208726e+00	2.928525e+00	0	1.420587e-01
TCGA-A8-A08S-01A-11R-A034-07	3.192291e-01	0	1.121842e+00	1.719637e-01	0	3.778271e+00	2.932386e+00	9.602456e-01	2.155733e+00
TCGA-A8-A08T-01A-21R-A00Z-07	7.297935e-02	1.702792e-02	1.169334e+00	4.106724e-01	0	3.769908e+00	2.884485e+00	3.692103e-01	2.740482e+00
TCGA-A8-A08X-01A-21R-A00Z-07	5.835413e-01	5.500512e-01	1.600805e+00	2.585944e-01	7.294158e-01	3.695355e+00	3.114122e+00	0	4.490741e-02
TCGA-A8-A08Z-01A-21R-A00Z-07	1.661170e-01	0	1.662076e+00	4.767801e-01	0	3.860128e+00	2.784948e+00	2.143499e-01	2.012312e+00
TCGA-A8-A090-01A-11R-A00Z-07	2.802648e-01	3.354818e-02	1.178289e+00	4.709772e-01	0	3.767899e+00	2.957305e+00	7.992365e-01	2.208994e+00
TCGA-A8-A091-01A-11R-A00Z-07	0	1.394027e-02	8.100252e-01	7.656300e-01	0	3.891371e+00	2.594506e+00	4.271926e-01	3.698792e+00
TCGA-A8-A092-01A-11R-A00Z-07	2.741019e-01	3.613526e-02	1.196970e+00	7.183152e-02	1.035479e-01	3.806084e+00	3.145323e+00	1.946147e-01	2.567388e+00
TCGA-A8-A093-01A-11R-A00Z-07	0	0	1.202738e+00	5.092421e-01	0	3.484639e+00	3.050903e+00	7.679012e-01	2.998248e+00
TCGA-A8-A094-01A-11R-A00Z-07	6.390270e-01	1.601337e-01	1.305821e+00	7.323360e-02	9.669174e-01	3.924459e+00	2.596619e+00	4.883902e-01	1.482521e-01
TCGA-A8-A095-01A-11R-A00Z-07	2.129059e-01	2.809918e-01	1.141118e+00	5.532263e-01	0	3.721999e+00	2.568852e+00	8.563465e-01	1.879000e+00
TCGA-A8-A096-01A-11R-A00Z-07	2.887529e-01	0	1.473814e+00	2.977782e-01	0	3.693182e+00	2.763522e+00	1.543767e+00	1.300806e+00
TCGA-A8-A097-01A-11R-A034-07	3.025501e-01	3.775854e-01	1.452265e+00	5.919052e-01	5.742669e-02	3.746670e+00	2.704697e+00	2.360753e-01	2.145974e+00
TCGA-A8-A099-01A-11R-A00Z-07	0	0	1.025540e+00	1.847052e-01	0	3.881277e+00	2.704697e+00	2.051663e+00	1.130390e+00
TCGA-A8-A09A-01A-11R-A00Z-07	2.751704e-01	5.512792e-01	1.207650e+00	6.851463e-01	0	3.996167e+00	2.477827e+00	7.292318e-02	2.765485e+00
TCGA-A8-A09B-01A-11R-A00Z-07	4.207211e-02	1.152611e-01	1.120704e+00	7.255625e-01	0	3.278686e+00	3.041833e+00	7.936605e-01	2.910221e+00
TCGA-A8-A09C-01A-11R-A00Z-07	0	0	1.005793e+00	5.895068e-01	0	3.612338e+00	3.138559e+00	6.260373e-01	2.742058e+00
TCGA-A8-A09D-01A-11R-A00Z-07	2.244079e-01	0	1.116848e+00	1.234350e+00	5.187058e-02	3.722136e+00	2.828577e+00	2.642900e-01	2.127725e+00
TCGA-A8-A09E-01A-11R-A00Z-07	1.421879e-01	0	8.738402e-01	4.469987e-01	0	3.329973e+00	3.488695e+00	1.379716e+00	1.998580e+00
TCGA-A8-A09G-01A-21R-A00Z-07	5.324184e-01	0	7.696780e-01	5.105751e-01	8.028508e-01	4.043018e+00	2.439042e+00	3.543717e-01	6.162990e-01
TCGA-A8-A09I-01A-22R-A034-07	4.694185e-01	0	1.240716e+00	2.790124e-02	2.564575e-01	3.904162e+00	2.930220e+00	9.266277e-01	1.166129e+00
TCGA-A8-A09K-01A-11R-A00Z-07	3.099515e-01	0	3.252567e-01	3.843439e-01	0	3.948945e+00	3.100536e+00	4.229263e-01	3.917426e+00
TCGA-A8-A09M-01A-11R-A00Z-07	4.256453e-01	0	8.756878e-01	1.842587e-01	0	3.504966e+00	3.462070e+00	1.084363e+00	2.485875e+00
TCGA-A8-A09N-01A-11R-A00Z-07	2.353330e-01	0	1.096572e+00	1.729052e-01	0	3.757725e+00	3.030699e+00	8.726489e-01	2.179356e+00
TCGA-A8-A09Q-01A-11R-A00Z-07	3.606021e-01	0	9.659780e-01	5.488611e-01	0	3.807748e+00	2.965177e+00	1.067194e-01	3.089160e+00
TCGA-A8-A09R-01A-11R-A00Z-07	3.196253e-01	0	1.456460e+00	1.919751e-01	0	3.864921e+00	2.708965e+00	1.435861e+00	1.399722e+00
TCGA-A8-A09T-01A-11R-A00Z-07	6.128647e-02	1.448767e-01	1.408688e+00	1.041040e-01	0	3.442469e+00	3.200120e+00	5.444573e-01	2.697829e+00
TCGA-A8-A09V-01A-11R-A034-07	0	1.161687e-01	1.193552e+00	4.476273e-01	0	3.937808e+00	2.344090e+00	6.886841e-01	3.056278e+00
TCGA-A8-A09W-01A-11R-A00Z-07	2.254699e-01	0	1.041154e+00	4.467764e-01	4.350198e-01	4.030719e+00	2.762780e+00	2.265928e-01	1.737212e+00
TCGA-A8-A09X-01A-11R-A00Z-07	6.241433e-01	0	1.060951e+00	5.344550e-01	1.082763e+00	3.718809e+00	2.884656e+00	0	5.165296e-01
TCGA-A8-A09Z-01A-11R-A00Z-07	3.463704e-01	0	8.748491e-01	2.703472e-01	0	3.640445e+00	3.505647e+00	9.322983e-01	1.726499e+00
TCGA-A8-A0A1-01A-11R-A00Z-07	3.188498e-01	0	1.085842e+00	8.995511e-01	0	3.548335e+00	2.452722e+00	1.058060e+00	2.102089e+00
TCGA-A8-A0A2-01A-11R-A034-07	9.237672e-02	0	1.173371e+00	3.663490e-01	0	3.744945e+00	2.789290e+00	3.616683e-01	3.500574e+00
TCGA-A8-A0A4-01A-11R-A00Z-07	1.387865e-01	8.985859e-01	9.670450e-01	8.443948e-01	0	3.379225e+00	2.812392e+00	1.571946e-01	2.965617e+00
TCGA-A8-A0A6-01A-12R-A056-07	5.981964e-01	6.203065e-01	1.019928e+00	6.619348e-01	1.561636e-01	3.602451e+00	2.385230e+00	7.158232e-01	1.595949e+00
TCGA-A8-A0A7-01A-11R-A00Z-07	8.669657e-01	1.142193e-03	1.259337e+00	6.673451e-01	4.438514e-01	3.622553e+00	2.834060e+00	1.813435e-02	1.349448e+00
TCGA-A8-A0A9-01A-11R-A00Z-07	1.081049e-01	0	1.276496e+00	2.918417e-01	0	3.538105e+00	3.280327e+00	7.674344e-01	2.569986e+00
TCGA-A8-A0AB-01A-11R-A034-07	0	3.861151e-01	1.036550e+00	3.914700e-01	0	3.923256e+00	2.748977e+00	0	3.221092e+00
TCGA-A8-A0AD-01A-11R-A056-07	0	0	1.252777e+00	5.310726e-01	0	3.702447e+00	2.731858e+00	1.225996e+00	2.172257e+00
TCGA-AC-A23C-01A-12R-A169-07	4.098759e-01	1.476857e-01	1.198995e+00	5.734756e-01	8.089485e-02	3.937056e+00	2.299558e+00	8.643953e-01	1.501594e+00
TCGA-AC-A23E-01A-11R-A157-07	6.949993e-02	1.159829e-01	1.734093e+00	3.565074e-01	0	3.803227e+00	2.592504e+00	8.210398e-01	1.461505e+00
TCGA-AC-A23G-01A-11R-A213-07	2.661293e-01	8.555787e-01	1.679859e+00	8.572723e-01	0	2.968650e+00	3.045719e+00	4.047095e-01	1.792273e+00
TCGA-AC-A23H-11A-12R-A157-07	9.617448e-02	1.696887e+00	6.089777e-01	1.840992e+00	1.425177e-01	3.675875e+00	1.771863e+00	3.567745e-01	9.870507e-01
TCGA-AC-A23H-01A-11R-A157-07	1.193174e-02	0	1.474533e+00	3.305418e-02	8.969059e-01	4.096346e+00	2.816538e+00	3.338538e-01	5.083221e-01
TCGA-AC-A2B8-01A-11R-A17B-07	2.500517e-01	1.586461e-01	1.255986e+00	1.068387e+00	0	3.567764e+00	2.437535e+00	2.310891e-01	2.695891e+00
TCGA-AC-A2BK-01A-11R-A21T-07	5.399957e-02	1.237372e+00	7.645682e-01	1.916493e-01	0	4.570986e+00	3.139490e+00	0	4.893969e-01
TCGA-AC-A2BM-01A-11R-A21T-07	2.370815e-01	0	8.598553e-01	4.069763e-01	0	3.822425e+00	3.038077e+00	8.060061e-01	2.929664e+00
TCGA-AC-A2FB-11A-13R-A17B-07	1.910174e-01	1.603391e+00	5.598151e-01	2.045481e+00	1.990388e-03	3.182548e+00	2.174176e+00	5.050093e-01	1.407109e+00
TCGA-AC-A2FB-01A-11R-A17B-07	6.835189e-01	6.658959e-01	8.213896e-01	8.790805e-01	1.302297e-01	3.546891e+00	2.325552e+00	2.076938e-01	2.704976e+00
TCGA-AC-A2FE-01A-11R-A19W-07	4.995255e-01	1.766212e-01	1.050321e+00	1.057814e+00	0	3.053336e+00	2.957054e+00	4.594697e-01	2.385323e+00
TCGA-AC-A2FF-11A-13R-A17B-07	4.045894e-01	1.466043e+00	7.760261e-01	1.137704e+00	2.976199e-01	3.440528e+00	2.242992e+00	1.409358e-01	1.723396e+00
TCGA-AC-A2FF-01A-11R-A17B-07	4.133887e-01	7.561561e-01	9.347631e-01	1.467486e+00	2.711173e-02	3.511553e+00	2.223114e+00	0	2.524080e+00
TCGA-AC-A2FG-01A-11R-A17B-07	1.189650e-01	1.141819e+00	6.584054e-01	1.170514e+00	8.799359e-02	3.251443e+00	2.464865e+00	4.765788e-01	2.410002e+00
TCGA-AC-A2FK-01A-12R-A180-07	2.367595e-01	1.655875e+00	5.814929e-01	1.150615e+00	3.708556e-01	3.618110e+00	1.909245e+00	1.247131e-02	1.963119e+00
TCGA-AC-A2FM-11B-32R-A19W-07	1.450637e-01	1.836182e+00	4.397539e-01	1.678656e+00	1.486032e-01	2.075971e+00	3.388708e+00	2.376489e-01	2.206305e+00
TCGA-AC-A2FM-01A-11R-A19W-07	0	2.166352e-01	6.588120e-01	8.749520e-01	0	3.427486e+00	3.256687e+00	3.463764e-01	3.889748e+00
TCGA-AC-A2FO-01A-11R-A180-07	4.342096e-01	4.346649e-01	8.738187e-01	1.246079e+00	0	3.373720e+00	2.537470e+00	1.853277e-01	3.219419e+00
TCGA-AC-A2QH-01A-11R-A18M-07	0	3.417734e-02	1.556205e+00	8.776448e-01	0	3.999415e+00	3.251066e+00	0	0
TCGA-AC-A2QI-01A-12R-A19W-07	2.543786e-01	1.974820e-01	1.300461e+00	6.832499e-01	0	3.187891e+00	2.993317e+00	6.968554e-01	2.121936e+00
TCGA-AC-A2QJ-01A-12R-A19W-07	5.047426e-01	7.374486e-01	1.604002e+00	8.565203e-01	0	1.674165e+00	4.979599e+00	7.671282e-02	0
TCGA-AC-A3BB-01A-21R-A19W-07	4.507352e-01	2.496894e-01	1.042612e+00	1.305694e+00	0	2.619021e+00	3.219258e+00	4.713293e-01	2.537361e+00
TCGA-AC-A3EH-01A-22R-A22K-07	1.001212e-01	1.187863e-01	1.380456e+00	2.504235e-01	8.230671e-02	3.155702e+00	3.534124e+00	0	2.499108e+00
TCGA-AC-A3HN-01A-11R-A213-07	3.686334e-01	4.729336e-01	1.197742e+00	1.171153e+00	0	3.122466e+00	2.656558e+00	8.307442e-01	1.981760e+00
TCGA-AC-A3OD-01A-11R-A21T-07	5.440397e-01	7.209652e-01	7.967027e-01	9.441463e-01	0	3.395764e+00	2.615504e+00	7.047849e-01	2.352964e+00
TCGA-AC-A3QP-01A-11R-A22U-07	3.462296e-01	7.207963e-01	1.038862e+00	9.212339e-01	7.049358e-02	2.324161e+00	3.726865e+00	1.145533e-01	2.571376e+00
TCGA-AC-A3QQ-01A-11R-A22K-07	3.584175e-01	2.772153e-01	9.852512e-01	7.266858e-01	0	1.817038e+00	4.462173e+00	5.174383e-01	3.006794e+00
TCGA-AC-A3TM-01A-11R-A22K-07	3.281649e-01	6.665341e-01	1.086784e+00	5.873777e-01	0	1.774450e+00	4.523104e+00	2.388417e-01	3.215522e+00
TCGA-AC-A3TN-01A-11R-A22K-07	2.146099e-02	1.994360e-01	9.320087e-01	7.364248e-01	0	2.197494e+00	3.982578e+00	1.031239e+00	2.737863e+00
TCGA-AC-A3W5-01A-11R-A22K-07	5.301269e-01	3.506777e-02	1.508108e+00	6.925554e-01	6.834705e-01	3.009610e+00	3.168281e+00	0	9.461845e-01
TCGA-AC-A3W6-01A-12R-A22K-07	2.844093e-01	0	1.291317e+00	1.096675e+00	0	2.825160e+00	3.283619e+00	3.791212e-01	2.312389e+00
TCGA-AC-A3W7-01A-11R-A22K-07	1.511315e-01	7.753192e-01	1.167872e+00	8.583349e-01	0	2.869739e+00	2.964184e+00	5.108586e-01	2.330171e+00
TCGA-AC-A3YI-01A-21R-A239-07	2.988413e-01	1.024601e+00	1.338924e+00	8.564586e-01	0	3.025229e+00	2.949797e+00	0	2.248196e+00
TCGA-AC-A3YJ-01A-11R-A22U-07	7.513362e-02	7.824828e-02	7.234352e-01	4.695281e-01	0	2.608780e+00	3.947975e+00	2.260879e+00	1.296221e+00
TCGA-AC-A4ZE-01A-11R-A41B-07	3.030116e-02	2.108228e-01	4.647601e-01	1.255839e+00	0	3.214846e+00	3.119557e+00	2.946301e-01	3.619783e+00
TCGA-AC-A5EH-01A-11R-A28M-07	2.315939e-01	0	1.709505e+00	1.927619e-01	7.093936e-01	3.255854e+00	3.413956e+00	3.011648e-01	8.182801e-01
TCGA-AC-A5XS-01A-11R-A29R-07	5.980575e-01	2.554754e-01	8.562547e-01	1.025534e+00	0	2.628838e+00	3.435466e+00	9.382918e-01	1.956646e+00
TCGA-AC-A5XU-01A-11R-A28M-07	9.023243e-02	1.497426e-01	1.376699e+00	3.412759e-01	0	3.298692e+00	3.572282e+00	9.389554e-01	1.893225e+00
TCGA-AC-A62V-01A-11R-A31O-07	0	0	9.587005e-01	6.680372e-01	0	2.350889e+00	4.755059e+00	7.252488e-01	2.551111e+00
TCGA-AC-A62X-01A-11R-A29R-07	3.999548e-01	2.011103e+00	6.801570e-01	1.064944e-01	7.018174e-02	3.407432e+00	3.733532e+00	2.372025e-01	0
TCGA-AC-A62Y-01A-11R-A29R-07	2.468063e-01	0	9.305115e-01	8.845216e-01	0	2.919781e+00	3.225688e+00	2.021928e+00	1.125179e+00
