sampleID	D11.8_CHAN-INTERFERON-PRODUCING-DENDRITIC-CELL	D8.6_DOANE-BREAST-CANCER-ESR1-DN	D11.3_FARMER-BREAST-CANCER-CLUSTER-5	D11.5_NAKAYAMA-SOFT-TISSUE-TUMORS-PCA2-DN	D11.10_REACTOME-GLUCURONIDATION	D11.1_MODULE-352	D11.2_NADH-DEHYDROGENASE-COMPLEX	D9.8_SMID-BREAST-CANCER-RELAPSE-IN-LIVER-DN	D9.2_FINETTI-BREAST-CANCERS-KINOME-BLUE
TCGA-AR-A250-01A-31R-A169-07	2.918521e-01	0	1.634419e+00	1.788723e-01	2.124795e-01	4.099319e+00	2.615012e+00	4.810583e-01	1.700437e+00
TCGA-AR-A251-01A-12R-A169-07	3.949137e-01	1.396825e+00	1.055349e+00	6.749020e-01	0	4.431905e+00	2.448299e+00	0	5.958674e-01
TCGA-AR-A252-01A-11R-A169-07	6.709224e-01	4.336118e-01	8.010149e-01	1.136546e+00	1.190022e-02	4.046044e+00	1.909155e+00	1.367140e+00	1.290737e+00
TCGA-AR-A254-01A-21R-A169-07	5.557769e-01	1.557838e-01	1.296194e+00	5.085805e-01	3.216487e-01	4.026682e+00	2.532441e+00	0	1.719863e+00
TCGA-AR-A255-01A-11R-A169-07	4.286997e-01	2.805869e-01	1.204192e+00	7.716349e-01	0	3.789158e+00	2.422569e+00	5.185750e-01	2.327982e+00
TCGA-AR-A256-01A-11R-A169-07	4.743595e-01	1.701492e+00	1.024080e+00	2.562622e-01	0	4.452609e+00	2.752750e+00	8.982366e-02	0
TCGA-AR-A2LE-01A-11R-A180-07	9.288664e-02	1.525772e-01	9.188650e-01	6.630691e-01	0	3.898002e+00	2.598123e+00	1.050280e+00	2.273979e+00
TCGA-AR-A2LH-01A-31R-A18M-07	7.785389e-01	9.618762e-01	8.686833e-01	8.736665e-01	4.599890e-01	3.167836e+00	2.709281e+00	2.859358e-01	1.201637e+00
TCGA-AR-A2LJ-01A-12R-A19W-07	5.234834e-01	5.897456e-01	9.528839e-01	1.195551e+00	0	2.159671e+00	3.911514e+00	1.371502e-01	3.021067e+00
TCGA-AR-A2LK-01A-11R-A180-07	9.668741e-02	0	1.200552e+00	2.946998e-01	0	3.984327e+00	2.913722e+00	4.163042e-01	3.014376e+00
TCGA-AR-A2LL-01A-11R-A180-07	2.301838e-01	0	8.738508e-01	5.596534e-01	0	3.573413e+00	3.276444e+00	0	3.653521e+00
TCGA-AR-A2LM-01A-11R-A180-07	1.440097e-01	5.305430e-01	1.402505e+00	7.922498e-01	0	3.653745e+00	2.331028e+00	0	3.083016e+00
TCGA-AR-A2LN-01A-21R-A18M-07	2.593165e-01	7.438065e-01	1.054332e+00	1.462356e+00	0	3.314680e+00	2.225233e+00	4.448694e-01	2.283656e+00
TCGA-AR-A2LO-01A-31R-A18M-07	4.346430e-01	9.970162e-01	1.002744e+00	9.874392e-01	0	3.333752e+00	2.693055e+00	1.481977e-01	2.966741e+00
TCGA-AR-A2LQ-01A-22R-A18M-07	2.219261e-01	8.796311e-01	1.231250e+00	1.493514e+00	3.313552e-01	3.412835e+00	2.230039e+00	4.849465e-02	1.254528e+00
TCGA-AR-A2LR-01A-12R-A18M-07	1.991695e-01	1.362521e+00	1.188476e+00	9.998935e-01	0	3.993865e+00	2.815676e+00	0	6.581914e-01
TCGA-AR-A5QM-01A-11R-A27Q-07	3.630982e-01	3.861550e-01	1.032699e+00	1.078675e+00	0	2.828131e+00	3.038162e+00	1.166078e+00	2.087479e+00
TCGA-AR-A5QN-01A-12R-A28M-07	3.756462e-01	3.827820e-01	9.354063e-01	1.168527e+00	0	3.164203e+00	2.883110e+00	7.674848e-01	2.256733e+00
TCGA-AR-A5QP-01A-11R-A28M-07	2.442312e-01	1.021220e+00	9.867199e-01	9.018309e-01	0	2.938362e+00	3.136630e+00	0	2.871282e+00
TCGA-AR-A5QQ-01A-11R-A28M-07	8.482727e-01	1.093367e+00	1.459669e+00	3.891253e-01	1.545065e-01	3.041863e+00	3.624612e+00	1.155377e-01	3.440658e-01
TCGA-B6-A0I1-01A-11R-A21T-07	2.446722e-01	1.828738e+00	7.163499e-01	5.698013e-02	1.076976e-01	3.327923e+00	4.153310e+00	1.010904e-01	1.719020e-01
TCGA-B6-A0I2-01A-11R-A034-07	1.095926e+00	1.282512e+00	6.706792e-01	2.405706e-01	0	3.525314e+00	3.709230e+00	4.683877e-02	2.251852e-01
TCGA-B6-A0I5-01A-11R-A034-07	3.128392e-01	5.047598e-01	1.200861e+00	4.430120e-01	2.032976e-01	2.478262e+00	3.985944e+00	2.783850e-01	2.500457e+00
TCGA-B6-A0I6-01A-11R-A034-07	1.371545e-01	1.573978e+00	1.386170e+00	2.775898e-01	0	3.934664e+00	3.210719e+00	0	2.683604e-01
TCGA-B6-A0I8-01A-11R-A034-07	0	1.110403e-01	1.130670e+00	3.404622e-01	0	3.840708e+00	2.951539e+00	7.873914e-01	2.219621e+00
TCGA-B6-A0I9-01A-11R-A034-07	3.591503e-01	3.231303e-01	1.014339e+00	2.369972e-01	2.812902e-01	3.915877e+00	3.022708e+00	4.169022e-01	1.741082e+00
TCGA-B6-A0IA-01A-11R-A034-07	0	2.973304e-01	8.847854e-01	0	6.807494e-02	2.737220e+00	4.263415e+00	1.859727e+00	1.525209e+00
TCGA-B6-A0IB-01A-11R-A034-07	0	2.444852e-02	8.071730e-01	5.578689e-01	0	3.034995e+00	3.712125e+00	1.122544e+00	2.137091e+00
TCGA-B6-A0IC-01A-11R-A034-07	0	7.107151e-02	4.311534e-01	0	0	3.702741e+00	3.223179e+00	1.872816e+00	2.588830e+00
TCGA-B6-A0IE-01A-11R-A034-07	2.094087e-01	6.874200e-01	7.903486e-01	6.489825e-01	1.617664e-01	2.823300e+00	3.778550e+00	8.366490e-02	2.957064e+00
TCGA-B6-A0IG-01A-11R-A034-07	3.659794e-01	2.815532e-01	1.039103e+00	4.596827e-01	3.479743e-01	3.152755e+00	3.370788e+00	4.618326e-01	2.035560e+00
TCGA-B6-A0IH-01A-11R-A115-07	2.952523e-01	7.890536e-01	1.032121e+00	1.065512e+00	0	3.441478e+00	2.487391e+00	1.362205e-01	2.380069e+00
TCGA-B6-A0IJ-01A-11R-A034-07	1.006730e+00	1.422598e+00	8.792394e-01	1.355623e-01	0	3.767587e+00	3.408032e+00	1.036166e-01	2.948586e-01
TCGA-B6-A0IK-01A-12R-A056-07	3.945103e-01	6.564044e-01	1.173354e+00	3.745839e-01	7.135597e-01	3.516790e+00	2.929511e+00	6.155679e-01	7.446363e-01
TCGA-B6-A0IM-01A-11R-A034-07	0	0	1.115770e+00	6.166796e-01	0	3.907457e+00	2.844155e+00	8.327836e-01	2.652976e+00
TCGA-B6-A0IN-01A-11R-A034-07	3.672123e-01	0	8.834319e-01	1.173535e+00	1.505822e-02	2.954235e+00	3.479624e+00	1.102139e+00	1.829066e+00
TCGA-B6-A0IO-01A-11R-A034-07	2.600012e-01	4.510936e-01	9.493626e-01	1.973758e-01	0	3.414592e+00	3.360015e+00	1.175483e+00	2.255618e+00
TCGA-B6-A0IP-01A-11R-A034-07	2.477437e-01	6.646179e-01	9.831920e-01	5.390994e-01	0	3.314391e+00	2.994416e+00	4.187875e-01	2.911173e+00
TCGA-B6-A0IQ-01A-11R-A034-07	4.783872e-01	1.671913e+00	8.527908e-01	2.576333e-01	0	3.653778e+00	3.615773e+00	0	4.942270e-01
TCGA-B6-A0RE-01A-11R-A056-07	4.482417e-01	1.810330e+00	1.268456e+00	3.894388e-02	0	3.788778e+00	3.399041e+00	0	2.391269e-02
TCGA-B6-A0RG-01A-11R-A056-07	1.262428e-01	5.188125e-01	1.240959e+00	2.030948e-01	0	3.372885e+00	3.449947e+00	7.523367e-01	2.676831e+00
TCGA-B6-A0RH-01A-21R-A115-07	4.054743e-01	2.524981e-01	1.495444e+00	1.579951e-01	4.955469e-01	2.952330e+00	3.725319e+00	3.792913e-01	1.352633e+00
TCGA-B6-A0RI-01A-11R-A056-07	6.174869e-02	2.172057e-01	1.640774e+00	2.391734e-01	0	3.512191e+00	3.075583e+00	6.564368e-01	2.443991e+00
TCGA-B6-A0RL-01A-11R-A084-07	0	1.568222e-01	2.478827e-01	0	0	3.632429e+00	3.882542e+00	6.195921e-01	3.867651e+00
TCGA-B6-A0RM-01A-11R-A084-07	0	0	6.849418e-01	6.224842e-01	0	3.415148e+00	3.400173e+00	0	4.350768e+00
TCGA-B6-A0RN-01A-12R-A084-07	0	0	1.314696e+00	5.566583e-01	0	3.328617e+00	3.163948e+00	5.354582e-02	3.267679e+00
TCGA-B6-A0RO-01A-22R-A084-07	1.621997e-01	5.470203e-01	8.492754e-01	3.514490e-01	2.234514e-01	3.297477e+00	3.124904e+00	1.296658e+00	1.655165e+00
TCGA-B6-A0RP-01A-21R-A084-07	3.940511e-02	0	1.218681e+00	6.485495e-01	0	3.398320e+00	2.872158e+00	1.643968e+00	1.691102e+00
TCGA-B6-A0RQ-01A-11R-A115-07	0	1.797814e+00	5.483773e-01	1.021336e+00	1.175267e-01	3.170879e+00	2.629103e+00	1.439544e-01	2.508478e+00
TCGA-B6-A0RS-01A-11R-A084-07	5.212892e-01	5.134454e-01	1.152692e+00	6.075096e-01	6.907749e-01	3.441210e+00	3.128000e+00	0	6.523151e-01
TCGA-B6-A0RT-01A-21R-A084-07	1.086388e+00	1.074306e+00	8.941374e-01	8.065585e-01	0	3.687617e+00	2.822353e+00	0	9.950570e-01
TCGA-B6-A0RU-01A-11R-A084-07	1.643114e-01	1.830656e+00	9.014608e-01	9.163648e-01	0	3.670790e+00	2.848921e+00	5.157591e-02	9.249167e-01
TCGA-B6-A0RV-01A-11R-A084-07	3.878049e-01	6.160434e-01	7.888468e-01	7.346715e-01	0	3.393797e+00	2.823048e+00	3.941054e-01	3.030197e+00
TCGA-B6-A0WS-01A-11R-A115-07	4.779643e-01	7.102036e-03	1.197772e+00	5.084114e-01	0	3.496173e+00	2.919793e+00	7.624158e-01	2.502802e+00
TCGA-B6-A0WT-01A-11R-A109-07	1.299705e-01	3.041607e-01	1.460306e+00	2.749655e-01	0	3.796987e+00	2.534941e+00	9.123025e-01	2.558341e+00
TCGA-B6-A0WV-01A-11R-A109-07	0	3.683825e-01	9.905303e-01	2.428622e-01	0	3.860996e+00	2.984280e+00	1.121793e+00	2.484986e+00
TCGA-B6-A0WW-01A-11R-A109-07	1.508190e-01	0	1.304120e+00	1.265638e-01	0	3.794344e+00	3.088594e+00	8.034516e-01	2.224538e+00
TCGA-B6-A0WX-01A-11R-A109-07	4.469565e-01	1.455446e+00	1.379567e+00	6.114036e-01	0	3.370845e+00	3.133890e+00	0	9.028139e-01
TCGA-B6-A0WY-01A-11R-A109-07	3.880278e-01	1.013435e+00	1.205345e+00	4.475927e-01	7.545443e-02	3.233861e+00	3.041305e+00	3.174744e-01	2.357193e+00
TCGA-B6-A0WZ-01A-11R-A109-07	0	3.745204e-02	1.202609e+00	1.998436e-01	2.700416e-01	2.972055e+00	3.526516e+00	9.010122e-01	2.030195e+00
TCGA-B6-A0X0-01A-21R-A115-07	7.735079e-02	7.585064e-01	8.853402e-01	1.489085e-01	0	3.308611e+00	3.296848e+00	4.960502e-01	2.604800e+00
TCGA-B6-A0X1-01A-11R-A109-07	8.686074e-01	1.051540e+00	8.447296e-01	6.680509e-02	1.906357e-02	4.208254e+00	3.091939e+00	3.813027e-01	1.607864e-01
TCGA-B6-A0X4-01A-11R-A109-07	0	5.075786e-01	7.719379e-01	8.126005e-03	0	3.435081e+00	3.204000e+00	3.038407e+00	6.527885e-01
TCGA-B6-A0X5-01A-21R-A109-07	0	0	9.594010e-01	8.548002e-02	2.500083e-01	3.678351e+00	3.134191e+00	1.261249e+00	1.419772e+00
TCGA-B6-A0X7-01A-11R-A10J-07	9.939103e-02	4.730278e-01	1.054296e+00	1.036536e+00	0	3.241783e+00	2.907260e+00	0	3.380966e+00
TCGA-B6-A1KC-01B-11R-A157-07	0	0	6.592348e-01	4.100720e-01	0	4.395323e+00	2.689345e+00	8.710360e-01	2.962170e+00
TCGA-B6-A1KF-01A-11R-A13Q-07	0	1.685967e+00	1.154322e+00	1.298183e-01	1.657128e-01	4.091348e+00	3.233233e+00	0	0
TCGA-B6-A1KI-01A-11R-A14M-07	0	2.069959e-01	9.003737e-01	1.004157e+00	3.460933e-02	3.411525e+00	2.646642e+00	1.425399e+00	1.311844e+00
TCGA-B6-A1KN-01A-11R-A13Q-07	4.416815e-01	4.046148e-01	1.121423e+00	4.165414e-01	2.326320e-01	4.084617e+00	2.486682e+00	2.461949e-01	1.916388e+00
TCGA-B6-A2IU-01A-32R-A18M-07	5.876610e-02	4.400590e-01	7.515780e-01	7.438351e-01	0	3.189698e+00	3.117740e+00	6.897060e-01	3.546911e+00
TCGA-B6-A3ZX-01A-11R-A239-07	7.874435e-01	1.568895e+00	8.030627e-01	6.206931e-01	0	3.585018e+00	3.099532e+00	0	1.073479e+00
TCGA-B6-A400-01A-11R-A239-07	4.798239e-01	1.492817e+00	1.392382e+00	4.281557e-01	0	3.336070e+00	3.630556e+00	0	3.002622e-01
TCGA-B6-A401-01A-11R-A239-07	4.894981e-01	6.508920e-01	1.183258e+00	6.502873e-01	2.036391e-01	2.598305e+00	3.534392e+00	4.107218e-02	2.379919e+00
TCGA-B6-A402-01A-11R-A239-07	1.728406e-01	1.794509e+00	1.070347e+00	0	0	3.554815e+00	3.846612e+00	0	3.134059e-01
TCGA-B6-A408-01A-12R-A24H-07	4.581116e-01	3.568485e-02	1.209095e+00	3.920036e-01	0	2.974464e+00	3.638451e+00	3.047060e-01	3.018933e+00
TCGA-B6-A409-01A-11R-A24H-07	4.723167e-01	1.695591e+00	9.497917e-01	4.987436e-01	6.694158e-03	2.816931e+00	4.086690e+00	4.341858e-02	5.548665e-01
TCGA-B6-A40B-01A-11R-A239-07	1.261471e-01	2.292806e-01	1.383155e+00	5.680106e-01	0	2.639906e+00	3.678751e+00	7.930693e-01	2.186523e+00
TCGA-B6-A40C-01A-11R-A239-07	2.006746e-01	1.507371e-01	1.210868e+00	8.615572e-01	0	2.773496e+00	3.624092e+00	2.606816e-01	2.948478e+00
TCGA-BH-A0AU-11A-11R-A12P-07	2.898102e-02	1.790874e+00	2.735783e-01	1.414629e+00	0	3.438241e+00	2.202393e+00	3.175552e-01	2.292148e+00
TCGA-BH-A0AU-01A-11R-A12P-07	2.899722e-01	0	1.157899e+00	5.777357e-01	0	3.760005e+00	2.903062e+00	2.651811e-01	3.125527e+00
TCGA-BH-A0AV-01A-31R-A115-07	2.680342e-01	1.326017e+00	1.680104e+00	5.031940e-01	0	4.160733e+00	2.790249e+00	0	0
TCGA-BH-A0AW-01A-11R-A056-07	7.113913e-01	1.699921e-01	1.172411e+00	6.251447e-01	9.308021e-01	3.321442e+00	3.089398e+00	0	8.988626e-01
TCGA-BH-A0AY-11A-23R-A089-07	1.085909e-01	1.569120e+00	4.785068e-01	1.993065e+00	1.423748e-02	3.269847e+00	2.091210e+00	5.783793e-01	1.489131e+00
TCGA-BH-A0AY-01A-21R-A00Z-07	2.595788e-01	0	1.153662e+00	1.088424e+00	4.741905e-03	3.183159e+00	3.272561e+00	5.977335e-02	2.159793e+00
TCGA-BH-A0AZ-11A-22R-A12P-07	5.266739e-02	1.622451e+00	7.146333e-01	1.271824e+00	2.987780e-02	3.555018e+00	1.944996e+00	1.231489e-01	2.487352e+00
TCGA-BH-A0AZ-01A-21R-A12P-07	2.064100e-01	4.833117e-01	1.562166e+00	9.662438e-01	0	3.233902e+00	2.730817e+00	1.105633e+00	1.312015e+00
TCGA-BH-A0B0-01A-21R-A115-07	4.277748e-01	2.298842e-01	1.192212e+00	1.180675e+00	4.761361e-02	3.097599e+00	2.855421e+00	6.659076e-01	1.413480e+00
TCGA-BH-A0B1-01A-12R-A056-07	3.404061e-01	5.369315e-01	1.178699e+00	5.434771e-01	0	3.761670e+00	2.750458e+00	7.247795e-01	2.332063e+00
TCGA-BH-A0B3-11B-21R-A089-07	2.929234e-01	1.518556e+00	4.115272e-01	1.685111e+00	4.028972e-02	3.513633e+00	1.937519e+00	2.471205e-01	1.990585e+00
TCGA-BH-A0B3-01A-11R-A056-07	7.603310e-01	1.337006e+00	1.377612e+00	3.422208e-01	0	3.635126e+00	3.371272e+00	0	2.068632e-01
TCGA-BH-A0B4-01A-11R-A00Z-07	3.071043e-01	2.609067e-01	1.405986e+00	5.488407e-01	0	3.215800e+00	3.359469e+00	3.016471e-01	2.626671e+00
TCGA-BH-A0B5-11A-23R-A12P-07	0	0	2.250805e-01	3.259868e+00	0	3.807288e+00	2.361531e+00	3.199495e-01	1.605909e-01
TCGA-BH-A0B5-01A-11R-A12P-07	2.994522e-01	3.056760e-01	1.236326e+00	7.024562e-01	0	3.607801e+00	2.611558e+00	1.534758e-01	2.955900e+00
TCGA-BH-A0B6-01A-11R-A19W-07	7.778678e-01	0	1.053469e+00	5.979710e-01	0	3.007994e+00	3.256915e+00	8.107588e-01	1.954108e+00
TCGA-BH-A0B7-11A-34R-A115-07	7.798596e-02	1.822219e+00	3.504900e-01	1.320516e+00	7.713890e-02	3.660659e+00	1.982313e+00	9.044202e-02	2.183905e+00
TCGA-BH-A0B7-01A-12R-A115-07	5.700154e-01	4.436202e-01	1.200669e+00	9.990155e-01	7.788710e-01	3.630929e+00	2.400846e+00	5.891630e-02	7.752801e-01
TCGA-BH-A0B8-11A-41R-A089-07	0	8.044782e-01	4.711818e-01	2.982576e+00	0	3.724121e+00	2.188989e+00	3.258100e-01	3.693271e-01
TCGA-BH-A0B8-01A-21R-A056-07	9.076348e-02	2.443780e-01	9.928011e-01	7.139222e-01	0	3.560881e+00	2.998845e+00	1.104376e+00	2.478471e+00
TCGA-BH-A0B9-01A-11R-A056-07	8.312932e-01	1.665749e+00	6.647015e-01	2.987400e-01	0	3.709275e+00	3.430941e+00	0	6.141897e-01
TCGA-BH-A0BA-11A-22R-A19E-07	2.107222e-01	1.521435e+00	5.660743e-01	1.871705e+00	1.055297e-01	3.390888e+00	1.998545e+00	4.084616e-01	1.482348e+00
TCGA-BH-A0BA-01A-11R-A056-07	2.913400e-01	5.294348e-01	7.959102e-01	1.108907e+00	4.877434e-01	3.548385e+00	2.228484e+00	4.267089e-01	1.875194e+00
TCGA-BH-A0BC-11A-22R-A089-07	1.528853e-01	1.854299e+00	5.484637e-01	1.830618e+00	0	3.232724e+00	2.244238e+00	3.311220e-01	1.447735e+00
TCGA-BH-A0BC-01A-22R-A084-07	4.580582e-01	4.334935e-01	1.178418e+00	7.188172e-01	0	3.225759e+00	3.034007e+00	1.271615e+00	1.797956e+00
TCGA-BH-A0BD-01A-11R-A034-07	5.206299e-01	4.802231e-01	1.160253e+00	7.742747e-01	0	3.483533e+00	2.887655e+00	8.408231e-01	1.860612e+00
TCGA-BH-A0BF-01A-21R-A12P-07	7.121530e-01	0	1.452615e+00	6.760524e-01	1.407580e-02	3.478845e+00	2.885434e+00	0	2.124562e+00
TCGA-BH-A0BG-01A-11R-A115-07	7.563165e-01	1.559469e+00	9.501790e-01	6.113896e-01	0	3.927216e+00	2.946107e+00	1.556292e-02	3.799351e-01
TCGA-BH-A0BJ-11A-23R-A089-07	7.838926e-02	1.905915e+00	6.520260e-01	1.335031e+00	0	3.512034e+00	2.103332e+00	1.726761e-01	1.902350e+00
TCGA-BH-A0BJ-01A-11R-A056-07	2.175256e-01	5.223702e-01	1.205646e+00	8.227566e-01	0	3.448351e+00	2.710402e+00	1.159768e+00	1.825635e+00
TCGA-BH-A0BL-01A-11R-A115-07	6.224623e-01	1.334927e+00	1.345315e+00	9.955255e-01	0	3.835757e+00	2.506308e+00	0	5.243065e-01
TCGA-BH-A0BM-11A-12R-A089-07	4.149318e-02	2.167529e+00	3.002170e-01	1.363038e+00	8.472527e-02	3.210410e+00	2.497088e+00	2.270850e-01	1.694007e+00
TCGA-BH-A0BM-01A-11R-A056-07	1.454437e-01	9.482111e-01	8.125863e-01	1.329814e+00	2.087032e-01	2.947340e+00	2.708333e+00	6.627862e-01	1.624947e+00
TCGA-BH-A0BO-01A-23R-A12D-07	2.689817e-01	7.658523e-01	1.047730e+00	1.386465e+00	2.252102e-02	3.398236e+00	2.240774e+00	4.957293e-01	1.851308e+00
TCGA-BH-A0BP-01A-11R-A115-07	1.700405e-01	5.903756e-01	1.179552e+00	1.301658e+00	1.439298e-01	3.271812e+00	2.707849e+00	4.239967e-01	1.847799e+00
TCGA-BH-A0BQ-11A-33R-A115-07	2.105630e-01	1.773316e+00	5.649311e-01	1.461830e+00	1.052456e-01	3.568409e+00	1.918834e+00	5.724593e-02	1.958282e+00
TCGA-BH-A0BQ-01A-21R-A115-07	3.798365e-01	6.403082e-01	1.320256e+00	8.094883e-01	8.605313e-03	2.987907e+00	3.084473e+00	3.252894e-01	2.244515e+00
TCGA-BH-A0BR-01A-21R-A115-07	3.252494e-01	1.959416e-01	1.581603e+00	6.259861e-01	4.641075e-01	3.501326e+00	2.774712e+00	6.201482e-01	4.826391e-01
TCGA-BH-A0BS-11A-11R-A12P-07	1.230556e-01	1.868046e+00	2.016407e-01	1.517674e+00	1.188609e-01	3.272878e+00	2.384393e+00	1.132069e-01	2.055167e+00
TCGA-BH-A0BS-01A-11R-A12P-07	0	3.756067e-01	7.696725e-01	5.657841e-01	3.806024e-03	3.853932e+00	2.638320e+00	1.642261e+00	1.299374e+00
TCGA-BH-A0BT-11A-21R-A12P-07	1.860655e-02	1.865131e+00	4.606908e-01	1.093149e+00	1.179071e-01	3.368325e+00	2.302936e+00	4.461490e-01	2.169108e+00
TCGA-BH-A0BT-01A-11R-A12P-07	4.541375e-01	3.871712e-01	1.139132e+00	3.918342e-01	1.634814e-01	2.916624e+00	3.595138e+00	0	2.643012e+00
TCGA-BH-A0BV-11A-31R-A089-07	0	1.827133e+00	5.645454e-01	1.568161e+00	0	3.444882e+00	2.099107e+00	3.443255e-01	2.019503e+00
TCGA-BH-A0BV-01A-11R-A00Z-07	2.754855e-01	0	1.238839e+00	3.422431e-01	0	3.543992e+00	2.830317e+00	2.027662e+00	1.212379e+00
TCGA-BH-A0BW-11A-12R-A115-07	7.184269e-01	1.622116e+00	6.805162e-01	1.346383e+00	0	3.689324e+00	1.962947e+00	2.305353e-02	1.516074e+00
TCGA-BH-A0BW-01A-11R-A115-07	9.434549e-01	1.245238e+00	1.109519e+00	1.951888e-01	0	4.490333e+00	2.379198e+00	3.816972e-01	2.202916e-02
TCGA-BH-A0BZ-11A-61R-A12P-07	9.310034e-02	1.257871e+00	4.872851e-01	2.259358e+00	1.141159e-01	3.378445e+00	1.951799e+00	4.815276e-01	1.478109e+00
TCGA-BH-A0BZ-01A-31R-A12P-07	6.170875e-01	0	1.461570e+00	3.370535e-01	4.081565e-02	3.438609e+00	3.373734e+00	3.101099e-01	1.965789e+00
TCGA-BH-A0C0-11A-21R-A089-07	8.137151e-02	1.751665e+00	3.656204e-01	1.437666e+00	1.328922e-01	3.510243e+00	2.030251e+00	1.601258e-01	2.089655e+00
TCGA-BH-A0C0-01A-21R-A056-07	8.379725e-01	3.532991e-02	9.073302e-01	3.703400e-01	2.608061e-01	3.493025e+00	3.181621e+00	0	2.275655e+00
TCGA-BH-A0C1-01B-11R-A12D-07	2.749397e-01	1.551587e-01	1.324446e+00	4.524266e-01	0	3.857898e+00	2.562227e+00	2.316728e-01	2.058417e+00
TCGA-BH-A0C3-11A-23R-A12P-07	1.290395e-01	1.883910e+00	3.859704e-01	1.416947e+00	3.947993e-02	3.465876e+00	2.128085e+00	1.525180e-01	2.062358e+00
TCGA-BH-A0C3-01A-21R-A12P-07	2.906504e-01	0	9.457883e-01	1.568162e+00	1.349329e-03	3.624236e+00	2.613596e+00	5.125275e-01	1.922614e+00
TCGA-BH-A0C7-01B-11R-A115-07	3.499847e-01	2.957878e-01	1.049146e+00	5.992084e-01	0	3.827270e+00	2.664131e+00	8.892147e-01	2.395170e+00
TCGA-BH-A0DD-11A-23R-A12P-07	0	9.787017e-02	5.229598e-01	3.013417e+00	0	3.702783e+00	2.291118e+00	4.720503e-01	6.795310e-01
TCGA-BH-A0DD-01A-31R-A12P-07	2.115596e-01	0	1.128333e+00	6.158020e-03	0	4.069356e+00	2.901640e+00	6.249363e-01	2.905775e+00
TCGA-BH-A0DE-01A-11R-A115-07	3.003264e-01	5.930053e-01	1.111487e+00	1.170741e+00	0	3.294587e+00	2.591042e+00	1.197747e+00	1.939496e+00
TCGA-BH-A0DG-11A-43R-A12P-07	1.005457e-01	1.757645e+00	4.047386e-01	1.451005e+00	0	3.810861e+00	1.820764e+00	1.090821e-01	2.323562e+00
TCGA-BH-A0DG-01A-21R-A12P-07	4.152597e-01	3.778696e-01	1.346786e+00	8.656094e-01	1.210765e-01	3.421657e+00	2.649558e+00	7.621010e-01	1.570053e+00
TCGA-BH-A0DH-11A-31R-A089-07	8.624065e-02	1.654469e+00	4.944263e-01	1.963217e+00	6.532226e-02	2.587797e+00	2.873608e+00	4.943615e-01	1.712978e+00
TCGA-BH-A0DH-01A-11R-A084-07	2.267887e-01	1.095033e-01	9.236178e-01	6.560019e-01	0	3.154431e+00	3.178012e+00	1.025478e+00	2.551687e+00
TCGA-BH-A0DI-01A-21R-A12P-07	3.412449e-01	5.673110e-01	1.500443e+00	1.038055e+00	6.949571e-02	3.289277e+00	2.722411e+00	2.245084e-01	1.895267e+00
TCGA-BH-A0DK-11A-13R-A089-07	5.801129e-02	1.496053e+00	5.773591e-01	1.078487e+00	6.017030e-01	3.449039e+00	2.145151e+00	2.795048e-01	2.042038e+00
TCGA-BH-A0DK-01A-21R-A056-07	6.218118e-01	5.327882e-01	1.189993e+00	9.758369e-01	0	3.187408e+00	2.935347e+00	9.405938e-01	1.845959e+00
TCGA-BH-A0DL-11A-13R-A115-07	3.255014e-01	1.573684e+00	5.582977e-01	1.827742e+00	0	3.461652e+00	1.976331e+00	3.438595e-01	1.524218e+00
TCGA-BH-A0DL-01A-11R-A115-07	9.490761e-01	1.206191e+00	1.066033e+00	1.775476e-01	3.368520e-01	3.891725e+00	2.911476e+00	1.331788e-01	6.750414e-02
TCGA-BH-A0DO-11A-22R-A12D-07	1.094362e-01	1.888195e+00	3.024058e-01	1.585861e+00	3.378885e-02	3.516685e+00	2.039178e+00	2.347402e-01	1.822377e+00
TCGA-BH-A0DO-01B-11R-A12D-07	1.088258e-01	1.016545e+00	7.244768e-01	1.011188e+00	0	3.426139e+00	2.364430e+00	7.639511e-01	2.058531e+00
TCGA-BH-A0DP-11A-12R-A089-07	0	1.683201e+00	4.703144e-01	1.507595e+00	3.734270e-02	3.331371e+00	2.154779e+00	2.752458e-01	2.524183e+00
TCGA-BH-A0DP-01A-21R-A056-07	3.265383e-01	6.558101e-01	1.206614e+00	9.058714e-01	0	3.258920e+00	2.686139e+00	5.242424e-01	2.421637e+00
TCGA-BH-A0DQ-11A-12R-A089-07	1.100591e-01	1.503280e+00	5.598716e-01	1.267278e+00	1.130911e-01	3.503294e+00	2.052030e+00	4.883288e-01	2.156013e+00
TCGA-BH-A0DQ-01A-11R-A084-07	1.991153e-01	3.059170e-01	1.296528e+00	1.106955e+00	0	3.163498e+00	2.895876e+00	8.329321e-01	2.223806e+00
TCGA-BH-A0DS-01A-11R-A056-07	2.510894e-01	0	1.108898e+00	8.461592e-01	1.034444e-01	3.115098e+00	3.323686e+00	4.412050e-01	2.131811e+00
TCGA-BH-A0DT-11A-12R-A12D-07	0	1.753651e+00	4.517097e-01	1.466538e+00	2.846604e-01	3.509807e+00	1.946042e+00	1.699800e-01	2.125055e+00
