sampleID	D12.10_GNF2-TTN	D12.11_RICKMAN-HEAD-AND-NECK-CANCER-D	D11.2_MOSERLE-IFNA-RESPONSE	D7.4_CORNIFIED-ENVELOPE	D12.5_FARMER-BREAST-CANCER-CLUSTER-5	D16.16_WEBER-METHYLATED-ICP-IN-SPERM-UP	D17.14_SINGH-NFE2L2-TARGETS	D14.8_GNF2-SPRR1B	D14.10_RUNNE-GENDER-EFFECT-UP	D10.2_MIPS-40S-RIBOSOMAL-SUBUNIT-CYTOPLASMIC	D9.2_GNF2-CDH3
TCGA-CQ-5330-01A-01R-1686-07	7.970328e-01	0	2.095098e+00	2.768391e-01	1.188901e+00	0	5.398884e-02	0	0	1.579628e+00	3.699171e+00
TCGA-CQ-5331-01A-02R-1873-07	0	0	2.646548e+00	1.332642e+00	6.598187e-01	0	6.911846e-02	0	0	1.156161e+00	3.719772e+00
TCGA-CQ-5332-01A-01R-1686-07	0	0	7.078353e-01	4.265107e-01	1.543399e+00	3.844565e-01	1.368200e+00	0	6.407272e-02	2.092015e+00	2.943380e+00
TCGA-CQ-5333-01A-01R-2403-07	8.384068e-01	0	2.583159e+00	3.326393e-01	6.075572e-01	8.345179e-02	0	0	0	2.169375e+00	3.106404e+00
TCGA-CQ-5334-01A-01R-1686-07	8.418709e-02	0	2.361790e+00	6.547795e-01	9.570442e-01	0	0	3.584825e-02	0	1.318765e+00	3.861340e+00
TCGA-CQ-6218-01A-11R-1915-07	0	8.246227e-01	1.830302e+00	1.258250e+00	6.906378e-01	2.949875e-01	2.373576e-02	0	0	1.487948e+00	3.970852e+00
TCGA-CQ-6219-01A-11R-1915-07	4.113398e-01	1.648758e-01	2.264109e+00	6.231029e-01	9.401254e-01	0	2.352433e-01	0	6.913164e-02	1.540295e+00	3.548754e+00
TCGA-CQ-6220-01A-11R-1915-07	2.045755e-01	0	1.877751e+00	1.426835e+00	2.563822e-01	1.456337e-01	1.638705e-01	0	0	1.085391e+00	4.203871e+00
TCGA-CQ-6221-01A-11R-2081-07	0	0	8.473170e-01	0	2.431450e+00	0	5.129203e-02	0	0	2.695053e+00	2.126401e+00
TCGA-CQ-6222-01A-11R-1915-07	1.008611e+00	5.482475e-02	2.080972e+00	1.245359e+00	7.245559e-01	0	5.309681e-02	7.643519e-01	0	2.291517e+00	2.143780e+00
TCGA-CQ-6223-01A-11R-1915-07	0	0	1.794142e+00	1.443486e+00	4.638714e-01	7.822274e-01	2.963165e-01	2.278669e-01	0	1.217693e+00	3.486904e+00
TCGA-CQ-6224-01A-11R-1915-07	7.600689e-01	0	1.656931e+00	0	1.504951e+00	0	1.150982e-01	0	0	1.748171e+00	3.589113e+00
TCGA-CQ-6225-01A-11R-1915-07	3.339970e-01	1.027714e-01	6.061090e-01	8.484986e-01	1.962922e-01	6.806666e-01	1.092301e+00	4.288932e-01	5.613602e-02	2.418061e+00	2.275351e+00
TCGA-CQ-6227-01A-11R-1915-07	7.931853e-01	1.519102e-01	1.174171e+00	7.635180e-01	1.185341e+00	0	8.813977e-03	1.269454e-01	0	1.979346e+00	3.838020e+00
TCGA-CQ-6228-01A-11R-1915-07	6.212709e-02	0	1.108932e+00	2.691060e-01	1.114460e+00	0	1.339334e+00	1.445880e-01	0	2.255560e+00	2.185480e+00
TCGA-CQ-6229-01A-11R-1915-07	6.624882e-01	0	1.792414e+00	1.302843e+00	7.312686e-01	0	3.019664e-01	0	0	1.409214e+00	3.847019e+00
TCGA-CQ-7063-01A-11R-2403-07	5.156983e-02	0	2.415323e+00	1.213508e+00	4.771686e-01	0	8.768418e-02	0	0	1.020949e+00	4.087617e+00
TCGA-CQ-7065-01A-11R-2081-07	5.343406e-01	0	7.899624e-01	1.084196e+00	2.785443e-01	0	1.581766e-01	0	0	1.643592e+00	4.293283e+00
TCGA-CQ-7067-01A-11R-2232-07	5.907090e-01	2.778824e-01	1.616401e+00	5.932150e-01	7.040561e-01	4.575451e-01	2.753351e-02	2.965097e-03	0	1.643499e+00	3.472247e+00
TCGA-CQ-7068-01A-11R-2081-07	0	0	2.774323e+00	7.188927e-01	2.060953e-01	0	5.932878e-02	0	0	1.123166e+00	3.714496e+00
TCGA-CQ-7069-01A-11R-2403-07	2.627216e-02	0	1.103893e+00	7.843104e-01	9.883595e-01	7.853305e-01	0	0	0	1.158785e+00	4.947720e+00
TCGA-CQ-7071-01A-12R-A30B-07	0	0	1.898473e+00	1.402023e+00	8.214347e-01	1.989816e-01	1.980339e-01	2.580829e-01	0	1.302600e+00	3.880516e+00
TCGA-CQ-7072-01A-21R-A30B-07	4.622527e-01	0	6.428189e-01	0	1.755858e+00	3.428853e-01	2.216293e-01	0	0	2.182049e+00	2.982966e+00
TCGA-CQ-A4C6-01A-11R-A24Z-07	5.346718e-01	0	1.938397e+00	7.648786e-01	6.031709e-01	0	1.818740e-01	0	0	1.072048e+00	4.653313e+00
TCGA-CQ-A4C7-01A-11R-A24Z-07	5.493003e-01	0	1.647756e+00	4.335337e-01	9.859955e-01	0	0	0	0	1.565959e+00	3.924228e+00
TCGA-CQ-A4C9-01A-11R-A24Z-07	3.933541e-03	5.639645e-01	1.394092e+00	7.325803e-01	7.004917e-01	8.892828e-02	5.529143e-01	5.182873e-01	0	2.333626e+00	2.162121e+00
TCGA-CQ-A4CA-01A-11R-A24Z-07	8.913680e-01	0	2.137260e+00	3.455631e-01	8.302125e-01	6.302637e-01	6.885051e-03	0	0	1.991546e+00	3.335018e+00
TCGA-CQ-A4CB-01A-11R-A24Z-07	6.585512e-03	7.798113e-01	1.805254e+00	9.414232e-02	9.113854e-01	0	0	0	0	1.589523e+00	3.536547e+00
TCGA-CQ-A4CD-01A-21R-A24Z-07	0	0	2.193212e+00	4.286976e-01	3.044964e-01	2.063176e-01	0	0	0	1.686086e+00	3.551628e+00
TCGA-CQ-A4CE-01A-11R-A266-07	2.181631e-01	0	1.730642e+00	1.655330e+00	4.283306e-01	2.821846e-01	2.988334e-01	2.749602e-01	1.929857e-02	1.511607e+00	3.207945e+00
TCGA-CQ-A4CG-01A-11R-A266-07	3.778909e-02	2.309499e-01	1.364384e+00	8.482448e-02	9.725394e-01	4.980575e-01	8.315184e-01	0	0	1.312112e+00	3.915489e+00
TCGA-CQ-A4CH-01A-11R-A266-07	3.073701e-01	0	1.302236e+00	7.167658e-01	7.779730e-01	0	2.972880e-02	0	0	1.322315e+00	4.357135e+00
TCGA-CQ-A4CI-01A-11R-A266-07	0	0	7.001869e-01	0	1.349193e+00	0	1.727117e+00	0	0	2.365573e+00	2.400186e+00
TCGA-CR-5243-01A-01R-1514-07	1.560019e-01	0	1.297563e+00	2.058493e-01	1.363307e+00	0	0	1.843563e-01	1.795513e+00	1.294262e+00	1.588535e+00
TCGA-CR-5247-01A-01R-2016-07	1.416754e-01	0	5.231007e-01	3.468291e-01	1.154506e+00	0	4.099974e-01	3.766742e-03	0	2.243285e+00	3.565271e+00
TCGA-CR-5248-01A-01R-2016-07	0	0	2.155667e+00	3.336647e-01	7.608402e-01	0	2.826029e-01	3.072598e-01	1.231326e+00	1.678628e+00	9.000223e-01
TCGA-CR-5249-01A-01R-1514-07	0	8.064786e-02	1.717312e+00	5.641696e-01	1.094593e+00	0	3.795039e-01	6.098909e-01	1.071251e+00	1.432309e+00	1.578980e+00
TCGA-CR-5250-01A-01R-1514-07	0	1.522963e-01	1.242976e+00	3.703362e-01	1.249594e+00	0	0	4.776811e-01	2.046444e+00	1.476878e+00	1.205500e+00
TCGA-CR-6467-01A-11R-1873-07	1.339586e-02	4.946816e-03	1.616809e+00	0	1.099677e+00	0	8.553779e-02	0	2.056782e+00	1.556848e+00	6.430165e-01
TCGA-CR-6470-01A-11R-1873-07	1.977176e-01	0	1.873881e+00	0	1.566424e+00	0	2.497556e-01	0	1.529608e+00	1.386817e+00	9.354808e-01
TCGA-CR-6471-01A-11R-1873-07	0	0	1.760922e+00	1.093687e+00	1.021214e+00	0	0	5.811007e-01	4.075316e-02	1.381816e+00	2.887737e+00
TCGA-CR-6472-01A-11R-1873-07	0	9.066994e-02	1.050184e+00	3.701460e-02	1.047272e+00	0	7.552045e-01	3.454875e-01	7.385039e-01	2.164780e+00	8.308631e-01
TCGA-CR-6473-01A-11R-1873-07	0	2.090088e-01	1.396230e+00	0	6.361919e-01	0	2.667261e-01	0	1.565864e+00	1.307051e+00	1.654544e+00
TCGA-CR-6474-01A-11R-1873-07	5.440765e-01	2.933964e-01	1.287130e+00	1.118111e-01	1.518577e+00	1.093860e-01	1.338149e-02	0	7.972632e-02	1.824076e+00	3.563963e+00
TCGA-CR-6477-01A-11R-1873-07	2.681741e-01	0	1.564611e+00	4.979935e-01	1.325007e+00	4.426872e-01	3.497174e-01	0	0	1.467646e+00	4.054499e+00
TCGA-CR-6478-01A-11R-1873-07	0	2.521898e-01	2.409808e+00	4.248406e-01	9.885188e-01	6.537067e-01	6.494480e-02	0	2.124397e-01	1.144368e+00	3.426597e+00
TCGA-CR-6480-01A-11R-1873-07	0	3.722393e-01	1.674472e+00	6.871510e-01	3.686078e-01	0	1.019684e-01	7.546030e-01	1.126087e+00	1.397882e+00	1.093595e+00
TCGA-CR-6481-01A-11R-1873-07	0	0	2.299619e+00	3.023183e-01	1.182710e+00	0	2.287442e-01	3.274478e-01	8.390758e-01	1.396786e+00	1.665068e+00
TCGA-CR-6482-01A-11R-1873-07	1.552479e-02	2.988664e-01	1.890610e+00	2.434594e-01	1.418234e+00	0	2.461202e-01	4.918091e-01	9.474941e-01	1.783112e+00	1.362984e+00
TCGA-CR-6484-01A-11R-1873-07	0	1.069349e-02	2.351454e+00	9.376576e-01	1.162415e+00	6.052726e-01	0	6.222589e-01	0	1.570995e+00	2.675117e+00
TCGA-CR-6487-01A-11R-1873-07	2.959379e-01	0	2.314954e+00	0	1.356056e+00	0	4.962926e-01	0	9.869685e-01	1.594862e+00	5.867910e-01
TCGA-CR-6488-01A-12R-2081-07	6.733152e-01	1.673704e-01	1.402180e+00	8.696199e-01	1.287618e+00	7.242880e-02	1.226598e-01	2.074465e-01	3.544304e-02	1.547377e+00	3.637744e+00
TCGA-CR-6491-01A-11R-1873-07	1.606738e-01	0	1.290525e+00	1.182004e+00	4.987347e-01	0	3.412216e-01	3.399473e-01	0	1.519838e+00	3.851024e+00
TCGA-CR-6492-01A-12R-2081-07	0	1.007042e+00	1.908013e+00	1.238551e+00	4.128627e-01	0	2.730122e-02	6.880175e-01	0	1.679541e+00	3.162861e+00
TCGA-CR-6493-01A-11R-1873-07	1.827696e-01	0	1.462003e+00	8.923884e-01	4.864852e-02	0	0	7.898294e-02	0	1.213725e+00	4.420982e+00
TCGA-CR-7364-01A-11R-2016-07	0	5.252002e-01	1.130990e+00	8.285532e-01	7.453630e-01	3.670994e-01	2.141412e-01	7.317877e-01	2.756902e-02	1.628006e+00	2.418802e+00
TCGA-CR-7365-01A-11R-2016-07	5.302687e-01	0	1.298276e+00	9.662578e-01	9.470056e-01	0	1.293843e-01	2.471383e-02	0	1.276603e+00	4.216187e+00
TCGA-CR-7367-01A-11R-2016-07	1.129796e-02	5.414637e-01	1.359954e+00	1.003464e+00	1.512176e+00	0	4.862689e-02	1.793922e-01	1.194170e-01	1.553289e+00	3.344471e+00
TCGA-CR-7368-01A-11R-2132-07	0	4.410328e-01	1.758278e+00	8.191662e-01	5.735583e-01	0	1.087733e-01	4.722349e-01	4.835534e-01	1.063149e+00	2.548692e+00
TCGA-CR-7369-01A-11R-2132-07	1.095576e-01	0	1.313178e+00	8.015819e-01	9.721864e-01	0	2.344399e-01	6.540078e-01	4.094568e-01	1.462397e+00	2.725589e+00
TCGA-CR-7370-01A-11R-2132-07	1.846229e-02	7.525957e-01	1.273504e+00	5.855404e-02	1.252252e+00	4.503858e-01	1.359077e+00	0	0	1.669043e+00	2.188545e+00
TCGA-CR-7371-01A-11R-2016-07	2.022103e-01	8.759664e-01	1.533591e+00	6.592094e-01	1.084289e+00	3.074356e-01	7.430391e-01	4.302438e-01	1.408209e-01	1.755622e+00	2.431171e+00
TCGA-CR-7372-01A-11R-2016-07	4.872041e-01	0	1.109191e+00	1.033637e+00	1.274922e+00	2.093553e-01	4.564451e-01	1.014694e-01	0	1.614941e+00	3.589777e+00
TCGA-CR-7373-01A-11R-2016-07	0	3.928828e-02	2.432581e+00	6.243374e-01	4.133892e-01	0	5.988246e-02	0	0	8.496429e-01	4.157909e+00
TCGA-CR-7374-01A-11R-2016-07	3.979891e-02	6.267287e-01	1.338534e+00	3.314548e-01	1.194178e+00	2.088963e-01	1.052837e+00	3.643834e-02	2.398412e-01	1.798832e+00	2.113275e+00
TCGA-CR-7376-01A-11R-2132-07	4.801138e-01	5.809561e-01	2.159669e+00	5.039289e-01	1.705868e+00	0	0	2.886763e-01	0	1.490235e+00	3.006624e+00
TCGA-CR-7377-01A-11R-2016-07	6.510418e-01	0	1.809460e+00	8.382673e-01	1.373833e+00	2.688820e-01	8.157294e-02	6.346094e-01	4.391475e-02	1.737487e+00	2.895591e+00
TCGA-CR-7379-01A-11R-2016-07	2.643312e-01	0	1.199141e+00	8.410171e-01	1.196695e+00	7.605454e-01	1.632555e-01	7.119776e-02	0	1.557791e+00	3.933278e+00
TCGA-CR-7380-01A-11R-2016-07	0	8.636358e-02	1.504508e+00	8.030395e-01	1.265424e+00	7.432571e-02	3.533873e-01	0	0	1.216277e+00	3.998800e+00
TCGA-CR-7382-01A-11R-2132-07	4.666072e-01	0	2.211036e+00	7.537402e-02	1.613654e+00	0	1.070687e-01	1.178800e-02	0	1.390856e+00	2.938372e+00
TCGA-CR-7383-01A-11R-2132-07	6.143390e-01	2.264490e-01	1.901889e+00	2.342172e-01	1.212603e+00	0	8.121010e-01	0	0	2.209042e+00	2.883143e+00
TCGA-CR-7385-01A-11R-2016-07	0	0	2.051506e+00	6.883995e-01	5.767503e-01	0	3.247661e-01	7.825995e-01	9.651983e-01	1.591671e+00	1.035372e+00
TCGA-CR-7386-01A-11R-2016-07	3.839459e-01	0	1.854828e+00	7.789116e-01	1.744243e+00	3.527783e-01	1.214748e-01	0	0	1.462831e+00	3.736759e+00
TCGA-CR-7388-01A-11R-2016-07	5.916536e-02	3.767450e-01	1.504749e+00	7.861990e-01	1.288005e+00	6.890113e-01	5.443604e-01	6.434574e-01	2.440620e-01	1.808569e+00	2.467762e+00
TCGA-CR-7389-01A-11R-2016-07	0	8.406509e-01	1.468026e+00	9.557183e-01	1.232735e+00	0	2.768071e-01	5.449728e-01	3.265168e-03	1.724557e+00	2.716671e+00
TCGA-CR-7390-01A-11R-2016-07	1.332152e-01	0	6.900579e-01	7.586076e-01	1.132015e+00	1.283742e-01	6.550316e-01	2.088389e-01	8.884803e-02	1.456797e+00	3.754674e+00
TCGA-CR-7391-01A-11R-2016-07	5.064303e-01	0	1.734528e+00	1.350785e+00	1.304391e+00	0	1.663606e-01	1.024671e+00	0	1.997367e+00	2.264988e+00
TCGA-CR-7392-01A-11R-2016-07	3.465996e-01	1.102090e-01	1.945126e+00	8.580559e-01	1.405373e+00	5.786547e-01	0	1.581526e-02	0	1.156748e+00	3.744564e+00
TCGA-CR-7393-01A-11R-2016-07	3.452113e-01	2.225203e-02	1.489694e+00	1.073727e+00	1.551210e+00	0	1.473920e-01	1.157311e+00	6.038868e-02	1.965226e+00	2.097826e+00
TCGA-CR-7394-01A-11R-2016-07	2.859068e-01	0	2.127316e+00	1.429597e+00	1.261698e+00	0	1.782906e-01	4.546635e-01	0	1.216709e+00	3.094064e+00
TCGA-CR-7395-01A-11R-2016-07	1.284048e-01	0	2.244406e+00	1.193370e+00	9.226384e-01	0	2.289554e-03	4.225157e-01	0	1.339472e+00	3.593021e+00
TCGA-CR-7397-01A-11R-2016-07	4.296398e-01	0	1.256025e+00	9.914113e-01	1.615565e+00	3.990390e-01	1.736008e-01	9.345658e-01	0	2.056844e+00	2.638431e+00
TCGA-CR-7398-01A-11R-2016-07	2.607472e-02	0	1.110827e+00	9.891615e-02	1.236177e+00	2.174141e-01	5.449768e-01	0	1.091446e-01	1.744038e+00	2.519758e+00
TCGA-CR-7399-01A-11R-2016-07	0	2.037259e-01	1.744476e+00	3.679605e-02	1.289332e+00	4.265800e-01	4.833318e-01	9.172295e-03	1.343015e+00	1.665920e+00	1.653674e+00
TCGA-CR-7401-01A-11R-2016-07	6.086039e-01	0	1.283796e+00	9.922864e-01	1.199283e+00	1.779615e-01	2.149802e-01	4.520974e-01	0	1.921553e+00	3.418411e+00
TCGA-CR-7402-01A-11R-2016-07	6.640437e-02	7.002575e-01	1.445590e+00	5.485407e-01	7.555488e-01	0	1.292559e-01	2.123805e-01	5.758678e-01	1.504194e+00	2.413643e+00
TCGA-CR-7404-01A-11R-2132-07	3.200610e-02	7.630400e-02	1.934524e+00	4.111143e-01	9.465590e-01	0	3.448376e-01	4.276274e-01	7.818458e-01	1.605865e+00	1.616110e+00
TCGA-CV-5430-01A-02R-1686-07	1.631659e-02	2.627653e-01	1.629689e+00	1.149330e-01	1.161999e+00	7.723549e-02	3.248824e-01	1.241707e-01	8.668014e-01	1.792031e+00	1.304939e+00
TCGA-CV-5431-01A-01R-1514-07	0	3.979051e-02	1.698911e+00	0	1.590848e+00	5.293811e-01	9.077434e-02	0	1.078108e+00	1.667567e+00	2.363417e+00
TCGA-CV-5432-01A-02R-1686-07	2.695667e-01	6.381299e-01	1.113120e+00	6.752088e-01	6.858189e-01	0	1.068517e+00	0	1.662409e-01	2.085689e+00	3.212525e+00
TCGA-CV-5434-01A-01R-1686-07	6.016817e-01	0	1.462601e+00	3.733126e-02	1.737081e+00	0	1.405039e+00	0	0	2.135731e+00	2.337782e+00
TCGA-CV-5435-01A-01R-1686-07	5.710328e-01	2.990089e-02	7.117608e-01	0	1.442204e+00	0	1.470088e+00	0	0	1.804605e+00	2.560714e+00
TCGA-CV-5436-01A-01R-1514-07	3.382525e-01	0	1.433319e+00	3.953372e-01	9.075435e-01	0	4.222566e-01	0	1.227429e-01	1.523068e+00	3.990802e+00
TCGA-CV-5439-01A-01R-1686-07	0	2.177022e-01	1.728376e+00	1.244812e+00	2.853231e-01	1.610156e-01	1.576501e-01	5.933704e-01	4.697309e-02	1.614328e+00	3.020673e+00
TCGA-CV-5440-01A-01R-1514-07	9.100225e-01	7.801529e-02	1.069050e+00	3.615404e-01	8.363285e-01	2.011743e-01	1.142396e+00	0	0	2.020161e+00	2.746683e+00
TCGA-CV-5441-01A-01R-1514-07	0	0	1.107774e+00	5.814071e-01	8.247923e-01	5.366252e-01	0	0	0	1.934364e+00	3.519107e+00
TCGA-CV-5442-01A-01R-1514-07	0	0	6.315931e-01	1.231971e+00	0	0	0	1.222681e-01	1.719393e-01	1.497916e+00	3.253534e+00
TCGA-CV-5443-01A-01R-1514-07	1.960430e-02	4.323894e-02	1.714515e+00	0	1.246079e+00	0	0	0	2.070988e+00	1.656674e+00	9.162787e-01
TCGA-CV-5444-01A-02R-1514-07	7.290636e-01	0	1.826082e+00	3.964310e-01	1.547048e+00	0	0	0	0	1.682129e+00	3.512711e+00
TCGA-CV-5966-01A-11R-1686-07	3.784903e-01	0	2.379812e+00	0	3.372790e-01	0	6.038870e-02	0	0	1.760639e+00	3.671635e+00
TCGA-CV-5970-01A-11R-1686-07	4.859381e-01	8.300600e-02	1.412816e+00	1.198854e+00	1.087117e+00	2.473604e-01	0	0	8.016753e-02	1.247888e+00	3.854317e+00
TCGA-CV-5971-01A-11R-1686-07	1.104867e+00	1.466039e-02	1.658570e+00	0	1.685454e+00	2.252707e-02	0	1.081739e-01	0	2.441988e+00	2.298295e+00
TCGA-CV-5973-01A-11R-1686-07	1.248039e-01	2.775048e-01	1.143825e+00	1.461302e+00	0	3.964812e-01	0	3.106081e-01	0	2.326198e+00	3.792912e+00
TCGA-CV-5976-01A-11R-1686-07	6.758342e-01	1.376511e-01	1.319678e+00	6.666085e-01	6.216372e-01	0	1.284309e-01	1.001924e-02	0	1.721802e+00	3.870750e+00
TCGA-CV-5977-01A-11R-1686-07	2.942176e-01	0	1.827363e+00	6.989759e-01	0	0	0	0	0	1.365875e+00	4.572198e+00
TCGA-CV-5978-01A-11R-1686-07	9.006071e-03	0	1.533739e+00	9.948930e-02	1.977707e+00	0	1.643991e+00	0	0	1.761786e+00	2.686719e+00
TCGA-CV-5979-01A-11R-1686-07	4.139231e-01	0	1.330065e+00	6.215164e-01	3.537799e-01	0	0	0	0	1.438099e+00	4.311670e+00
TCGA-CV-6003-01A-11R-1686-07	2.546838e-01	0	1.561840e+00	6.456298e-01	9.704099e-02	3.979996e-01	2.859206e-01	0	0	1.571500e+00	4.283534e+00
TCGA-CV-6433-01A-11R-1686-07	0	1.746359e-02	2.096578e+00	0	6.390104e-01	0	0	0	1.981240e+00	1.551011e+00	1.003831e+00
TCGA-CV-6436-01A-11R-1686-07	0	0	2.201393e+00	1.634580e+00	1.546652e-01	0	1.931811e-01	4.871414e-01	0	2.592963e+00	3.126676e+00
TCGA-CV-6441-01A-11R-1686-07	7.484802e-01	3.200452e-01	1.383042e+00	1.682906e-01	0	0	2.272894e-01	0	4.141380e-01	2.137940e+00	1.610198e+00
TCGA-CV-6933-11A-01R-1915-07	1.000969e-01	2.107034e+00	6.327569e-01	0	9.297781e-01	0	7.994572e-02	0	0	3.057141e+00	1.025547e+00
TCGA-CV-6933-01A-11R-1915-07	2.022168e-01	9.606362e-02	1.251843e+00	5.974430e-01	1.349991e+00	4.255734e-01	1.193256e+00	1.467084e-02	1.410418e-01	1.879643e+00	3.047104e+00
TCGA-CV-6934-11A-01R-1915-07	1.670881e-01	1.667478e+00	1.467353e+00	7.739724e-01	6.721133e-02	0	4.625090e-01	7.183207e-01	0	2.450547e+00	1.280066e+00
TCGA-CV-6934-01A-11R-1915-07	5.962386e-01	1.167540e-01	1.596449e+00	2.839763e-01	1.871303e+00	0	5.511657e-01	1.200193e-01	0	1.959344e+00	3.096880e+00
TCGA-CV-6935-11A-01R-1915-07	0	8.260750e-01	1.134968e+00	1.524190e+00	3.418089e-01	0	2.872409e-01	1.739646e+00	0	2.732226e+00	1.243335e+00
TCGA-CV-6935-01A-11R-1915-07	3.179305e-01	1.766045e-01	7.683074e-01	1.691557e-01	1.466316e+00	0	1.382408e+00	4.066891e-03	0	2.355731e+00	2.631135e+00
TCGA-CV-6936-11A-01R-1915-07	7.373855e-01	0	1.319973e+00	1.168493e+00	9.853503e-01	0	3.072399e-01	1.543124e+00	0	2.894730e+00	1.222405e+00
TCGA-CV-6936-01A-11R-1915-07	0	0	1.834331e+00	4.973201e-01	6.671392e-01	5.128376e-01	7.025368e-03	3.597351e-02	4.995044e-02	1.633472e+00	3.176827e+00
TCGA-CV-6937-01A-11R-2016-07	9.747597e-02	1.403332e-01	1.062570e+00	4.215516e-01	1.135481e+00	8.806109e-01	2.049173e-01	0	2.543942e-01	2.288391e+00	3.030151e+00
TCGA-CV-6938-11A-01R-1915-07	1.688822e-01	7.383943e-01	8.823258e-01	8.580028e-01	1.606189e+00	1.969939e-02	1.841903e-01	2.448088e-01	5.279711e-03	2.489830e+00	2.187762e+00
TCGA-CV-6938-01A-11R-1915-07	0	0	2.755999e+00	9.166969e-01	2.641295e-01	0	2.618177e-01	7.163733e-02	0	1.269443e+00	3.718801e+00
TCGA-CV-6939-11A-01R-1915-07	1.110324e+00	1.567464e+00	5.486469e-01	0	1.488038e+00	0	0	1.717417e-01	0	3.387428e+00	8.094164e-01
TCGA-CV-6939-01A-11R-1915-07	1.671524e-02	9.498291e-01	1.642549e+00	1.551433e-01	1.055758e+00	0	1.579864e-01	2.300202e-01	1.058355e+00	1.448746e+00	1.491092e+00
TCGA-CV-6940-01A-11R-1915-07	6.366233e-01	0	9.953352e-01	6.733554e-01	1.020103e+00	0	1.089741e+00	3.736266e-01	7.570852e-02	2.010872e+00	2.863923e+00
TCGA-CV-6941-01A-11R-1915-07	9.994896e-02	0	1.347575e+00	6.501785e-01	1.227479e+00	3.112765e-01	5.466677e-01	9.510435e-02	0	1.678418e+00	2.993483e+00
TCGA-CV-6942-01A-21R-2016-07	6.501248e-02	7.698846e-01	2.382819e+00	2.122098e-01	9.682049e-01	0	0	0	0	1.807601e+00	3.374542e+00
TCGA-CV-6943-11A-01R-1915-07	5.712525e-01	6.229051e-02	1.093410e+00	1.707051e+00	2.498497e-01	0	3.958725e-01	1.457823e+00	1.329781e-01	2.369563e+00	1.258774e+00
TCGA-CV-6943-01A-11R-1915-07	2.607438e-01	0	2.295031e+00	1.028896e+00	1.457500e+00	0	0	5.469654e-01	0	1.511685e+00	2.940284e+00
TCGA-CV-6945-01A-11R-1915-07	1.187067e-01	6.419805e-02	8.386854e-01	8.857660e-01	7.458469e-01	7.534484e-01	5.370389e-01	0	0	2.117121e+00	4.118685e+00
TCGA-CV-6948-01A-11R-1915-07	5.907397e-02	2.095793e-01	1.436866e+00	9.275778e-02	1.026210e+00	1.959743e-01	1.398362e+00	0	1.240931e-01	2.211575e+00	1.727310e+00
TCGA-CV-6950-01A-11R-1915-07	6.429620e-01	3.989345e-01	1.379126e+00	1.804101e-01	8.795681e-01	0	1.203543e-01	0	1.497881e-01	1.439477e+00	3.798987e+00
TCGA-CV-6951-01A-11R-1915-07	5.913684e-01	5.359927e-01	1.002221e+00	6.285139e-01	6.986269e-01	0	1.309593e+00	9.944207e-02	0	2.075103e+00	2.832201e+00
TCGA-CV-6952-01A-11R-1915-07	5.248985e-01	0	2.084254e+00	1.372609e+00	4.430533e-01	0	2.305289e-01	6.461242e-02	0	1.051709e+00	4.179348e+00
TCGA-CV-6953-01A-11R-1915-07	0	0	1.431795e+00	1.515259e+00	3.487212e-01	2.881173e-01	8.310618e-02	5.021240e-01	0	1.747148e+00	3.351590e+00
TCGA-CV-6954-01A-11R-1915-07	1.266108e-02	0	1.651971e+00	9.550630e-01	9.238731e-01	8.088634e-02	0	0	0	1.612763e+00	3.643925e+00
TCGA-CV-6955-11A-01R-2016-07	9.717066e-02	1.254766e+00	1.776036e+00	1.335844e+00	7.453132e-01	0	2.378724e-01	6.746041e-01	0	1.871952e+00	2.308717e+00
TCGA-CV-6955-01A-11R-2016-07	0	7.806318e-03	1.940826e+00	1.784225e+00	1.652505e-01	0	8.081615e-01	9.481480e-01	0	1.870369e+00	1.952938e+00
TCGA-CV-6956-11A-01R-2016-07	8.757912e-01	9.381457e-02	1.312819e+00	1.463709e+00	1.311775e-01	0	1.832286e-01	1.417920e+00	2.261531e-01	2.550245e+00	1.384605e+00
TCGA-CV-6956-01A-21R-2016-07	6.459012e-01	0	7.762240e-01	8.363919e-01	2.630793e-01	2.463252e-01	1.154870e-01	0	0	1.627373e+00	3.985661e+00
TCGA-CV-6959-11A-01R-1915-07	9.672507e-01	0	1.163082e+00	1.503443e+00	7.902342e-01	0	3.161443e-01	9.675611e-01	1.098096e-01	2.607215e+00	1.361429e+00
TCGA-CV-6959-01A-11R-1915-07	7.715580e-01	0	1.856096e+00	7.231199e-01	6.978823e-01	0	0	1.740015e-01	0	1.254913e+00	3.850891e+00
TCGA-CV-6960-11A-01R-2016-07	8.615230e-03	1.059282e-01	9.694323e-01	1.138060e+00	5.051650e-01	0	5.357522e-01	1.565902e+00	0	2.427174e+00	1.304126e+00
TCGA-CV-6960-01A-41R-2016-07	7.584913e-04	1.985046e-01	7.979364e-01	5.205361e-01	7.317886e-01	0	3.905935e-01	0	1.413590e-01	1.664780e+00	3.747306e+00
TCGA-CV-6961-11A-01R-1915-07	6.706263e-01	0	7.251240e-01	1.601475e+00	4.291777e-01	0	4.221371e-01	1.201103e+00	0	2.789618e+00	1.980156e+00
