sampleID	D12.10_GNF2-TTN	D12.11_RICKMAN-HEAD-AND-NECK-CANCER-D	D11.2_MOSERLE-IFNA-RESPONSE	D7.4_CORNIFIED-ENVELOPE	D12.5_FARMER-BREAST-CANCER-CLUSTER-5	D16.16_WEBER-METHYLATED-ICP-IN-SPERM-UP	D17.14_SINGH-NFE2L2-TARGETS	D14.8_GNF2-SPRR1B	D14.10_RUNNE-GENDER-EFFECT-UP	D10.2_MIPS-40S-RIBOSOMAL-SUBUNIT-CYTOPLASMIC	D9.2_GNF2-CDH3
TCGA-DQ-5630-01A-01R-1873-07	5.729978e-01	1.315594e-02	2.148204e+00	8.408177e-01	9.929735e-01	0	1.906478e-02	2.668933e-01	0	1.804123e+00	3.465502e+00
TCGA-DQ-5631-01A-01R-1873-07	3.348034e-01	0	8.649151e-01	3.405793e-02	9.823479e-01	4.824525e-01	0	0	0	1.398213e+00	3.940330e+00
TCGA-DQ-7588-01A-11R-2081-07	0	0	3.691656e-01	5.174450e-01	0	2.175331e-01	4.989904e-01	0	0	1.699361e+00	4.351253e+00
TCGA-DQ-7589-01A-11R-2232-07	0	2.529943e-02	6.322546e-01	5.044816e-01	1.373604e+00	0	1.463148e+00	3.933799e-01	2.001389e-01	2.077968e+00	2.531826e+00
TCGA-DQ-7590-01A-11R-2232-07	3.395527e-01	5.097867e-02	1.968239e+00	2.311264e-01	1.326675e+00	0	2.066647e-01	1.433651e-01	1.668337e+00	1.650036e+00	1.481276e+00
TCGA-DQ-7591-01A-11R-2081-07	1.660580e-01	0	1.679585e+00	0	9.949291e-01	0	2.997188e-01	0	1.979755e+00	1.348026e+00	7.786286e-01
TCGA-DQ-7592-01A-11R-2081-07	5.786455e-01	0	1.628912e+00	7.009022e-01	8.092592e-01	0	7.663686e-02	0	0	1.129207e+00	4.022205e+00
TCGA-DQ-7593-01A-11R-2232-07	1.727131e-02	6.472740e-02	1.800920e+00	8.577388e-01	9.529119e-01	0	5.241531e-02	1.029060e+00	1.552477e+00	1.958275e+00	6.910667e-01
TCGA-DQ-7594-01A-11R-2232-07	5.490479e-01	6.577126e-01	1.883097e+00	6.662373e-01	5.934263e-01	0	1.252729e-01	5.640162e-01	7.173262e-01	1.577041e+00	1.646871e+00
TCGA-DQ-7595-01A-11R-2232-07	2.464360e-02	7.680708e-01	1.084664e+00	5.702873e-01	4.931101e-01	2.426738e-01	3.886166e-01	5.157287e-01	9.251767e-02	2.019385e+00	1.834181e+00
TCGA-DQ-7596-01A-11R-2232-07	0	2.489214e-01	1.607730e+00	9.659350e-01	4.448928e-01	0	2.553538e-01	1.173158e+00	1.116105e+00	1.775361e+00	9.372130e-01
TCGA-F7-7848-01A-11R-2132-07	0	7.512464e-01	1.344429e+00	6.835158e-01	8.210809e-01	0	2.862621e-01	5.038949e-01	8.946184e-02	1.727629e+00	2.391217e+00
TCGA-F7-8298-01A-11R-2403-07	2.640324e-01	4.417079e-01	1.171923e+00	0	9.884186e-01	5.436332e-01	0	0	1.836592e-01	1.607557e+00	3.443860e+00
TCGA-F7-8489-01A-31R-2403-07	9.883457e-02	1.300419e-01	1.977554e+00	5.516551e-01	8.406572e-01	0	2.395709e-01	1.159546e-01	1.861360e-01	1.282392e+00	3.381758e+00
TCGA-F7-A50G-01A-11R-A266-07	3.086661e-01	0	1.934938e+00	1.504600e+00	6.932536e-01	2.083572e-01	4.942891e-02	2.534587e-01	4.682044e-03	1.427070e+00	3.359701e+00
TCGA-F7-A50I-01A-11R-A28V-07	0	9.939024e-01	1.604045e+00	7.189197e-01	5.041063e-01	0	3.434262e-01	2.612833e-01	1.084821e-01	1.950036e+00	3.211444e+00
TCGA-F7-A50J-01A-21R-A28V-07	2.364207e-01	0	1.633661e+00	1.278424e+00	5.377611e-01	2.952759e-01	2.461600e-01	3.571530e-01	0	1.742902e+00	4.022783e+00
TCGA-F7-A61S-01A-11R-A28V-07	9.488369e-02	4.787141e-01	2.321142e+00	1.154680e+00	4.663990e-03	0	1.619675e-01	2.731769e-01	7.826224e-02	1.586644e+00	3.843528e+00
TCGA-F7-A61V-01A-11R-A28V-07	5.978147e-01	4.909674e-01	1.193074e+00	1.141424e+00	2.175415e-01	0	5.266458e-01	4.227223e-01	1.044863e-01	2.298339e+00	2.724121e+00
TCGA-F7-A61W-01A-11R-A28V-07	4.870477e-01	0	9.809740e-01	6.384702e-01	2.831788e-01	0	3.119774e-01	0	0	1.589451e+00	4.392057e+00
TCGA-F7-A620-01A-11R-A28V-07	5.834244e-01	0	2.612001e+00	1.043703e+00	2.140021e-01	0	8.794823e-02	2.908649e-01	0	1.703050e+00	3.505227e+00
TCGA-F7-A622-01A-11R-A28V-07	3.104843e-01	0	1.546405e+00	1.390717e+00	0	0	3.304700e-01	1.166258e-01	0	2.140148e+00	3.717847e+00
TCGA-F7-A623-01A-11R-A28V-07	1.763009e-02	0	1.544001e+00	1.082746e+00	6.192079e-01	7.100248e-01	0	0	1.512971e-01	1.449238e+00	3.425863e+00
TCGA-F7-A624-01A-22R-A30B-07	0	0	2.396560e+00	0	9.359478e-01	8.277452e-02	5.651343e-02	0	0	3.261791e+00	1.590856e+00
TCGA-H7-7774-01A-21R-2081-07	0	0	1.770334e+00	1.700478e+00	4.720580e-01	0	1.093971e+00	5.913206e-01	0	1.799008e+00	2.281675e+00
TCGA-H7-8501-01A-11R-2403-07	1.082018e-01	0	2.763568e+00	4.230560e-01	4.995510e-01	0	2.177208e-02	0	0	1.684354e+00	3.765872e+00
TCGA-H7-8502-01A-11R-2403-07	1.049990e-01	0	1.516499e+00	3.500709e-01	7.033336e-01	8.972113e-02	0	0	0	1.235821e+00	4.127533e+00
TCGA-H7-A6C4-11A-21R-A466-07	1.158552e+00	0	7.540844e-01	1.315081e+00	9.010972e-01	0	2.384716e-01	1.115661e+00	7.652435e-02	3.458971e+00	1.052498e+00
TCGA-H7-A6C4-01A-11R-A30B-07	8.416853e-01	4.232942e-02	1.727335e+00	1.401356e+00	4.931818e-01	0	0	4.595730e-01	0	1.752706e+00	3.617388e+00
TCGA-H7-A6C5-11A-11R-A30B-07	0	1.968142e+00	1.157562e+00	1.660596e-01	5.680618e-01	0	4.648569e-01	2.054555e-01	1.858449e-02	2.558577e+00	1.178809e+00
TCGA-H7-A76A-01A-51R-A34R-07	0	0	2.155249e+00	4.931684e-01	1.213621e+00	0	0	5.643439e-01	1.123882e+00	2.500728e+00	1.248412e+00
TCGA-HD-7229-01A-11R-2016-07	0	7.906738e-01	2.126282e+00	9.206550e-01	3.185975e-02	0	0	1.441291e-01	0	1.004897e+00	3.965279e+00
TCGA-HD-7753-01A-11R-2081-07	2.457842e-01	0	1.352278e+00	4.499469e-01	1.056082e+00	3.368877e-01	1.407119e-01	0	2.660475e-02	1.269235e+00	4.244934e+00
TCGA-HD-7754-01A-11R-2081-07	0	1.454103e-02	9.546671e-01	2.770332e-01	1.437111e+00	0	5.306012e-01	5.662939e-01	5.338807e-01	1.752526e+00	1.477096e+00
TCGA-HD-7831-01A-11R-2132-07	4.179541e-01	0	8.129294e-01	5.599301e-02	2.005186e+00	0	0	0	0	1.838701e+00	3.734438e+00
TCGA-HD-7832-01A-11R-2132-07	0	0	2.296152e+00	6.468189e-01	9.399925e-02	0	1.759503e-02	0	0	1.040647e+00	3.748195e+00
TCGA-HD-7917-01A-11R-2232-07	1.627124e-02	4.922131e-01	1.494594e+00	1.105925e+00	2.673356e-01	0	6.947008e-02	4.421573e-01	3.149987e-02	1.598575e+00	3.520621e+00
TCGA-HD-8224-01A-11R-2403-07	9.147852e-01	0	1.061430e+00	2.116136e-01	1.160879e+00	2.278612e-01	0	3.807097e-01	0	2.067422e+00	1.798644e+00
TCGA-HD-8314-01A-11R-2403-07	7.459124e-01	6.954915e-01	1.570936e+00	4.015140e-01	9.494136e-01	0	5.761281e-01	2.885581e-01	3.579997e-01	2.128067e+00	1.249672e+00
TCGA-HD-8634-01A-11R-2403-07	3.604260e-01	0	1.771482e+00	1.594663e+00	1.297901e-01	0	2.778539e-01	8.280657e-01	0	1.495997e+00	3.426612e+00
TCGA-HD-8635-11A-01R-2403-07	7.390344e-01	0	1.528656e+00	1.633119e+00	1.776195e-01	0	2.854025e-01	1.245309e+00	1.845131e-01	1.986855e+00	1.493856e+00
TCGA-HD-8635-01A-11R-2403-07	8.570448e-01	7.723364e-01	1.401965e+00	5.757942e-01	7.237733e-01	1.809850e-01	0	0	0	1.644057e+00	3.683595e+00
TCGA-HD-A4C1-01A-11R-A24H-07	0	0	1.586407e+00	1.110122e+00	6.054178e-01	0	2.298799e-01	2.951133e-01	0	1.275524e+00	3.878368e+00
TCGA-HD-A633-01A-11R-A28V-07	0	0	1.170935e+00	7.104093e-01	4.533779e-01	6.818608e-01	2.916225e-02	2.600803e-01	0	1.979606e+00	3.820331e+00
TCGA-HD-A634-01A-11R-A28V-07	4.470534e-02	1.805276e-01	3.428532e-01	0	9.670723e-01	0	5.032468e-01	0	7.579814e-01	3.294695e+00	6.302386e-01
TCGA-HD-A6HZ-11A-11R-A31N-07	7.499017e-01	1.964162e-02	9.219211e-01	1.441858e+00	6.865862e-01	0	1.857842e-01	1.651701e+00	0	4.574475e+00	6.019011e-01
TCGA-HD-A6HZ-01A-12R-A31N-07	6.910514e-01	0	1.838253e+00	6.386305e-01	1.137117e+00	3.388572e-01	5.260986e-01	1.176726e-01	3.909931e-01	1.451883e+00	3.103298e+00
TCGA-HD-A6I0-11A-11R-A31N-07	8.148976e-01	0	1.577512e+00	9.875176e-01	1.214486e+00	0	0	7.889290e-01	0	3.651569e+00	2.184192e+00
TCGA-HD-A6I0-01A-11R-A31N-07	1.341778e-02	0	2.131159e+00	1.097471e+00	1.127464e-01	0	1.511056e-01	4.664588e-02	0	2.956647e+00	3.738924e+00
TCGA-HL-7533-01A-11R-2232-07	0	0	2.054944e+00	3.581142e-01	3.738710e-01	3.347188e-02	0	0	2.843783e-01	1.394353e+00	3.009393e+00
TCGA-IQ-7630-01A-11R-2081-07	1.355792e-01	0	1.793705e+00	6.420508e-01	4.933936e-01	4.122829e-01	0	0	0	1.426968e+00	4.093507e+00
TCGA-IQ-7631-01A-11R-2081-07	2.836339e-01	3.819148e-01	4.842281e-01	0	1.480109e+00	0	1.011507e-01	2.605402e-01	0	3.184329e+00	2.132793e+00
TCGA-IQ-7632-01A-11R-2081-07	0	0	1.218413e+00	1.365742e+00	4.799004e-01	8.081547e-01	3.259123e-01	7.213056e-01	0	1.828819e+00	3.116218e+00
TCGA-IQ-A61E-01A-22R-A30B-07	2.912796e-01	0	2.001221e+00	6.500443e-01	4.598078e-01	4.350689e-02	1.943486e-01	0	0	1.317355e+00	4.458897e+00
TCGA-IQ-A61G-01A-11R-A30B-07	2.220765e-03	0	1.285787e+00	5.109258e-01	6.448752e-03	3.433297e-01	6.693134e-01	0	7.797639e-02	2.059153e+00	3.602572e+00
TCGA-IQ-A61H-01A-11R-A30B-07	5.643464e-01	0	1.318678e+00	2.292548e-01	1.134613e+00	4.092173e-01	1.594840e+00	0	0	2.053579e+00	2.495700e+00
TCGA-IQ-A61I-01A-11R-A30B-07	8.167039e-02	0	1.823600e+00	5.204595e-01	5.445224e-01	0	1.732127e-01	2.095495e-01	2.208254e+00	2.260475e+00	9.076589e-01
TCGA-IQ-A61J-01A-11R-A30B-07	6.794840e-01	0	1.477531e+00	1.120801e+00	1.073889e+00	0	1.346667e-01	4.323371e-01	1.425964e-03	1.729623e+00	3.219903e+00
TCGA-IQ-A61O-01A-11R-A30B-07	1.051949e-01	0	9.683078e-01	0	2.403027e+00	0	0	0	0	2.999754e+00	2.728476e+00
TCGA-IQ-A6SG-01A-12R-A34R-07	0	0	9.415637e-01	7.515630e-01	7.923400e-01	3.862592e-01	9.819463e-01	2.781970e-01	1.912803e-01	1.847948e+00	3.218948e+00
TCGA-IQ-A6SH-01A-12R-A34R-07	4.620814e-02	2.294815e-02	2.007730e+00	9.267709e-01	5.225774e-01	5.273478e-01	4.627731e-01	0	0	2.001922e+00	3.888784e+00
TCGA-KU-A66S-01A-21R-A30B-07	1.266375e-01	4.287429e-01	1.185627e+00	1.811224e-01	1.033086e+00	4.745486e-01	9.345447e-01	5.639224e-02	2.915136e-03	2.847480e+00	2.045425e+00
TCGA-KU-A66T-01A-11R-A30B-07	0	1.413721e-01	7.580395e-01	7.858578e-01	4.394031e-01	8.759005e-01	6.078393e-01	3.047199e-02	1.185013e-01	1.606181e+00	3.875280e+00
TCGA-KU-A6H7-06A-21R-A31N-07	3.149996e-04	0	1.629613e+00	9.930419e-02	3.890184e-01	0	1.000270e-02	0	2.489668e+00	2.937733e+00	6.642716e-01
TCGA-KU-A6H7-01A-11R-A31N-07	0	0	2.380082e+00	3.537310e-01	3.935411e-01	0	2.005212e-01	8.205051e-02	1.538265e+00	1.878573e+00	1.448028e+00
TCGA-KU-A6H8-01A-21R-A34R-07	1.121533e+00	0	1.189162e+00	7.319663e-01	9.440791e-01	0	3.079475e-01	1.061442e+00	0	3.151426e+00	1.237562e+00
TCGA-MT-A51W-01A-21R-A266-07	0	4.063386e-01	1.891681e+00	1.460740e+00	1.672474e-01	0	1.849560e-01	6.777194e-01	0	1.571545e+00	3.542924e+00
TCGA-MT-A51X-01A-11R-A266-07	4.703742e-01	0	1.194366e+00	1.359995e+00	6.935217e-01	2.023494e-01	1.646241e-01	3.683619e-01	0	1.877573e+00	3.651757e+00
TCGA-MT-A67A-01A-11R-A30B-07	2.953806e-01	4.840112e-01	1.737731e+00	1.460264e+00	1.666302e-01	0	8.153514e-01	1.117491e-01	0	2.475973e+00	2.921060e+00
TCGA-MT-A67D-01A-31R-A30B-07	6.053228e-03	8.411547e-01	1.689958e+00	1.182457e+00	7.110970e-01	0	0	5.909012e-01	8.868728e-02	2.208600e+00	3.106036e+00
TCGA-MT-A67F-01A-11R-A30B-07	0	0	2.853649e+00	1.350281e+00	3.311589e-01	0	0	6.606082e-01	0	1.525895e+00	3.518493e+00
TCGA-MT-A7BN-01A-12R-A34R-07	1.814713e-02	6.017734e-01	1.470575e+00	0	1.235290e+00	9.958064e-02	0	0	1.638280e-01	4.106964e+00	1.826739e+00
TCGA-MZ-A5BI-01A-31R-A34R-07	2.477003e-02	4.438683e-02	1.905949e+00	8.183669e-01	1.023011e+00	2.511890e-02	1.040745e-01	7.732017e-01	1.460965e+00	2.422780e+00	1.319270e+00
TCGA-MZ-A6I9-01A-11R-A31N-07	2.010037e-01	4.785078e-01	1.287043e+00	8.230465e-01	2.944078e-01	0	4.983171e-01	9.298107e-01	6.172843e-01	3.075070e+00	8.995909e-01
TCGA-MZ-A7D7-01A-21R-A34R-07	0	8.619437e-02	1.005098e+00	1.075840e+00	3.140950e-01	4.495123e-01	1.049607e+00	6.587773e-01	1.068910e-01	2.483899e+00	3.014560e+00
TCGA-P3-A5Q5-01A-11R-A28V-07	2.471685e-01	0	2.257277e+00	3.576467e-01	5.118316e-01	0	4.593621e-01	2.097661e-01	4.914058e-01	2.363505e+00	1.169573e+00
TCGA-P3-A5Q6-01A-11R-A28V-07	7.652023e-02	0	1.006140e+00	3.228714e-01	1.186355e+00	0	4.143423e-01	0	5.819794e-02	2.567191e+00	3.690602e+00
TCGA-P3-A5QA-01A-11R-A28V-07	5.758173e-01	0	7.811678e-01	0	1.285869e+00	3.817762e-01	0	0	0	1.945386e+00	3.917696e+00
TCGA-P3-A5QE-01A-11R-A28V-07	0	9.108703e-02	1.771676e+00	5.271693e-01	5.788121e-01	0	0	3.966674e-01	1.941365e+00	1.229803e+00	1.336409e+00
TCGA-P3-A5QF-01A-11R-A28V-07	0	0	1.688338e+00	8.740391e-01	6.173856e-02	0	5.431848e-01	7.723469e-01	4.708371e-02	2.248504e+00	1.607056e+00
TCGA-P3-A6SW-01A-11R-A34R-07	0	0	2.080814e+00	2.989885e-01	6.718967e-01	0	4.740767e-01	1.440532e-01	8.145218e-01	2.148740e+00	1.499390e+00
TCGA-P3-A6SX-01A-11R-A34R-07	5.292223e-01	0	7.884145e-01	5.651672e-01	6.447610e-01	5.645345e-01	0	0	0	1.854429e+00	4.173001e+00
TCGA-P3-A6T0-01A-12R-A34R-07	0	0	5.395424e-01	1.305959e-01	8.979094e-01	5.659747e-01	8.044098e-01	0	0	1.637731e+00	4.234174e+00
TCGA-P3-A6T2-01A-11R-A34R-07	1.744044e-01	0	1.604373e+00	4.696195e-01	2.926148e-01	0	5.777823e-02	0	0	1.419272e+00	4.316884e+00
TCGA-P3-A6T3-01A-11R-A34R-07	1.779469e-01	0	8.529318e-01	9.652878e-01	3.247238e-01	4.592479e-01	0	0	0	1.405937e+00	4.851715e+00
TCGA-P3-A6T4-01A-11R-A34R-07	9.638390e-03	7.659142e-02	1.234867e+00	1.206845e+00	8.079584e-01	7.270349e-01	4.700113e-01	1.379798e-01	0	1.773626e+00	3.335393e+00
TCGA-P3-A6T5-01A-11R-A34R-07	5.882988e-03	3.898601e-01	1.459328e+00	1.017058e+00	7.181423e-01	4.097613e-01	6.575190e-02	1.629473e-02	1.512636e-01	2.057744e+00	3.790278e+00
TCGA-P3-A6T6-01A-11R-A34R-07	0	3.644864e-01	1.248672e+00	4.177887e-01	3.919990e-02	0	1.923599e-01	3.063240e-01	4.204412e-01	2.705363e+00	1.643464e+00
TCGA-P3-A6T7-01A-11R-A34R-07	0	2.871156e-01	1.785731e+00	1.192811e+00	4.590210e-01	3.178614e-01	3.492915e-02	0	1.046802e-01	1.546547e+00	3.998191e+00
TCGA-P3-A6T8-01A-11R-A34R-07	5.689233e-01	6.281072e-02	7.647383e-01	9.290288e-02	1.308095e+00	3.459765e-01	1.455912e-01	0	3.359853e-02	2.021997e+00	3.754142e+00
TCGA-QK-A64Z-01A-11R-A30B-07	1.181941e-02	3.796720e-02	1.721302e+00	3.397997e-01	5.739895e-01	5.344560e-01	2.398273e-01	0	0	1.416303e+00	3.856411e+00
TCGA-QK-A652-01A-11R-A30B-07	8.228725e-01	0	1.807522e+00	1.270335e+00	7.508496e-01	0	0	2.669701e-01	3.868984e-02	1.716835e+00	3.292985e+00
TCGA-QK-A6IF-01A-11R-A31N-07	1.832521e-01	2.107772e-01	1.640620e+00	1.997683e-01	1.272919e+00	0	9.680662e-02	3.264315e-01	1.732284e+00	1.919578e+00	1.085439e+00
TCGA-QK-A6IG-01A-11R-A31N-07	4.038192e-01	2.837563e-03	1.938057e+00	1.034108e-01	4.581631e-01	3.127559e-01	0	0	0	2.248962e+00	3.593830e+00
TCGA-QK-A6IH-01A-11R-A31N-07	0	0	1.182599e+00	8.802689e-01	5.496491e-01	5.535640e-01	0	0	0	2.655071e+00	4.024827e+00
TCGA-QK-A6II-01A-11R-A31N-07	3.728223e-01	0	1.641598e+00	1.475919e+00	0	0	0	2.418211e-01	0	2.672060e+00	3.665290e+00
TCGA-QK-A6IJ-01A-11R-A31N-07	7.769165e-02	0	1.885795e+00	1.400542e+00	0	3.290224e-01	0	7.465229e-01	6.964620e-02	3.069388e+00	2.696612e+00
TCGA-QK-A6V9-01A-11R-A34R-07	0	0	1.776952e+00	5.370952e-01	4.940369e-01	0	3.139848e-01	4.499768e-01	1.713516e+00	1.536752e+00	1.003794e+00
TCGA-QK-A6VB-01A-12R-A34R-07	5.160158e-02	9.770549e-02	9.451207e-01	5.781551e-01	6.236248e-01	0	1.047029e+00	2.463824e-01	0	2.174108e+00	2.463071e+00
TCGA-QK-A6VC-01A-23R-A34R-07	0	9.155509e-03	2.051928e+00	9.490687e-01	6.334132e-01	7.166587e-01	9.279516e-02	9.192994e-01	5.392252e-01	2.139609e+00	1.755195e+00
TCGA-QK-A8Z7-01A-11R-A39I-07	4.302448e-02	2.301121e-02	8.435073e-01	1.798899e-01	1.135783e+00	2.643810e-01	1.249346e+00	0	1.732220e-01	2.407227e+00	1.921122e+00
TCGA-QK-A8Z8-01A-11R-A39I-07	1.819288e-03	2.934689e-01	1.512313e+00	8.984039e-01	3.965399e-01	6.444777e-01	7.416994e-01	2.710109e-01	0	1.731058e+00	2.513754e+00
TCGA-QK-A8Z9-01B-11R-A39I-07	3.436861e-01	0	1.329875e+00	7.687333e-02	1.615728e+00	2.534892e-01	2.330097e-01	0	0	1.788252e+00	3.627136e+00
TCGA-QK-A8ZA-01A-11R-A39I-07	0	1.623936e-01	9.988778e-01	4.444150e-01	6.376312e-01	1.776577e-01	1.727649e+00	1.003241e-01	6.138940e-02	1.909403e+00	2.554885e+00
TCGA-QK-A8ZB-01A-11R-A39I-07	0	4.650287e-01	1.118324e+00	1.101555e+00	1.140363e+00	7.525463e-01	1.314225e-01	2.551258e-01	2.091429e-01	1.703448e+00	3.286234e+00
TCGA-QK-AA3J-01A-11R-A39I-07	2.872570e-01	2.914578e-01	1.374090e+00	6.060923e-01	2.601561e-01	0	3.218718e-01	5.513078e-01	4.014088e-01	1.880779e+00	1.630554e+00
TCGA-QK-AA3K-01A-11R-A39I-07	0	0	1.266724e+00	0	2.026126e+00	2.630558e-01	3.459393e-02	0	0	2.924238e+00	2.435489e+00
TCGA-RS-A6TO-01A-32R-A34R-07	7.782254e-02	0	1.809905e+00	6.809107e-01	9.324778e-01	8.072492e-01	7.646449e-02	0	0	1.996437e+00	3.678851e+00
TCGA-RS-A6TP-01A-12R-A34R-07	0	0	1.900915e+00	4.445294e-01	0	0	0	0	4.925536e-01	1.270865e+00	2.453603e+00
TCGA-T2-A6WX-01A-12R-A34R-07	1.272291e-02	0	2.766693e+00	3.120108e-01	1.728797e-01	0	1.325466e-01	0	0	1.667632e+00	3.407722e+00
TCGA-T2-A6WZ-01A-21R-A34R-07	1.624630e-01	0	1.592938e+00	8.744474e-01	5.218364e-01	0	9.179507e-02	3.850538e-01	3.883920e-01	3.026813e+00	2.885312e+00
TCGA-T2-A6X0-01A-11R-A34R-07	0	0	1.799051e+00	0	1.102813e+00	0	1.124830e+00	0	5.568029e-01	1.644834e+00	1.161846e+00
TCGA-T2-A6X2-01A-12R-A34R-07	2.441102e-02	0	1.980297e+00	8.672693e-01	6.003722e-01	0	8.274488e-02	0	0	1.430878e+00	4.180384e+00
TCGA-T3-A92M-01A-31R-A39I-07	0	0	1.716365e+00	6.569908e-02	1.332344e+00	7.022302e-01	2.058189e-01	0	2.326668e-01	1.870027e+00	2.971769e+00
TCGA-T3-A92N-01A-11R-A39I-07	6.710380e-02	0	2.000134e+00	4.080953e-01	3.587217e-01	0	7.317299e-01	0	0	1.694930e+00	3.166941e+00
TCGA-TN-A7HI-01A-11R-A34R-07	0	6.193190e-02	1.798081e+00	0	1.051731e+00	0	9.556154e-01	0	9.216467e-01	3.445195e+00	1.163223e+00
TCGA-TN-A7HJ-01A-12R-A34R-07	0	7.652250e-01	1.373759e+00	1.242048e+00	1.574301e-01	2.799180e-01	2.452134e-01	8.629710e-01	9.209496e-02	2.250774e+00	2.644531e+00
TCGA-TN-A7HL-01A-11R-A34R-07	0	4.892324e-02	2.575615e+00	4.860238e-01	3.520854e-01	0	1.544781e-01	3.737345e-01	9.902629e-01	2.623084e+00	1.318617e+00
TCGA-UF-A718-01A-22R-A34R-07	0	6.015789e-01	1.346520e+00	8.390364e-01	1.069669e+00	1.245223e-01	1.402847e-01	1.452344e-01	3.078559e-01	1.841845e+00	3.384392e+00
TCGA-UF-A719-01A-12R-A34R-07	1.710255e-02	6.300195e-02	1.571888e+00	1.012017e+00	2.409158e-01	6.311813e-01	6.823043e-01	4.566342e-01	2.389162e-02	1.608689e+00	2.427133e+00
TCGA-UF-A71A-06A-11R-A39I-07	3.253759e-01	0	4.130211e-01	1.699420e-01	1.271621e+00	5.113590e-01	1.725284e+00	0	6.135731e-03	2.680448e+00	2.407130e+00
TCGA-UF-A71A-01A-22R-A34R-07	6.508303e-01	0	6.269446e-01	1.828094e-01	1.551372e+00	4.252333e-01	1.680172e+00	0	0	2.663949e+00	2.516173e+00
TCGA-UF-A71B-01A-12R-A34R-07	0	0	1.328535e+00	4.605608e-01	1.247834e+00	6.671675e-01	1.064011e+00	0	1.759470e-01	1.956044e+00	3.291455e+00
TCGA-UF-A71D-01A-12R-A34R-07	0	3.944833e-01	1.422439e+00	1.103198e+00	6.070270e-02	0	3.200679e-01	6.064755e-01	0	1.782331e+00	2.551046e+00
TCGA-UF-A71E-01A-31R-A34R-07	0	0	1.094847e+00	7.103635e-01	8.162048e-01	7.775784e-02	1.483730e+00	2.561885e-01	1.629008e-01	2.187581e+00	2.556282e+00
TCGA-UF-A7J9-01A-12R-A34R-07	3.743871e-01	0	9.300804e-01	3.881737e-02	1.783757e+00	0	1.320272e+00	0	1.970216e-01	2.139883e+00	2.540645e+00
TCGA-UF-A7JA-01A-12R-A34R-07	6.173364e-02	0	8.397639e-01	3.679432e-01	1.301732e+00	1.099259e+00	2.256127e-01	0	3.986980e-01	2.024417e+00	3.147172e+00
TCGA-UF-A7JC-01A-21R-A34R-07	1.746764e-01	0	1.015410e+00	1.339800e+00	2.993932e-01	0	2.009024e-01	0	0	1.249457e+00	4.336944e+00
TCGA-UF-A7JD-01A-11R-A34R-07	5.709468e-01	3.374165e-02	9.391955e-01	0	1.616785e+00	6.891127e-01	1.093154e-03	0	0	2.523358e+00	2.920228e+00
TCGA-UF-A7JF-01A-11R-A34R-07	1.370983e-04	7.751580e-01	1.294202e+00	9.494947e-01	3.988510e-01	1.542333e-01	6.765143e-01	4.860317e-01	2.752602e-02	3.153307e+00	2.138550e+00
TCGA-UF-A7JH-01A-21R-A34R-07	5.392005e-01	0	1.514135e+00	8.978945e-01	1.112846e+00	0	1.919361e-01	0	0	2.345123e+00	3.141167e+00
TCGA-UF-A7JJ-01A-11R-A34R-07	2.127055e-02	1.430863e-01	1.869668e+00	9.050889e-01	1.476917e+00	1.002420e+00	5.690833e-03	1.789288e-01	0	1.884793e+00	3.214802e+00
TCGA-UF-A7JK-01A-11R-A34R-07	1.757883e-02	5.763588e-01	5.389747e-01	7.356690e-01	5.567363e-01	3.359563e-01	3.238211e-01	0	0	1.800130e+00	4.064566e+00
TCGA-UF-A7JO-01A-11R-A34R-07	1.238491e-01	0	2.457852e+00	5.129714e-01	8.452913e-01	4.796337e-01	1.500767e+00	0	0	2.001618e+00	2.737788e+00
TCGA-UF-A7JS-01A-11R-A34R-07	6.528525e-01	0	2.256511e+00	7.720238e-01	9.202266e-02	0	6.252681e-02	1.462808e-01	0	3.616373e+00	2.866949e+00
TCGA-UF-A7JT-01A-11R-A34R-07	1.301885e-01	0	2.773368e+00	9.006150e-01	6.234160e-01	0	1.838285e-01	2.682398e-02	0	1.956617e+00	3.602701e+00
TCGA-UF-A7JV-01A-11R-A34R-07	0	1.608865e-01	1.912027e+00	3.659073e-01	7.763846e-01	0	0	7.460353e-02	4.552345e-02	1.889713e+00	3.434962e+00
TCGA-UP-A6WW-01A-12R-A34R-07	1.970835e-02	0	1.548395e+00	2.560191e-01	9.755350e-01	0	0	1.743527e-01	2.130074e+00	2.495881e+00	1.036057e+00
TCGA-WA-A7GZ-11A-11R-A34R-07	1.119151e+00	0	3.192518e-01	9.860461e-01	8.232649e-01	0	3.709686e-01	1.455987e+00	0	3.214591e+00	6.136202e-01
TCGA-WA-A7GZ-01A-11R-A34R-07	4.894814e-01	0	1.117937e+00	7.928164e-01	7.573157e-01	5.347863e-01	3.386784e-01	0	1.497921e-01	1.712368e+00	3.537999e+00
TCGA-WA-A7H4-01A-21R-A34R-07	6.839477e-01	1.068611e+00	1.160358e+00	3.675768e-01	9.718662e-01	4.997897e-01	0	0	1.207640e-01	1.916460e+00	3.293431e+00
