sampleID	D8.4_MIPS-UTX-MLL2-3-COMPLEX	D7.6_WEST-ADRENOCORTICAL-TUMOR-MARKERS-DN	D11.9_RUNNE-GENDER-EFFECT-UP	D9.3_MATHEW-FANCONI-ANEMIA-GENES	D11.8_REACTOME-BETA-DEFENSINS	D7.4_GAUTSCHI-SRC-SIGNALING	D11.11_NEUROPEPTIDE-HORMONE-ACTIVITY	D9.4_REACTOME-BETA-DEFENSINS	D9.1_MODULE-42
TCGA-W2-A7HD-01A-11R-A35L-07	1.888735e+00	3.627835e-01	4.900812e-01	1.356188e+00	0	6.142525e-01	5.483693e-01	4.787294e-01	4.686256e+00
TCGA-W2-A7HE-01A-11R-A35L-07	1.603775e+00	2.183653e+00	3.465803e-01	6.314338e-01	3.962230e-01	1.588246e-01	5.878657e-01	1.396186e-01	3.867603e+00
TCGA-W2-A7HF-01A-11R-A35L-07	1.799350e+00	3.181892e-01	4.848995e-02	1.116448e+00	2.998435e-01	4.906419e-01	0	8.356062e-02	4.486836e+00
TCGA-W2-A7HH-01A-11R-A35L-07	2.384973e+00	6.817683e-02	4.030213e-01	2.060188e+00	6.591147e-01	1.024122e+00	0	1.320897e+00	1.878867e+00
TCGA-W2-A7UY-01A-11R-A35L-07	7.271901e-01	4.232655e-01	3.331170e-01	6.321115e-02	0	3.686422e+00	2.949744e-01	1.069469e+00	2.833760e+00
TCGA-WB-A80K-01A-11R-A35L-07	2.483452e+00	3.514255e-01	5.624031e-01	1.046965e+00	3.238057e+00	3.591879e-01	6.909746e-01	0	1.042819e+00
TCGA-WB-A80L-01A-11R-A35L-07	1.763793e+00	1.167480e+00	4.585221e-01	5.705944e-01	2.837921e-01	1.614233e+00	8.616526e-02	3.548912e+00	6.109827e-01
TCGA-WB-A80M-01A-11R-A35L-07	1.255216e+00	3.785189e-01	6.668800e-01	1.709555e+00	2.652165e-01	8.170863e-01	3.489298e-02	3.226522e+00	1.425113e+00
TCGA-WB-A80N-01A-11R-A35L-07	1.871991e+00	4.581032e-01	9.057435e-01	1.086328e+00	3.249471e-01	1.217195e+00	5.012835e-01	1.106336e-02	4.309063e+00
TCGA-WB-A80O-01A-11R-A35L-07	2.269487e+00	5.685795e-01	1.308243e+00	2.232046e-01	7.145803e-01	1.515829e+00	4.995390e-01	0	4.088833e+00
TCGA-WB-A80P-01A-11R-A35L-07	2.067658e+00	0	6.375039e-01	3.644691e+00	0	2.582581e+00	0	5.113003e-01	7.386633e-01
TCGA-WB-A80Q-01A-11R-A35L-07	4.960396e-01	2.923316e-01	0	4.958847e-01	4.000754e+00	7.427675e-02	0	1.953801e+00	5.296916e-01
TCGA-WB-A80V-01A-12R-A35L-07	1.085516e+00	1.133682e-01	0	1.497537e+00	2.548826e-01	0	1.820996e-01	2.218807e-01	5.573321e+00
TCGA-WB-A80Y-01A-11R-A35L-07	1.593292e+00	5.484907e-01	3.775593e-01	1.140509e+00	1.176276e+00	1.084839e+00	8.512661e-02	3.732318e+00	5.625261e-01
TCGA-WB-A814-01A-11R-A35L-07	1.940624e+00	1.142086e-01	3.676886e-01	1.058511e+00	0	3.407822e+00	0	2.459982e+00	5.828486e-01
TCGA-WB-A815-01A-11R-A35L-07	1.701974e+00	5.769910e-01	8.109152e-01	1.071268e+00	1.009142e+00	2.062949e+00	0	2.926284e+00	3.743435e-01
TCGA-WB-A816-01A-11R-A35L-07	1.319677e+00	2.622735e+00	2.862168e-01	2.310616e-01	4.646353e-01	1.008665e+00	3.911960e-01	1.853090e+00	1.439304e+00
TCGA-WB-A817-01A-11R-A35L-07	1.849588e+00	2.006982e+00	5.776295e-01	9.089055e-01	0	1.540876e+00	2.411828e-01	3.032490e+00	6.106139e-01
TCGA-WB-A818-01A-11R-A35L-07	2.173185e+00	3.703252e-01	5.289262e-01	9.362813e-01	1.559204e-01	6.886780e-01	6.409751e-01	6.188615e-01	4.181421e+00
TCGA-WB-A819-01A-11R-A35L-07	1.974875e+00	2.649631e-01	7.649541e-01	9.796807e-01	2.951615e-01	9.244884e-01	6.344572e-01	0	4.554557e+00
TCGA-WB-A81A-01A-11R-A35L-07	1.554509e+00	4.217514e-01	1.441991e-01	2.616769e+00	3.163825e-01	1.231000e+00	0	3.710552e+00	6.041303e-02
TCGA-WB-A81D-01A-11R-A35L-07	2.185986e+00	7.208003e-01	5.578465e-01	4.910425e-01	7.674087e-02	5.907544e-01	2.850966e-01	4.522327e-01	4.794640e+00
TCGA-WB-A81E-01A-11R-A35L-07	2.070789e+00	0	4.529748e-01	3.401464e+00	1.424942e-01	2.271369e+00	0	9.650950e-01	7.817046e-01
TCGA-WB-A81F-01A-11R-A35L-07	2.206728e+00	1.209350e-01	8.200506e-01	9.291261e-01	2.887918e-01	2.029849e+00	4.025272e-01	1.322163e+00	2.502409e+00
TCGA-WB-A81G-01A-11R-A35L-07	1.912307e+00	4.118478e-01	6.536523e-01	3.880032e+00	0	2.649374e+00	0	5.066458e-02	5.760937e-01
TCGA-WB-A81H-01A-11R-A35L-07	1.713299e+00	1.977219e+00	7.797708e-01	3.245823e-01	4.636758e-01	1.100530e+00	7.015602e-01	9.341859e-01	3.021004e+00
TCGA-WB-A81I-01A-11R-A35L-07	1.823240e+00	6.077033e-01	6.061318e-01	2.163058e+00	5.392370e-01	1.103047e+00	2.634773e-01	3.691999e+00	0
TCGA-WB-A81J-01A-11R-A35L-07	1.629182e+00	4.601703e-01	9.600491e-01	1.709263e+00	0	1.326502e+00	3.091496e-01	1.767473e+00	3.259556e+00
TCGA-WB-A81K-01A-11R-A35L-07	1.555171e+00	1.535845e+00	3.754228e-01	4.483483e-01	0	1.884214e+00	2.918623e-01	2.775729e+00	1.232810e+00
TCGA-WB-A81M-01A-11R-A35L-07	1.575784e+00	2.233222e-01	3.020944e-01	1.650727e+00	5.718736e-01	0	0	3.475638e+00	1.574657e+00
TCGA-WB-A81N-01A-11R-A35L-07	2.016425e+00	2.167752e-01	5.030771e-01	1.149828e+00	6.248010e-01	1.313150e+00	6.149786e-01	1.106989e+00	3.122765e+00
TCGA-WB-A81P-01A-11R-A35L-07	2.050667e+00	3.982546e-01	8.376004e-01	2.026469e+00	7.395103e-01	8.422677e-01	2.387005e-01	2.085675e+00	2.053531e+00
TCGA-WB-A81Q-01A-11R-A35L-07	2.098527e+00	4.758041e-02	4.770448e-01	7.899065e-01	3.729135e-02	9.435339e-01	3.101794e-01	6.999392e-01	4.203030e+00
TCGA-WB-A81R-01A-11R-A35L-07	1.760632e+00	3.605723e-01	8.028718e-02	1.047839e+00	7.137546e-01	0	6.716915e-01	4.615827e-01	4.698714e+00
TCGA-WB-A81S-01A-11R-A35L-07	2.371610e+00	1.478832e-01	1.296968e+00	2.428892e-01	3.950109e-01	1.774020e+00	1.261688e-01	1.401541e+00	3.178149e+00
TCGA-WB-A81T-01A-11R-A35L-07	1.989806e+00	1.157721e+00	5.186443e-01	7.742947e-01	2.674858e-01	7.614808e-01	1.097356e+00	5.376839e-01	3.658566e+00
TCGA-WB-A81V-01A-11R-A35L-07	1.348360e+00	7.982556e-01	6.702256e-01	6.455198e-01	2.266759e-01	1.269469e+00	1.454381e-01	1.277179e+00	3.577026e+00
TCGA-WB-A81W-01A-11R-A35L-07	2.031686e+00	5.737704e-03	6.791906e-01	7.817021e-01	1.277487e-01	7.307062e-01	2.468031e-01	6.919424e-01	4.650567e+00
TCGA-WB-A820-01A-11R-A35L-07	2.306825e+00	4.435465e-01	6.617748e-01	1.350150e-01	4.452140e-01	1.468835e+00	4.561015e-01	0	3.947144e+00
TCGA-WB-A821-01A-11R-A35L-07	2.036251e+00	1.553697e-01	3.582180e-01	1.402516e+00	1.630824e-01	2.452584e+00	0	2.431299e+00	8.755620e-01
TCGA-WB-A822-01A-11R-A35L-07	2.119767e+00	4.513068e-01	1.543309e+00	3.093845e+00	0	4.024904e+00	7.761396e-02	4.917638e-01	0
TCGA-XG-A823-01A-11R-A35L-07	2.888439e-01	2.043535e+00	2.204724e-01	2.470316e+00	4.225855e-02	2.546973e+00	2.243722e-01	9.329631e-01	6.845589e-01
