sampleID	D6.6_GNF2-SPRR1B	D8.5_REACTOME-TRANSLOCATION-OF-ZAP-70-TO-IMMUNOLOGICAL-SYNAPSE	D8.2_MODULE-103	D7.2_RUNNE-GENDER-EFFECT-UP	D6.2_NIKOLSKY-BREAST-CANCER-7P15-AMPLICON
TCGA-EE-A29A-06A-12R-A18U-07	7.209599e-02	9.938180e-02	1.241365e+00	2.733276e+00	5.203942e+00
TCGA-EE-A29B-06A-11R-A18U-07	0	7.640392e-01	2.733579e+00	2.324209e+00	0
TCGA-EE-A29C-06A-21R-A18S-07	2.693815e-01	9.842536e-01	3.641883e+00	2.586638e+00	1.636302e+00
TCGA-EE-A29D-06A-11R-A18T-07	7.028124e-02	7.245710e-01	2.319628e+00	2.809675e+00	1.128084e+00
TCGA-EE-A29E-06A-11R-A18T-07	0	1.013386e-01	3.881702e+00	4.004773e+00	3.412330e-01
TCGA-EE-A29G-06A-12R-A18T-07	1.463854e+00	1.267538e+00	8.710778e-01	2.112240e+00	1.833760e+00
TCGA-EE-A29H-06A-12R-A18S-07	3.309968e-01	1.335620e+00	2.488644e+00	2.902168e+00	2.105817e-01
TCGA-EE-A29L-06A-12R-A18S-07	1.979001e-01	0	2.260392e+00	3.866448e+00	0
TCGA-EE-A29M-06A-11R-A18T-07	3.171168e-02	1.618605e+00	2.492745e+00	2.993961e+00	0
TCGA-EE-A29N-06A-12R-A18S-07	1.599168e-01	1.770229e+00	2.093174e+00	3.326842e+00	8.228401e-01
TCGA-EE-A29P-06A-11R-A18T-07	0	2.286175e+00	9.806325e-01	2.604764e+00	9.893888e-01
TCGA-EE-A29Q-06A-11R-A18T-07	4.100089e-02	6.527034e-01	1.691271e+00	2.758079e+00	2.215235e+00
TCGA-EE-A29R-06A-11R-A18T-07	1.077631e-01	6.019738e-01	8.608148e-01	1.433269e+00	4.630841e+00
TCGA-EE-A29S-06A-11R-A18T-07	0	1.215206e+00	2.002743e+00	3.141913e+00	1.339753e+00
TCGA-EE-A29T-06A-11R-A18T-07	0	1.521578e+00	9.187149e-01	2.619608e+00	3.412055e+00
TCGA-EE-A29V-06A-12R-A18S-07	8.342552e-01	2.375817e-01	4.050695e+00	2.393385e+00	8.586776e-02
TCGA-EE-A29W-06A-11R-A18U-07	0	2.702300e-01	1.885687e-01	2.087158e+00	6.624998e+00
TCGA-EE-A29X-06A-11R-A18T-07	5.401287e-02	1.559877e+00	3.011149e+00	2.188791e+00	1.627836e+00
TCGA-EE-A2A0-06A-11R-A18T-07	1.199875e-01	2.252806e+00	0	2.960383e+00	1.927561e+00
TCGA-EE-A2A1-06A-11R-A18T-07	1.303114e-01	2.281483e+00	1.687512e+00	1.658791e+00	1.549155e+00
TCGA-EE-A2A2-06A-11R-A18T-07	1.132670e-02	1.349308e+00	1.785285e+00	3.579455e+00	3.280817e-02
TCGA-EE-A2A5-06A-11R-A18T-07	0	1.015363e+00	3.793592e-01	1.109520e+00	3.531220e+00
TCGA-EE-A2A6-06A-11R-A18T-07	1.030138e-01	1.661052e+00	1.926701e+00	3.035083e+00	7.716872e-01
TCGA-EE-A2GB-06A-11R-A18T-07	4.516571e-02	1.030154e+00	2.230934e+00	3.075797e+00	8.284704e-01
TCGA-EE-A2GC-06A-11R-A18T-07	3.689601e-02	2.007394e+00	8.267756e-01	3.130380e+00	6.388247e-01
TCGA-EE-A2GD-06A-11R-A18T-07	3.185211e-01	1.239890e+00	1.459006e+00	3.431078e+00	2.515682e+00
TCGA-EE-A2GE-06A-11R-A18T-07	1.007333e-01	2.006961e+00	7.968667e-01	1.699137e+00	4.674512e+00
TCGA-EE-A2GH-06A-11R-A18T-07	1.955504e-01	2.081759e+00	1.225148e+00	1.307040e+00	2.657718e+00
TCGA-EE-A2GI-06A-11R-A18T-07	9.855535e-03	1.839028e+00	1.399914e+00	1.614669e+00	1.542314e+00
TCGA-EE-A2GJ-06A-11R-A18U-07	0	1.596094e+00	1.314020e+00	3.585745e+00	8.481207e-01
TCGA-EE-A2GK-06A-11R-A18S-07	1.443285e-01	2.730367e+00	9.443803e-01	2.475549e+00	1.925006e+00
TCGA-EE-A2GL-06A-11R-A18S-07	8.392743e-02	1.984096e+00	1.342672e+00	2.263144e+00	1.724299e+00
TCGA-EE-A2GM-06B-11R-A18S-07	1.135896e-01	8.953717e-01	1.369096e+00	1.830655e+00	1.509920e+00
TCGA-EE-A2GN-06A-11R-A18S-07	7.850420e-02	1.167000e+00	1.068193e+00	9.255960e-01	2.887282e+00
TCGA-EE-A2GO-06A-11R-A18S-07	2.696350e-01	0	1.278039e+00	3.105898e+00	5.530699e+00
TCGA-EE-A2GP-06A-11R-A18S-07	1.707706e-01	1.416142e+00	4.565352e-01	2.277690e+00	3.081495e+00
TCGA-EE-A2GR-06A-11R-A18S-07	3.217769e-01	1.694692e-01	1.758295e+00	3.362547e+00	2.477986e-01
TCGA-EE-A2GS-06A-12R-A18S-07	1.172857e-01	1.289795e+00	3.705353e-01	9.444234e-01	3.607015e+00
TCGA-EE-A2GT-06A-12R-A18S-07	1.238301e-01	1.962670e+00	2.573365e+00	2.173423e+00	4.458989e-01
TCGA-EE-A2GU-06A-11R-A18T-07	0	1.702316e+00	1.444054e+00	2.796541e+00	5.991812e-02
TCGA-EE-A2M5-06A-12R-A18S-07	2.933902e-01	4.800379e-01	1.454085e+00	4.177335e+00	2.205728e+00
TCGA-EE-A2M6-06A-12R-A18S-07	0	6.949410e-01	9.139831e-01	2.609935e+00	3.240945e+00
TCGA-EE-A2M7-06A-11R-A18U-07	0	1.290320e+00	0	1.339963e+00	5.571881e+00
TCGA-EE-A2M8-06A-12R-A18S-07	6.546817e-02	2.807606e+00	7.080710e-01	1.681345e+00	1.578623e+00
TCGA-EE-A2MC-06A-12R-A18S-07	1.642617e-01	1.585529e+00	1.078055e+00	3.268216e+00	3.738624e+00
TCGA-EE-A2MD-06A-11R-A18T-07	6.771364e-02	1.400840e+00	2.026790e+00	3.233689e+00	1.733498e-01
TCGA-EE-A2ME-06A-11R-A18T-07	3.572405e-02	2.752619e+00	5.674047e-01	2.484809e+00	1.975655e+00
TCGA-EE-A2MF-06A-11R-A21D-07	0	1.448546e+00	5.472970e-01	2.485905e+00	7.468217e-01
TCGA-EE-A2MG-06A-11R-A18T-07	1.064065e-01	2.396957e+00	9.143486e-01	1.973715e+00	2.374911e+00
TCGA-EE-A2MH-06A-11R-A18S-07	2.490023e-01	1.739466e+00	1.306942e+00	2.047454e+00	1.957222e+00
TCGA-EE-A2MI-06A-11R-A18U-07	2.137119e-02	1.349173e+00	9.927369e-01	3.374482e+00	3.937832e+00
TCGA-EE-A2MJ-06A-11R-A18S-07	1.364023e-01	2.407115e+00	1.175275e+00	2.359341e+00	3.775881e-01
TCGA-EE-A2MK-06A-11R-A18S-07	1.525883e-01	1.841994e+00	6.005365e-01	2.095069e+00	2.484275e+00
TCGA-EE-A2ML-06A-11R-A18S-07	1.617659e-01	1.598614e+00	1.369669e+00	3.107434e+00	7.449494e-01
TCGA-EE-A2MM-06A-11R-A18S-07	0	1.046911e+00	9.596379e-01	3.414485e+00	1.848852e+00
TCGA-EE-A2MN-06A-11R-A18S-07	0	1.922997e+00	1.295069e+00	2.437038e+00	2.790690e-02
TCGA-EE-A2MP-06A-11R-A18S-07	2.813525e-01	1.449636e+00	1.170513e+00	1.363651e+00	3.013685e+00
TCGA-EE-A2MQ-06A-11R-A18S-07	4.255799e-02	9.758704e-01	2.196598e+00	3.466134e+00	1.526920e+00
TCGA-EE-A2MR-06A-11R-A18S-07	2.077565e-02	2.012687e+00	8.788035e-01	3.390495e+00	2.924210e+00
TCGA-EE-A2MS-06A-11R-A18S-07	1.520296e-01	1.285753e+00	3.760565e-01	1.179325e+00	3.385954e+00
TCGA-EE-A2MT-06A-11R-A18S-07	2.001542e-01	4.994888e-01	3.013420e+00	3.730528e+00	1.077590e+00
TCGA-EE-A2MU-06A-21R-A18S-07	7.909836e-02	1.905522e+00	2.913359e+00	2.839216e+00	6.008000e-01
TCGA-EE-A3AA-06A-11R-A18S-07	3.611742e-01	1.624607e+00	1.413831e+00	3.619445e+00	1.146779e+00
TCGA-EE-A3AB-06A-11R-A18S-07	1.572816e-01	9.681832e-01	9.173678e-01	2.452186e+00	5.442642e+00
TCGA-EE-A3AC-06A-11R-A18S-07	1.240794e-01	1.395325e+00	1.698822e+00	3.487474e+00	8.071760e-02
TCGA-EE-A3AD-06A-11R-A18S-07	5.839182e-01	2.732207e-01	2.035216e+00	2.982385e+00	6.619197e-01
TCGA-EE-A3AE-06A-11R-A18S-07	1.349659e-01	1.781637e+00	1.332499e+00	2.613028e+00	3.855309e-01
TCGA-EE-A3AF-06A-11R-A18S-07	1.959973e-02	1.347203e+00	3.270788e+00	3.014779e+00	7.514312e-02
TCGA-EE-A3AG-06A-31R-A18S-07	2.841709e-01	0	1.285848e+00	2.592674e+00	5.369529e+00
TCGA-EE-A3AH-06A-11R-A18S-07	1.426545e-01	9.098267e-01	5.172522e-01	1.022100e+00	3.691643e+00
TCGA-EE-A3J3-06A-11R-A20F-07	8.833069e-02	1.558563e+00	1.133880e+00	1.895152e+00	2.682035e+00
TCGA-EE-A3J4-06A-11R-A20F-07	0	1.048941e+00	1.406340e+00	2.865812e+00	4.976675e-01
TCGA-EE-A3J5-06A-11R-A20F-07	5.093299e-02	1.700004e+00	2.159923e+00	2.577202e+00	9.829645e-01
TCGA-EE-A3J7-06A-11R-A20F-07	0	6.037445e-01	1.034928e+00	2.088101e+00	2.646563e+00
TCGA-EE-A3J8-06A-11R-A20F-07	1.259017e-02	0	0	3.236878e+00	3.529874e+00
TCGA-EE-A3JA-06A-11R-A20F-07	0	1.930874e+00	0	3.257993e+00	0
TCGA-EE-A3JB-06A-11R-A21D-07	1.268452e-02	8.522325e-01	9.124430e-01	3.004437e+00	5.169743e+00
TCGA-EE-A3JD-06A-11R-A20F-07	1.363536e-02	2.205405e+00	5.551349e-01	3.826802e+00	2.409629e+00
TCGA-EE-A3JE-06A-11R-A20F-07	7.142764e-02	2.541461e+00	4.163447e-01	2.617522e+00	2.517073e+00
TCGA-EE-A3JH-06A-11R-A21D-07	5.702061e-02	2.611525e+00	1.913538e+00	1.972971e+00	1.427350e+00
TCGA-EE-A3JI-06A-11R-A21D-07	0	1.107816e+00	5.996439e-01	3.358061e+00	2.034723e-02
TCGA-ER-A193-06A-12R-A18S-07	1.638911e-01	1.887249e+00	1.847582e+00	2.416978e+00	1.883523e+00
TCGA-ER-A194-01A-11R-A18U-07	2.841894e-01	1.630552e+00	3.588965e+00	5.018620e-01	1.105514e-01
TCGA-ER-A195-06A-11R-A18U-07	3.302225e-01	1.752404e+00	9.548378e-01	2.294580e+00	3.789554e+00
TCGA-ER-A196-01A-11R-A18T-07	1.480694e+00	3.551667e-01	1.950417e+00	3.336270e+00	8.174057e-01
TCGA-ER-A197-06A-32R-A18S-07	6.255094e-01	1.627311e+00	1.896787e+00	2.430030e+00	9.377451e-01
TCGA-ER-A198-06A-11R-A18T-07	0	1.384750e+00	2.205886e+00	3.512529e+00	0
TCGA-ER-A199-06A-11R-A18T-07	4.812947e-02	2.027558e+00	1.256374e+00	2.338510e+00	1.787859e+00
TCGA-ER-A19A-06A-21R-A18U-07	9.059835e-01	2.143619e+00	9.872744e-01	3.292731e+00	2.320709e+00
TCGA-ER-A19B-06A-11R-A18S-07	2.297332e-01	4.506574e-01	1.147862e+00	1.748301e+00	4.822111e+00
TCGA-ER-A19C-06A-11R-A18S-07	3.787044e-01	8.701837e-01	2.272575e+00	2.820185e+00	1.337097e+00
TCGA-ER-A19D-06A-11R-A18S-07	2.212583e-01	1.473986e+00	0	1.529245e+00	5.310380e+00
TCGA-ER-A19E-06A-11R-A18S-07	4.451135e-01	7.014030e-01	2.409831e-02	1.907339e+00	4.445308e+00
TCGA-ER-A19F-06A-11R-A18S-07	1.051204e-01	9.229378e-01	1.952576e+00	3.064162e+00	6.724119e-01
TCGA-ER-A19G-06A-11R-A18U-07	0	1.861924e+00	9.268062e-01	2.632964e+00	1.299872e+00
TCGA-ER-A19H-06A-12R-A18S-07	9.504152e-03	1.600759e+00	0	1.300314e+00	3.426471e+00
TCGA-ER-A19J-06A-11R-A18S-07	5.215616e-01	1.150344e+00	6.680100e-01	1.788125e+00	2.021403e+00
TCGA-ER-A19K-01A-21R-A18T-07	1.043129e+00	7.780251e-01	2.572853e+00	3.687317e+00	0
TCGA-ER-A19L-06A-12R-A18S-07	2.784141e-01	9.093073e-01	6.456620e-01	1.500784e+00	4.174570e+00
TCGA-ER-A19M-06A-61R-A239-07	3.237242e-02	1.732805e+00	1.289647e+00	2.351593e+00	2.130757e+00
TCGA-ER-A19N-06A-11R-A18S-07	5.254313e-01	1.962955e+00	1.711287e+00	2.613714e+00	1.584046e+00
TCGA-ER-A19O-06A-11R-A18S-07	1.059089e-01	2.110411e+00	3.955755e+00	1.539913e+00	1.567029e+00
TCGA-ER-A19P-06A-11R-A18S-07	9.977787e-02	2.839366e+00	4.739939e-01	1.750734e+00	1.873951e+00
TCGA-ER-A19Q-06A-11R-A18U-07	9.205828e-02	1.766443e+00	2.710969e+00	2.547765e+00	1.035759e+00
TCGA-ER-A19S-06A-11R-A18U-07	0	2.361575e+00	6.930102e-01	2.229425e+00	1.959122e+00
TCGA-ER-A19T-06A-11R-A18U-07	0	1.305956e+00	1.851850e+00	2.069940e+00	1.489514e+00
TCGA-ER-A19T-01A-11R-A18T-07	6.082919e-01	0	1.521531e+00	2.552719e+00	2.060007e+00
TCGA-ER-A19W-06A-41R-A239-07	0	2.514091e+00	1.007951e+00	2.327355e+00	7.087078e-01
TCGA-ER-A1A1-06A-11R-A18U-07	8.149939e-03	2.581964e+00	1.303149e+00	2.674495e+00	1.195649e+00
TCGA-ER-A2NB-01A-12R-A18S-07	1.691920e+00	9.734140e-01	3.474703e+00	1.242169e+00	3.884104e-01
TCGA-ER-A2NC-06A-11R-A18T-07	0	1.247737e+00	6.345505e-01	1.850421e+00	5.318255e+00
TCGA-ER-A2ND-06A-11R-A18T-07	1.494938e-01	8.271818e-01	3.293844e+00	2.302654e+00	7.166676e-01
TCGA-ER-A2NE-06A-21R-A18T-07	3.429324e-01	3.196944e-02	2.493811e+00	3.115222e+00	9.595182e-01
TCGA-ER-A2NF-06A-11R-A18T-07	0	1.638642e+00	1.876893e+00	1.676876e+00	0
TCGA-ER-A2NF-01A-11R-A18T-07	6.401374e-01	1.797338e+00	1.327488e+00	1.529052e+00	2.476163e-01
TCGA-ER-A2NG-06A-11R-A18T-07	4.663020e-01	1.600013e+00	3.022615e+00	3.868274e+00	0
TCGA-ER-A2NH-06A-11R-A18S-07	4.818479e-01	2.049205e+00	8.963667e-01	1.936487e+00	3.085511e+00
TCGA-ER-A3ES-06A-11R-A20F-07	0	3.080828e-01	8.170913e-01	2.038431e+00	1.872384e-02
TCGA-ER-A3ET-06A-11R-A20F-07	1.410778e-01	1.633268e+00	1.543764e+00	2.565726e+00	1.883646e+00
TCGA-ER-A3EV-06A-11R-A20F-07	2.183474e-01	1.342166e+00	1.710860e+00	1.200769e+00	1.476603e+00
TCGA-ER-A3PL-06A-11R-A239-07	7.522490e-02	9.825915e-01	1.593914e+00	2.609692e+00	2.468293e+00
TCGA-ER-A42H-01A-11R-A24X-07	0	7.117060e-01	1.525634e+00	1.772815e+00	1.932454e+00
TCGA-ER-A42K-06A-11R-A24X-07	5.008187e-02	6.205707e-01	4.214215e-01	2.008699e+00	5.621037e+00
TCGA-ER-A42L-06A-11R-A24X-07	1.015857e-02	2.082472e+00	1.372174e+00	2.005162e+00	2.846436e+00
TCGA-FR-A2OS-01A-11R-A21D-07	2.232321e-01	5.612016e-01	1.505943e+00	2.731561e+00	1.961583e+00
TCGA-FR-A3R1-01A-11R-A239-07	0	1.184089e+00	1.741390e+00	4.065406e+00	0
TCGA-FR-A3YN-06A-11R-A239-07	0	1.408662e+00	2.060352e+00	3.074483e+00	2.152335e-01
TCGA-FR-A3YO-06A-11R-A239-07	6.832666e-02	5.711492e-01	5.494132e+00	1.795286e+00	8.186636e-01
TCGA-FR-A44A-06A-11R-A24X-07	2.632446e-02	2.258729e+00	1.749451e+00	2.569898e+00	1.029611e+00
TCGA-FR-A69P-06A-21R-A311-07	3.576438e-03	8.190371e-01	9.048856e-01	1.808925e+00	3.223495e+00
TCGA-FR-A726-01A-11R-A32P-07	7.696594e-01	4.718472e-01	1.618062e+00	2.766008e+00	1.319149e+00
TCGA-FR-A728-01A-11R-A32P-07	1.637499e-01	1.392780e+00	2.819317e+00	2.918188e+00	1.260164e+00
TCGA-FR-A729-06A-11R-A352-07	1.423462e-01	2.136011e+00	3.087754e-01	1.034904e+00	2.541126e+00
TCGA-FR-A7U8-06A-21R-A352-07	1.199894e-01	4.419962e-01	2.004703e+00	1.456014e+00	2.149218e+00
TCGA-FR-A7U9-06A-11R-A352-07	0	1.557720e+00	1.916709e+00	2.983709e+00	2.795486e+00
TCGA-FR-A7UA-06A-32R-A352-07	0	2.815271e+00	1.342436e+00	2.653416e+00	1.023129e+00
TCGA-FR-A8YC-06A-11R-A37K-07	0	1.172865e+00	7.220082e-01	2.206499e+00	1.590856e+00
TCGA-FR-A8YD-06A-11R-A37K-07	2.604776e-01	9.965948e-01	2.801581e+00	7.179657e-01	1.112854e+00
TCGA-FR-A8YE-06A-11R-A37K-07	7.559749e-02	2.118362e+00	7.082919e-01	2.347218e+00	3.703215e+00
TCGA-FS-A1YW-06A-11R-A18T-07	2.373022e-01	1.448223e+00	5.624332e-01	2.381384e+00	7.294360e-01
TCGA-FS-A1YX-06A-11R-A18T-07	1.229779e-01	1.152032e+00	8.628708e-01	1.973658e+00	3.039122e+00
TCGA-FS-A1YY-06A-11R-A18T-07	2.012794e-01	6.559152e-01	3.020187e+00	2.960199e+00	8.156301e-01
TCGA-FS-A1Z0-06A-11R-A18T-07	0	1.741001e+00	0	1.773092e+00	2.734887e+00
TCGA-FS-A1Z3-06A-11R-A18T-07	7.958262e-02	7.353159e-01	8.932980e-01	2.278411e+00	2.731421e+00
TCGA-FS-A1Z4-06A-11R-A18T-07	4.577804e-02	2.107151e+00	7.390205e-01	2.684309e+00	2.081225e+00
TCGA-FS-A1Z7-06A-11R-A18T-07	1.331113e-01	1.467081e+00	8.238236e-01	9.993592e-01	3.876158e+00
TCGA-FS-A1ZA-06A-11R-A18T-07	3.883034e-01	8.761690e-01	9.441869e-01	3.106057e+00	3.752757e+00
TCGA-FS-A1ZB-06A-12R-A18S-07	1.007700e+00	1.335750e+00	2.417538e+00	2.576812e+00	1.069807e+00
TCGA-FS-A1ZC-06A-11R-A18T-07	3.341099e-02	0	7.757367e-01	2.758616e+00	5.819743e+00
TCGA-FS-A1ZD-06A-11R-A18T-07	0	4.673976e-01	2.438810e-01	2.310321e+00	5.679496e+00
TCGA-FS-A1ZE-06A-11R-A18T-07	5.244188e-01	5.432676e-01	1.221302e+00	2.695543e+00	1.244201e+00
TCGA-FS-A1ZF-06A-12R-A18S-07	7.831732e-02	8.646588e-01	1.377235e+00	1.334528e+00	2.819120e+00
TCGA-FS-A1ZG-06A-11R-A18T-07	0	5.122058e-01	2.510818e+00	2.907784e+00	0
TCGA-FS-A1ZH-06A-11R-A18T-07	1.113666e-01	1.548708e+00	4.142280e-01	1.832024e+00	5.722482e+00
TCGA-FS-A1ZJ-06A-12R-A18S-07	1.086688e-01	9.699330e-01	9.455641e-01	1.647093e+00	1.720971e+00
TCGA-FS-A1ZK-06A-11R-A18T-07	1.370969e-01	4.207367e-01	2.115577e+00	2.470151e+00	1.362549e+00
TCGA-FS-A1ZM-06A-12R-A18S-07	6.090984e-01	1.353393e+00	9.077974e-01	2.326192e+00	3.453539e+00
TCGA-FS-A1ZN-01A-11R-A18T-07	1.238493e+00	4.631369e-01	4.102583e-01	2.305049e+00	1.598532e+00
TCGA-FS-A1ZP-06A-11R-A18T-07	8.882399e-03	1.885971e+00	0	1.328800e+00	1.727337e+00
TCGA-FS-A1ZQ-06A-11R-A18U-07	2.696292e-01	1.072315e+00	3.030820e+00	1.700806e+00	1.770418e+00
TCGA-FS-A1ZR-06A-21R-A18U-07	7.976350e-01	1.242651e+00	3.141027e-01	1.625114e+00	2.264536e+00
TCGA-FS-A1ZS-06A-12R-A18T-07	8.333324e-02	5.508155e-01	1.096046e+00	4.205439e+00	3.893705e+00
TCGA-FS-A1ZT-06A-11R-A18U-07	1.388349e-02	1.830786e+00	7.058564e-01	1.937931e+00	1.611882e+00
TCGA-FS-A1ZU-06A-12R-A18T-07	5.050751e-02	3.288964e-01	1.279108e+00	1.927950e+00	1.945695e+00
TCGA-FS-A1ZW-06A-12R-A18T-07	0	1.915978e+00	0	3.332051e+00	1.284356e+00
TCGA-FS-A1ZY-06A-11R-A18S-07	6.420287e-02	3.053258e-01	1.712647e+00	7.748771e-01	2.297546e+00
TCGA-FS-A1ZZ-06A-11R-A18S-07	5.431618e-01	5.535809e-01	8.619427e-01	3.054096e+00	0
TCGA-FS-A4F0-06A-11R-A24X-07	0	4.430308e-01	1.370561e+00	3.263645e+00	1.885241e-01
TCGA-FS-A4F2-06A-11R-A24X-07	0	6.215070e-01	2.560793e+00	3.659934e+00	1.549695e+00
TCGA-FS-A4F4-06A-12R-A266-07	6.150342e-02	1.471798e+00	3.320331e+00	1.574671e+00	1.261635e+00
TCGA-FS-A4F5-06A-11R-A266-07	1.753811e-01	6.432952e-01	1.584330e+00	2.600282e+00	1.814327e+00
TCGA-FS-A4F8-06A-11R-A266-07	2.790015e-01	2.192790e+00	1.056564e+00	2.207180e+00	2.337177e+00
TCGA-FS-A4F9-06A-11R-A24X-07	0	4.748295e-01	1.947275e+00	3.184337e+00	6.764416e-01
TCGA-FS-A4FB-06A-11R-A266-07	2.998888e-01	5.524966e-01	1.052164e+00	1.236266e+00	3.093675e+00
TCGA-FS-A4FC-06A-11R-A24X-07	7.955454e-01	1.044894e+00	1.361858e+00	3.226712e+00	1.182294e+00
TCGA-FS-A4FD-06A-11R-A266-07	0	1.271880e+00	4.671642e-01	1.197419e+00	2.510423e+00
TCGA-FW-A3I3-06A-11R-A21D-07	1.059715e+00	5.434973e-01	3.265263e-01	1.894786e+00	1.705956e+00
TCGA-FW-A3R5-06A-11R-A239-07	0	1.110622e+00	2.592881e+00	3.919954e+00	3.908549e-01
TCGA-FW-A3TU-06A-11R-A239-07	1.713390e-01	1.164129e+00	4.978497e+00	1.265046e+00	0
TCGA-FW-A3TV-06A-11R-A239-07	1.002153e-01	1.367892e+00	2.443462e+00	2.972949e+00	9.605306e-01
TCGA-FW-A5DX-01A-11R-A27Q-07	1.143899e-01	7.452220e-01	4.543464e-01	1.863941e+00	2.960601e+00
TCGA-FW-A5DY-06A-11R-A311-07	3.020178e-02	2.092004e+00	1.183382e+00	2.439621e+00	2.076387e+00
TCGA-GF-A2C7-01A-11R-A18T-07	1.125300e+00	2.805566e-01	1.195161e+00	2.267328e+00	1.167128e+00
TCGA-GF-A3OT-06A-23R-A239-07	1.429155e-02	8.282319e-01	1.236304e+00	3.839404e+00	2.916302e+00
TCGA-GF-A4EO-06A-12R-A24X-07	0	2.371838e+00	8.401895e-01	2.424170e+00	2.053609e+00
TCGA-GF-A6C8-06A-12R-A311-07	0	1.307713e+00	1.080724e+00	1.738495e+00	3.110527e+00
TCGA-GF-A6C9-06A-11R-A311-07	2.098925e-01	2.065977e+00	1.966455e+00	3.066799e+00	2.654174e+00
TCGA-GF-A769-01A-32R-A32P-07	5.551750e-02	2.121450e-01	1.649969e+00	2.466211e+00	3.641665e+00
TCGA-GN-A262-06A-11R-A18T-07	2.051802e-02	0	1.185655e+00	7.184464e-01	3.067730e+00
TCGA-GN-A263-01A-11R-A18T-07	3.505109e-01	1.001596e+00	2.228436e+00	4.665465e+00	0
TCGA-GN-A264-06A-11R-A18U-07	1.861330e-01	8.896725e-01	1.517786e+00	2.871684e+00	8.469235e-01
TCGA-GN-A265-06A-21R-A18T-07	6.183682e-02	1.886259e+00	1.805544e+00	2.981311e+00	3.334669e+00
TCGA-GN-A266-06A-11R-A18T-07	4.800947e-02	1.850364e+00	1.105448e+00	3.337897e+00	3.213391e+00
TCGA-GN-A267-06A-21R-A18T-07	1.369484e-01	1.432857e+00	1.684746e+00	1.783912e+00	1.007490e+00
TCGA-GN-A268-06A-11R-A18T-07	0	2.628120e-01	2.197191e+00	3.700307e+00	0
TCGA-GN-A26A-06A-11R-A18T-07	1.795297e-01	1.052485e+00	1.270350e+00	2.811899e+00	4.695409e+00
TCGA-GN-A26C-01A-11R-A18T-07	0	2.025874e+00	1.849104e+00	3.494361e+00	2.659281e+00
TCGA-GN-A26D-06A-11R-A18T-07	1.884241e-02	9.872857e-01	1.871800e+00	3.088354e+00	8.924826e-01
TCGA-GN-A4U3-06A-11R-A32P-07	0	5.978974e-01	2.088836e+00	2.987206e+00	1.206638e+00
TCGA-GN-A4U4-06A-11R-A32P-07	8.516961e-02	9.762629e-01	7.701473e-01	2.113850e+00	1.125498e+00
TCGA-GN-A4U5-01A-11R-A32P-07	1.385800e+00	1.536104e+00	8.374287e-01	1.843028e+00	1.217348e+00
TCGA-GN-A4U7-06A-21R-A32P-07	2.782921e-01	1.846592e-01	4.234327e+00	2.452056e+00	3.719030e-01
TCGA-GN-A4U8-11A-11R-A32P-07	6.446029e-02	2.564396e+00	1.143895e+00	2.007605e+00	1.352961e+00
TCGA-GN-A4U8-06A-11R-A32P-07	2.181813e-02	2.048280e+00	8.829493e-01	1.722315e+00	1.266821e+00
TCGA-GN-A4U9-06A-11R-A32P-07	0	5.306286e-01	5.501173e-01	2.507356e+00	4.431135e+00
TCGA-GN-A8LK-06A-11R-A37K-07	0	0	4.471591e+00	2.395920e+00	0
TCGA-GN-A8LL-06A-21R-A37K-07	1.482701e-01	8.637763e-01	4.158392e+00	6.696935e-01	2.615234e-01
TCGA-GN-A8LN-01A-11R-A37K-07	3.131616e-02	9.441421e-01	7.914784e-01	1.885957e+00	3.366897e+00
TCGA-GN-A9SD-06A-11R-A40A-07	1.508815e-01	2.127846e+00	1.137495e+00	1.290291e+00	2.530918e+00
TCGA-HR-A2OG-06A-21R-A18U-07	9.159646e-02	1.476735e+00	1.011435e+00	2.462456e+00	4.491727e+00
TCGA-HR-A2OH-06A-11R-A18U-07	0	2.465423e+00	1.532865e+00	2.061233e+00	1.039475e+00
TCGA-HR-A5NC-01A-11R-A27Q-07	1.224308e+00	7.174549e-01	5.958787e-01	1.215496e+00	2.344593e+00
TCGA-IH-A3EA-01A-11R-A20F-07	9.856279e-02	5.076148e-01	4.142156e+00	2.724780e+00	0
TCGA-LH-A9QB-06A-11R-A38C-07	0	4.135848e-01	6.110838e-01	2.330009e+00	4.789376e+00
TCGA-OD-A75X-06A-12R-A32P-07	4.078280e-01	9.586762e-01	4.514693e-01	2.501682e+00	1.510061e+00
TCGA-QB-A6FS-06A-11R-A311-07	2.297502e-02	1.845600e+00	4.323343e+00	1.057526e+00	3.978561e-01
TCGA-QB-AA9O-06A-11R-A39D-07	6.813787e-02	1.265244e+00	3.006793e+00	2.266761e+00	1.030170e+00
TCGA-RP-A690-06A-11R-A311-07	7.689576e-02	1.062249e+00	1.570586e+00	1.884836e+00	6.822299e-01
TCGA-RP-A693-06A-13R-A311-07	0	1.765771e+00	1.428969e+00	2.513427e+00	1.341283e+00
TCGA-RP-A694-06A-11R-A311-07	0	1.525346e+00	1.473532e+00	2.168995e+00	6.733160e-01
TCGA-RP-A695-06A-11R-A311-07	0	1.000720e+00	2.947930e+00	2.799121e+00	2.849148e-01
TCGA-RP-A6K9-06A-41R-A352-07	5.008027e-03	1.689237e+00	2.006631e+00	1.870318e+00	7.889107e-01
