sampleID	D18.13_CHAN-INTERFERON-PRODUCING-DENDRITIC-CELL	D18.18_GNF2-TTN	D13.2_MIPS-UTX-MLL2-3-COMPLEX	D18.1_GNF2-MKI67	D8.8_NIELSEN-SYNOVIAL-SARCOMA-UP	D12.4_NIELSEN-LEIOMYOSARCOMA-CNN1-UP	D15.12_NIKOLSKY-BREAST-CANCER-12Q13-Q21-AMPLICON	D15.7_MODULE-211	D18.10_REACTOME-BETA-DEFENSINS	D12.8_REACTOME-BETA-DEFENSINS
TCGA-HB-A43Z-01A-11R-A24X-07	6.700630e-02	0	1.794726e+00	2.403913e+00	3.461685e-01	1.760942e+00	1.449540e-01	9.530542e-02	4.964866e-02	1.704142e+00
TCGA-HB-A5W3-01A-11R-A29R-07	2.464865e-02	0	1.601561e+00	1.964807e+00	0	2.661113e+00	0	1.813316e-01	6.744942e-02	9.931359e-01
TCGA-HS-A5N7-01A-21R-A26T-07	1.755101e-02	0	1.506924e+00	2.251180e+00	2.070632e-01	2.578784e+00	5.715739e-02	2.774190e-01	0	1.899283e-01
TCGA-HS-A5N8-01A-11R-A26T-07	0	0	1.633699e+00	2.054051e+00	1.643391e+00	0	9.418937e-01	4.497062e-01	0	1.022481e+00
TCGA-HS-A5N9-01A-11R-A26T-07	0	0	1.818400e+00	3.290116e+00	2.226799e-01	9.465108e-01	0	2.347012e-01	0	1.941964e+00
TCGA-HS-A5NA-01A-11R-A26T-07	1.554724e-01	0	1.628467e+00	2.569120e+00	0	1.303431e+00	0	0	0	2.860244e+00
TCGA-IE-A3OV-01A-11R-A22K-07	3.762679e-01	0	1.785732e+00	2.350919e+00	0	2.798053e+00	0	0	1.362608e-01	2.795484e-01
TCGA-IE-A4EH-01A-11R-A24X-07	0	0	1.177214e+00	2.622450e+00	0	1.381541e+00	0	4.778323e-01	2.313846e-01	2.692419e+00
TCGA-IE-A4EI-01A-11R-A24X-07	0	0	1.756828e+00	2.213958e+00	0	2.772729e+00	0	1.255301e-02	0	8.576325e-01
TCGA-IE-A4EJ-01A-11R-A24X-07	2.510917e-01	0	1.812485e+00	2.054287e+00	6.395266e-02	9.276383e-02	2.061236e-01	1.408231e-01	1.708642e+00	3.321029e-01
TCGA-IE-A4EK-01A-11R-A24X-07	0	0	1.735545e+00	1.974421e+00	0	3.572330e+00	0	0	0	7.154971e-01
TCGA-IE-A6BZ-01A-11R-A30C-07	0	0	1.949362e+00	2.482968e+00	0	0	0	1.654695e-01	2.160000e+00	2.219726e-01
TCGA-IF-A3RQ-01A-11R-A22K-07	0	0	9.693328e-01	2.515014e+00	2.340698e-02	1.068678e-01	1.849564e+00	0	1.329157e+00	8.424373e-01
TCGA-IF-A4AJ-01A-11R-A24X-07	1.229151e-01	0	1.809657e+00	2.485562e+00	9.565177e-02	2.779687e+00	0	2.042909e-01	0	1.973574e-01
TCGA-IF-A4AK-01A-21R-A24X-07	7.697999e-02	0	2.215027e+00	2.226978e+00	6.981583e-02	2.538860e+00	0	2.287911e-01	1.171503e-01	3.722087e-01
TCGA-IS-A3K6-01A-11R-A21T-07	5.374545e-02	0	9.532242e-01	2.566112e+00	7.616799e-03	6.862914e-01	0	0	2.253595e-01	2.578737e+00
TCGA-IS-A3K7-01A-11R-A21T-07	0	0	8.316823e-01	2.519852e+00	1.029316e-01	2.051334e-01	3.316267e-02	1.921650e+00	1.391610e-01	8.709814e-01
TCGA-IS-A3K8-01A-11R-A21T-07	0	0	9.038037e-01	2.032000e+00	4.142829e-01	1.242397e+00	3.159923e-01	6.305045e-01	6.290466e-02	2.910898e+00
TCGA-IS-A3KA-01A-11R-A21T-07	1.841036e-01	1.318566e-02	6.431194e-01	2.623355e+00	8.145877e-01	7.647051e-01	0	0	0	1.925213e+00
TCGA-IW-A3M4-01A-11R-A21T-07	0	0	1.648873e+00	1.750020e+00	3.366432e-01	9.062572e-01	2.736061e-01	6.916618e-01	0	3.078849e+00
TCGA-IW-A3M5-01A-22R-A21T-07	0	0	1.035561e+00	2.807517e+00	2.049207e+00	0	6.651537e-01	8.589059e-01	0	4.789340e-01
TCGA-IW-A3M6-01A-11R-A21T-07	0	0	1.435964e+00	1.964831e+00	1.352864e-01	1.341299e+00	9.970365e-02	1.304773e+00	0	1.505475e+00
TCGA-JV-A5VE-01A-11R-A29R-07	1.853173e-01	0	1.368923e+00	2.539598e+00	0	6.522744e-01	0	6.737623e-01	1.192579e-01	2.249617e+00
TCGA-JV-A5VF-01A-11R-A29R-07	0	0	9.833140e-01	2.953168e+00	1.040069e+00	0	2.994862e-01	2.063362e+00	0	5.153245e-01
TCGA-JV-A75J-01A-11R-A32Q-07	0	0	1.652024e+00	2.920556e+00	2.577366e+00	0	5.716826e-01	2.893285e-01	0	4.148611e-01
TCGA-K1-A3PN-01A-11R-A22K-07	0	0	1.684003e+00	2.484980e+00	9.140180e-02	3.303383e+00	0	0	0	2.679017e-01
TCGA-K1-A3PN-02A-11R-A22K-07	0	0	1.161005e+00	2.807767e+00	3.367459e-01	3.075923e+00	0	0	0	2.507011e-01
TCGA-K1-A3PO-11A-12R-A21T-07	0	9.110892e-02	8.017150e-01	1.826206e+00	2.920015e-01	2.391648e+00	1.789932e-01	2.514778e-01	3.780696e-01	9.251419e-01
TCGA-K1-A3PO-01A-11R-A21T-07	0	0	1.525792e+00	1.648117e+00	1.023929e+00	1.633108e+00	1.449470e-01	4.265957e-01	0	3.138194e-01
TCGA-K1-A42W-01A-11R-A24X-07	0	0	1.340316e+00	2.417292e+00	4.993690e-02	2.818272e+00	3.936004e-02	0	0	5.605586e-01
TCGA-K1-A42X-01A-11R-A24X-07	1.558097e-02	0	1.815902e+00	1.924437e+00	2.222676e-01	1.107031e+00	0	0	0	3.817439e+00
TCGA-K1-A42X-02A-11R-A24X-07	1.771701e-02	0	1.743031e+00	1.974570e+00	2.183442e-01	1.170626e+00	0	0	0	3.793643e+00
TCGA-K1-A6RT-01A-32R-A33J-07	6.830356e-01	1.149630e+00	1.620330e+00	2.224822e+00	4.825156e-01	3.905318e-01	0	0	3.817675e-01	2.325622e-01
TCGA-K1-A6RU-01A-11R-A32Q-07	1.827901e-01	0	1.320291e+00	2.358497e+00	2.515467e-01	4.216728e-01	9.608731e-02	0	1.700410e+00	2.077421e-01
TCGA-K1-A6RV-01A-11R-A32Q-07	0	0	1.375207e+00	2.783267e+00	0	1.046408e-01	0	2.649883e+00	0	1.320748e-01
TCGA-KD-A5QS-01A-11R-A27Q-07	0	0	1.757180e+00	3.060575e+00	0	5.203247e-01	0	1.009389e+00	0	9.504749e-01
TCGA-KD-A5QT-01A-11R-A27Q-07	1.538960e-01	0	1.898951e+00	2.475538e+00	2.025699e-01	1.338147e+00	0	0	0	2.597309e+00
TCGA-KD-A5QU-01A-11R-A27Q-07	0	0	1.487919e+00	2.659554e+00	0	1.287408e+00	0	8.925002e-01	0	2.470003e+00
TCGA-KF-A41W-01A-11R-A24X-07	6.881945e-02	0	1.561659e+00	2.325644e+00	2.398563e-01	8.646221e-01	5.339327e-02	1.540949e+00	0	7.495363e-01
TCGA-LI-A67I-01A-31R-A30C-07	0	0	1.524432e+00	2.738415e+00	3.464368e-01	4.465796e-01	0	1.620723e+00	3.319763e-01	4.689232e-01
TCGA-LI-A9QH-01A-11R-A37L-07	0	0	1.932685e+00	2.895084e+00	0	3.050204e-01	0	0	1.323858e+00	1.798275e-01
TCGA-MB-A5Y8-01A-11R-A29R-07	0	0	1.229534e+00	2.550682e+00	0	0	0	2.558298e+00	5.048002e-02	3.529425e-01
TCGA-MB-A5Y9-01A-11R-A29R-07	5.865689e-01	0	2.605359e-01	2.195181e+00	0	2.361396e-01	0	6.557110e-01	9.246463e-01	0
TCGA-MB-A5YA-01A-11R-A29R-07	5.494880e-02	0	9.424000e-01	2.471398e+00	0	3.298937e+00	0	0	0	3.479149e-01
TCGA-MB-A8JK-01A-11R-A36F-07	2.936929e-02	0	1.960421e+00	2.430370e+00	1.776214e-01	8.312819e-01	0	1.349092e+00	2.913390e-01	5.325675e-02
TCGA-MB-A8JL-01A-11R-A36F-07	0	0	2.241919e+00	2.046067e+00	1.249512e+00	0	0	1.614614e+00	7.618061e-02	2.338244e-01
TCGA-MJ-A68H-01A-11R-A30C-07	0	0	1.959990e+00	2.199642e+00	2.846712e-01	2.515143e+00	2.922386e-02	1.599302e-01	0	8.531639e-01
TCGA-MJ-A68J-01A-11R-A30C-07	1.760703e-01	0	1.340114e+00	1.557757e+00	6.688818e-02	4.207241e-01	0	1.231097e+00	1.262190e+00	2.575489e-01
TCGA-MJ-A850-01A-11R-A355-07	0	0	8.921022e-01	2.184784e+00	2.847816e+00	4.229248e-01	0	2.196220e-01	6.911144e-02	2.912781e-02
TCGA-MO-A47P-01A-11R-A24X-07	0	0	1.817510e+00	1.416771e+00	2.169499e-01	1.811091e+00	0	0	8.738864e-02	1.679464e+00
TCGA-MO-A47R-01A-11R-A24X-07	0	0	2.321213e+00	2.253785e+00	1.339822e+00	3.630637e-01	7.479133e-01	0	0	6.131633e-01
TCGA-N1-A6IA-01A-12R-A32Q-07	0	0	1.886617e+00	2.447506e+00	6.246203e-02	3.894642e-01	5.494022e-02	2.429920e+00	0	1.075543e+00
TCGA-PC-A5DK-01A-11R-A27Q-07	3.900164e-01	0	1.819874e+00	1.759249e+00	2.078814e-01	3.110814e+00	0	0	0	5.480514e-01
TCGA-PC-A5DL-01A-11R-A26T-07	2.515828e-01	0	1.560442e+00	1.984297e+00	3.242094e-04	3.411563e+00	0	0	0	6.567642e-01
TCGA-PC-A5DM-01A-11R-A27Q-07	0	1.621916e-01	1.583427e+00	2.814520e+00	1.248085e-01	5.522968e-01	0	8.381961e-01	2.547035e-01	8.521349e-02
TCGA-PC-A5DN-01A-12R-A27Q-07	0	0	2.104145e+00	1.780682e+00	1.271879e+00	9.369686e-01	6.660557e-01	1.042201e+00	0	2.310088e-01
TCGA-PC-A5DO-01A-11R-A26T-07	0	0	1.977902e+00	2.278637e+00	0	2.930476e+00	0	0	9.174575e-02	1.135799e-01
TCGA-PC-A5DP-01A-11R-A26T-07	0	0	1.809403e+00	2.260237e+00	0	3.331000e+00	0	3.238849e-01	0	2.593816e-01
TCGA-PT-A8TR-01A-11R-A37L-07	0	5.440694e-02	1.596119e+00	2.091012e+00	2.100674e+00	1.266489e-01	7.245199e-01	0	1.546020e-02	1.283431e+00
TCGA-QC-A6FX-01A-11R-A32Q-07	1.302495e-01	0	1.416833e+00	2.237495e+00	0	0	0	3.877491e-01	1.455850e+00	0
TCGA-QC-A7B5-01A-11R-A33J-07	0	0	1.024967e+00	2.511611e+00	3.960619e-02	2.995240e-01	0	2.404465e+00	0	5.316781e-01
TCGA-QC-AA9N-01A-11R-A39D-07	0	0	1.439911e+00	2.718166e+00	8.466358e-01	0	1.681443e-01	4.293954e-01	6.053397e-01	3.506725e-01
TCGA-QQ-A5V2-01A-11R-A32Q-07	0	5.869579e-03	4.809280e-01	2.393373e+00	5.293422e-01	3.280458e-01	0	1.853479e+00	0	2.326037e-01
TCGA-QQ-A5V9-01A-11R-A32Q-07	1.823451e-02	0	9.712399e-01	2.081804e+00	3.528952e-01	3.536091e-01	1.378791e-01	8.278660e-01	9.830483e-01	0
TCGA-QQ-A5VA-01A-12R-A32Q-07	5.872213e-01	2.532767e-01	1.907503e+00	1.827039e+00	7.256438e-01	3.545954e-01	1.078264e-01	1.100331e+00	2.651055e-01	4.999396e-02
TCGA-QQ-A5VB-01A-11R-A36F-07	1.906654e-01	0	1.549618e+00	2.741777e+00	0	3.914204e-01	0	2.113765e+00	0	0
TCGA-QQ-A5VC-01A-31R-A32Q-07	0	1.599903e-01	1.305391e+00	2.685336e+00	0	1.137122e-01	0	1.447125e+00	3.583885e-01	2.084324e-01
TCGA-QQ-A5VD-01A-21R-A32Q-07	1.957637e-01	1.122482e-01	1.055629e+00	2.088027e+00	4.986741e-01	1.811646e+00	0	1.157545e+00	2.658669e-01	1.559015e-01
TCGA-QQ-A8VB-01A-11R-A37L-07	0	0	2.207192e+00	1.701101e+00	1.875346e+00	6.825798e-01	5.750942e-01	7.074894e-01	2.620115e-01	1.921055e-01
TCGA-QQ-A8VD-01A-42R-A39D-07	0	0	2.024057e+00	1.724628e+00	6.363969e-01	4.959930e-01	1.163461e-01	2.716401e+00	7.885968e-02	1.622466e-01
TCGA-QQ-A8VF-01A-11R-A37L-07	2.173163e-01	2.993838e-01	1.989300e+00	2.539875e+00	3.897067e-01	0	1.236540e-01	3.898367e-01	0	1.973754e-01
TCGA-QQ-A8VG-01A-11R-A37L-07	0	0	2.271648e+00	1.864347e+00	1.029992e+00	2.133349e-01	0	3.548731e-01	7.927356e-02	4.024068e-02
TCGA-QQ-A8VH-01A-11R-A37L-07	0	0	1.971450e+00	2.491722e+00	2.097005e+00	0	7.575060e-01	2.719543e-01	0	4.999294e-01
TCGA-RN-A68Q-01A-11R-A30C-07	0	0	1.676539e+00	1.835846e+00	1.233166e+00	6.392501e-01	0	0	1.488209e-01	5.338019e-01
TCGA-RN-AAAQ-01A-21R-A39D-07	0	0	1.163365e+00	2.164874e+00	1.361492e+00	4.356617e-01	0	0	0	0
TCGA-SG-A6Z4-01A-22R-A33J-07	0	0	2.259416e+00	2.575056e+00	5.417185e-03	1.827654e-01	0	2.436603e+00	5.716796e-02	1.002169e-01
TCGA-SG-A6Z7-01A-12R-A32Q-07	0	0	2.071759e+00	2.201622e+00	2.357982e+00	0	1.076870e+00	9.820280e-01	0	4.008174e-02
TCGA-SG-A849-01A-11R-A355-07	5.943518e-01	8.142312e-02	1.406384e+00	2.627648e+00	0	0	0	8.332700e-01	4.488956e-01	0
TCGA-SI-A71O-06A-11R-A38C-07	5.101008e-01	0	1.827617e+00	2.442901e+00	5.174019e-01	2.509815e-01	1.719928e-01	1.014191e+00	3.419420e-02	4.857992e-02
TCGA-SI-A71O-01A-12R-A33J-07	0	0	1.949612e+00	2.556928e+00	0	1.460923e-01	0	2.090870e+00	6.094405e-02	3.899381e-01
TCGA-SI-A71P-01A-12R-A33J-07	0	0	2.191523e+00	1.742629e+00	9.235158e-01	6.456382e-01	0	0	6.174682e-02	8.093758e-03
TCGA-SI-A71Q-01A-12R-A33J-07	0	0	2.242101e+00	2.246061e+00	2.354769e+00	0	8.515324e-01	8.398031e-01	1.035318e-01	2.557775e-01
TCGA-SI-AA8B-01A-11R-A38C-07	0	0	1.825344e+00	2.733168e+00	0	0	0	2.486460e+00	0	4.460111e-01
TCGA-SI-AA8C-01A-11R-A38C-07	2.016096e-02	0	2.004222e+00	1.913295e+00	2.018979e+00	1.182691e-01	7.442815e-01	9.285680e-01	2.332114e-01	1.997286e-01
TCGA-UE-A6QT-01A-12R-A32Q-07	8.218897e-01	0	1.414175e+00	2.118435e+00	4.317267e-02	9.638439e-01	0	2.554360e-02	4.257848e-01	6.406455e-01
TCGA-UE-A6QU-01A-12R-A32Q-07	6.612624e-01	0	1.444510e+00	2.493929e+00	4.494990e-01	0	1.423083e-01	0	1.415024e+00	1.651415e-01
TCGA-VT-A80G-01A-11R-A36F-07	0	0	1.730779e+00	2.330723e+00	0	5.488254e-02	7.794119e-02	2.637638e+00	2.196181e-01	4.638417e-01
TCGA-VT-A80J-01A-11R-A36F-07	4.875146e-01	0	1.902397e+00	2.388584e+00	5.032984e-02	1.686037e-01	0	9.472146e-01	3.065944e-01	1.983254e-02
TCGA-VT-A80J-02A-11R-A41I-07	2.115406e-01	0	1.180526e+00	2.740534e+00	3.282590e-01	2.932861e-01	0	0	7.552368e-01	0
TCGA-VT-AB3D-01A-12R-A41I-07	7.759136e-01	0	1.352905e+00	2.488442e+00	3.298685e-01	2.659905e-01	0	2.299760e-01	8.507545e-01	6.278003e-02
TCGA-WK-A8XO-01A-11R-A37L-07	3.349399e-01	0	1.345529e+00	2.131885e+00	2.918915e-01	5.247311e-01	7.562733e-01	1.523245e+00	0	1.241746e-01
TCGA-WK-A8XQ-01A-11R-A37L-07	0	0	2.412690e+00	2.195994e+00	1.959454e+00	8.397528e-02	3.932124e-01	0	0	2.294528e-01
TCGA-WK-A8XS-01A-11R-A37L-07	0	0	1.947633e+00	2.531816e+00	0	2.256941e+00	0	5.619460e-01	0	8.168385e-01
TCGA-WK-A8XT-01A-11R-A37L-07	0	0	2.012069e+00	2.015033e+00	3.173499e+00	8.700149e-02	0	0	0	4.283889e-01
TCGA-WK-A8XX-01A-11R-A37L-07	6.250807e-02	0	1.632191e+00	2.311764e+00	0	3.089584e+00	0	0	0	2.216119e-01
TCGA-WK-A8XY-01A-11R-A37L-07	0	0	1.646944e+00	2.580980e+00	1.025804e-01	3.126350e+00	0	0	0	5.923417e-01
TCGA-WK-A8XZ-01A-11R-A37L-07	0	0	2.002362e+00	2.185410e+00	9.691342e-03	3.231745e+00	0	3.473019e-02	0	2.826174e-01
TCGA-WK-A8Y0-01A-11R-A41I-07	1.852384e-01	0	1.989506e+00	2.888573e+00	0	2.816779e-01	0	1.550508e+00	0	0
TCGA-WP-A9GB-01A-11R-A37L-07	0	0	1.528663e+00	2.798637e+00	5.636458e-01	1.303239e+00	0	0	0	2.592019e+00
TCGA-X2-A95T-01A-11R-A37L-07	0	0	2.027530e+00	2.286556e+00	0	1.310595e+00	0	5.884504e-01	5.673305e-02	2.551379e+00
TCGA-X6-A7W8-01A-21R-A355-07	2.392789e-01	0	5.067543e-01	2.927927e+00	1.046548e-01	4.266623e-01	0	1.165001e+00	3.677640e-01	1.972744e-02
TCGA-X6-A7WA-01A-12R-A355-07	0	0	1.739992e+00	2.091457e+00	0	2.990170e+00	0	2.085613e-01	8.240052e-02	2.418752e-01
TCGA-X6-A7WB-01A-11R-A355-07	0	0	1.840535e+00	2.730440e+00	3.272721e-01	1.731918e+00	9.932684e-02	1.660735e-01	0	1.601710e+00
TCGA-X6-A7WC-01A-12R-A355-07	4.824692e-02	0	1.837526e+00	2.464198e+00	2.710848e-02	2.821038e-01	0	2.275438e+00	8.220971e-02	9.383591e-02
TCGA-X6-A7WD-01A-21R-A355-07	0	0	2.002034e+00	2.477861e+00	0	2.480438e+00	0	9.412222e-01	0	1.159127e-02
TCGA-X6-A8C2-01A-11R-A36F-07	0	0	2.195299e+00	2.576357e+00	0	9.534312e-02	0	1.926639e+00	1.259185e-01	3.650794e-01
TCGA-X6-A8C3-01A-11R-A36F-07	2.308860e-01	3.662669e-01	1.880562e+00	2.648204e+00	0	0	0	2.027912e-01	6.282886e-01	7.203586e-02
TCGA-X6-A8C4-01A-11R-A36F-07	0	0	1.827671e+00	2.815043e+00	0	0	0	1.350207e+00	7.685038e-02	0
TCGA-X6-A8C5-01A-11R-A36F-07	3.167942e-01	0	1.288482e+00	2.029030e+00	0	2.957505e+00	0	7.865982e-02	1.003168e-01	6.687716e-01
TCGA-X6-A8C6-01A-11R-A36F-07	0	3.919460e-01	1.648797e+00	2.041348e+00	3.949651e-01	3.911513e-01	2.388514e-01	2.413754e-01	1.428786e+00	6.491939e-02
TCGA-X6-A8C7-01A-11R-A36F-07	0	0	2.151788e+00	1.940804e+00	2.827882e+00	3.174783e-01	0	1.875706e-01	3.128951e-02	1.806995e-01
TCGA-X9-A971-01A-11R-A38C-07	0	0	1.965144e+00	2.924314e+00	1.950112e-01	2.412380e+00	0	2.094531e-01	7.173437e-02	0
TCGA-X9-A973-01A-11R-A38C-07	0	0	1.772478e+00	2.199809e+00	1.085196e+00	2.419349e-01	2.613473e-01	7.606036e-01	3.145222e-01	8.587554e-02
TCGA-Z4-A8JB-01A-23R-A37L-07	0	4.603045e-02	2.041089e+00	1.729876e+00	6.528540e-01	2.632172e-01	1.353030e-01	2.875822e+00	1.006770e-01	1.745885e-01
TCGA-Z4-A9VC-01A-11R-A37L-07	0	0	2.282700e+00	2.158269e+00	1.161102e+00	6.594699e-01	4.606357e-01	0	0	4.294601e-01
TCGA-Z4-AAPF-01A-11R-A39D-07	0	8.451034e-01	1.309094e+00	2.105479e+00	2.047810e+00	3.827815e-01	0	9.175300e-01	0	2.817908e-03
TCGA-Z4-AAPG-01A-11R-A39D-07	0	0	1.390678e+00	2.801244e+00	2.712681e-01	2.321999e-01	0	1.758530e+00	0	0
