sampleID	D10.9_REACTOME-TRANSLOCATION-OF-ZAP-70-TO-IMMUNOLOGICAL-SYNAPSE	D10.8_GNF2-CDH3	D10.7_CHASSOT-SKIN-WOUND	D10.6_PROTEIN-DEACETYLASE-ACTIVITY	D11.3_FARMER-BREAST-CANCER-CLUSTER-5	D11.8_BIOCARTA-ETC-PATHWAY
TCGA-E8-A432-01A-11R-A23N-07	4.902069e-01	0	1.318241e-01	2.682394e+00	1.959749e+00	2.004763e-01
TCGA-E8-A433-01A-11R-A23N-07	5.108528e-01	6.827072e-01	1.399538e+00	2.050506e-01	2.097912e+00	7.329177e-01
TCGA-E8-A434-01A-11R-A23N-07	2.589094e-01	3.639298e-01	1.837309e+00	2.146812e-01	1.716812e+00	6.341913e-01
TCGA-E8-A436-01A-12R-A23W-07	6.681473e-01	8.605502e-01	1.052338e+00	1.401618e-01	1.898906e+00	4.995136e-01
TCGA-E8-A437-01A-12R-A23W-07	2.595791e-01	5.220324e-01	1.019699e+00	4.560524e-01	1.698473e+00	4.554810e-01
TCGA-E8-A438-01A-11R-A23W-07	3.090961e-01	0	1.039502e-02	3.006987e+00	1.252444e+00	1.265070e-01
TCGA-E8-A44K-01A-21R-A23W-07	5.297669e-01	8.805759e-01	2.770698e-01	3.100026e-01	2.389454e+00	7.901277e-01
TCGA-E8-A44M-01A-21R-A23W-07	1.382202e+00	1.889929e-01	5.248461e-01	1.721156e+00	1.245814e+00	1.707231e-01
TCGA-EL-A3CL-01A-11R-A19O-07	2.229097e-01	1.269530e+00	0	1.834666e-01	6.290996e-01	2.973309e-01
TCGA-EL-A3CM-01A-11R-A19O-07	3.678904e-01	1.433882e-01	4.784760e-01	1.898847e-01	3.024049e+00	5.219515e-01
TCGA-EL-A3CN-01A-12R-A20F-07	9.054635e-01	1.234681e+00	0	1.261581e-01	2.204657e+00	6.588965e-01
TCGA-EL-A3CO-01A-11R-A19O-07	9.210839e-01	1.733709e-01	2.287381e+00	6.300713e-02	1.735252e+00	5.172691e-01
TCGA-EL-A3CP-01A-11R-A19O-07	0	0	1.839522e-01	0	1.974518e+00	7.026458e-02
TCGA-EL-A3CR-01A-12R-A206-07	7.475404e-01	4.720147e-01	3.804395e-01	9.949396e-01	2.652842e+00	3.204276e-01
TCGA-EL-A3CS-01A-21R-A19O-07	3.585615e-02	2.446788e-01	2.982169e-01	0	2.019500e+00	1.264725e+00
TCGA-EL-A3CT-01A-12R-A206-07	5.264797e-01	9.723617e-01	0	5.570327e-01	2.510856e+00	7.778339e-01
TCGA-EL-A3CU-01A-11R-A19O-07	8.464979e-01	1.650331e-01	2.654654e-02	0	2.518522e+00	3.351612e-01
TCGA-EL-A3CV-01A-11R-A19O-07	9.765531e-01	4.457316e-01	2.212903e-01	0	2.946450e+00	6.060493e-01
TCGA-EL-A3CW-01A-11R-A19O-07	1.015928e+00	3.083191e-01	2.001312e+00	2.106568e-01	1.101683e+00	5.662995e-01
TCGA-EL-A3CX-01A-11R-A19O-07	5.018590e-01	0	0	0	1.533458e+00	1.081159e+00
TCGA-EL-A3CY-01A-11R-A19O-07	1.339396e+00	4.699250e-01	6.696052e-01	9.433311e-01	2.312310e+00	3.200479e-01
TCGA-EL-A3CZ-01A-11R-A19O-07	1.410178e-01	7.200051e-02	4.750789e-01	2.443970e+00	0	3.279450e-01
TCGA-EL-A3D0-01A-12R-A206-07	9.235588e-02	0	0	3.341422e-01	2.215452e+00	6.031844e-02
TCGA-EL-A3D1-01A-11R-A19O-07	3.516578e-01	1.197197e+00	5.134492e-01	1.369952e+00	1.557166e+00	4.286716e-01
TCGA-EL-A3D4-01A-11R-A19O-07	1.904302e-01	0	1.295320e+00	2.236880e+00	1.219941e+00	4.411578e-01
TCGA-EL-A3D5-01A-22R-A206-07	0	0	7.280102e-01	7.345940e-01	1.413376e+00	2.910569e-01
TCGA-EL-A3D6-01A-12R-A206-07	7.234858e-01	1.086759e+00	0	1.245911e-01	2.635938e+00	7.168447e-01
TCGA-EL-A3GO-01A-11R-A206-07	4.243680e-01	0	3.388509e-01	1.057767e+00	1.035554e+00	8.106394e-02
TCGA-EL-A3GP-01A-11R-A206-07	7.657567e-01	0	0	1.091197e+00	3.541602e+00	5.613767e-01
TCGA-EL-A3GQ-01A-11R-A206-07	4.006709e-01	0	1.377844e+00	4.077208e-01	1.543505e+00	0
TCGA-EL-A3GR-01A-21R-A206-07	3.651276e-01	1.511722e+00	1.148246e+00	3.527766e-01	1.555637e+00	1.524592e-01
TCGA-EL-A3GS-01A-11R-A20F-07	2.596907e-01	1.796432e+00	0	0	9.459003e-01	8.238358e-01
TCGA-EL-A3GU-01A-11R-A21D-07	2.590966e-01	7.201724e-01	3.970753e-01	5.999140e-01	3.229289e+00	5.097672e-01
TCGA-EL-A3GV-01A-11R-A21D-07	5.631370e-01	5.370063e-01	4.474022e-01	5.137618e-01	1.500758e+00	3.125807e-01
TCGA-EL-A3GW-01A-11R-A206-07	1.638588e-01	5.539035e-01	1.015953e-01	2.399912e+00	3.672859e-01	7.396958e-01
TCGA-EL-A3GX-01A-11R-A206-07	7.285085e-01	1.348338e+00	0	0	1.184447e+00	6.698127e-01
TCGA-EL-A3GY-01A-21R-A206-07	5.399083e-01	1.162971e+00	2.395583e-02	0	1.360202e+00	5.808242e-01
TCGA-EL-A3GZ-11A-11R-A20F-07	1.418931e-01	0	2.988769e+00	0	4.972804e-01	4.324106e-01
TCGA-EL-A3GZ-01A-11R-A20F-07	3.780609e-01	4.615320e-01	1.729827e-01	3.453581e-01	1.358061e+00	5.425615e-02
TCGA-EL-A3H1-11A-11R-A21D-07	6.890565e-01	0	2.867402e+00	7.348883e-03	4.011134e-01	8.218357e-01
TCGA-EL-A3H1-01A-11R-A21D-07	2.728586e-01	3.816081e-01	6.108811e-01	1.516667e+00	3.672071e-01	3.251492e-01
TCGA-EL-A3H2-11A-11R-A20F-07	1.182996e-01	0	2.720098e+00	0	5.011179e-01	6.758381e-01
TCGA-EL-A3H2-01A-11R-A20F-07	3.075229e-01	0	1.239772e+00	1.469453e-01	0	7.744053e-01
TCGA-EL-A3H3-01A-11R-A206-07	9.403526e-01	5.420835e-01	0	1.819217e+00	1.957137e+00	7.661872e-01
TCGA-EL-A3H4-01A-11R-A206-07	1.542735e-01	1.584697e+00	0	0	1.543661e+00	6.168704e-01
TCGA-EL-A3H5-01A-11R-A206-07	7.164774e-01	0	2.837625e-01	8.675400e-02	3.854162e+00	3.475899e-01
TCGA-EL-A3H7-11A-11R-A21D-07	7.806495e-01	2.566559e-01	2.837297e+00	0	9.034162e-01	5.602424e-01
TCGA-EL-A3H7-01A-11R-A21D-07	7.195458e-01	1.086985e+00	0	0	2.797247e+00	5.351313e-01
TCGA-EL-A3H8-01A-11R-A20F-07	1.956285e-01	8.447932e-01	0	0	1.516599e+00	3.225729e-01
TCGA-EL-A3MW-11A-11R-A20F-07	3.043821e-01	0	3.275808e+00	0	1.007064e+00	4.333858e-01
TCGA-EL-A3MW-01A-11R-A20F-07	3.617825e-01	0	0	3.641547e-01	8.695306e-01	2.076727e-01
TCGA-EL-A3MX-11A-11R-A21D-07	6.280843e-02	0	2.890453e+00	1.019793e-01	8.157533e-01	6.318864e-01
TCGA-EL-A3MX-01A-11R-A21D-07	1.678314e-01	9.722585e-01	0	3.317334e-01	1.168413e+00	2.877443e-01
TCGA-EL-A3MY-11A-12R-A21D-07	3.889675e-02	0	2.680772e+00	6.699135e-01	7.137430e-01	6.087950e-01
TCGA-EL-A3MY-01A-11R-A21D-07	5.822916e-01	9.493951e-01	3.240984e-02	0	3.403760e+00	5.169844e-01
TCGA-EL-A3MZ-01A-11R-A21D-07	3.001931e-01	6.203098e-01	0	3.546632e-01	2.911906e+00	6.355778e-01
TCGA-EL-A3N2-11A-11R-A20F-07	1.448330e-01	0	2.936880e+00	0	5.408881e-01	5.509570e-01
TCGA-EL-A3N2-01A-11R-A20F-07	3.892062e-01	7.027696e-01	0	3.822343e-01	1.967603e+00	5.214502e-01
TCGA-EL-A3N3-11A-11R-A20F-07	1.047761e+00	7.025441e-02	2.624875e+00	0	2.758514e-01	4.184797e-01
TCGA-EL-A3N3-01A-11R-A20F-07	8.953632e-01	1.325593e+00	0	2.042644e-02	2.098008e+00	7.003602e-01
TCGA-EL-A3T0-11A-12R-A22L-07	7.898401e-01	0	2.632539e+00	0	6.069392e-01	6.153110e-01
TCGA-EL-A3T0-01A-22R-A22L-07	4.936171e-01	1.968853e-01	1.486650e+00	1.659184e+00	1.415497e+00	2.086630e-01
TCGA-EL-A3T1-11A-11R-A22L-07	9.756548e-01	1.547119e-01	2.473955e+00	8.980643e-02	1.433656e+00	4.682417e-01
TCGA-EL-A3T1-01A-11R-A22L-07	7.570056e-01	8.547123e-01	0	0	2.410440e+00	5.839034e-01
TCGA-EL-A3T2-11A-11R-A22L-07	0	0	3.030515e+00	8.932968e-03	6.627352e-01	4.569171e-01
TCGA-EL-A3T2-01A-11R-A22L-07	8.878883e-02	4.596042e-01	8.113643e-01	2.019044e+00	1.815679e-01	2.311282e-01
TCGA-EL-A3T3-11A-11R-A22L-07	3.520714e-02	0	3.205397e+00	0	6.806221e-01	6.735187e-01
TCGA-EL-A3T3-01A-11R-A22L-07	4.185292e-01	1.521769e+00	3.978667e-01	9.784594e-02	1.211497e+00	4.126592e-01
TCGA-EL-A3T6-11A-11R-A220-07	8.924552e-01	2.160284e-01	2.991083e+00	0	4.529280e-01	6.371243e-01
TCGA-EL-A3T6-01A-11R-A220-07	9.749548e-01	1.891876e+00	0	0	1.101743e+00	8.479073e-01
TCGA-EL-A3T7-11A-21R-A22L-07	1.228482e-01	0	3.186846e+00	0	5.427095e-01	4.902904e-01
TCGA-EL-A3T7-01A-11R-A22L-07	3.728287e-01	1.233371e+00	7.446145e-02	0	8.944888e-01	3.029382e-01
TCGA-EL-A3T8-11A-11R-A22L-07	2.679592e-01	8.750899e-02	2.993900e+00	3.250622e-02	8.171483e-01	6.318923e-01
TCGA-EL-A3T8-01A-21R-A22L-07	3.367253e-01	6.818620e-01	1.001084e-02	7.168949e-01	1.191352e+00	3.732256e-02
TCGA-EL-A3T9-01A-21R-A22L-07	5.193259e-01	7.189388e-01	0	6.912007e-01	4.002076e+00	5.552928e-01
TCGA-EL-A3TA-11A-12R-A22L-07	2.806419e-01	0	3.026099e+00	0	3.329659e-01	6.216656e-01
TCGA-EL-A3TA-01A-12R-A22L-07	6.800139e-01	1.870920e-01	1.528278e+00	4.565535e-01	1.378729e+00	2.539658e-01
TCGA-EL-A3TB-11A-11R-A22L-07	3.941214e-01	0	3.045539e+00	0	6.377437e-01	5.821809e-01
TCGA-EL-A3TB-01A-11R-A22L-07	4.291425e-01	5.097887e-01	6.224683e-01	1.357130e+00	9.400743e-01	2.946365e-01
TCGA-EL-A3ZG-11A-13R-A23N-07	0	6.099525e-02	3.293290e+00	0	4.262608e-01	9.099360e-01
TCGA-EL-A3ZG-01A-11R-A23N-07	0	0	2.137231e-01	5.445304e-01	1.338598e+00	9.274824e-01
TCGA-EL-A3ZH-11A-11R-A23N-07	1.589528e-01	2.894906e-01	3.369959e+00	0	2.714803e-01	6.919355e-01
TCGA-EL-A3ZH-01A-31R-A23N-07	1.709421e-01	8.362013e-01	8.897056e-01	1.715886e+00	0	4.938458e-01
TCGA-EL-A3ZK-11A-11R-A23N-07	1.027010e+00	0	2.517450e+00	8.011837e-02	5.190592e-01	5.573325e-01
TCGA-EL-A3ZK-01A-21R-A23N-07	6.537581e-01	1.475115e+00	1.014374e-01	4.402145e-01	1.614300e+00	8.985304e-01
TCGA-EL-A3ZL-11A-11R-A23N-07	4.268641e-01	0	3.259583e+00	0	6.197340e-01	4.558945e-01
TCGA-EL-A3ZL-01A-11R-A23N-07	2.271141e-01	0	3.930055e-01	6.760865e-01	2.213931e+00	0
TCGA-EL-A3ZM-11A-12R-A23N-07	4.882993e-02	0	3.218310e+00	0	6.436950e-01	9.787734e-01
TCGA-EL-A3ZM-01A-12R-A23N-07	4.869419e-01	1.060316e+00	0	0	3.090730e+00	1.216668e+00
TCGA-EL-A3ZN-01A-11R-A23N-07	2.554389e-01	2.811363e-01	1.522486e+00	2.275088e+00	1.242910e+00	2.284325e-01
TCGA-EL-A3ZO-11A-12R-A23N-07	3.289468e-01	9.397458e-02	3.312922e+00	0	9.462255e-01	5.710901e-01
TCGA-EL-A3ZO-01A-11R-A23N-07	8.214849e-01	1.057301e+00	1.016409e-01	5.887271e-01	3.199858e+00	8.181019e-01
TCGA-EL-A3ZP-11A-11R-A23N-07	1.046640e+00	0	2.542741e+00	2.083024e-01	8.112136e-01	3.729422e-01
TCGA-EL-A3ZP-01A-11R-A23N-07	9.087283e-01	8.922744e-01	1.590714e-01	1.326690e+00	2.023226e+00	9.637501e-02
TCGA-EL-A3ZQ-11A-11R-A23N-07	5.323489e-01	4.353459e-02	3.316903e+00	0	6.541781e-01	5.464410e-01
TCGA-EL-A3ZQ-01A-11R-A23N-07	6.822969e-01	4.271165e-01	3.369853e-01	2.893501e-01	5.493651e-01	8.289762e-01
TCGA-EL-A3ZR-11A-11R-A23N-07	4.438795e-01	1.264075e-02	3.260189e+00	0	9.267091e-01	4.840264e-01
TCGA-EL-A3ZR-01A-11R-A23N-07	0	0	1.294242e-01	3.608731e+00	6.364347e-01	3.705422e-01
TCGA-EL-A3ZS-11A-11R-A23N-07	1.793014e+00	0	2.039006e+00	0	6.271692e-01	1.000800e+00
TCGA-EL-A3ZS-01A-12R-A23N-07	9.945772e-01	8.516658e-01	1.271966e+00	4.874555e-01	1.246151e+00	1.971051e-01
TCGA-EL-A3ZT-11A-13R-A23N-07	8.031587e-02	0	2.954752e+00	0	3.242342e-01	4.257067e-01
TCGA-EL-A3ZT-01A-12R-A23N-07	2.598139e-01	1.434810e+00	4.334174e-01	1.888622e-01	1.148143e+00	2.409873e-01
TCGA-EL-A4JV-01A-11R-A250-07	1.245655e-01	0	3.770457e-01	3.284766e+00	4.642297e-01	2.321496e-01
TCGA-EL-A4JW-01A-11R-A250-07	4.537427e-01	1.336549e+00	4.762621e-01	0	1.785466e+00	7.445306e-01
TCGA-EL-A4JX-01A-12R-A250-07	1.324286e+00	1.452693e+00	0	0	1.789434e+00	7.128531e-01
TCGA-EL-A4JZ-01A-11R-A250-07	8.789441e-01	9.843718e-05	0	1.472645e+00	2.682928e+00	1.006807e-01
TCGA-EL-A4K0-01A-11R-A250-07	5.425319e-01	3.834861e-01	2.070616e-01	5.861160e-01	1.527892e+00	2.594107e-02
TCGA-EL-A4K1-01A-11R-A250-07	3.399979e-01	4.133990e-01	1.864568e-01	1.339057e-01	2.383912e+00	7.226985e-01
TCGA-EL-A4K2-01A-11R-A250-07	7.380628e-01	5.218380e-01	1.103996e+00	1.565022e+00	5.216258e-01	3.780301e-01
TCGA-EL-A4K4-01A-11R-A250-07	4.268296e-01	1.005760e+00	1.829129e-02	0	3.170635e+00	6.452540e-01
TCGA-EL-A4K6-01A-12R-A250-07	0	2.121394e-01	8.805057e-02	3.460991e+00	1.163256e-02	3.504526e-01
TCGA-EL-A4K7-01A-11R-A250-07	8.147152e-02	9.659195e-01	0	0	1.017457e+00	9.015973e-01
TCGA-EL-A4K9-01A-11R-A250-07	4.621252e-01	4.321133e-01	0	6.876564e-01	1.197578e+00	2.129825e-01
TCGA-EL-A4KD-01A-11R-A250-07	5.706749e-01	7.222142e-01	2.041494e-01	2.426071e+00	1.058726e+00	2.245376e-01
TCGA-EL-A4KG-01A-11R-A250-07	5.723915e-01	1.428618e+00	0	0	1.964090e+00	7.071192e-01
TCGA-EL-A4KH-01A-11R-A250-07	2.897116e-01	5.672895e-03	9.325674e-01	6.915013e-01	1.118630e+00	3.719471e-01
TCGA-EL-A4KI-01A-11R-A250-07	0	6.726263e-02	0	2.671482e+00	9.986760e-01	5.940481e-01
TCGA-EM-A1CS-11A-21R-A13Y-07	3.143810e-01	0	2.666514e+00	0	4.234006e-01	8.659271e-01
TCGA-EM-A1CS-01A-11R-A13Y-07	2.691868e-01	0	1.272108e-02	2.268699e-01	1.113769e+00	1.170210e-02
TCGA-EM-A1CT-11A-11R-A13Y-07	0	0	3.053257e+00	0	6.766299e-01	8.957975e-01
TCGA-EM-A1CT-01A-11R-A13Y-07	5.093247e-01	3.663921e-01	1.409779e-02	0	1.273795e+00	6.228123e-01
TCGA-EM-A1CU-11A-11R-A13Y-07	5.820959e-01	0	2.700145e+00	0	0	5.421325e-01
TCGA-EM-A1CU-01A-11R-A13Y-07	3.982940e-01	1.429648e+00	0	1.687019e-01	1.025336e+00	1.946927e-01
TCGA-EM-A1CV-11A-11R-A13Y-07	0	0	2.773230e+00	0	3.633608e-01	6.290538e-01
TCGA-EM-A1CV-01A-11R-A13Y-07	1.118300e-01	0	0	8.369377e-01	9.422018e-01	2.254998e-02
TCGA-EM-A1CW-11A-12R-A13Y-07	3.666830e-01	0	2.550966e+00	0	0	4.820731e-01
TCGA-EM-A1CW-01A-21R-A13Y-07	7.574070e-01	1.093999e-01	1.248580e+00	7.320784e-01	2.696557e-01	1.366034e+00
TCGA-EM-A1YA-01A-11R-A14Y-07	2.086719e-01	0	9.799862e-01	0	7.133757e-01	1.464348e+00
TCGA-EM-A1YB-01A-11R-A14Y-07	2.173983e-01	0	0	2.433391e-01	9.408389e-01	2.047744e+00
TCGA-EM-A1YC-11A-11R-A14Y-07	7.330022e-01	0	2.986840e+00	1.707502e-01	9.271569e-01	5.835710e-01
TCGA-EM-A1YC-01A-11R-A14Y-07	4.918062e-02	7.433105e-02	7.696234e-01	2.405987e-01	1.813684e-01	1.758690e+00
TCGA-EM-A1YD-01A-11R-A14Y-07	4.270876e-01	0	2.031900e+00	1.580145e-01	1.072208e+00	3.731966e-01
TCGA-EM-A1YE-01A-11R-A14Y-07	2.193877e-01	0	1.382692e+00	4.199986e-01	5.022611e-01	6.985959e-01
TCGA-EM-A22I-01A-11R-A180-07	3.917246e-01	1.074340e+00	0	2.978532e-01	2.135237e+00	6.322652e-01
TCGA-EM-A22J-01A-11R-A180-07	1.857604e-01	0	0	2.574121e+00	0	1.104581e+00
TCGA-EM-A22K-01A-11R-A180-07	1.270920e-01	0	1.180127e-01	3.067744e+00	3.821154e-01	1.756378e-01
TCGA-EM-A22L-01A-11R-A180-07	0	0	1.376538e-01	3.160527e+00	3.375439e-01	3.020460e-01
TCGA-EM-A22M-01A-11R-A32Y-07	1.275803e+00	2.743345e-01	0	1.337928e+00	1.387376e+00	3.114073e-01
TCGA-EM-A22N-01A-11R-A180-07	5.415893e-01	0	8.301066e-01	3.900796e-01	5.166762e-01	1.465975e+00
TCGA-EM-A22O-01A-11R-A180-07	1.659615e-01	3.537784e-01	0	0	5.499697e-01	1.422713e+00
TCGA-EM-A22P-01A-11R-A19O-07	9.306950e-01	0	4.879845e-01	9.524960e-01	2.292183e+00	1.279047e-02
TCGA-EM-A22Q-01A-11R-A180-07	2.473232e-01	0	5.088583e-01	2.165892e+00	2.858729e-01	7.291409e-01
TCGA-EM-A2CJ-01A-11R-A180-07	9.579846e-02	4.707017e-01	1.024828e+00	7.907161e-01	3.016463e-01	5.217369e-01
TCGA-EM-A2CK-01A-11R-A180-07	5.116556e-02	0	4.884362e-01	2.494635e+00	2.058938e-01	4.369434e-01
TCGA-EM-A2CL-01A-11R-A180-07	0	4.005354e-02	5.052432e-01	1.414873e+00	2.969779e-01	2.815822e-01
TCGA-EM-A2CN-01A-11R-A19O-07	0	5.048344e-01	2.971479e-01	2.299241e+00	3.558391e-01	4.650434e-01
TCGA-EM-A2CO-01A-11R-A19O-07	1.728418e-01	0	4.021338e-01	6.355425e-01	6.022292e-01	1.769773e+00
TCGA-EM-A2CP-01A-11R-A180-07	1.513109e+00	0	1.236874e-01	7.976856e-01	4.801720e-01	8.279046e-01
TCGA-EM-A2CQ-01A-11R-A180-07	2.068221e-01	4.617648e-01	5.777362e-01	9.842430e-01	5.511015e-01	1.230287e+00
TCGA-EM-A2CR-01A-11R-A180-07	2.689381e-01	0	8.408490e-03	2.240922e+00	7.575842e-01	4.771392e-01
TCGA-EM-A2CS-06A-11R-A180-07	1.655124e-01	4.060167e-01	9.770644e-01	1.116304e+00	1.332526e+00	3.573339e-01
TCGA-EM-A2CS-01A-11R-A180-07	1.254320e-01	3.531944e-01	7.396581e-01	1.135587e+00	1.361975e+00	1.198229e-01
TCGA-EM-A2CT-01A-11R-A180-07	9.754618e-02	0	3.156985e-01	1.296379e+00	6.136627e-01	1.499031e+00
TCGA-EM-A2CU-01A-12R-A180-07	7.219098e-01	3.355873e-01	3.210784e-01	2.482741e+00	1.017047e+00	2.423998e-01
TCGA-EM-A2OV-01A-11R-A206-07	1.807553e-01	0	9.273082e-01	0	4.841384e-01	1.396920e+00
TCGA-EM-A2OW-01A-11R-A206-07	4.194705e-01	0	8.321818e-01	2.939241e-01	7.864797e-01	1.336801e+00
TCGA-EM-A2OX-01A-11R-A206-07	3.115950e-01	3.120623e-01	0	1.266043e+00	1.558767e+00	2.083265e-01
TCGA-EM-A2OY-01A-11R-A206-07	1.436671e-01	0	1.564490e-02	6.102025e-01	0	1.951888e+00
TCGA-EM-A2OZ-01A-11R-A206-07	3.197011e-01	5.860492e-01	0	1.147794e-01	1.075774e+00	1.031007e+00
TCGA-EM-A2P0-01A-11R-A206-07	2.859997e-01	9.705096e-01	8.364882e-01	4.085537e-01	9.725732e-01	3.110784e-01
TCGA-EM-A2P1-06A-11R-A206-07	1.047318e+00	8.696830e-01	0	3.885021e-02	2.157593e+00	6.902215e-01
TCGA-EM-A2P1-01A-11R-A206-07	1.262899e+00	8.085138e-01	7.177472e-02	3.450197e-01	2.087790e+00	6.469766e-01
TCGA-EM-A2P2-01A-11R-A206-07	0	3.170709e-01	0	2.573146e+00	6.530768e-01	2.916859e-01
TCGA-EM-A2P3-01A-11R-A206-07	3.953353e-01	2.584074e-01	6.438127e-01	0	2.501120e+00	3.408162e-01
TCGA-EM-A3AI-01A-11R-A206-07	1.652897e-02	0	9.562447e-01	3.756340e-01	7.151415e-01	5.908778e-01
TCGA-EM-A3AJ-01A-11R-A206-07	1.191522e+00	1.929039e-01	2.162361e-01	0	9.832547e-01	5.947298e-01
TCGA-EM-A3AK-01A-11R-A206-07	3.901072e-01	2.411578e-01	3.223551e-01	1.276826e+00	1.514360e+00	1.529417e-01
TCGA-EM-A3AL-01A-11R-A206-07	1.948675e-01	1.023217e-01	5.834434e-01	5.852952e-01	8.009310e-01	3.047894e-01
TCGA-EM-A3AN-01A-11R-A206-07	3.338369e-01	2.706148e-01	7.812265e-02	1.144800e+00	1.213907e+00	3.211271e-01
TCGA-EM-A3AO-01A-11R-A206-07	8.755565e-01	5.247458e-01	8.561961e-02	2.023134e+00	9.980428e-01	2.494868e-01
TCGA-EM-A3AP-01A-12R-A20F-07	2.777830e-01	0	0	2.509682e+00	9.757542e-01	1.098102e-01
TCGA-EM-A3AQ-01A-11R-A20F-07	3.376142e-01	3.368870e-01	1.601676e-01	1.829009e+00	1.096440e+00	2.937223e-01
TCGA-EM-A3AR-01A-12R-A20F-07	2.717154e-01	3.390749e-01	2.308020e+00	4.736856e-01	1.264428e+00	3.336458e-01
TCGA-EM-A3FJ-01A-11R-A21D-07	2.869204e-01	4.729478e-02	8.602333e-01	1.890070e-01	1.324758e+00	2.136287e-01
TCGA-EM-A3FK-01A-11R-A21D-07	2.319448e-02	1.930303e+00	0	1.859890e-01	8.414243e-01	3.508739e-01
TCGA-EM-A3FL-01A-11R-A21D-07	4.350348e-01	1.579453e-01	1.591712e+00	0	2.508880e-02	1.351410e+00
TCGA-EM-A3FM-01A-11R-A21D-07	5.278041e-01	1.094508e+00	0	1.037019e-01	2.483068e+00	1.020340e+00
TCGA-EM-A3FN-01A-11R-A21D-07	1.121915e-01	0	9.904922e-01	2.939443e-01	7.394711e-01	6.821398e-01
TCGA-EM-A3FO-01A-11R-A21D-07	3.650372e-02	2.091921e+00	0	6.887258e-01	9.210296e-01	5.267366e-01
TCGA-EM-A3FP-01A-11R-A21D-07	7.608899e-01	0	6.050956e-01	2.601216e+00	5.528176e-01	7.188587e-01
TCGA-EM-A3FQ-06A-11R-A21D-07	4.207159e-01	5.549097e-01	2.296938e-01	2.572243e+00	4.158654e-01	2.497045e-01
TCGA-EM-A3FQ-01A-11R-A21D-07	1.013673e+00	9.502607e-01	8.519873e-01	1.205488e+00	1.901305e+00	5.218641e-01
TCGA-EM-A3FR-01A-11R-A220-07	2.274011e-01	4.590043e-01	1.498788e+00	1.055524e+00	3.438523e-01	4.482182e-01
TCGA-EM-A3O3-01A-11R-A220-07	1.057882e+00	8.115831e-01	0	1.276494e+00	2.513229e+00	7.301379e-01
TCGA-EM-A3O6-01A-11R-A220-07	2.068483e-01	0	9.756427e-01	4.565896e-01	6.537461e-01	7.461992e-01
TCGA-EM-A3O7-01A-11R-A220-07	2.037889e-01	0	0	0	2.809501e-01	1.969157e-01
TCGA-EM-A3O8-01A-11R-A220-07	0	0	3.247948e-01	3.080125e+00	2.270173e-01	4.457891e-01
TCGA-EM-A3O9-01A-11R-A220-07	6.147301e-01	0	0	3.562959e-01	8.617758e-01	2.265561e+00
TCGA-EM-A3OA-01A-11R-A220-07	2.422985e-01	0	0	1.145005e+00	8.332290e-03	1.531249e+00
TCGA-EM-A3OB-01A-11R-A220-07	0	2.516980e-01	1.841716e-01	3.685327e+00	1.726604e-01	4.516470e-01
TCGA-EM-A3ST-11A-11R-A22U-07	3.061322e-01	0	2.945565e+00	9.214273e-02	3.564831e-01	1.065432e+00
TCGA-EM-A3ST-01A-11R-A22U-07	1.135112e-01	3.238889e-01	0	2.599164e+00	5.075186e-02	4.963210e-01
TCGA-EM-A3SU-06A-11R-A22U-07	1.208923e+00	1.150203e+00	3.751075e-02	7.219830e-01	1.712134e+00	5.337000e-01
TCGA-EM-A3SU-01A-11R-A22U-07	9.540408e-01	9.462230e-01	0	5.653841e-01	1.371932e+00	1.110087e+00
TCGA-EM-A3SX-01A-11R-A22U-07	1.820945e-01	1.291176e-02	0	7.268597e-01	1.048519e+00	0
TCGA-EM-A3SY-01A-11R-A22U-07	4.444394e-01	0	0	0	5.200984e-01	2.466494e+00
TCGA-EM-A3SZ-01A-11R-A22U-07	7.405425e-01	1.336079e+00	0	9.679897e-02	1.385582e+00	8.166085e-01
TCGA-EM-A4FF-01A-11R-A250-07	6.398689e-01	6.536139e-01	0	5.472834e-01	1.881678e+00	4.154108e-01
TCGA-EM-A4FH-01A-11R-A250-07	0	0	1.054867e+00	4.693835e-02	3.463413e-01	5.543935e-01
TCGA-EM-A4FK-01A-11R-A250-07	0	0	0	1.306098e+00	2.676639e-01	1.385018e+00
TCGA-EM-A4FM-01A-11R-A250-07	4.134950e-01	4.289557e-01	0	0	3.202396e+00	5.083611e-01
TCGA-EM-A4FN-01A-11R-A250-07	4.443823e-01	5.211801e-01	0	1.458063e-01	1.606889e+00	7.844280e-01
TCGA-EM-A4FO-01A-11R-A250-07	1.231766e+00	0	8.046750e-01	1.147444e+00	1.523799e+00	3.909657e-01
TCGA-EM-A4FQ-01A-11R-A250-07	5.597347e-01	8.213247e-01	0	6.325111e-01	2.134485e+00	7.691837e-01
TCGA-EM-A4FR-01A-11R-A250-07	2.812023e-01	0	0	3.360503e+00	9.178708e-01	1.494596e-01
TCGA-EM-A4FU-01A-11R-A250-07	3.112231e-01	0	3.466653e-01	3.407425e+00	1.134640e+00	5.655950e-01
TCGA-EM-A4FV-01A-11R-A250-07	8.979954e-01	1.867722e-01	3.124183e-01	8.099109e-01	9.274493e-01	1.385021e-01
TCGA-EM-A4G1-01A-11R-A250-07	4.055056e-01	4.524539e-01	4.889360e-01	1.399083e+00	5.301360e-01	1.047702e+00
