sampleID	D7.6_HAEGERSTRAND-RESPONSE-TO-IMATINIB	D12.5_REACTOME-TRANSLOCATION-OF-ZAP-70-TO-IMMUNOLOGICAL-SYNAPSE	D7.7_GNF2-SERPINB5	D13.11_RUNNE-GENDER-EFFECT-UP	D7.5_EPITHELIAL-CELL-DIFFERENTIATION	D14.5_ANASTASSIOU-CANCER-MESENCHYMAL-TRANSITION-SIGNATURE	D13.2_REACTOME-BETA-DEFENSINS	D13.4_PID-INTEGRIN4-PATHWAY	D13.3_KUMAMOTO-RESPONSE-TO-NUTLIN-3A-DN
TCGA-DK-AA6S-01A-21R-A39I-07	1.101987e+00	7.867274e-01	7.082190e-01	7.610454e-01	6.223835e-01	1.114899e+00	9.399074e-01	5.551437e-01	1.854613e+00
TCGA-DK-AA6T-01A-11R-A39I-07	8.495426e-01	1.079958e+00	0	4.813291e-01	1.517564e-01	1.914592e-01	1.220441e+00	0	1.871581e+00
TCGA-DK-AA6U-01A-11R-A39I-07	8.319964e-02	3.878701e-01	4.020755e-01	4.988458e-01	1.567209e+00	2.349308e-01	1.040890e+00	6.747860e-01	1.996219e+00
TCGA-DK-AA6W-01A-12R-A39I-07	5.527484e-01	4.305123e-01	6.730362e-01	2.706169e-01	9.792040e-01	5.063163e-01	3.602240e-01	5.965459e-01	4.672133e+00
TCGA-DK-AA6X-01A-12R-A42T-07	8.627263e-01	7.847850e-01	3.320398e-01	6.913321e-01	8.272773e-01	3.867795e-01	1.062181e+00	5.257437e-02	9.770421e-01
TCGA-DK-AA71-01A-31R-A39I-07	2.670591e-01	3.984869e-01	7.151851e-01	6.930822e-01	9.853384e-01	5.719744e-01	1.906211e+00	6.687594e-05	1.038228e+00
TCGA-DK-AA74-01A-11R-A39I-07	1.022150e+00	1.341848e+00	8.095536e-01	2.237598e-01	0	1.085253e+00	8.103141e-01	1.264635e+00	0
TCGA-DK-AA75-01A-11R-A39I-07	9.079425e-02	2.727375e-01	1.621747e-01	0	1.574126e+00	3.132039e-01	1.203900e+00	1.098123e-02	2.350008e+00
TCGA-DK-AA76-01A-11R-A39I-07	1.072288e-01	0	3.927656e-01	4.047437e-01	1.109275e+00	0	1.741145e+00	4.152209e-01	2.166279e+00
TCGA-DK-AA77-01A-11R-A39I-07	1.492966e-01	5.769927e-01	3.739837e-01	8.207688e-01	4.051931e-01	0	2.575215e+00	6.575695e-01	8.128676e-01
TCGA-E5-A2PC-01A-11R-A206-07	0	5.132538e-01	8.306490e-01	3.019776e-01	0	4.405493e-02	1.176815e+00	8.210066e-01	1.400908e-01
TCGA-E5-A4TZ-01A-11R-A31N-07	0	2.695283e-01	1.786928e+00	8.768479e-01	8.372919e-01	2.733280e-01	4.020016e-01	4.072253e-01	1.402092e+00
TCGA-E5-A4U1-01A-11R-A31N-07	4.876367e-02	1.950774e-01	0	1.806201e-01	6.122038e-01	9.138926e-02	2.886463e+00	0	1.977568e+00
TCGA-E7-A3X6-01A-12R-A22U-07	3.145551e-01	7.701681e-01	1.069149e+00	9.780807e-01	1.800564e-02	4.707646e-01	1.790393e+00	7.860137e-01	0
TCGA-E7-A3Y1-01A-11R-A22U-07	6.547809e-01	3.551326e-01	6.625738e-02	6.675799e-01	0	1.238903e-01	3.443017e+00	0	4.162433e-01
TCGA-E7-A4IJ-01A-31R-A26T-07	1.344029e-01	7.510002e-01	0	4.442599e-01	1.148844e+00	1.690416e-01	1.695852e+00	3.308842e-01	1.756140e+00
TCGA-E7-A4XJ-01A-11R-A26T-07	2.898038e-01	0	2.885337e-01	2.131592e-01	9.432658e-01	5.613107e-01	2.306844e+00	8.474379e-01	3.187354e-02
TCGA-E7-A519-01A-11R-A26T-07	2.136431e-01	1.136046e+00	0	0	0	3.534518e-01	3.516196e+00	0	0
TCGA-E7-A541-01A-11R-A26T-07	3.394331e-01	7.307927e-01	3.741316e-02	7.014713e-01	7.977675e-01	4.104195e-01	1.747889e+00	4.982218e-01	7.218846e-01
TCGA-E7-A5KE-01A-11R-A28M-07	1.572980e-02	0	9.891426e-02	3.421682e-01	1.416011e+00	5.976892e-03	1.630835e+00	1.043447e-01	1.815095e+00
TCGA-E7-A5KF-01A-11R-A28M-07	0	3.406491e-02	0	1.025618e+00	2.788174e-01	0	3.287026e+00	2.178632e-01	4.752768e-01
TCGA-E7-A677-01A-11R-A30C-07	7.133472e-01	3.276816e-01	3.298102e-01	7.658679e-01	4.119475e-01	4.509657e-01	2.232994e+00	1.285375e+00	4.998513e-01
TCGA-E7-A678-01A-11R-A30C-07	0	5.100964e-01	0	5.726849e-01	0	0	3.780034e+00	9.340986e-02	1.541870e-01
TCGA-E7-A6MD-01A-41R-A352-07	1.154292e+00	7.286418e-01	3.064556e-01	5.484948e-01	7.663155e-01	5.721001e-01	1.857387e+00	2.180244e-01	9.527347e-01
TCGA-E7-A6ME-01A-22R-A32O-07	5.838938e-01	7.915798e-01	0	5.549321e-01	1.469737e+00	1.904821e-01	1.174174e+00	4.254554e-02	2.274812e+00
TCGA-E7-A6MF-01A-12R-A32O-07	5.960656e-01	5.917061e-02	3.717100e-01	9.613398e-01	0	0	2.612083e+00	4.027124e-01	7.033018e-01
TCGA-E7-A7DU-01A-11R-A32O-07	1.760637e-01	2.938490e-01	3.858938e-02	6.203670e-01	1.859426e-01	1.540620e-01	3.545062e+00	1.796012e-01	3.064480e-01
TCGA-E7-A7DV-01A-11R-A33J-07	4.550750e-01	1.004333e+00	0	5.995025e-01	4.761535e-01	7.510817e-01	0	1.146130e+00	0
TCGA-E7-A7PW-01A-11R-A352-07	8.178751e-02	4.862963e-01	1.106893e-01	4.522292e-01	1.333499e+00	2.779237e-01	1.876764e+00	0	1.284493e+00
TCGA-E7-A7XN-01A-11R-A352-07	0	1.161225e+00	1.487380e+00	5.786687e-01	0	0	6.791647e-01	1.681537e+00	3.877876e-03
TCGA-E7-A85H-01A-11R-A352-07	4.972225e-01	5.645235e-01	0	5.659947e-01	1.632120e+00	8.063287e-01	1.135601e+00	0	1.879166e+00
TCGA-E7-A8O7-01A-11R-A36F-07	3.627611e-01	5.757913e-01	0	9.510210e-01	5.638352e-01	0	2.759711e+00	8.447425e-01	9.310104e-02
TCGA-E7-A8O8-01A-11R-A36F-07	1.153889e-01	3.727214e-01	8.567533e-04	2.412996e-01	6.188150e-01	3.137296e-01	2.755627e+00	2.977303e-01	8.742648e-01
TCGA-E7-A97P-01A-11R-A38B-07	6.671386e-01	9.892054e-01	1.447833e+00	5.988798e-01	0	6.193301e-01	7.538972e-01	1.795122e+00	0
TCGA-E7-A97Q-01A-11R-A38B-07	1.044376e+00	4.013035e-01	0	3.015249e-01	1.606967e+00	8.800496e-01	1.415072e+00	2.834274e-01	1.246108e+00
TCGA-FD-A3B3-01A-12R-A206-07	9.971184e-01	1.065106e+00	1.785068e+00	3.705202e-01	1.052025e-01	6.369223e-01	0	2.186337e+00	1.171122e+00
TCGA-FD-A3B4-01A-12R-A206-07	1.008429e+00	8.324860e-01	1.761806e+00	2.854109e-01	0	7.062170e-01	2.291453e-01	2.262425e+00	7.389362e-01
TCGA-FD-A3B5-01A-11R-A20F-07	3.467715e-01	2.691281e-01	2.277457e+00	5.018719e-01	1.435073e-01	6.554116e-01	3.374992e-01	1.863142e+00	6.939302e-01
TCGA-FD-A3B6-01A-21R-A20F-07	7.334767e-02	9.666274e-01	8.059865e-01	5.298144e-01	1.516629e-01	5.282087e-01	0	2.169251e+00	7.436064e-01
TCGA-FD-A3B7-01A-31R-A20F-07	1.002660e+00	1.001478e+00	1.108323e+00	5.586264e-01	0	9.112340e-01	2.730015e-01	2.456571e+00	1.030779e+00
TCGA-FD-A3B8-01A-31R-A20F-07	1.675915e+00	1.149955e+00	8.566875e-01	6.583215e-01	0	6.276026e-01	2.281355e-01	1.604231e+00	1.014238e+00
TCGA-FD-A3N5-01A-11R-A21D-07	3.899102e-01	3.445949e-01	2.185116e+00	7.089927e-01	1.013594e-01	6.257010e-01	0	2.162843e+00	1.390049e-01
TCGA-FD-A3N6-01A-11R-A21D-07	6.052998e-02	5.319132e-01	2.421733e+00	3.036221e-01	0	2.326062e-01	0	2.380581e+00	1.009521e+00
TCGA-FD-A3NA-01A-11R-A21D-07	5.208827e-01	6.041372e-01	6.459350e-01	4.591071e-01	1.135624e+00	7.082597e-01	1.328161e+00	1.354692e+00	1.266249e-01
TCGA-FD-A3SJ-01A-12R-A22U-07	1.246080e+00	4.497098e-01	0	4.710850e-01	1.561928e+00	6.931150e-01	1.209982e+00	0	2.270802e+00
TCGA-FD-A3SL-01A-21R-A22U-07	1.724361e+00	4.477239e-01	0	5.613918e-01	1.750776e+00	8.656519e-01	4.464669e-01	0	4.111032e-01
TCGA-FD-A3SM-01A-11R-A22U-07	9.361840e-01	2.334233e-01	5.652363e-01	8.830201e-01	1.020615e+00	1.155509e+00	7.703055e-01	2.641289e-01	5.445325e-01
TCGA-FD-A3SN-01A-12R-A22U-07	6.004804e-01	2.939670e-01	8.549709e-01	6.712987e-01	7.280353e-01	1.114521e+00	9.068510e-01	1.513213e+00	0
TCGA-FD-A3SO-01A-11R-A22U-07	5.785053e-01	6.570718e-01	1.503763e+00	9.346455e-01	3.594633e-01	9.012829e-01	0	1.745259e+00	0
TCGA-FD-A3SP-01A-31R-A22U-07	1.360492e+00	8.306614e-01	4.722451e-01	8.611979e-01	3.662972e-01	1.280979e+00	1.615048e-01	1.452285e+00	1.330372e+00
TCGA-FD-A3SQ-01A-21R-A22U-07	1.528167e+00	5.823120e-01	1.964496e-01	8.239008e-01	9.012401e-01	1.015201e+00	1.527682e+00	3.426925e-01	0
TCGA-FD-A3SR-01A-11R-A22U-07	1.178079e+00	5.586903e-01	8.860576e-03	9.751928e-01	2.135612e+00	9.305118e-01	0	0	9.860497e-01
TCGA-FD-A3SS-01A-12R-A22U-07	6.167546e-01	9.171913e-02	1.032347e+00	5.870356e-01	1.236802e+00	1.040838e+00	0	4.829816e-01	7.715050e-01
TCGA-FD-A43N-01A-11R-A23W-07	7.244231e-01	4.245879e-01	4.391480e-01	4.228206e-01	1.742091e+00	9.499106e-01	1.143149e+00	7.721278e-01	5.310285e-01
TCGA-FD-A43P-01A-31R-A23W-07	6.593064e-01	9.574794e-01	0	7.682161e-01	1.856995e+00	6.865586e-01	6.676637e-01	9.474595e-02	1.996911e+00
TCGA-FD-A43S-01A-21R-A23W-07	1.530977e+00	1.145612e+00	0	0	3.757153e-01	4.328017e-01	2.367395e+00	2.604739e-01	0
TCGA-FD-A43U-01A-11R-A23W-07	9.867612e-01	1.091864e+00	0	3.657244e-01	1.018415e+00	1.193948e+00	1.523101e+00	0	1.927609e-01
TCGA-FD-A43X-01A-11R-A23W-07	9.914083e-02	9.841044e-02	0	7.246238e-01	0	2.235413e-01	3.543884e+00	1.046236e-01	6.454241e-01
TCGA-FD-A43Y-01A-21R-A26T-07	4.714742e-01	7.224566e-01	1.652528e+00	3.891218e-01	0	7.544960e-01	6.662388e-01	1.722646e+00	1.744668e-01
TCGA-FD-A5BR-01A-11R-A26T-07	1.206194e+00	7.226633e-01	4.765127e-01	2.876198e-01	1.006728e+00	5.056574e-01	1.520888e+00	9.034452e-01	5.490029e-01
TCGA-FD-A5BS-01A-21R-A26T-07	1.234707e+00	1.704913e+00	0	4.245515e-01	2.382721e-01	8.703907e-01	5.167254e-01	5.152216e-01	1.299736e+00
TCGA-FD-A5BT-01A-11R-A26T-07	1.151176e+00	1.290747e+00	0	5.286441e-03	0	1.373435e+00	2.124997e-01	8.236788e-01	8.199120e-04
TCGA-FD-A5BU-01A-31R-A26T-07	1.086832e+00	7.492915e-01	1.835040e+00	2.760863e-01	0	7.588733e-01	3.261954e-02	1.827252e+00	3.851308e-02
TCGA-FD-A5BV-01A-11R-A26T-07	6.175706e-01	0	1.173179e-01	2.054387e-02	1.008216e+00	5.132153e-01	1.586245e+00	1.183904e+00	9.660888e-01
TCGA-FD-A5BX-01A-11R-A26T-07	1.308419e+00	9.277444e-01	0	3.120394e-01	0	8.017298e-01	9.441145e-01	8.257170e-01	4.952851e-01
TCGA-FD-A5BY-01A-31R-A28M-07	7.286287e-01	4.920496e-01	1.315642e+00	2.383735e-01	2.476795e-01	9.060058e-01	7.315810e-01	1.042700e+00	3.262959e-01
TCGA-FD-A5BZ-01A-11R-A28M-07	1.462468e+00	3.295996e-01	4.821368e-01	3.330408e-01	1.431597e+00	1.274435e+00	1.278544e+00	7.726076e-01	9.909999e-01
TCGA-FD-A5C0-01A-11R-A28M-07	1.075637e+00	2.116662e-01	7.145305e-01	9.809997e-01	1.362512e+00	7.373026e-01	9.288062e-01	9.252655e-02	7.486362e-02
TCGA-FD-A5C1-01A-11R-A28M-07	5.151304e-01	1.174255e+00	1.171799e+00	2.312233e-01	1.592016e-01	9.092778e-01	2.240326e-01	1.921521e+00	0
TCGA-FD-A62N-01A-11R-A30C-07	8.907955e-01	1.493887e+00	4.854123e-01	5.281495e-01	0	9.885679e-01	3.240335e-01	1.541570e+00	3.725600e-01
TCGA-FD-A62O-01A-11R-A30C-07	7.724853e-01	0	2.635300e-01	6.152052e-01	1.310733e+00	7.818530e-01	1.843829e+00	8.273624e-01	4.074048e-01
TCGA-FD-A62P-01A-32R-A30C-07	9.059073e-01	5.520869e-01	1.037335e+00	6.561032e-01	1.085368e+00	9.900111e-01	6.411109e-01	6.592026e-01	4.388788e-01
TCGA-FD-A62S-01A-11R-A30C-07	1.142640e+00	7.178580e-01	1.249333e+00	3.725697e-01	1.910827e-01	1.161780e+00	3.739380e-01	1.832150e+00	9.747605e-01
TCGA-FD-A6TA-01A-12R-A33J-07	1.084456e+00	6.914501e-01	2.739606e-01	7.592662e-01	1.449564e+00	9.155264e-01	1.564146e+00	7.476687e-02	2.756227e-01
TCGA-FD-A6TB-01A-12R-A33J-07	1.396945e+00	1.003532e+00	2.987838e-01	4.289891e-01	8.793851e-01	6.328799e-01	8.958158e-01	4.189749e-01	1.408419e+00
TCGA-FD-A6TC-01A-21R-A33J-07	9.600674e-01	2.350135e-01	4.165687e-01	6.295868e-01	1.341417e+00	1.252648e+00	1.044870e+00	5.280983e-01	6.334430e-01
TCGA-FD-A6TD-01A-51R-A33J-07	5.579540e-01	1.056519e+00	8.950528e-01	3.409145e-01	2.499547e-01	7.511058e-01	7.063657e-01	1.775338e+00	0
TCGA-FD-A6TE-01A-12R-A33J-07	3.691484e-02	5.410593e-01	3.471326e-01	1.023617e+00	8.700221e-01	0	9.982699e-01	4.511410e-01	1.327746e-01
TCGA-FD-A6TF-01A-52R-A32O-07	1.279945e+00	5.180729e-01	5.153101e-01	6.941536e-02	9.372950e-01	9.901007e-01	0	7.490276e-01	1.108130e+00
TCGA-FD-A6TG-01A-11R-A32O-07	1.405102e+00	4.336464e-01	2.865945e-01	7.782256e-01	1.374491e+00	9.226853e-01	1.490597e+00	0	1.078551e+00
TCGA-FD-A6TH-01A-11R-A32O-07	7.526322e-01	3.474548e-01	2.860473e-01	4.016615e-01	9.537243e-01	1.198237e+00	0	1.230735e+00	1.252067e+00
TCGA-FD-A6TI-01A-11R-A32O-07	1.072773e+00	3.269570e-01	1.781431e-01	3.541871e-01	1.093310e+00	3.693387e-01	1.367219e+00	6.099369e-01	0
TCGA-FD-A6TK-01A-42R-A33J-07	9.806339e-01	7.655760e-01	8.160206e-01	4.628078e-01	4.464072e-01	1.192069e+00	2.150130e-01	1.873944e+00	7.077472e-01
TCGA-FJ-A3Z7-01A-12R-A23N-07	9.488705e-01	5.147329e-01	0	4.047383e-01	1.515415e+00	3.819812e-01	3.419386e-01	6.246420e-01	1.284628e+00
TCGA-FJ-A3Z9-01A-11R-A26T-07	0	0	4.488685e-01	3.658027e-01	7.914032e-01	2.974235e-01	2.524157e+00	1.088035e+00	3.326834e-01
TCGA-FJ-A3ZE-01A-11R-A23N-07	6.086057e-02	0	7.080293e-01	7.200966e-01	6.721251e-01	2.913767e-01	1.943214e+00	3.414957e-01	1.223942e+00
TCGA-FJ-A3ZF-01A-11R-A23N-07	1.371165e-01	0	0	4.847143e-01	2.241737e+00	3.467905e-01	6.762920e-01	1.379364e-02	2.340121e+00
TCGA-FJ-A871-01A-11R-A352-07	8.163169e-01	1.753843e-01	9.547622e-02	7.564370e-02	0	1.049495e+00	1.017917e+00	8.316417e-01	1.989702e+00
TCGA-FT-A3EE-01A-11R-A206-07	5.265345e-01	1.143475e-01	7.064076e-01	2.127265e-01	4.880167e-01	4.267462e-01	1.594709e+00	2.032738e+00	7.483006e-01
TCGA-FT-A61P-01A-11R-A30C-07	1.121475e+00	7.372452e-01	3.772950e-01	6.416467e-01	4.802660e-01	8.344429e-01	3.359291e-01	1.229948e+00	1.904393e-01
TCGA-G2-A2EC-01A-11R-A180-07	1.376427e+00	3.455150e-01	0	4.255740e-01	7.969420e-01	8.048985e-01	2.031321e+00	7.152144e-01	4.041059e-01
TCGA-G2-A2EF-01A-12R-A18C-07	1.746462e-01	8.428474e-01	9.577255e-01	6.257705e-01	0	3.308585e-01	2.543106e-01	2.897106e+00	1.177592e+00
TCGA-G2-A2EJ-01A-11R-A180-07	0	5.963809e-01	2.277097e+00	2.941171e-01	0	0	0	2.938358e+00	5.235949e-01
TCGA-G2-A2EK-01A-22R-A18C-07	1.114194e+00	4.268746e-01	1.182956e-01	6.501043e-01	1.016952e+00	3.589046e-01	2.266381e+00	0	8.338430e-01
TCGA-G2-A2EL-01A-12R-A18C-07	2.731413e-01	3.594071e-02	7.864099e-01	6.232364e-01	4.177523e-01	1.094368e-01	1.709898e-01	4.868894e-01	5.495364e+00
TCGA-G2-A2EO-01A-11R-A180-07	8.162769e-01	8.341937e-01	9.300793e-03	3.903917e-01	6.084961e-01	8.730094e-01	1.711162e+00	4.916863e-01	6.596346e-01
TCGA-G2-A2ES-01A-11R-A180-07	3.161543e-01	7.449986e-01	1.890860e+00	4.137317e-01	0	4.729088e-01	3.436516e-01	2.103592e+00	0
TCGA-G2-A3IB-01A-11R-A20F-07	0	1.672309e-01	2.450841e+00	2.607323e-01	0	3.695240e-01	1.418418e-01	1.937664e+00	0
TCGA-G2-A3IE-01A-11R-A20F-07	3.133596e-01	2.508469e-01	0	5.123936e-01	1.080700e+00	3.425976e-01	2.430718e+00	3.004723e-01	5.230386e-01
TCGA-G2-A3VY-01A-11R-A22U-07	1.730652e-01	0	0	7.935982e-01	1.852323e+00	2.482961e-01	1.159608e+00	1.993580e-02	2.245603e+00
TCGA-G2-AA3B-01A-11R-A39I-07	0	6.769351e-01	5.009798e-03	1.849624e-01	1.322246e+00	0	1.555528e+00	2.493656e-01	5.247930e-01
TCGA-G2-AA3C-01A-21R-A39I-07	4.512715e-01	1.015484e+00	0	2.783804e-01	0	4.141898e-01	0	1.096037e+00	3.501561e-01
TCGA-G2-AA3D-01A-11R-A39I-07	1.493534e-01	3.313628e-01	3.796589e-01	4.906253e-01	1.147884e+00	2.802016e-01	2.008638e+00	3.788637e-01	1.023718e+00
TCGA-G2-AA3F-01A-12R-A42T-07	3.142062e-01	2.367303e-02	0	6.021141e-01	2.023530e+00	5.760060e-01	1.123097e+00	3.871154e-01	1.217932e+00
TCGA-GC-A3BM-11A-11R-A22U-07	1.819251e+00	2.816791e-01	2.317998e-01	4.706559e-01	2.275640e-01	1.057839e-02	2.511135e+00	1.140830e+00	1.912730e-01
TCGA-GC-A3BM-01A-11R-A22U-07	4.540884e-01	3.576365e-01	7.642350e-01	8.451308e-01	0	4.454803e-02	2.381769e+00	7.586473e-01	1.075407e+00
TCGA-GC-A3I6-01A-11R-A20F-07	5.327440e-01	6.633859e-01	1.520001e+00	7.289497e-01	6.130020e-04	5.412687e-01	9.915174e-01	1.455701e+00	0
TCGA-GC-A3OO-01A-11R-A22U-07	1.395052e+00	4.096739e-01	4.474858e-01	6.887461e-01	8.387812e-01	5.389997e-01	1.273416e+00	4.253627e-01	0
TCGA-GC-A3RB-01A-12R-A220-07	1.550451e-01	2.813949e-01	5.465125e-01	7.165248e-01	8.640175e-01	4.395960e-01	1.499810e+00	9.042171e-01	2.095908e+00
TCGA-GC-A3RC-01A-11R-A22U-07	1.169761e-01	6.932626e-01	1.876128e+00	8.365406e-01	0	5.013185e-01	9.621484e-02	2.503825e+00	3.253563e-01
TCGA-GC-A3RD-01A-12R-A22U-07	3.605714e-01	2.155038e-01	7.819565e-01	5.142436e-01	1.200632e+00	6.197306e-01	1.365760e+00	9.063981e-01	8.718519e-01
TCGA-GC-A3WC-11A-11R-A22U-07	2.406307e+00	6.087713e-01	8.297972e-02	2.377822e-01	2.464058e-01	6.216631e-03	1.566750e+00	4.813366e-01	1.082515e-01
TCGA-GC-A3WC-01A-31R-A22U-07	1.129925e+00	1.025721e+00	1.147197e+00	4.663979e-02	0	1.272359e-01	3.170463e-01	9.219855e-01	1.537054e+00
TCGA-GC-A3YS-01A-11R-A23N-07	7.538559e-01	5.922928e-01	1.316768e+00	6.818827e-01	3.849679e-02	9.773710e-01	6.050131e-01	1.565402e+00	6.567208e-01
TCGA-GC-A4ZW-01A-11R-A26T-07	0	3.960156e-01	8.009173e-02	7.156867e-01	7.528031e-01	1.580328e-01	9.976106e-01	2.557488e-01	2.889051e+00
TCGA-GC-A6I1-01A-12R-A31N-07	7.924642e-02	1.323744e+00	1.279822e+00	1.452698e-01	0	3.993560e-01	2.691528e-01	2.425159e+00	3.056005e-01
TCGA-GC-A6I3-11A-11R-A31N-07	1.229707e+00	1.365402e+00	0	0	4.288446e-01	3.717750e-01	1.918078e+00	2.249346e-01	2.528792e-01
TCGA-GC-A6I3-01A-11R-A31N-07	4.243544e-01	1.088118e+00	0	2.121237e-02	1.026228e+00	7.731868e-01	1.544947e+00	0	7.541479e-01
TCGA-GD-A2C5-11A-11R-A180-07	1.401357e+00	7.081728e-01	3.252680e-01	9.401334e-02	8.198405e-01	3.331393e-02	1.852384e+00	4.346039e-01	1.024250e+00
TCGA-GD-A2C5-01A-12R-A180-07	1.004242e+00	2.502903e-01	0	4.641542e-01	1.500389e+00	8.892900e-01	1.497398e+00	2.610735e-03	9.987518e-01
TCGA-GD-A3OP-11A-11R-A220-07	1.479411e+00	6.073212e-01	6.481827e-01	2.124412e-01	3.496867e-01	0	2.040559e+00	6.994836e-01	0
TCGA-GD-A3OP-01A-21R-A220-07	1.248630e+00	3.612056e-01	0	4.519115e-01	1.315334e+00	4.902631e-01	1.805724e+00	4.242916e-01	5.118994e-01
TCGA-GD-A3OQ-11A-21R-A220-07	2.113121e+00	1.827902e-01	4.694972e-03	6.642558e-01	7.032236e-01	2.131325e-01	2.270478e+00	5.427145e-01	6.539294e-02
TCGA-GD-A3OQ-01A-32R-A220-07	3.406388e-01	1.983504e-01	1.324523e+00	7.039113e-01	3.972542e-01	4.960451e-01	1.619920e+00	1.898976e+00	0
TCGA-GD-A3OS-01A-12R-A220-07	1.087954e+00	4.232560e-01	8.322221e-01	3.028106e-01	8.837376e-02	9.882547e-01	2.420150e-01	1.115258e+00	2.609572e+00
TCGA-GD-A6C6-01A-21R-A31N-07	0	8.089966e-01	0	0	2.477767e-01	3.558507e-01	2.288005e+00	0	4.514264e-01
TCGA-GD-A76B-01A-11R-A32O-07	6.763988e-01	9.645255e-01	0	2.455825e-01	1.526779e+00	1.855938e-01	1.343613e+00	1.809088e-01	9.646746e-01
TCGA-GU-A42P-01A-11R-A23W-07	3.296131e-01	5.283715e-02	0	4.213547e-01	1.894132e+00	1.653594e-01	5.480982e-01	1.417516e-01	2.344604e+00
TCGA-GU-A42Q-01A-11R-A23W-07	5.037227e-01	1.411276e-01	1.950634e+00	3.476123e-02	0	5.110544e-01	6.432166e-02	1.815762e+00	1.708066e+00
TCGA-GU-A42R-01A-11R-A23N-07	3.814899e-01	9.712776e-03	9.322423e-01	8.308297e-01	3.614202e-01	2.347403e-01	2.450940e+00	5.057034e-01	1.569386e+00
TCGA-GU-A762-01A-11R-A33J-07	4.859535e-01	1.306444e+00	5.251177e-01	4.648753e-01	0	7.192798e-01	5.317871e-01	2.243803e+00	1.957246e-01
TCGA-GU-A763-01A-11R-A32O-07	0	5.455283e-01	0	3.910491e-01	0	0	3.731316e+00	1.062182e-01	2.709765e-01
TCGA-GU-A764-01A-11R-A352-07	8.921644e-01	9.023002e-01	8.844187e-01	4.643454e-01	6.428779e-01	1.024100e+00	2.944036e-01	1.209483e+00	8.413288e-01
TCGA-GU-A766-01A-11R-A32O-07	5.616753e-01	1.374674e+00	1.139555e+00	2.436407e-01	0	3.016756e-01	2.481904e-01	2.258682e+00	2.495279e-01
TCGA-GU-A767-01A-11R-A32O-07	1.167122e+00	3.999645e-01	0	1.071491e-01	1.109844e+00	5.386327e-01	2.067234e+00	0	1.041646e+00
TCGA-GU-AATO-01A-11R-A39I-07	6.496198e-01	9.165497e-01	1.011851e-01	5.974568e-01	1.138417e+00	7.399898e-01	5.852025e-01	0	0
TCGA-GU-AATP-01A-11R-A39I-07	7.596714e-01	7.390947e-01	0	4.182997e-01	1.759182e+00	1.165468e+00	6.866679e-01	1.763425e-01	1.142923e+00
TCGA-GU-AATQ-01A-11R-A39I-07	5.521076e-01	5.406592e-01	1.216037e+00	1.536555e-01	0	4.896497e-01	8.577976e-01	5.756158e-01	1.236638e+00
TCGA-GV-A3JV-01A-11R-A220-07	8.777043e-01	4.316406e-01	0	5.362392e-01	1.133608e+00	6.104271e-01	1.541793e+00	6.838786e-01	5.330119e-01
TCGA-GV-A3JW-01A-11R-A20F-07	4.983305e-01	0	3.195943e-01	6.628383e-01	1.412677e+00	3.776548e-01	1.829429e+00	8.279104e-02	1.513633e+00
TCGA-GV-A3JX-01A-11R-A20F-07	3.494866e-01	7.716774e-01	3.486292e-01	7.512462e-01	1.312854e+00	2.683725e-01	6.666941e-01	5.192242e-01	1.440379e+00
TCGA-GV-A3JZ-01A-11R-A21D-07	6.322179e-01	4.946537e-01	0	4.962037e-01	1.676122e+00	6.978247e-01	4.639068e-01	4.758964e-01	2.678597e+00
TCGA-GV-A3QF-01A-31R-A22U-07	9.272198e-02	0	0	7.113246e-01	1.393082e+00	0	1.516277e+00	1.384529e-01	2.409549e-01
TCGA-GV-A3QG-01A-11R-A220-07	1.259329e+00	9.508065e-01	0	5.830982e-01	1.382939e+00	9.864752e-01	0	7.597035e-01	1.256242e+00
TCGA-GV-A3QH-01A-11R-A220-07	0	1.991881e-01	0	5.899234e-01	1.627835e+00	0	1.194739e+00	3.632160e-01	2.783547e+00
TCGA-GV-A3QI-01A-11R-A220-07	4.241590e-01	0	1.779849e-01	7.642709e-01	6.134493e-01	0	1.230332e+00	6.714048e-01	2.227546e+00
TCGA-GV-A3QK-01B-11R-A23N-07	2.980830e-01	6.817402e-01	0	5.647549e-01	1.135735e+00	0	2.295877e+00	4.212934e-01	5.250406e-01
TCGA-GV-A40E-01A-12R-A23N-07	1.447648e-01	5.241594e-01	1.041197e+00	3.565484e-01	4.969009e-01	8.200213e-01	2.297186e-01	2.207397e+00	5.970379e-01
TCGA-GV-A40G-01A-11R-A23N-07	1.027600e-01	1.189903e-01	0	7.190646e-01	1.514722e+00	6.817931e-02	1.011687e+00	0	7.974003e-01
TCGA-GV-A6ZA-01A-12R-A33J-07	0	6.939577e-01	0	5.509027e-01	5.147265e-01	4.012698e-02	2.496985e+00	4.299405e-01	9.839050e-01
TCGA-H4-A2HO-01A-11R-A180-07	7.853346e-01	4.224169e-01	0	4.324618e-01	1.589863e+00	2.071107e-01	1.214630e+00	1.973974e-01	7.451797e-01
TCGA-H4-A2HQ-01A-11R-A180-07	2.070015e-01	3.409549e-01	4.826437e-01	4.772033e-01	3.404384e-01	9.484102e-02	2.274941e+00	1.016487e+00	2.360519e+00
