sampleID	D15.15_GNF2-BUB1	D17.11_REACTOME-TRANSLOCATION-OF-ZAP-70-TO-IMMUNOLOGICAL-SYNAPSE	D12.10_AIGNER-ZEB1-TARGETS	D8.3_BOYAULT-LIVER-CANCER-SUBCLASS-G56-UP	D10.8_chr11q11	D19.17_MODULE-78	D14.1_REACTOME-RECYCLING-OF-BILE-ACIDS-AND-SALTS	D19.16_CHIANG-LIVER-CANCER-SUBCLASS-POLYSOMY7-UP	D17.9_REACTOME-BETA-DEFENSINS	D19.5_THUM-MIR21-TARGETS-HEART-DISEASE-UP	D17.12_REACTOME-BETA-DEFENSINS	D14.4_MIPS-UTX-MLL2-3-COMPLEX	D14.7_RUNNE-GENDER-EFFECT-UP	D17.17_LY-AGING-MIDDLE-DN
TCGA-DD-A118-11A-11R-A131-07	0	1.307351e-01	0	8.326632e-01	2.793059e+00	1.315707e-01	3.113962e+00	1.104944e-01	0	0	0	1.354120e+00	4.516133e-01	0
TCGA-DD-A118-01A-11R-A131-07	0	0	5.470646e-02	2.105297e-01	0	7.599546e-01	4.098785e-02	2.683591e-01	3.757984e-01	2.289535e-01	0	1.570736e+00	3.897257e-01	2.028470e-01
TCGA-DD-A119-11A-11R-A131-07	0	2.106015e-01	0	6.635381e-01	2.695034e+00	1.693626e-01	3.081761e+00	7.394467e-02	0	0	1.665699e-01	1.598856e+00	4.729827e-01	0
TCGA-DD-A119-01A-11R-A131-07	0	1.352416e-01	7.552346e-02	1.754543e+00	0	3.317622e-01	1.492895e+00	0	3.777340e-01	6.410221e-01	2.297627e-01	1.008263e-01	1.294333e+00	0
TCGA-DD-A11A-11A-11R-A131-07	0	1.569016e-01	0	5.199255e-01	2.682949e+00	4.041471e-02	2.510652e+00	0	0	0	3.902929e-01	1.729295e+00	4.324813e-01	0
TCGA-DD-A11A-01A-11R-A131-07	0	0	0	9.044512e-01	3.232158e-01	3.001117e-01	2.659625e+00	5.819777e-02	1.385067e-01	0	0	1.392158e+00	1.857859e+00	1.455373e-02
TCGA-DD-A11B-11A-11R-A131-07	0	1.184102e-01	2.047118e-01	3.705329e-01	2.007643e+00	6.286970e-02	3.060631e+00	3.212333e-01	0	3.178203e-01	0	1.311723e+00	2.084426e-01	0
TCGA-DD-A11B-01A-11R-A131-07	0	0	0	9.775040e-01	5.296928e-01	1.920050e-01	2.725647e+00	0	4.400154e-01	3.016498e-02	0	1.518311e+00	1.395971e+00	0
TCGA-DD-A11C-11A-11R-A131-07	0	1.414643e-01	0	7.129774e-01	2.380415e+00	0	3.259126e+00	4.090602e-01	0	0	0	1.471166e+00	2.875171e-01	0
TCGA-DD-A11C-01A-11R-A131-07	1.292973e-01	1.961112e-01	0	9.048511e-01	0	1.434537e-01	3.306713e+00	6.648714e-02	0	2.108254e-01	4.934365e-02	1.417018e+00	1.626968e+00	0
TCGA-DD-A11D-11A-12R-A131-07	0	3.768510e-01	1.397667e-02	5.471954e-01	2.310936e+00	7.229439e-02	2.968620e+00	2.263185e-01	0	0	0	1.521077e+00	2.985261e-02	0
TCGA-DD-A11D-01A-11R-A131-07	0	5.150976e-02	0	1.068184e+00	1.707062e-01	2.112472e-01	2.289922e+00	4.688058e-01	0	1.075150e-01	0	1.406762e+00	4.986338e-01	0
TCGA-DD-A1EA-01A-11R-A131-07	0	4.550458e-01	0	4.245636e+00	2.071700e-01	1.142944e-01	1.142681e+00	0	0	0	0	1.181341e+00	9.270393e-01	0
TCGA-DD-A1EB-11A-11R-A131-07	0	1.561487e-01	0	5.414743e-01	2.522185e+00	5.169334e-02	2.978241e+00	3.281242e-01	0	0	0	1.619474e+00	6.017056e-02	0
TCGA-DD-A1EB-01A-11R-A131-07	0	1.417889e-02	0	1.162707e+00	0	2.061457e-01	2.493695e+00	1.122547e+00	0	0	0	1.757558e+00	4.882042e-01	0
TCGA-DD-A1EC-11A-11R-A131-07	0	1.100523e-01	0	4.723187e-01	2.625403e+00	0	2.903267e+00	1.744597e-01	0	0	2.451725e-01	1.781773e+00	2.141252e-01	0
TCGA-DD-A1EC-01A-21R-A131-07	0	4.039185e-01	3.208161e-01	1.399882e+00	7.449975e-01	7.855698e-01	0	0	0	0	6.017289e-01	1.697633e+00	7.332363e-01	0
TCGA-DD-A1ED-01A-11R-A155-07	0	1.601644e-01	0	2.655592e+00	1.755940e+00	8.606178e-02	1.844332e+00	0	0	5.891184e-02	7.439807e-01	1.101620e+00	6.746442e-01	0
TCGA-DD-A1EE-11A-11R-A131-07	0	3.424281e-01	8.843388e-02	5.497398e-01	2.268647e+00	1.029318e-01	2.951521e+00	6.524252e-02	0	7.168180e-02	3.814590e-02	1.431447e+00	2.938928e-01	0
TCGA-DD-A1EE-01A-11R-A131-07	0	1.057923e-01	2.729969e-02	3.921347e+00	4.753556e-02	1.411733e-01	4.032488e-01	0	0	0	4.053433e-02	1.028036e+00	8.026585e-01	0
TCGA-DD-A1EF-01A-11R-A131-07	0	1.236304e-01	0	1.287875e+00	2.638523e-01	1.121505e-01	0	7.420734e-03	1.637243e+00	2.463201e-01	0	1.542998e+00	1.075887e+00	0
TCGA-DD-A1EG-11A-11R-A213-07	0	2.745100e-01	1.860230e-01	5.062591e-01	2.471099e+00	1.115452e-02	3.143321e+00	1.060684e-01	0	1.018355e-01	0	1.173130e+00	3.346502e-01	0
TCGA-DD-A1EG-01A-11R-A213-07	3.955475e-02	3.828885e-01	4.323129e-03	1.037530e+00	0	0	1.407750e+00	0	1.237067e-02	5.164049e-01	0	8.056395e-01	1.032299e+00	0
TCGA-DD-A1EH-11A-11R-A131-07	0	9.358587e-02	2.944289e-03	8.813339e-01	2.407869e+00	4.416665e-04	3.342520e+00	2.102541e-01	0	0	0	1.230982e+00	6.101836e-01	0
TCGA-DD-A1EH-01A-11R-A131-07	0	0	4.242553e-01	4.350678e-01	0	0	2.344573e-01	0	1.111489e+00	5.783561e-01	0	1.620185e+00	6.062475e-01	0
TCGA-DD-A1EI-11A-11R-A131-07	0	1.177794e-01	8.860236e-02	7.842710e-01	2.219178e+00	4.796921e-02	3.175558e+00	1.900558e-01	6.591319e-02	1.462460e-01	0	1.408951e+00	5.619599e-01	0
TCGA-DD-A1EI-01A-11R-A131-07	0	7.086051e-03	2.108852e-01	4.122911e-01	8.492389e-01	0	1.446606e+00	3.390447e-02	5.904433e-01	6.937827e-01	1.377678e-01	1.285980e+00	1.150981e+00	0
TCGA-DD-A1EJ-11A-11R-A155-07	0	9.898889e-02	1.920119e-02	4.953325e-01	2.526798e+00	0	2.793686e+00	2.256574e-01	0	0	1.536189e-01	1.541910e+00	2.018861e-01	0
TCGA-DD-A1EJ-01A-11R-A155-07	2.283461e-01	3.530428e-02	0	1.542469e+00	5.581731e-01	0	0	1.639355e-01	1.408463e+00	0	0	1.403548e+00	1.094657e+00	0
TCGA-DD-A1EK-01A-11R-A213-07	3.527922e-01	2.364560e-01	0	3.269765e-01	1.741024e-01	0	2.077487e+00	8.768628e-01	0	0	1.042499e-01	1.456079e+00	9.408103e-02	0
TCGA-DD-A1EL-11A-11R-A155-07	0	2.080998e-01	1.445338e-01	9.075119e-01	2.059486e+00	6.719956e-02	3.023630e+00	2.362951e-01	0	1.606589e-01	0	1.303796e+00	4.089352e-01	0
TCGA-DD-A1EL-01A-11R-A155-07	4.071738e-01	1.061174e-01	8.954489e-02	4.144065e+00	0	7.494430e-02	0	0	2.893535e-01	0	9.564705e-02	7.030753e-01	1.618768e+00	0
TCGA-DD-A39V-11A-11R-A213-07	0	1.317041e-01	0	4.757356e-01	2.370906e+00	8.054533e-02	3.079582e+00	2.933456e-01	0	0	2.650955e-01	1.308760e+00	4.038972e-01	0
TCGA-DD-A39V-01A-11R-A213-07	2.857582e-03	3.879054e-01	0	4.366056e+00	0	0	8.636815e-01	0	2.639522e-01	0	4.704013e-01	3.343420e-03	1.706431e+00	0
TCGA-DD-A39W-11A-11R-A213-07	0	2.583934e-02	0	7.408328e-01	2.518835e+00	6.876017e-02	3.199676e+00	3.212796e-01	0	0	0	1.377641e+00	3.006357e-01	0
TCGA-DD-A39W-01A-11R-A213-07	0	5.289573e-02	0	4.470244e+00	3.970074e-01	1.875842e-02	0	2.723059e-01	9.395707e-01	0	0	1.150368e+00	9.095296e-01	0
TCGA-DD-A39X-11A-11R-A213-07	0	5.032828e-02	0	1.003588e+00	2.563683e+00	2.007809e-02	2.923185e+00	2.032228e-01	0	0	0	1.221999e+00	2.799742e-01	0
TCGA-DD-A39X-01A-11R-A213-07	0	0	3.014137e-01	1.201123e+00	0	3.952591e-01	1.101090e+00	0	9.345085e-02	6.824824e-01	1.035092e-01	1.235772e-01	9.612655e-01	1.958107e-01
TCGA-DD-A39Y-01A-11R-A213-07	0	0	2.504328e-01	1.205908e+00	0	0	4.493457e-01	0	2.423225e-01	0	7.499925e-02	6.976491e-01	1.490280e+00	9.221609e-02
TCGA-DD-A39Z-11A-21R-A213-07	0	0	0	6.346813e-01	2.228053e+00	4.479051e-02	2.978478e+00	2.034073e-01	0	0	1.820363e-01	1.223374e+00	3.957648e-01	0
TCGA-DD-A39Z-01A-11R-A213-07	0	0	0	1.506724e+00	0	3.071382e-02	6.782775e-01	0	1.929327e-01	0	1.608957e-02	7.392406e-01	6.265800e-01	0
TCGA-DD-A3A1-11A-11R-A213-07	0	2.236135e-01	4.420376e-02	9.654322e-01	2.210887e+00	4.578342e-02	2.871760e+00	7.439844e-03	0	1.240234e-01	2.936556e-01	5.505127e-01	5.673858e-01	0
TCGA-DD-A3A1-01A-11R-A213-07	0	2.415792e-01	1.350525e-02	9.537844e-01	1.713994e-01	4.496361e-03	1.725649e+00	1.744970e-01	0	0	2.308063e-01	7.618832e-01	9.033351e-01	5.692619e-02
TCGA-DD-A3A2-11A-11R-A213-07	0	5.915341e-02	0	7.476492e-01	2.596093e+00	9.282509e-02	3.118867e+00	7.950634e-02	0	0	0	1.278948e+00	3.869292e-01	0
TCGA-DD-A3A2-01A-11R-A213-07	0	5.923273e-02	0	1.620364e+00	6.369902e-01	1.455375e-01	2.583241e+00	1.147253e+00	0	0	0	1.310950e+00	4.053317e-01	0
TCGA-DD-A3A3-11A-11R-A22L-07	0	2.398877e-01	0	5.807571e-01	2.536465e+00	8.756331e-02	3.181220e+00	0	0	3.863145e-02	0	1.208067e+00	7.341139e-01	0
TCGA-DD-A3A3-01A-11R-A22L-07	0	3.765421e-02	1.791475e-01	2.616033e+00	0	2.568979e-01	3.409066e-01	0	5.888913e-01	0	5.533700e-01	1.560819e-01	1.110294e+00	0
TCGA-DD-A3A4-11A-11R-A22L-07	0	1.492164e-01	0	1.176322e+00	2.088155e+00	0	2.556625e+00	1.098512e-01	0	1.616496e-01	3.138043e-02	1.124327e+00	5.775160e-01	0
TCGA-DD-A3A4-01A-11R-A22L-07	0	0	0	2.315876e+00	8.911778e-01	9.844103e-01	7.718847e-01	0	0	0	0	1.293559e+00	1.211963e+00	0
TCGA-DD-A3A5-11A-11R-A22L-07	0	0	0	7.209492e-01	2.668695e+00	5.544631e-02	3.108680e+00	2.782898e-01	0	0	6.865375e-02	1.171323e+00	2.890914e-01	0
TCGA-DD-A3A5-01A-11R-A22L-07	1.760087e-01	3.408960e-02	0	5.970964e-01	0	2.733438e-01	3.267089e+00	1.581546e-01	0	2.424314e-01	0	8.250712e-01	1.199175e+00	0
TCGA-DD-A3A6-11A-11R-A22L-07	0	0	1.038796e-01	9.886724e-01	2.339611e+00	6.666514e-02	3.126450e+00	1.614304e-01	0	0	7.403978e-02	6.538530e-01	4.758366e-01	0
TCGA-DD-A3A6-01A-11R-A22L-07	0	0	0	2.577083e+00	0	5.707282e-02	0	6.400323e-02	0	1.015949e+00	8.164890e-02	3.517525e-01	2.111484e+00	0
TCGA-DD-A3A7-01A-11R-A22L-07	0	0	0	1.308670e+00	0	2.822927e-01	5.103480e-01	0	0	0	3.351064e-01	1.917312e-01	1.165302e+00	1.369942e-01
TCGA-DD-A3A8-11A-11R-A22L-07	0	6.600080e-02	5.668385e-02	7.736484e-01	2.028247e+00	4.256421e-02	3.069827e+00	5.051139e-01	0	7.708046e-02	0	1.040698e+00	2.475960e-01	0
TCGA-DD-A3A8-01A-11R-A22L-07	0	2.083158e-02	0	4.797990e+00	0	0	1.607503e+00	8.335143e-02	0	5.677376e-02	9.911069e-03	3.623987e-01	1.013859e+00	0
TCGA-DD-A3A9-01A-11R-A266-07	0	1.216244e-02	1.827416e-01	5.701872e-01	0	2.758537e-01	0	6.857409e-02	5.145824e-01	9.315521e-01	0	5.827397e-01	3.853855e-01	0
TCGA-DD-A4NA-01A-11R-A266-07	0	1.523726e-01	1.237892e+00	2.712991e-01	0	1.797407e-01	0	2.744089e-02	0	0	4.441816e-01	1.814520e+00	1.695538e-01	0
TCGA-DD-A4NB-01A-12R-A266-07	0	0	0	1.143194e+00	4.793584e-01	8.026922e-01	7.369285e-01	0	0	7.984881e-01	6.800382e-01	1.233117e+00	1.215623e+00	0
TCGA-DD-A4ND-01A-11R-A266-07	7.819326e-02	2.395987e-01	1.832399e-01	0	1.052586e+00	6.747763e-02	1.463520e+00	1.617399e-01	7.483083e-01	7.301380e-01	2.460166e-01	1.622641e+00	6.569323e-01	7.992048e-02
TCGA-DD-A4NE-01A-11R-A27V-07	0	0	6.886629e-02	0	0	1.326796e-01	2.035864e+00	6.037156e-01	0	2.434214e-01	6.312011e-02	1.596448e+00	7.897094e-01	4.360871e-01
TCGA-DD-A4NF-01A-11R-A27V-07	0	0	0	5.625713e+00	2.496693e-01	4.031482e-02	7.107331e-01	0	0	0	7.926519e-03	8.248026e-01	1.212788e+00	0
TCGA-DD-A4NG-01A-11R-A27V-07	0	8.529505e-02	0	2.727776e+00	4.080282e-02	0	9.435799e-01	2.138389e-01	0	0	4.041118e-01	1.220966e+00	8.399019e-01	0
TCGA-DD-A4NH-01A-11R-A27V-07	0	8.418487e-02	2.819047e-01	0	0	8.996928e-02	0	2.894568e-01	7.129609e-01	1.294740e-01	4.830381e-01	1.578637e+00	3.919243e-01	2.107970e-01
TCGA-DD-A4NI-01A-11R-A27V-07	0	2.683342e-01	0	1.596547e+00	8.536043e-01	1.188104e-01	3.001717e+00	1.326573e-01	0	3.421383e-01	0	1.230143e+00	9.130495e-01	0
TCGA-DD-A4NJ-01A-11R-A27V-07	0	2.772663e-01	1.790878e-01	2.649229e-02	0	7.999850e-02	2.188254e+00	1.539746e-01	1.438116e-01	2.706083e-01	0	1.481839e+00	9.670985e-01	1.867137e-03
TCGA-DD-A4NK-01A-11R-A28V-07	0	1.680491e-02	0	1.406945e+00	4.920679e-01	1.037106e-01	3.057601e+00	6.584022e-01	0	1.959502e-01	0	1.313127e+00	6.664322e-01	0
TCGA-DD-A4NL-01A-11R-A28V-07	0	2.278159e-02	0	1.003291e+00	1.421226e+00	5.870028e-02	2.562737e+00	2.085795e-01	0	2.815272e-01	7.084467e-01	1.244430e+00	7.062529e-01	0
TCGA-DD-A4NN-01A-11R-A28V-07	0	0	4.899831e-01	4.752997e-01	0	5.664885e-02	0	1.839497e-02	1.269873e+00	7.358909e-01	0	9.295459e-01	7.558089e-01	0
TCGA-DD-A4NO-01A-11R-A28V-07	0	2.526860e-02	0	1.473772e+00	0	1.724264e-01	2.064149e+00	0	0	3.443704e-01	1.336409e-01	9.927625e-01	1.294963e+00	0
TCGA-DD-A4NP-01A-11R-A28V-07	0	3.102510e-03	0	4.189789e+00	1.305073e+00	0	1.549054e+00	8.648841e-02	0	0	6.829766e-01	6.112322e-01	8.845024e-01	0
TCGA-DD-A4NQ-01A-21R-A28V-07	6.232128e-02	4.256404e-02	0	1.154347e+00	3.204594e-01	3.078034e-01	1.840852e-01	0	0	0	5.886605e-01	1.396983e+00	1.330372e+00	3.301823e-01
TCGA-DD-A4NR-01A-11R-A311-07	1.362564e-01	5.646653e-01	2.871451e-02	1.470102e-02	2.240580e-01	1.407133e-01	6.413339e-01	4.596489e-02	6.261421e-01	1.752562e-01	2.945313e-01	1.296661e+00	6.197736e-01	5.756423e-02
TCGA-DD-A4NS-01A-11R-A311-07	1.623997e-02	1.499438e-01	5.874382e-01	1.556547e+00	1.218231e+00	0	1.710246e+00	0	0	9.711007e-01	1.055614e-01	9.115208e-01	2.962357e-01	0
TCGA-DD-A4NV-01A-11R-A311-07	0	6.740165e-02	5.620377e-02	8.833673e-01	8.116763e-01	0	2.836430e+00	7.682418e-01	0	4.984537e-01	0	1.392701e+00	5.681964e-01	0
TCGA-DD-A73A-01A-12R-A32O-07	0	1.962924e-01	3.647014e-02	9.419359e-01	6.260979e-01	5.083220e-02	2.434633e+00	1.480386e-01	6.232996e-03	3.491252e-03	0	1.276828e+00	8.867488e-01	0
TCGA-DD-A73B-01A-12R-A32O-07	0	0	0	2.764692e-01	2.092806e-01	1.623495e-01	2.832283e+00	3.414774e-01	2.734073e-01	0	0	1.595013e+00	1.521048e+00	2.941812e-01
TCGA-DD-A73C-01A-12R-A33J-07	0	1.143514e-02	0	1.341799e+00	2.989854e-02	2.191478e-01	2.193085e+00	1.100658e+00	0	0	0	1.765915e+00	5.067466e-01	0
TCGA-DD-A73D-01A-12R-A32O-07	0	0	0	4.169710e+00	0	1.399608e-01	1.349487e+00	0	0	0	0	6.762781e-01	1.287814e+00	0
TCGA-DD-A73E-01A-12R-A32O-07	0	0	1.105555e-01	5.236985e+00	0	0	8.806111e-01	8.602626e-02	0	0	0	7.070964e-01	1.191316e+00	4.243913e-02
TCGA-DD-A73F-01A-11R-A32O-07	3.103168e-01	5.168894e-01	0	1.513132e-01	3.388240e-01	1.836880e-01	2.795456e+00	1.984909e-01	2.288151e-01	0	0	1.469586e+00	1.002135e+00	3.316955e-02
TCGA-DD-A73G-01A-22R-A32O-07	0	1.187426e-01	2.908151e-02	8.145293e-01	0	7.134478e-01	0	0	1.046197e+00	2.481006e-01	1.291729e-02	9.430165e-02	6.572755e-01	1.515241e-01
TCGA-DD-AA3A-01A-11R-A37K-07	0	0	1.304857e+00	6.305122e-01	5.572468e-02	9.704150e-02	7.340340e-02	0	0	2.782241e-01	1.699443e-01	8.883784e-01	7.435942e-01	0
TCGA-DD-AAC8-01A-11R-A41C-07	1.819673e-02	1.031524e-01	1.124557e-01	5.333221e+00	0	5.792083e-02	0	0	0	0	2.661424e-01	4.642278e-01	1.410741e+00	0
TCGA-DD-AAC9-01A-11R-A41C-07	0	2.427034e-01	0	1.177366e+00	7.678310e-01	2.359842e-01	2.304207e+00	0	0	6.267298e-01	3.767639e-01	4.778648e-01	1.228277e+00	0
TCGA-DD-AACA-01A-11R-A41C-07	0	0	0	4.926018e+00	4.159826e-02	0	1.005107e+00	0	2.687689e-01	9.254314e-04	0	7.361264e-01	1.818027e+00	0
TCGA-DD-AACA-02B-11R-A41C-07	0	0	0	4.654943e+00	1.936871e-02	0	4.836927e-01	0	4.013489e-01	0	0	2.686617e-01	2.008263e+00	0
TCGA-DD-AACB-01A-11R-A41C-07	4.172629e-01	5.423168e-01	0	4.236043e+00	0	0	0	0	6.747584e-01	1.689904e-02	0	3.040056e-01	1.068467e+00	0
TCGA-DD-AACC-01A-11R-A41C-07	0	7.128997e-01	0	4.022691e-01	1.095694e+00	5.467982e-02	1.848230e+00	0	7.325847e-01	3.769419e-01	4.515501e-02	9.979936e-01	9.102909e-01	0
TCGA-DD-AACD-01A-11R-A41C-07	0	2.520605e-01	0	2.920382e+00	3.691940e-01	1.750141e-01	1.405148e+00	0	3.255896e-01	1.880957e-02	1.006138e+00	1.184120e-01	1.468003e+00	0
TCGA-DD-AACE-01A-11R-A41C-07	0	0	0	1.525879e+00	0	6.065984e-03	2.520639e+00	7.553234e-01	0	4.738066e-02	0	1.314681e+00	8.479193e-01	0
TCGA-DD-AACF-01A-11R-A41C-07	0	3.603669e-01	0	6.197916e-01	0	3.110665e-01	2.983734e+00	3.143146e-02	0	0	1.142956e-01	1.096559e+00	1.559628e+00	3.106159e-02
TCGA-DD-AACG-01A-11R-A41C-07	1.311427e-01	1.483803e-01	0	1.474640e+00	5.491130e-01	0	9.258768e-01	0	1.032739e+00	0	4.336392e-01	6.645310e-01	1.921251e+00	0
TCGA-DD-AACH-01A-11R-A41C-07	0	0	1.958090e-01	9.235202e-01	0	2.669629e-01	2.296271e-01	0	0	1.330580e-01	4.746922e-02	1.313995e+00	1.192209e+00	5.347205e-01
TCGA-DD-AACI-01A-11R-A41C-07	0	3.094073e-01	0	6.092629e-01	0	3.599270e-01	1.024361e+00	0	0	1.482070e-01	6.134644e-01	4.556390e-01	1.002778e+00	1.969624e-01
TCGA-DD-AACJ-01A-11R-A41C-07	0	0	0	3.371072e+00	0	7.326135e-02	1.091430e+00	0	1.523093e-02	0	0	3.277568e-01	1.314999e+00	0
TCGA-DD-AACK-01A-11R-A41C-07	0	1.075196e-01	0	2.046523e+00	7.025981e-01	0	1.666725e+00	2.555034e-01	1.106587e-01	0	1.231289e-01	1.249068e+00	1.027439e+00	0
TCGA-DD-AACL-01A-11R-A41C-07	3.653726e-01	4.708739e-01	0	1.108600e+00	6.026218e-01	8.178699e-02	2.478154e-02	2.999928e-02	1.070731e+00	0	2.376936e-01	1.155309e+00	1.357075e+00	1.592303e-02
TCGA-DD-AACN-01A-11R-A41C-07	0	8.155622e-02	3.647674e-01	7.603270e-01	8.881081e-01	0	1.487299e+00	0	6.999718e-01	6.961272e-01	3.810342e-02	1.122228e+00	8.749772e-01	0
TCGA-DD-AACO-01A-11R-A41C-07	0	1.788122e-01	2.064685e-02	2.643962e-01	6.957914e-02	1.830384e-01	2.388284e+00	0	3.051818e-01	3.440415e-01	4.504328e-02	3.200206e-01	1.611077e+00	3.097737e-01
TCGA-DD-AACP-01A-11R-A41C-07	3.410206e-01	1.063626e-02	2.046651e-01	2.577479e+00	1.884097e-01	0	3.681718e-02	0	1.302583e+00	0	2.436603e-01	7.207915e-01	1.732012e+00	5.672057e-02
TCGA-DD-AACQ-01A-11R-A41C-07	0	0	0	4.475452e-01	0	0	2.132331e+00	5.709374e-01	0	0	0	1.172668e+00	9.014715e-01	1.686477e-01
TCGA-DD-AACS-01A-11R-A41C-07	0	0	8.121081e-02	3.819545e-01	0	1.382655e-01	2.189856e+00	1.070236e-01	0	2.856390e-02	0	1.464174e+00	1.365761e+00	1.907293e-01
TCGA-DD-AACT-01A-11R-A41C-07	0	2.639762e-01	0	1.027245e+00	6.651059e-02	1.206296e-01	1.484936e+00	4.392627e-01	0	3.834323e-01	3.522414e-01	9.565181e-01	3.579604e-01	0
TCGA-DD-AACU-01A-11R-A41C-07	5.450961e-02	1.137920e-01	2.671229e-01	1.135908e+00	1.716062e-02	3.511400e-02	1.746626e+00	0	3.126622e-01	5.830111e-01	0	8.749309e-01	9.243721e-01	0
TCGA-DD-AACV-01A-11R-A41C-07	1.911612e-01	0	0	5.311511e-01	0	8.119850e-02	3.599636e+00	2.699213e-01	0	0	0	1.188868e+00	2.021887e+00	3.700254e-02
TCGA-DD-AACW-01A-11R-A41C-07	0	4.737439e-02	0	1.393924e+00	7.006516e-01	0	8.799533e-01	0	1.703846e+00	0	0	1.368273e+00	1.758431e+00	0
TCGA-DD-AACX-01A-11R-A41C-07	0	9.879903e-02	0	3.698937e+00	7.480026e-02	1.859167e-01	3.569618e-01	1.240667e-01	0	0	0	9.362569e-01	8.379337e-01	0
TCGA-DD-AACY-01A-11R-A41C-07	0	4.632575e-02	0	1.806738e-01	0	4.458040e-01	1.567123e+00	1.082030e-01	0	1.843025e-01	4.250945e-01	1.148704e+00	6.769295e-01	0
TCGA-DD-AACZ-01A-11R-A41C-07	0	4.114042e-01	0	8.721386e-01	7.009579e-01	4.217467e-02	0	0	9.756504e-01	0	0	1.737785e+00	1.324704e+00	0
TCGA-DD-AAD0-01A-11R-A41C-07	0	2.149649e-01	0	3.986927e+00	0	0	1.058348e+00	4.669060e-01	1.278620e-01	0	0	8.884511e-01	7.074353e-01	0
TCGA-DD-AAD1-01A-11R-A41C-07	0	2.268477e-01	4.018658e-01	2.361894e-01	4.227479e-01	0	8.506697e-01	0	4.843991e-01	1.043854e+00	1.975238e-02	1.273264e+00	3.496406e-01	0
TCGA-DD-AAD2-01A-11R-A41C-07	0	2.286308e-01	1.610478e-01	7.964120e-01	2.948456e-01	1.482613e-01	1.666296e+00	0	2.675002e-01	8.682905e-01	3.424195e-01	7.737547e-01	1.043483e+00	0
TCGA-DD-AAD3-01A-11R-A41C-07	0	1.736853e-01	1.137919e-01	5.639904e-01	1.178884e-01	1.067806e-01	2.103527e+00	2.698700e-01	0	8.585120e-01	0	1.124934e+00	6.659082e-01	0
TCGA-DD-AAD5-01A-11R-A41C-07	6.561332e-02	9.147637e-02	3.597014e-01	1.191358e+00	0	1.959084e-01	0	0	0	0	5.703798e-01	8.353339e-01	1.213868e+00	3.061365e-01
TCGA-DD-AAD6-01A-11R-A41C-07	0	0	0	3.023065e+00	8.228099e-01	0	1.125989e+00	0	5.483754e-01	0	4.517015e-02	8.132130e-01	1.947883e+00	0
TCGA-DD-AAD8-01A-11R-A41C-07	2.359951e-01	1.046619e-01	0	2.242160e-01	0	8.199016e-02	2.435655e+00	4.951720e-01	0	0	9.252451e-02	1.199124e+00	6.962340e-01	0
TCGA-DD-AADA-01A-11R-A41C-07	0	1.518826e-01	0	2.258524e-01	0	2.404394e-01	5.721643e-01	1.262252e-01	5.888541e-01	5.986039e-01	0	1.279326e+00	1.521536e-01	0
TCGA-DD-AADB-01A-11R-A41C-07	0	3.174732e-01	0	1.077846e+00	8.518507e-01	0	2.236234e-02	0	1.574024e+00	0	8.661828e-03	1.619511e+00	1.502419e+00	0
TCGA-DD-AADC-01A-11R-A41C-07	5.658956e-03	0	3.449926e-01	2.341229e+00	3.314978e-01	0	6.351776e-01	0	7.489805e-01	3.303298e-01	1.182877e-01	7.970474e-01	1.653480e+00	0
TCGA-DD-AADD-01A-11R-A41C-07	2.505065e-01	4.031219e-02	0	3.149610e+00	0	3.782955e-02	2.844313e-01	3.260721e-02	1.151068e+00	0	0	1.093974e+00	1.588757e+00	0
TCGA-DD-AADF-01A-11R-A41C-07	2.902332e-02	3.409752e-01	0	8.550590e-01	0	5.048989e-01	2.602669e+00	1.573278e-01	0	0	0	7.818261e-01	1.272018e+00	0
TCGA-DD-AADG-01A-11R-A41C-07	0	0	0	4.310216e+00	0	0	2.123968e+00	4.785958e-01	0	1.336037e-02	0	6.986285e-01	1.093450e+00	0
TCGA-DD-AADI-01A-11R-A41C-07	0	3.766699e-01	3.705650e-01	7.370232e-01	0	3.425560e-02	6.179705e-01	0	7.550900e-01	7.402511e-01	9.555372e-02	5.352111e-01	4.699299e-01	0
TCGA-DD-AADJ-01A-11R-A41C-07	0	8.749587e-02	0	9.080697e-01	3.653157e-01	2.116930e-01	1.095911e+00	0	1.020325e+00	0	0	1.026615e+00	1.114002e+00	0
TCGA-DD-AADK-01A-11R-A41C-07	0	1.913698e-01	3.140799e-01	6.380614e-01	0	0	1.316965e+00	2.412922e-01	4.527252e-01	7.977643e-01	2.983491e-01	5.807849e-01	5.548975e-01	6.010012e-02
TCGA-DD-AADL-01A-11R-A41C-07	1.414593e-01	0	5.809737e-02	5.169186e-01	0	0	2.916490e+00	3.859775e-01	6.154308e-02	0	0	1.364773e+00	1.486940e+00	5.491147e-02
TCGA-DD-AADM-01A-11R-A41C-07	0	2.242747e-01	0	1.034962e+00	0	2.103630e-01	2.305558e+00	0	0	3.772882e-01	5.817865e-02	3.755415e-01	1.362059e+00	0
TCGA-DD-AADN-01A-11R-A41C-07	0	5.362840e-01	0	1.125792e+00	3.142366e-01	0	1.102402e-02	0	9.030797e-01	0	0	3.775278e-01	1.474758e+00	0
