sampleID	D15.15_GNF2-BUB1	D17.11_REACTOME-TRANSLOCATION-OF-ZAP-70-TO-IMMUNOLOGICAL-SYNAPSE	D12.10_AIGNER-ZEB1-TARGETS	D8.3_BOYAULT-LIVER-CANCER-SUBCLASS-G56-UP	D10.8_chr11q11	D19.17_MODULE-78	D14.1_REACTOME-RECYCLING-OF-BILE-ACIDS-AND-SALTS	D19.16_CHIANG-LIVER-CANCER-SUBCLASS-POLYSOMY7-UP	D17.9_REACTOME-BETA-DEFENSINS	D19.5_THUM-MIR21-TARGETS-HEART-DISEASE-UP	D17.12_REACTOME-BETA-DEFENSINS	D14.4_MIPS-UTX-MLL2-3-COMPLEX	D14.7_RUNNE-GENDER-EFFECT-UP	D17.17_LY-AGING-MIDDLE-DN
TCGA-KR-A7K7-01A-11R-A33J-07	2.357636e-01	4.355395e-01	0	2.572216e+00	6.748621e-02	4.400117e-02	0	0	9.908929e-01	0	5.816892e-01	4.540883e-01	1.151318e+00	1.677510e-02
TCGA-KR-A7K8-01A-11R-A33J-07	3.097168e-02	4.499170e-01	0	7.828718e-01	0	0	2.678126e+00	5.864637e-01	0	2.660739e-01	4.022854e-02	9.968267e-01	9.675172e-01	0
TCGA-LG-A6GG-01A-11R-A311-07	0	0	0	4.710836e-01	2.955198e-01	9.715424e-02	1.996236e+00	0	5.592641e-02	0	1.272729e-01	1.680690e+00	9.712468e-01	0
TCGA-LG-A9QC-01A-11R-A37K-07	0	0	1.177530e-02	4.188795e+00	4.153584e-03	0	2.974814e-01	1.126128e-01	0	0	0	9.098993e-01	5.672212e-01	0
TCGA-LG-A9QD-01A-11R-A38B-07	0	1.876772e-01	0	1.278716e+00	1.155647e+00	1.067700e-01	2.530636e+00	1.241601e-01	0	1.777045e-02	7.050392e-01	1.036802e+00	8.694835e-01	0
TCGA-MI-A75C-01A-11R-A32O-07	0	2.611735e-01	1.100372e-01	2.414264e+00	1.214887e-01	1.018373e-01	6.573944e-01	0	9.756179e-02	0	1.068421e-02	5.284865e-01	5.323058e-01	0
TCGA-MI-A75E-01A-11R-A32O-07	0	2.621326e-01	2.662030e-01	1.267478e+00	7.836176e-01	8.979331e-02	2.170275e+00	1.115774e-01	0	5.674580e-01	1.220480e-01	7.027305e-01	5.719561e-01	0
TCGA-MI-A75G-01A-11R-A32O-07	0	0	0	2.162970e+00	4.147223e-01	1.562145e-01	2.364855e+00	1.305255e-01	0	0	0	8.627958e-01	1.379658e+00	0
TCGA-MI-A75H-01A-11R-A32O-07	0	3.664821e-01	0	4.714710e+00	2.250401e-01	2.636102e-02	1.669431e+00	0	0	1.165641e-01	0	2.965805e-01	1.243986e+00	0
TCGA-MI-A75I-01A-11R-A32O-07	2.302762e-01	1.445394e-01	9.663781e-02	1.543387e+00	0	0	1.775951e+00	3.283921e-01	1.041774e-02	0	2.295214e-03	9.751923e-01	1.002299e+00	5.580463e-02
TCGA-MR-A520-01A-11R-A266-07	0	3.714790e-02	0	8.302712e-01	1.003685e+00	2.180098e-01	2.897929e+00	5.648196e-01	2.812873e-02	0	1.489770e-02	1.483325e+00	8.251768e-01	0
TCGA-MR-A8JO-01A-12R-A36F-07	0	3.832068e-02	1.124606e-01	1.326927e+00	3.526108e-01	7.964962e-01	1.481313e-01	0	1.527083e-01	7.574335e-01	8.468869e-01	9.701608e-01	1.478466e+00	0
TCGA-NI-A4U2-01A-11R-A28V-07	0	3.047004e-02	0	1.473402e+00	0	2.567013e-01	2.704232e+00	1.149426e+00	0	0	1.174312e-01	1.320797e+00	1.017655e+00	0
TCGA-NI-A8LF-01A-11R-A36F-07	0	0	6.564637e-02	3.036140e+00	4.691978e-01	5.475876e-02	1.963943e+00	1.969246e-01	1.281384e-01	4.555598e-01	0	7.603351e-01	1.216346e+00	0
TCGA-O8-A75V-01A-11R-A32O-07	0	2.911705e-01	6.426235e-02	1.723228e+00	0	0	1.564401e+00	0	2.058342e-01	5.272858e-01	2.255953e-01	4.681265e-01	1.044719e+00	0
TCGA-PD-A5DF-01A-11R-A27V-07	1.527194e-01	2.676125e-01	0	2.791020e-01	3.824518e-03	2.659033e-02	2.085569e+00	4.004830e-01	0	5.190138e-01	4.223469e-01	1.214157e+00	7.619384e-01	7.519189e-03
TCGA-QA-A7B7-01A-11R-A32O-07	1.596326e-01	2.476153e-01	0	3.666466e-01	0	9.905245e-02	2.069314e+00	7.464191e-01	1.272319e-01	0	0	1.647628e+00	1.050870e+00	2.690197e-01
TCGA-RC-A6M3-01A-11R-A32O-07	0	0	4.662765e-01	4.782027e-01	4.694568e-01	6.756864e-01	0	0	0	0	9.015557e-01	1.180847e+00	1.544572e+00	2.180755e-01
TCGA-RC-A6M4-01A-11R-A32O-07	0	0	4.700185e-02	4.271977e+00	1.008244e-01	0	1.549788e+00	6.524520e-02	0	0	0	4.694309e-01	9.908698e-01	0
TCGA-RC-A6M5-01A-11R-A32O-07	0	0	0	7.827538e-01	5.889503e-01	1.000440e+00	5.568826e-01	0	5.039240e-02	6.930984e-01	7.269448e-01	1.141328e+00	9.906845e-01	0
TCGA-RC-A6M6-01A-11R-A32O-07	2.032906e-01	0	4.886472e-01	8.776182e-01	2.395915e-01	5.875092e-02	0	1.442226e-03	7.954382e-01	0	1.160980e-01	1.093794e+00	1.165109e+00	0
TCGA-RC-A7S9-01A-11R-A33R-07	0	2.689282e-01	0	0	2.057558e-01	6.818205e-01	2.219802e-01	0	5.199026e-01	0	6.133540e-02	1.415308e+00	6.175969e-01	3.524256e-01
TCGA-RC-A7SB-01A-21R-A352-07	2.753008e-01	8.961531e-02	1.675681e-01	1.254435e+00	1.301439e-01	1.101605e-02	3.013963e+00	5.160704e-01	1.345841e-02	6.612396e-02	0	9.486970e-01	1.353185e+00	0
TCGA-RC-A7SF-01A-11R-A352-07	0	1.189951e-01	0	4.261054e-01	4.250052e-02	0	2.257582e+00	2.530210e-01	4.260757e-03	7.678024e-02	0	1.106032e+00	1.058115e+00	0
TCGA-RC-A7SH-01A-11R-A38B-07	0	0	5.869644e-01	0	0	1.143729e-01	2.016108e-01	2.806285e-01	7.297011e-01	5.130126e-01	0	8.477528e-01	5.006833e-01	0
TCGA-RC-A7SK-01A-11R-A352-07	0	0	2.824339e-01	9.737363e-01	0	1.102920e-01	2.278672e+00	9.363439e-02	0	3.714864e-01	0	7.363748e-01	1.265818e+00	0
TCGA-RG-A7D4-01A-12R-A33R-07	3.074331e-01	5.304463e-01	0	2.895777e+00	2.385159e-01	8.355079e-02	1.076967e-01	0	1.134481e+00	0	0	9.595874e-01	1.401117e+00	6.443013e-03
TCGA-T1-A6J8-01A-11R-A32O-07	2.419237e-02	0	2.193595e-01	5.781481e-01	0	2.296208e-03	2.164754e+00	2.529181e-01	1.305086e-02	4.688445e-01	0	8.110271e-01	8.840189e-01	0
TCGA-UB-A7MA-01A-11R-A33R-07	0	0	7.295414e-01	0	0	3.336122e-02	5.231841e-02	0	4.274688e-01	2.815429e-01	2.446919e-01	1.178069e+00	9.579881e-01	2.287650e-01
TCGA-UB-A7MB-01A-11R-A33R-07	0	0	0	5.302397e-01	0	1.281180e-01	2.757935e+00	6.280280e-01	0	0	0	1.583015e+00	1.601386e+00	2.835749e-01
TCGA-UB-A7MC-01A-11R-A33R-07	0	0	1.574507e-02	4.119474e+00	1.772918e-01	1.910978e-01	9.830956e-01	0	0	0	0	9.610983e-01	1.974613e+00	8.702893e-02
TCGA-UB-A7MD-01A-12R-A352-07	2.181193e-01	3.249620e-01	1.025356e-02	2.969419e+00	1.213871e-01	1.267441e-01	1.292381e+00	1.752790e-02	0	4.238217e-01	2.141151e-01	5.900379e-01	9.806648e-01	0
TCGA-UB-A7ME-01A-11R-A33J-07	0	2.641045e-01	4.001241e-01	2.259471e-01	0	3.046011e-02	1.375111e+00	1.499898e-01	8.396729e-01	8.506381e-01	0	8.843420e-01	8.325595e-01	0
TCGA-UB-A7MF-01A-11R-A33J-07	0	6.344005e-01	0	6.428451e-02	0	5.708823e-01	6.999794e-01	0	2.183394e-01	0	0	1.352566e+00	7.170756e-01	4.078325e-01
TCGA-UB-AA0U-01A-11R-A38B-07	0	2.419111e-01	2.083124e-01	2.774125e-01	6.269702e-01	0	2.157590e+00	2.348490e-01	1.764324e-01	7.468455e-01	0	1.320046e+00	7.587877e-01	4.748410e-02
TCGA-UB-AA0V-01A-11R-A38B-07	0	4.203630e-02	3.109949e-01	7.860783e-01	1.954223e+00	0	2.618505e+00	2.107164e-01	4.719990e-02	4.289472e-01	0	1.367702e+00	2.551330e-01	0
TCGA-WJ-A86L-01A-12R-A39D-07	2.357049e-01	1.400889e-01	0	0	0	0	1.739289e+00	8.369436e-01	3.919685e-02	0	0	1.565528e+00	2.028515e-01	2.074715e-02
TCGA-WQ-A9G7-01A-11R-A37K-07	0	0	8.853023e-01	1.300574e-01	3.479071e-01	4.654209e-02	6.506254e-01	2.709748e-01	4.710934e-01	3.575511e-01	1.216369e-01	6.409289e-01	5.783902e-01	0
TCGA-WQ-AB4B-01A-11R-A41C-07	0	1.362414e-01	1.231261e-02	9.482585e-01	2.256762e-01	1.063752e-01	2.501430e+00	0	0	5.256584e-01	5.724672e-01	3.950489e-01	1.367350e+00	0
TCGA-WX-AA44-01A-11R-A39D-07	0	6.673655e-02	4.021385e-01	2.572063e-01	0	5.414848e-02	8.953644e-01	1.452897e-01	1.322889e-01	6.093525e-01	0	9.941512e-01	4.757770e-01	2.901395e-01
TCGA-WX-AA46-01A-11R-A39D-07	0	0	0	1.795927e+00	2.034740e+00	0	2.959651e+00	1.469902e-01	0	0	0	1.210063e+00	8.258917e-01	0
TCGA-WX-AA47-01A-11R-A39D-07	0	0	8.526004e-02	2.512640e+00	1.979298e-01	1.109932e+00	0	3.761832e-02	0	0	1.182254e+00	6.874186e-01	1.216363e+00	0
TCGA-XR-A8TC-01A-11R-A36F-07	0	0	2.120951e-01	7.748666e-01	8.756301e-02	4.051028e-01	9.981223e-01	1.792303e-01	1.215534e+00	4.028509e-01	0	1.349799e+00	1.031430e+00	0
TCGA-XR-A8TD-01A-12R-A39D-07	3.554167e-01	4.932248e-01	7.431534e-02	3.570529e-01	3.745832e-01	6.116312e-02	2.293291e+00	4.883643e-01	0	4.920177e-01	1.226180e-02	1.215387e+00	6.978799e-01	0
TCGA-XR-A8TE-01A-11R-A36F-07	0	0	0	4.276165e+00	4.823030e-01	0	0	2.114887e-01	7.682303e-01	2.961424e-01	1.343861e-01	1.054351e+00	9.680316e-01	0
TCGA-XR-A8TF-01A-11R-A36F-07	0	3.369313e-02	0	3.069742e+00	3.608446e-01	2.068189e-01	2.108119e+00	0	3.374594e-01	0	7.057316e-03	9.142207e-01	2.109372e+00	0
TCGA-XR-A8TG-01A-11R-A36F-07	8.757992e-02	1.334799e-01	1.124937e-01	2.235688e-01	4.273011e-01	1.208223e-01	2.517407e+00	0	0	3.705350e-01	1.969006e-01	1.371822e+00	1.199088e+00	0
TCGA-YA-A8S7-01A-11R-A37K-07	0	3.225821e-01	9.131758e-02	1.489469e+00	3.050155e-01	0	4.590514e-01	8.718200e-02	0	4.610984e-01	4.206691e-01	1.065686e+00	1.251357e+00	1.053837e-01
TCGA-ZP-A9CV-01A-11R-A38B-07	0	3.944148e-01	0	1.566909e+00	1.673917e-01	2.249328e-01	1.558160e+00	0	0	3.795063e-01	1.261587e-01	1.068517e+00	4.747531e-01	0
TCGA-ZP-A9CY-01A-11R-A38B-07	0	2.536375e-01	0	6.526319e-01	1.087572e+00	1.725403e-01	2.488921e+00	3.155596e-01	0	3.540221e-01	1.728495e-01	1.352813e+00	3.184696e-01	0
TCGA-ZP-A9CZ-01A-11R-A38B-07	0	2.645155e-01	0	1.672346e-01	0	3.740775e-01	1.799837e+00	0	2.723377e-01	3.985391e-01	0	1.208411e+00	1.331547e+00	3.535558e-01
TCGA-ZP-A9D0-01A-11R-A37K-07	0	0	0	9.950434e-01	1.177024e-01	7.597800e-01	1.352877e+00	9.889028e-02	2.356937e-01	3.020891e-01	0	1.230767e+00	5.516269e-01	3.539569e-02
TCGA-ZP-A9D1-01A-11R-A38B-07	0	1.385381e-01	0	3.663724e-01	0	2.280738e-01	1.515935e+00	8.151149e-02	0	3.369773e-01	4.614197e-01	1.508349e+00	6.256937e-01	0
TCGA-ZP-A9D2-01A-11R-A38B-07	0	1.420978e-01	7.330099e-01	5.283403e-01	1.470920e-01	0	9.500619e-01	0	2.505424e-02	5.874116e-01	0	1.290062e+00	9.556363e-01	9.233064e-02
TCGA-ZP-A9D4-01A-11R-A37K-07	0	8.898869e-02	0	3.716765e+00	1.994286e-01	6.439395e-03	1.898443e+00	1.862456e-01	0	0	0	9.669784e-01	8.140567e-01	0
TCGA-ZS-A9CD-01A-11R-A37K-07	0	1.189073e-01	0	1.377113e+00	1.618760e-01	6.508565e-02	1.876838e+00	8.913243e-02	0	4.656184e-01	5.160081e-01	7.219618e-01	1.026467e+00	0
TCGA-ZS-A9CE-01A-11R-A37K-07	0	5.590101e-02	6.540536e-02	8.447261e-01	0	0	3.053799e+00	1.007170e+00	0	0	0	1.119586e+00	4.202814e-01	0
TCGA-ZS-A9CF-01A-11R-A38B-07	3.829929e-02	2.409300e-01	6.075611e-02	2.327449e-01	3.244660e-01	4.020146e-01	3.095381e+00	8.877479e-02	0	3.272477e-02	0	1.497439e+00	1.045735e+00	1.042042e-01
TCGA-ZS-A9CF-02A-11R-A38B-07	1.027261e-01	1.338901e-01	0	5.622600e-01	3.125300e-01	3.689357e-01	3.087273e+00	0	0	2.262410e-03	0	1.537839e+00	1.517403e+00	6.551337e-03
TCGA-ZS-A9CG-01A-11R-A37K-07	0	6.524260e-02	8.714701e-03	4.457509e+00	4.438490e-01	0	1.712976e+00	7.747993e-02	0	1.650468e-01	1.114585e-01	5.842955e-01	1.043745e+00	0
