sampleID	D20.18_BRCA-Her2+	D29.14_Nonspecific	D28.6_UCEC	D29.25_Nonspecific	D28.23_TGCT	D28.16_Nonspecific	D29.10_PRAD	D29.22_SKCM	D28.19_LIHC	D29.27_LUAD	D28.11_BRCA-Chr8qAmp	D29.26_STAD+ESCA(Digestive)	D29.13_GBM+LGG	D27.13_BRCA-Luminal	D29.24_BLCA	D29.9_PCPG	D14.8_KIRC+KIRP(Pan-Kidney)	D21.5_COAD+STAD+ESCA(Pan-GI)	D27.24_BRCA-Basal	D21.12_THCA	D16.12_Pan-Squamous	D28.15_ACC	D29.18_NA	D29.1_NA	D20.2_NA
BRCA_FB1C995E_6C78_414A_B74C_8C77CD924348_X015_S09_L042_B1_T2_P032	0	1.041198e+00	7.672554e-01	5.344609e-01	0	4.251149e-01	1.029243e+00	1.795352e-01	1.521486e-01	0	1.981593e-01	0	0	2.482994e+00	3.462540e-01	1.072384e+00	2.208536e-01	3.482263e-02	6.454095e-01	0	4.282321e-01	0	1.718956e-01	6.126047e+00	1.966136e+00
BRCA_FCD2477B_7E05_4EB7_BD63_302496AEA537_X017_S11_L021_B1_T1_P041	0	3.155257e-01	3.419828e+00	2.233039e-02	1.121136e-01	0	1.023476e-01	2.680553e-01	0	0	5.290994e-01	0	0	3.356608e+00	0	5.421611e-01	0	0	9.870375e-02	2.535529e-01	0	8.034474e-02	0	4.451900e+00	2.649598e+00
BRCA_FCD2477B_7E05_4EB7_BD63_302496AEA537_X017_S11_L022_B1_T2_P040	0	2.958953e-01	3.525925e+00	5.923039e-03	9.852748e-02	0	1.724139e-01	2.255661e-01	0	0	5.698339e-01	0	0	3.338121e+00	0	5.117383e-01	0	0	1.023282e-01	1.072020e-01	0	9.736010e-02	0	4.478106e+00	2.523793e+00
BRCA_FE43880C_3F93_4463_9C91_5A2DE7130718_X009_S11_L045_B1_T1_P016	1.193499e-01	3.505150e-01	1.631306e-01	1.089913e-01	1.565620e-01	0	1.032741e+00	3.210527e-01	0	0	0	0	1.308459e-01	1.555715e+00	0	6.489310e-01	1.622436e-01	0	3.168796e-01	8.757549e-01	0	3.050794e-02	2.965419e-01	6.707772e+00	3.189765e+00
BRCA_FE43880C_3F93_4463_9C91_5A2DE7130718_X009_S11_L046_B1_T2_P018	1.088324e-01	3.316849e-01	1.568067e-01	6.821353e-02	1.216370e-01	0	1.090426e+00	2.981777e-01	0	0	0	0	1.900475e-01	1.556081e+00	0	6.246095e-01	1.593628e-01	0	3.073621e-01	9.602269e-01	0	7.476888e-02	2.914985e-01	6.000883e+00	2.856498e+00
CESC_10041818_52A8_4856_ADEE_13E3FC97A737_X003_S09_L035_B1_T1_P002	1.153331e-01	0	1.117834e+00	2.827235e-01	3.057404e-01	2.432893e-01	0	1.001460e-01	0	1.668216e-01	2.857478e-01	0	0	0	6.283392e-01	7.754991e-02	0	5.843504e-01	0	3.925118e-01	3.109269e+00	1.748359e-01	0	5.600781e+00	3.140553e+00
CESC_10041818_52A8_4856_ADEE_13E3FC97A737_X003_S09_L036_B1_T2_P002	1.344693e-01	0	1.115551e+00	2.643340e-01	3.265970e-01	2.673347e-01	0	1.192039e-01	0	2.065563e-01	3.049281e-01	0	0	0	6.151657e-01	7.038879e-02	0	5.915375e-01	0	3.744072e-01	3.035532e+00	1.903991e-01	0	5.645041e+00	3.192618e+00
CESC_480D4965_DBC3_47D2_A352_E68A44F75232_X004_S10_L058_B1_T1_P006	0	0	5.383790e-01	0	0	6.012978e-03	0	3.619418e-01	0	1.559971e-01	1.378677e-01	0	0	5.851559e-02	2.644415e-01	5.648462e-01	0	2.582318e-02	0	3.089383e-01	2.459254e+00	2.096584e-02	3.289289e-01	7.475042e+00	3.993498e+00
CESC_480D4965_DBC3_47D2_A352_E68A44F75232_X004_S10_L059_B1_T2_P006	0	0	5.699693e-01	0	0	2.873335e-02	0	3.623521e-01	0	1.442933e-01	1.379717e-01	0	0	7.509664e-02	2.876886e-01	5.397487e-01	0	8.904596e-02	0	3.657304e-01	2.495853e+00	2.195489e-02	3.280405e-01	7.134160e+00	3.848746e+00
CESC_BA6FB645_26C4_436D_AF9D_653767310153_X004_S09_L057_B1_T1_P007	1.180606e-02	1.597084e-01	2.312981e-01	0	0	0	0	8.036909e-02	0	0	2.000049e-01	0	0	0	0	8.347263e-01	0	0	0	0	1.311365e+00	0	6.195546e-01	7.887360e+00	3.668716e+00
CESC_DADFADB7_86D6_4074_B19E_BB81F4D22A17_X004_S08_L055_B1_T1_P007	0	0	7.930543e-01	0	0	0	0	2.240472e-01	0	5.015359e-02	1.192662e-01	0	0	1.897904e-01	2.254685e-01	2.930630e-01	0	2.580667e-01	0	3.020192e-01	2.757104e+00	0	4.358216e-01	6.850829e+00	4.333025e+00
CESC_DADFADB7_86D6_4074_B19E_BB81F4D22A17_X004_S08_L056_B1_T2_P007	0	0	9.167452e-01	0	0	0	0	6.551304e-02	0	0	1.200185e-01	0	0	2.576083e-01	1.604733e-01	1.674338e-01	0	2.504176e-01	0	1.976017e-01	2.876570e+00	0	6.033319e-01	6.555325e+00	4.041542e+00
CHOL_1061FF2E_0ECA_4DE5_8D6D_E1A9B123B75F_X009_S05_L033_B1_T1_P021	2.027341e-01	5.860460e-01	5.031002e-01	2.803277e-01	1.581017e-01	4.990061e-01	0	0	0	4.291370e-02	7.437080e-01	8.693677e-01	0	0	0	0	0	2.379556e+00	0	0	7.314630e-01	1.556691e-01	4.888755e-03	5.007677e+00	3.813517e+00
CHOL_1061FF2E_0ECA_4DE5_8D6D_E1A9B123B75F_X009_S05_L034_B1_T2_P029	1.838894e-01	5.964528e-01	4.932044e-01	2.943408e-01	1.203021e-01	4.501622e-01	0	0	0	0	6.924156e-01	1.007470e+00	0	0	0	0	0	2.290132e+00	0	0	7.999853e-01	1.026615e-01	0	5.452688e+00	3.942675e+00
CHOL_2C9A8381_93B9_441F_B8DD_EFA6B50812FD_X016_S04_L053_B1_T1_P032	0	6.585953e-01	3.729847e+00	1.566745e-01	2.421217e-01	4.564012e-02	2.445974e-01	0	9.283183e-01	0	1.639011e+00	3.571520e-01	0	0	1.339901e-01	1.235208e+00	2.304191e-01	7.430025e-01	0	0	8.574285e-02	4.403880e-01	0	3.250977e+00	3.299678e+00
CHOL_2C9A8381_93B9_441F_B8DD_EFA6B50812FD_X016_S04_L054_B1_T2_P035	0	5.977439e-01	3.735017e+00	1.314175e-01	2.225729e-01	4.252953e-02	2.088696e-01	0	9.347244e-01	0	1.653940e+00	3.197735e-01	0	0	1.298440e-01	1.044678e+00	1.696368e-01	7.768816e-01	0	0	7.346832e-02	4.641355e-01	8.414174e-03	3.143424e+00	3.018235e+00
CHOL_39DCFAD0_1750_4418_9643_B5F2EAD9632A_X014_S08_L015_B1_T1_P046	0	5.397028e-01	2.014617e+00	1.284917e-01	1.199538e-01	4.071543e-01	0	0	6.231747e-01	0	4.232410e-01	0	0	0	0	6.134525e-01	1.276112e+00	7.351959e-01	0	9.670559e-02	7.829998e-03	1.274676e+00	0	3.720394e+00	4.106721e+00
CHOL_39DCFAD0_1750_4418_9643_B5F2EAD9632A_X014_S08_L016_B1_T2_P031	0	6.198724e-01	1.892771e+00	1.815843e-01	1.466958e-01	4.069345e-01	0	2.747232e-02	6.560836e-01	0	4.128171e-01	0	0	0	0	8.049176e-01	1.173601e+00	7.657192e-01	0	1.633886e-01	0	1.196943e+00	0	3.656339e+00	4.313089e+00
CHOL_500901B3_0753_4499_9A97_91CEF27C355E_X005_S03_L005_B1_T1_P013	0	4.950853e-01	1.197355e-01	2.447703e-01	0	5.438262e-01	2.580508e-01	0	0	1.763574e-01	2.949111e-01	2.126765e+00	2.024655e-01	0	0	2.210694e-01	8.176721e-01	8.815083e-01	3.067320e-02	0	1.917048e+00	0	1.580274e+00	5.716563e+00	2.675827e+00
CHOL_500901B3_0753_4499_9A97_91CEF27C355E_X005_S03_L006_B1_T2_P015	0	4.652483e-01	1.566239e-01	2.361897e-01	0	5.589289e-01	2.262100e-01	0	0	2.430842e-01	2.603022e-01	1.970520e+00	1.227342e-01	0	0	1.853684e-01	7.482916e-01	9.863445e-01	6.874087e-02	0	1.886625e+00	0	1.544474e+00	5.480991e+00	2.635987e+00
CHOL_75A6DCBC_AD94_4D7C_BF14_E5CB355B0E91_X019_S04_L054_B1_T1_P043	1.199432e-01	2.555798e-01	1.901229e+00	1.821641e-01	0	7.002776e-01	0	1.737197e-01	5.380855e-01	2.565712e-01	3.236131e-01	0	0	0	1.081874e-01	5.013917e-01	1.381427e+00	9.251218e-02	2.411764e-01	1.035111e-01	6.100479e-01	6.645454e-01	0	5.230418e+00	5.370608e+00
CHOL_75A6DCBC_AD94_4D7C_BF14_E5CB355B0E91_X019_S04_L055_B1_T2_P044	8.156132e-02	4.109652e-01	2.346110e+00	1.890744e-01	0	6.516308e-01	0	1.245062e-01	5.262334e-01	4.227627e-02	3.472236e-01	0	1.608729e-01	0	1.040152e-01	6.305811e-01	1.410359e+00	0	3.114570e-01	0	6.121524e-01	6.270739e-01	0	5.208766e+00	4.779080e+00
COAD_0914606C_2CA1_4287_B530_DB70EA93ED6C_X022_S02_L050_B1_T1_P053	0	1.058811e-02	2.121099e-01	0	0	0	1.126283e+00	0	0	0	8.042797e-02	0	0	0	1.158811e-01	0	0	3.341674e+00	0	0	0	5.258248e-02	0	6.780146e+00	4.032574e+00
COAD_0914606C_2CA1_4287_B530_DB70EA93ED6C_X022_S02_L051_B1_T2_P050	0	5.147380e-02	2.028141e-01	0	0	0	1.099693e+00	0	0	0	8.686128e-02	0	0	0	1.216078e-01	0	7.913265e-02	3.300788e+00	0	0	0	7.023377e-02	0	7.325584e+00	4.255967e+00
COAD_0B139EBC_D372_4EC3_90DB_4CC9BC6F38DC_X006_S05_L038_B1_T1_P012	1.818723e-01	1.844372e-01	0	1.989909e-01	9.918372e-01	8.609904e-02	4.186012e-01	0	0	0	1.075452e+00	0	0	0	0	5.462888e-01	0	4.399158e+00	2.947529e-01	1.716432e-01	0	0	6.329097e-01	4.905195e+00	3.419428e+00
COAD_0B139EBC_D372_4EC3_90DB_4CC9BC6F38DC_X006_S05_L039_B1_T2_P014	1.661442e-01	1.933197e-01	0	2.612464e-01	9.520237e-01	6.885754e-02	4.535924e-01	0	0	0	1.100155e+00	0	0	0	0	5.143131e-01	0	4.182202e+00	3.086631e-01	0	0	0	6.603338e-01	5.749936e+00	3.860945e+00
COAD_0B7D5055_6D9C_46BB_A420_8098CD555089_X003_S07_L031_B1_T1_P002	2.911127e-02	2.887387e-01	2.181299e-01	0	1.175568e-01	0	8.443260e-01	6.327138e-04	0	0	1.821279e-01	0	1.076751e-01	0	0	0	0	3.473225e+00	0	0	1.065632e-01	0	0	7.094110e+00	3.649604e+00
COAD_0B7D5055_6D9C_46BB_A420_8098CD555089_X003_S07_L032_B1_T2_P002	4.474845e-02	2.469048e-01	2.417782e-01	1.594811e-04	2.067271e-01	0	7.421099e-01	8.169003e-02	0	0	1.965180e-01	0	0	0	0	0	0	3.595297e+00	0	0	8.267769e-02	0	0	7.198661e+00	3.938857e+00
COAD_1B956E80_EFF5_4EF5_88F3_EBDF4515217A_X021_S05_L033_B1_T2_P052	2.034183e-02	5.472088e-01	5.854810e-01	9.078575e-02	0	4.659323e-01	7.575534e-02	0	0	0	6.923242e-02	0	0	0	2.309976e-01	7.556135e-01	5.806578e-01	3.736386e+00	0	0	1.766583e-01	3.911668e-01	5.180264e-01	5.682155e+00	3.649160e+00
COAD_1E46B832_4B41_4CA3_B2DB_C8287EFFC589_X011_S04_L007_B1_T1_P025	9.525425e-02	2.225333e-01	2.508568e-01	7.771338e-02	1.462112e-01	0	5.516061e-01	2.580473e-02	0	0	1.534501e-01	0	0	0	0	2.334200e-01	0	2.742603e+00	0	0	0	0	1.335881e-01	6.765570e+00	3.673924e+00
COAD_1E46B832_4B41_4CA3_B2DB_C8287EFFC589_X011_S04_L008_B1_T2_P026	9.038874e-02	2.679537e-01	2.120589e-01	9.829164e-02	1.315722e-01	0	4.559572e-01	0	0	0	1.415021e-01	0	0	0	0	1.811435e-01	0	2.738329e+00	0	0	3.538288e-02	0	1.091511e-01	7.135721e+00	4.044610e+00
COAD_29C18FA9_CDF6_49A5_9CEB_49C11EF0433F_X003_S08_L033_B1_T1_P002	1.962941e-02	6.343675e-01	3.333126e+00	1.723303e-01	3.053903e-02	8.221726e-01	0	2.167916e-01	0	0	2.638007e-01	0	0	0	0	5.256908e-01	3.609075e-01	3.629485e+00	0	5.586005e-01	0	0	6.934615e-01	2.966281e+00	3.923666e+00
COAD_29C18FA9_CDF6_49A5_9CEB_49C11EF0433F_X003_S08_L034_B1_T2_P002	2.016504e-02	6.677480e-01	3.384669e+00	1.739029e-01	4.465935e-02	8.382629e-01	0	2.625574e-01	0	0	2.433720e-01	0	0	0	0	5.410791e-01	3.635208e-01	3.626890e+00	0	5.488289e-01	0	0	7.474862e-01	2.855107e+00	3.950144e+00
COAD_2EB7D36F_5616_460C_91C9_6D0AEA893D97_X001_S04_L007_B1_T1_P004	0	2.003852e-02	1.217005e-01	4.917910e-02	1.963203e-02	3.577142e-02	4.236665e-01	0	0	9.566403e-02	2.462426e-02	0	0	0	4.891856e-01	3.115179e-01	0	3.038125e+00	0	7.686558e-02	2.694745e-01	0	0	7.804982e+00	3.373849e+00
COAD_2EB7D36F_5616_460C_91C9_6D0AEA893D97_X001_S04_L008_B1_T2_PMRG	0	1.127119e-01	1.165557e-01	6.768666e-02	2.658547e-02	1.559815e-02	4.428605e-01	1.401107e-03	0	8.480676e-02	1.604642e-02	3.244822e-02	0	0	4.644871e-01	4.297836e-01	0	2.980537e+00	0	5.244018e-02	2.551229e-01	0	0	8.051556e+00	3.370689e+00
COAD_32AA8B86_5414_4552_B946_E2F368618E5F_X009_S12_L047_B1_T1_P016	3.953115e-02	2.748037e-01	1.414460e+00	3.618742e-01	4.692300e-02	1.313685e+00	0	0	0	1.892064e-01	6.457317e-01	0	0	0	0	7.800808e-01	2.980192e-01	3.112429e+00	0	4.740180e-02	2.237897e-01	4.255869e-01	1.797844e-01	5.399674e+00	2.936798e+00
COAD_32AA8B86_5414_4552_B946_E2F368618E5F_X009_S12_L048_B1_T2_P017	2.861599e-02	2.937944e-01	1.422653e+00	3.590213e-01	8.864393e-03	1.307282e+00	0	0	0	1.330070e-01	6.714637e-01	0	0	0	0	8.332978e-01	2.890024e-01	2.948781e+00	0	0	1.950238e-01	4.640889e-01	2.768713e-01	5.575077e+00	2.882124e+00
COAD_3B3A0F79_C38C_42F9_A7ED_EEA42B66C468_X023_S14_L099_B1_T1_P055	2.793969e-03	4.188390e-01	3.578645e-01	5.077939e-03	0	0	8.598506e-01	0	0	0	1.771674e-01	0	0	0	0	4.607001e-01	0	2.779326e+00	0	8.038149e-02	0	0	2.945763e-01	6.493408e+00	4.340927e+00
COAD_3B3A0F79_C38C_42F9_A7ED_EEA42B66C468_X023_S14_L100_B1_T2_P058	2.675980e-02	4.258305e-01	3.107353e-01	0	0	0	8.247995e-01	1.070360e-01	3.784025e-02	0	1.040625e-01	0	0	0	0	4.413058e-01	0	3.032485e+00	0	3.267781e-01	0	0	1.809169e-01	5.708611e+00	3.913338e+00
COAD_3ECCFFD0_0915_4151_9B10_6C7C37372A72_X002_S05_L009_B1_T1_P001	4.140392e-02	3.962607e-01	3.145363e-01	1.628893e-02	1.715050e-01	0	7.788606e-01	9.000403e-02	0	0	2.594059e-01	0	1.000903e-01	0	0	0	0	3.241912e+00	0	0	9.645932e-02	0	0	6.380192e+00	4.166996e+00
COAD_3ECCFFD0_0915_4151_9B10_6C7C37372A72_X002_S05_L010_B1_T2_P001	3.310781e-02	3.688898e-01	2.884514e-01	2.150944e-02	1.367669e-01	0	8.419679e-01	2.885807e-02	0	0	2.473908e-01	0	1.747673e-01	0	0	0	0	3.217603e+00	0	0	1.049473e-01	0	0	6.574626e+00	4.229096e+00
COAD_42D5A2CF_D448_4072_8278_98B643DAA870_X022_S08_L061_B1_T1_P049	0	0	2.477759e-01	0	0	0	0	0	0	0	2.359875e-03	6.569716e-02	0	0	2.840373e-01	8.736785e-01	0	4.351716e+00	6.393192e-01	0	0	1.690558e-01	0	5.840089e+00	2.945844e+00
COAD_42D5A2CF_D448_4072_8278_98B643DAA870_X022_S08_L062_B1_T2_P048	0	0	2.333201e-01	0	0	0	0	0	0	0	0	1.514855e-01	0	0	2.636979e-01	9.160540e-01	0	4.338426e+00	6.510593e-01	0	1.712780e-02	1.971218e-01	0	5.817344e+00	2.767954e+00
COAD_42E74A17_DD9B_46E6_9EE5_B13002ABE778_X012_S09_L041_B1_T1_P022	0	1.166726e-02	1.417354e+00	0	8.634786e-02	6.928086e-02	0	0	0	0	0	9.591750e-03	0	0	0	3.650396e-01	0	4.308354e+00	0	0	4.534486e-01	8.447729e-01	1.295306e+00	3.567758e+00	3.413717e+00
COAD_42E74A17_DD9B_46E6_9EE5_B13002ABE778_X012_S09_L042_B1_T2_P023	0	3.021897e-02	1.419256e+00	0	7.038361e-02	4.183714e-02	0	0	0	0	0	4.018591e-02	0	0	0	4.189337e-01	0	4.321091e+00	0	0	4.404817e-01	8.434914e-01	1.329423e+00	3.576484e+00	3.329989e+00
COAD_46471206_CECD_4A89_99A9_809675776136_X015_S01_L025_B1_T1_P034	2.177491e-02	7.074422e-02	3.685617e-01	0	4.430967e-02	0	6.411529e-01	2.035361e-01	0	4.990733e-03	1.251472e-01	0	0	0	0	0	0	4.102165e+00	0	6.138343e-01	4.313796e-02	0	0	4.998862e+00	4.397182e+00
COAD_46471206_CECD_4A89_99A9_809675776136_X015_S01_L026_B1_T2_P033	3.371174e-02	9.462037e-02	4.067357e-01	0	2.159603e-02	0	6.724941e-01	2.038932e-01	0	0	1.383036e-01	0	0	0	0	0	0	4.025016e+00	0	4.794335e-01	5.688587e-02	0	0	5.698100e+00	4.822081e+00
COAD_492F3932_39FF_4FB1_89D8_8A9474FBA080_X019_S06_L058_B1_T1_P038	5.736528e-02	2.350321e-01	3.803978e-01	1.349500e-01	5.820583e-01	0	6.933094e-01	2.199872e-01	0	0	1.548360e-01	0	0	0	0	3.592696e-01	0	3.887154e+00	0	0	0	4.478012e-02	0	4.899689e+00	4.417148e+00
COAD_492F3932_39FF_4FB1_89D8_8A9474FBA080_X019_S06_L059_B1_T2_P043	5.403968e-02	2.228686e-01	3.635852e-01	1.020820e-01	5.486680e-01	0	7.222228e-01	2.073897e-01	0	0	1.571703e-01	0	0	0	0	3.632248e-01	0	3.920008e+00	0	0	0	3.487671e-02	0	4.851263e+00	4.373137e+00
COAD_4A17E8A4_41C9_42FB_8976_C38C0DE9EC05_X004_S03_L047_B1_T1_P006	8.753931e-02	1.270003e-01	2.605210e-01	5.732786e-02	5.026952e-02	2.877316e-02	7.888518e-01	9.628271e-02	0	0	8.209434e-03	0	0	0	4.378619e-01	8.854701e-02	0	3.678041e+00	0	2.415478e-01	1.699011e-01	0	0	6.836261e+00	3.603671e+00
COAD_4A17E8A4_41C9_42FB_8976_C38C0DE9EC05_X004_S03_L048_B1_T2_P006	1.220539e-01	7.524052e-02	2.758473e-01	5.727028e-02	4.569070e-02	2.180703e-02	8.092505e-01	7.008203e-02	0	0	4.934457e-03	0	0	0	4.837574e-01	0	0	3.738382e+00	0	2.835895e-01	1.689897e-01	0	0	6.576916e+00	3.645259e+00
COAD_542202A7_3D76_40F4_89CC_8DA386DCF48B_X007_S12_L079_B1_T1_PMRG	0	7.820628e-01	5.379517e-01	2.706062e-01	0	0	3.632585e-02	0	0	0	1.665927e-01	4.102376e-01	0	0	0	1.120651e+00	2.215621e-01	3.935964e+00	0	0	0	4.860739e-01	9.221137e-01	8.220631e+00	4.521842e+00
COAD_542202A7_3D76_40F4_89CC_8DA386DCF48B_X007_S12_L080_B1_T2_P010	0	6.742316e-01	4.843620e-01	1.218908e-01	0	4.492488e-02	0	1.276344e-02	0	0	8.756329e-02	9.312939e-02	0	0	0	1.066791e+00	0	4.876199e+00	0	0	0	5.459614e-01	8.495501e-01	5.704439e+00	3.315977e+00
COAD_561632F0_56A1_4FF0_8DD1_219AD30591D4_X015_S04_L031_B1_T1_P037	9.497184e-04	2.781118e-02	8.331522e-02	0	2.236740e-02	9.005747e-01	3.212294e-02	1.876260e-01	0	0	1.640816e-01	0	2.563075e-01	5.410327e-02	0	3.301173e-01	1.976782e-01	1.880682e+00	0	0	3.187897e-01	7.202945e-02	1.265570e-01	6.704624e+00	3.151087e+00
COAD_561632F0_56A1_4FF0_8DD1_219AD30591D4_X015_S04_L032_B1_T2_P036	0	6.936709e-02	1.290553e-01	0	7.928342e-02	8.534582e-01	3.724747e-02	2.510622e-01	0	1.243303e-02	1.373700e-01	0	1.847920e-01	0	0	3.829767e-01	1.933966e-01	1.856756e+00	0	0	2.220741e-01	4.059353e-02	2.450938e-01	7.268399e+00	3.455638e+00
COAD_57255B8E_9085_4CDF_98DE_B4858BFF5789_X019_S07_L060_B1_T1_P043	0	0	8.816133e-01	0	1.970562e-01	0	0	2.317489e-01	0	4.461327e-01	4.984461e-02	6.654458e-01	0	0	0	9.231808e-01	0	4.698741e+00	0	2.640039e-01	0	8.159475e-01	1.292327e+00	4.172576e+00	3.240715e+00
COAD_57255B8E_9085_4CDF_98DE_B4858BFF5789_X019_S07_L061_B1_T2_P038	0	0	8.459193e-01	0	2.262994e-01	0	0	2.749833e-01	0	4.218299e-01	5.709679e-02	6.154700e-01	0	0	0	8.116823e-01	0	4.667085e+00	0	3.035902e-01	0	7.975541e-01	1.296227e+00	4.201494e+00	3.261495e+00
COAD_5D002D01_AE41_44B9_BE6B_A58B470062BD_X020_S09_L017_B1_T1_P052	0	2.769185e-01	3.757518e-01	2.386372e-02	9.798063e-02	3.213504e-01	0	0	0	0	1.678153e-01	0	0	0	0	8.594185e-01	0	3.601373e+00	0	0	0	1.523281e-03	7.010562e-01	6.765655e+00	3.821103e+00
COAD_5D002D01_AE41_44B9_BE6B_A58B470062BD_X020_S09_L018_B1_T2_P049	0	2.417337e-01	3.983471e-01	2.043105e-02	1.000891e-01	3.387246e-01	1.195113e-03	0	0	0	1.620767e-01	2.526688e-02	0	0	0	8.142869e-01	0	3.587411e+00	0	0	0	1.064982e-02	6.781756e-01	6.993442e+00	3.971680e+00
COAD_60C262B4_7743_46BC_A16A_3C087FA577BE_X010_S12_L071_B1_T1_P020	0	9.225727e-02	1.605764e-01	0	0	0	1.121985e+00	0	0	0	0	0	0	0	1.465941e-01	5.563392e-02	0	3.414112e+00	0	5.942799e-02	0	0	0	7.149561e+00	3.395559e+00
COAD_60C262B4_7743_46BC_A16A_3C087FA577BE_X010_S12_L072_B1_T2_P021	0	1.517733e-01	1.514535e-01	0	0	0	1.118978e+00	0	0	0	9.461150e-03	0	0	0	8.701400e-02	9.328056e-02	0	3.343914e+00	0	2.161678e-02	0	0	0	7.516814e+00	3.456407e+00
COAD_62DDE2A9_D8F7_4DD6_BE50_CC208AE71FFC_X017_S05_L009_B1_T1_P042	0	5.285627e-01	7.333374e-01	0	0	0	2.179658e-01	1.237558e-01	0	0	0	0	0	0	0	7.338531e-01	0	4.890727e+00	2.115474e-01	4.204239e-02	0	9.933692e-01	1.361483e+00	2.712497e+00	2.729092e+00
COAD_62DDE2A9_D8F7_4DD6_BE50_CC208AE71FFC_X017_S05_L010_B1_T2_P040	0	5.726065e-01	7.989309e-01	0	0	0	2.297880e-01	1.269798e-01	0	0	0	0	0	0	0	8.774052e-01	0	4.794753e+00	2.031670e-01	0	0	9.368832e-01	1.399846e+00	3.605612e+00	3.112908e+00
COAD_64DC847B_9D5E_4484_B067_0B8B585B0DF8_X014_S07_L013_B1_T1_PMRG	1.106504e-01	1.413406e-01	1.806537e-01	1.080459e-01	8.978893e-02	2.420382e-01	4.287048e-01	0	0	1.154022e-02	1.378472e-01	0	0	0	1.034083e-01	0	0	3.134655e+00	0	0	6.152361e-02	0	0	7.457919e+00	4.105174e+00
COAD_64DC847B_9D5E_4484_B067_0B8B585B0DF8_X014_S07_L014_B1_T2_P037	1.020438e-01	1.997460e-01	1.929530e-01	1.027395e-01	7.686118e-02	2.248653e-01	3.903404e-01	0	0	2.960700e-02	1.492964e-01	0	0	0	1.880864e-02	0	0	3.131875e+00	0	0	2.352313e-02	0	0	7.276395e+00	3.947121e+00
COAD_73167300_8F3F_4ACB_B519_2897C285C63F_X010_S02_L051_B1_T1_P017	9.991873e-02	8.131354e-01	1.934063e-01	2.557218e-01	7.428505e-02	0	3.997972e-02	5.179360e-01	0	0	2.813815e-01	0	0	0	0	1.322334e+00	0	4.366768e+00	0	0	0	6.553004e-03	9.273906e-01	4.383735e+00	4.610291e+00
COAD_73167300_8F3F_4ACB_B519_2897C285C63F_X010_S02_L052_B1_T2_P019	9.840028e-02	8.204730e-01	1.808737e-01	2.525869e-01	5.757721e-02	0	2.142130e-02	5.220532e-01	1.072628e-02	0	2.634044e-01	0	0	0	0	1.348738e+00	0	4.343802e+00	0	0	0	0	9.244027e-01	4.457734e+00	4.597824e+00
COAD_74EF44ED_9B3A_4E21_9E86_6C753CF94F4F_X006_S03_L034_B1_T1_P012	0	2.240886e-01	5.053353e-01	1.912838e-01	1.400328e-01	3.001862e-02	3.880307e-02	0	0	0	3.348160e-01	4.139349e-01	2.725920e-02	0	0	4.830664e-01	6.339325e-02	1.476179e+00	0	0	2.180710e-01	0	2.192976e-01	1.006662e+01	6.719107e+00
COAD_74EF44ED_9B3A_4E21_9E86_6C753CF94F4F_X006_S03_L035_B1_T2_P012	0	3.273560e-01	5.775704e-01	1.997761e-01	1.769732e-01	0	0	0	0	0	2.634177e-01	6.005022e-01	8.292154e-02	0	0	5.217393e-01	7.320468e-02	1.430973e+00	0	0	1.814322e-01	0	3.007257e-01	1.086721e+01	6.611450e+00
COAD_77DDE147_7453_4E7A_A730_E2D408F968ED_X018_S06_L034_B1_T1_P045	0	0	1.101995e-01	4.978889e-02	0	8.963677e-02	8.065171e-02	0	0	0	1.845873e-01	5.319798e-04	2.691619e-01	0	0	7.870860e-01	0	1.206453e+00	0	0	1.163993e-01	1.743385e-01	1.216417e+00	6.676680e+00	2.901463e+00
COAD_77DDE147_7453_4E7A_A730_E2D408F968ED_X018_S06_L035_B1_T2_P046	0	7.382553e-02	7.877593e-02	7.407179e-02	4.316297e-02	7.878361e-02	7.263199e-02	9.233270e-03	0	3.244738e-04	1.813448e-01	0	7.985129e-02	0	0	9.638529e-01	0	1.252118e+00	0	0	4.168881e-02	8.901881e-02	1.261036e+00	6.959796e+00	3.218462e+00
COAD_7E54C176_FB16_4492_9688_2BCD0F421E56_X004_S07_L053_B1_T1_PMRG	0	2.867469e-01	3.318689e-01	0	8.173906e-03	0	1.076873e+00	0	0	0	2.438465e-01	0	4.468508e-01	0	0	0	0	3.523335e+00	0	0	1.647363e-01	0	0	6.419617e+00	4.225857e+00
COAD_7E54C176_FB16_4492_9688_2BCD0F421E56_X004_S07_L054_B1_T2_P007	0	2.777071e-01	3.337639e-01	0	4.928421e-02	0	9.219928e-01	0	0	0	2.740118e-01	0	3.714120e-01	0	0	0	0	3.515497e+00	0	0	9.435746e-02	0	0	6.498340e+00	4.382745e+00
COAD_8E38B9F2_90FA_4DA8_A332_7F8B75AD6C4A_X023_S08_L087_B1_T1_P057	5.238175e-02	1.832593e-01	4.527138e-01	1.723024e-01	7.020695e-02	9.545874e-01	4.386051e-01	0	3.199912e-02	0	2.999267e-01	0	8.226098e-02	0	0	8.313346e-01	5.881784e-01	1.783722e+00	0	0	1.028675e-01	0	0	6.692883e+00	5.604360e+00
