sampleID	D20.18_BRCA-Her2+	D29.14_Nonspecific	D28.6_UCEC	D29.25_Nonspecific	D28.23_TGCT	D28.16_Nonspecific	D29.10_PRAD	D29.22_SKCM	D28.19_LIHC	D29.27_LUAD	D28.11_BRCA-Chr8qAmp	D29.26_STAD+ESCA(Digestive)	D29.13_GBM+LGG	D27.13_BRCA-Luminal	D29.24_BLCA	D29.9_PCPG	D14.8_KIRC+KIRP(Pan-Kidney)	D21.5_COAD+STAD+ESCA(Pan-GI)	D27.24_BRCA-Basal	D21.12_THCA	D16.12_Pan-Squamous	D28.15_ACC	D29.18_NA	D29.1_NA	D20.2_NA
ACCx_025FE5F8_885E_433D_9018_7AE322A92285_X034_S09_L133_B1_T1_PMRG	0	2.648930e-01	0	6.062099e-02	1.051951e-01	8.622367e-01	1.351402e-02	6.818914e-02	0	0	0	0	3.346316e-02	0	0	2.843170e+00	1.143853e+00	0	0	0	0	5.717463e+00	9.267565e-01	2.284697e+00	1.145544e+00
ACCx_025FE5F8_885E_433D_9018_7AE322A92285_X034_S09_L134_B1_T2_PMRG	0	2.722954e-01	0	5.172169e-02	1.467541e-01	8.127295e-01	0	9.591711e-02	0	0	0	0	3.515417e-02	0	0	2.854352e+00	1.077050e+00	0	0	0	0	5.509090e+00	9.532566e-01	2.982277e+00	1.388757e+00
ACCx_2A5AE757_20D5_49B6_95FF_CAE08E8197A0_X012_S05_L033_B1_T1_P024	0	3.259070e-01	1.596595e-01	9.405825e-02	7.959631e-01	1.100685e+00	0	0	0	0	1.027960e+00	4.492867e-01	0	0	0	2.603461e+00	5.982212e-01	0	0	0	0	4.296077e+00	6.859422e-01	0	3.011238e+00
ACCx_2A5AE757_20D5_49B6_95FF_CAE08E8197A0_X012_S05_L034_B1_T2_P025	0	3.403409e-01	1.929782e-01	9.197007e-02	7.921059e-01	1.102524e+00	0	0	0	0	1.058046e+00	4.993348e-01	0	0	0	2.703509e+00	6.229482e-01	0	0	0	0	4.265558e+00	6.537664e-01	0	3.133810e+00
ACCx_3D0CD3BD_3960_46FB_92C3_777F11CCD0FC_X011_S06_L011_B1_T1_P024	0	0	0	0	5.797089e-01	1.137774e+00	0	0	8.398625e-03	2.399471e-01	0	0	6.093166e-02	0	0	2.436762e+00	1.077725e+00	0	0	1.720071e-01	0	4.058530e+00	9.619861e-01	2.410636e+00	1.210245e+00
ACCx_3D0CD3BD_3960_46FB_92C3_777F11CCD0FC_X011_S06_L012_B1_T2_P026	0	0	0	5.192297e-03	6.028271e-01	1.110024e+00	0	0	3.759773e-02	2.708427e-01	0	0	4.509422e-02	0	0	2.456431e+00	1.078990e+00	0	0	2.388490e-01	0	4.000302e+00	9.265151e-01	2.472133e+00	1.286907e+00
ACCx_4D0D43F5_D8F0_4735_92D5_F40E321C7A05_X010_S09_L065_B1_T1_P019	0	5.000155e-01	5.893757e-02	0	4.868275e-01	2.491087e-01	0	3.033309e-01	3.730720e-01	0	3.441508e-01	0	0	0	0	2.176980e+00	1.096210e-01	0	0	0	0	1.908646e+00	8.058195e-01	4.956927e+00	3.634130e+00
ACCx_4D0D43F5_D8F0_4735_92D5_F40E321C7A05_X010_S09_L066_B1_T2_P020	0	5.130592e-01	0	0	2.682948e-01	1.333281e-01	0	2.397716e-01	2.950269e-01	0	2.759920e-01	0	2.012052e-01	0	0	1.969912e+00	9.071145e-02	0	0	0	0	1.497940e+00	7.471099e-01	5.511125e+00	2.757279e+00
ACCx_81A262BD_3078_4BDB_8EB1_30DD6D7948C3_X027_S03_L081_B1_T1_P063	0	1.067110e+00	5.068544e-01	1.556588e-01	4.965279e-01	0	0	0	0	0	4.289493e-01	0	0	0	0	2.328837e+00	0	0	0	0	0	2.425325e+00	2.210041e+00	2.465694e+00	3.509299e+00
ACCx_81A262BD_3078_4BDB_8EB1_30DD6D7948C3_X027_S03_L082_B1_T2_P067	0	1.058673e+00	5.175491e-01	1.749764e-01	5.152390e-01	0	0	0	0	0	4.371967e-01	0	0	0	0	2.276570e+00	0	0	0	0	0	2.433466e+00	2.185026e+00	2.446922e+00	3.622021e+00
ACCx_B6E6F014_A599_4A58_A7A5_1F748471D662_X013_S12_L070_B1_T1_P026	0	2.858513e-01	1.407214e+00	1.434341e-01	9.751188e-01	4.012100e-01	0	1.135234e-01	1.345994e-01	0	0	0	0	0	0	2.524401e+00	5.209730e-01	0	0	2.755590e-01	2.031074e-01	1.339817e+00	1.879062e+00	2.498166e+00	3.684577e+00
ACCx_B6E6F014_A599_4A58_A7A5_1F748471D662_X013_S12_L071_B1_T2_PMRG	0	2.874659e-01	1.357776e+00	1.543653e-01	9.641967e-01	4.104162e-01	0	1.671684e-01	1.474169e-01	0	0	0	0	0	0	2.485794e+00	5.286360e-01	0	0	3.890121e-01	1.802994e-01	1.370217e+00	1.862783e+00	2.434849e+00	3.702120e+00
ACCx_B901534B_5E93_475A_91E7_B2DB7DFE98A5_X020_S02_L003_B1_T1_PMRG	0	5.620361e-01	6.958871e-02	0	9.438142e-01	1.089747e-01	0	0	0	0	1.401178e+00	0	5.979720e-01	0	0	2.521641e+00	0	0	0	0	0	3.862113e+00	1.039360e+00	1.048617e+00	3.481685e+00
ACCx_B901534B_5E93_475A_91E7_B2DB7DFE98A5_X020_S02_L004_B1_T2_PMRG	0	5.546669e-01	1.018679e-01	0	9.634824e-01	1.362029e-01	0	0	0	0	1.392169e+00	0	6.035306e-01	0	0	2.484965e+00	0	0	0	0	0	3.806376e+00	1.012892e+00	1.187429e+00	3.773471e+00
ACCx_EDEB779F_A603_479D_AAFE_428BC7E4B8DB_X038_S03_L077_B1_T1_P094	0	3.157586e-01	3.133884e-01	3.846427e-01	1.043672e+00	0	0	5.294008e-01	0	0	1.430699e+00	0	0	0	0	1.793019e+00	1.193125e+00	0	0	1.299951e-01	0	3.449692e+00	1.120482e+00	2.775100e+00	3.270747e+00
ACCx_EDEB779F_A603_479D_AAFE_428BC7E4B8DB_X038_S03_L078_B1_T2_P089	0	3.031986e-01	3.223953e-01	3.907534e-01	1.012820e+00	0	0	4.379006e-01	0	0	1.435995e+00	0	0	0	0	1.792251e+00	1.276222e+00	0	0	0	0	3.484012e+00	1.112254e+00	3.163395e+00	3.341130e+00
ACCx_FCE328BC_082C_4FC1_9F7E_500D07C78B9E_X035_S02_L003_B1_T1_PMRG	0	2.213271e-01	2.245179e-01	2.954330e-01	4.183934e-01	1.104528e+00	0	0	7.716652e-02	0	0	0	0	0	0	1.840796e+00	1.699892e+00	0	0	0	5.327305e-01	4.322277e+00	1.125967e+00	1.748653e-01	2.690729e+00
ACCx_FCE328BC_082C_4FC1_9F7E_500D07C78B9E_X035_S02_L004_B1_T2_PMRG	0	2.441739e-01	2.661498e-01	3.317558e-01	3.735430e-01	1.090468e+00	0	0	4.432678e-02	0	0	0	0	0	0	1.875129e+00	1.745440e+00	0	0	0	4.708923e-01	4.225581e+00	1.090640e+00	1.466051e+00	3.549044e+00
BLCA_1067A79F_15D6_4D64_BBC3_268BE15434A1_X019_S01_L048_B1_T1_P041	8.554097e-01	1.279455e+00	5.656015e-02	0	0	0	4.090784e-01	0	3.429571e-02	0	0	0	1.315318e-01	0	4.984533e+00	1.629187e+00	8.681856e-01	0	0	3.964496e-02	3.620382e+00	0	0	2.636440e-02	5.719059e+00
BLCA_1067A79F_15D6_4D64_BBC3_268BE15434A1_X019_S01_L049_B1_T2_P039	1.125107e+00	1.894665e+00	0	0	0	0	6.422267e-02	0	0	0	0	0	2.376554e-01	0	5.019064e+00	1.312605e+00	1.325423e+00	0	8.692897e-03	0	3.624112e+00	0	0	0	3.991518e+00
BLCA_3E71B261_9C29_4025_973A_3901B0826643_X009_S04_L031_B1_T1_P021	0	0	1.082856e-01	8.119260e-03	0	6.988899e-02	4.969296e-01	4.732392e-03	0	1.184216e-01	7.760438e-02	0	0	0	1.966591e+00	8.270172e-01	1.052911e-01	6.648724e-01	0	9.870076e-01	1.683801e+00	0	2.546132e-01	7.042299e+00	2.861168e+00
BLCA_3E71B261_9C29_4025_973A_3901B0826643_X009_S04_L032_B1_T2_P029	0	0	1.123411e-01	6.540140e-03	0	3.936038e-02	5.425865e-01	2.460813e-02	0	1.154725e-01	2.885427e-02	0	0	0	2.001881e+00	8.574540e-01	1.024899e-01	6.582099e-01	0	1.027243e+00	1.698165e+00	0	2.788715e-01	6.802827e+00	2.867530e+00
BLCA_6728BCB4_B161_41DD_BF27_16000A1A9A94_X018_S09_L040_B1_T1_P041	0	0	9.101957e-01	2.631710e-01	1.467217e-01	3.030914e-01	1.607880e-01	0	0	0	3.370725e-01	0	0	0	3.294755e+00	1.101984e+00	3.271138e-02	9.217697e-01	0	9.767521e-02	2.238574e+00	6.842847e-01	1.321962e+00	3.684852e+00	2.192796e+00
BLCA_6728BCB4_B161_41DD_BF27_16000A1A9A94_X018_S09_L041_B1_T2_P039	0	0	9.419387e-01	2.611464e-01	1.653107e-01	2.351807e-01	2.042327e-01	0	0	0	3.593445e-01	0	0	0	3.338724e+00	1.142577e+00	2.628252e-01	8.238348e-01	0	0	2.180509e+00	7.001324e-01	1.532712e+00	4.570251e+00	2.262422e+00
BLCA_6E1FF9EA_8875_439E_AF5A_A7B7DDFB247C_X022_S12_L068_B1_T1_P051	0	0	2.039943e+00	7.063623e-01	2.673535e-01	3.766586e-01	2.174097e-02	0	0	0	8.605177e-01	0	0	0	3.480376e+00	8.432799e-01	4.922737e-01	0	0	0	2.524597e+00	3.868474e-02	1.613658e+00	4.075365e+00	2.421703e+00
BLCA_6E1FF9EA_8875_439E_AF5A_A7B7DDFB247C_X022_S12_L069_B1_T2_P047	0	0	1.969007e+00	7.098839e-01	3.528492e-01	3.928463e-01	0	0	0	0	8.233569e-01	0	0	0	3.431930e+00	8.263621e-01	3.362637e-01	0	0	2.983287e-02	2.482000e+00	1.174450e-03	1.605756e+00	4.395260e+00	2.570280e+00
BLCA_6F874813_E05A_438A_A1CE_71B8A78C173E_X006_S09_L048_B1_T1_PMRG	0	0	7.221870e-01	5.450603e-01	0	0	2.272908e-01	0	0	6.464816e-01	9.416899e-01	0	0	0	2.110841e+00	0	0	0	0	0	1.510778e+00	1.778662e-01	5.106138e+00	3.947754e+00	3.409092e+00
BLCA_6F874813_E05A_438A_A1CE_71B8A78C173E_X006_S09_L049_B1_T2_P011	0	9.049618e-03	8.611563e-01	5.949237e-01	0	0	6.101510e-01	0	0	4.189499e-01	9.997857e-01	0	0	0	2.240549e+00	0	0	0	0	0	1.641443e+00	3.403913e-01	5.382543e+00	2.334503e+00	2.750394e+00
BLCA_761A45CF_D6D2_46EA_93EC_5238A95517B8_X013_S06_L059_B1_T1_P024	0	5.895444e-01	1.490084e+00	0	2.614255e-01	2.219431e-01	0	0	0	0	7.053921e-01	0	0	0	3.754151e+00	0	0	0	2.714074e-01	0	2.831111e+00	0	1.347530e+00	3.361166e+00	1.976120e+00
BLCA_761A45CF_D6D2_46EA_93EC_5238A95517B8_X013_S06_L060_B1_T2_P027	0	6.354012e-01	1.503483e+00	0	2.840783e-01	2.056887e-01	0	2.778831e-02	0	0	7.256457e-01	0	0	0	3.712503e+00	2.178100e-02	0	0	2.401845e-01	0	2.804416e+00	0	1.405545e+00	3.780741e+00	2.104395e+00
BLCA_795D3511_E7DB_456E_9D80_4EE5B50B66E1_X021_S08_L038_B1_T1_P054	0	2.495257e-01	2.307290e+00	0	2.390647e-02	0	1.626660e-01	0	0	0	2.342455e-01	7.881680e-01	0	0	1.905685e+00	1.507640e-01	0	0	7.907946e-01	0	8.300992e-01	1.208378e-01	1.299420e+00	3.858829e+00	2.674824e+00
BLCA_795D3511_E7DB_456E_9D80_4EE5B50B66E1_X021_S08_L039_B1_T2_P052	0	1.988682e-01	2.255823e+00	0	7.100173e-02	0	1.283962e-01	0	0	5.588719e-02	2.255645e-01	6.997743e-01	0	0	1.927694e+00	1.598435e-01	0	0	7.773795e-01	0	8.110949e-01	9.922168e-02	1.250105e+00	3.657434e+00	2.653425e+00
BLCA_C1820F13_D6CF_4BCF_A842_A01D6E6C61EB_X009_S10_L043_B1_T1_P017	1.326047e-01	2.451128e-01	4.231362e-01	5.640765e-02	2.846256e-01	0	1.008529e+00	5.907328e-02	0	0	3.216308e-01	0	0	0	1.877158e+00	4.619362e-01	0	6.966394e-01	0	6.844444e-01	5.169089e-01	0	5.510357e-01	5.287359e+00	3.381123e+00
BLCA_C1820F13_D6CF_4BCF_A842_A01D6E6C61EB_X009_S10_L044_B1_T2_P016	1.275457e-01	2.679441e-01	4.338514e-01	7.155382e-02	2.892614e-01	0	9.920126e-01	6.480061e-02	0	0	3.174571e-01	0	0	0	1.852475e+00	4.934283e-01	0	6.986280e-01	0	6.654987e-01	5.035158e-01	0	5.470389e-01	5.483349e+00	3.467906e+00
BLCA_CC57A8ED_A5DB_4ADA_A038_ABE5AA7A6A2B_X023_S04_L079_B1_T1_P056	0	4.975595e-01	4.610373e-01	2.993894e-01	0	0	4.859116e-02	0	0	0	3.004910e-01	2.742050e-01	0	2.127655e-01	2.919732e+00	6.311512e-01	1.239217e+00	3.085843e-01	0	0	2.571522e+00	0	1.869062e+00	6.230139e+00	2.530745e+00
BLCA_CC57A8ED_A5DB_4ADA_A038_ABE5AA7A6A2B_X023_S04_L080_B1_T2_P055	0	4.190556e-01	4.200448e-01	2.573278e-01	0	0	0	0	0	0	2.289851e-01	1.824191e-01	0	2.753181e-01	3.042712e+00	5.808464e-01	9.241216e-01	4.785353e-01	0	3.628020e-01	2.632969e+00	0	1.814334e+00	5.598642e+00	2.248694e+00
BLCA_CC5A9968_1F7F_4698_B483_1D426BF00AE3_X017_S12_L023_B1_T1_P042	7.945061e-03	2.329495e+00	1.201135e+00	0	3.977454e-01	0	0	0	0	0	9.193502e-01	0	5.592817e-01	0	7.942904e-02	1.113394e+00	1.380475e-01	4.892406e-01	0	0	1.124784e+00	4.111062e-01	2.343620e-01	3.657843e+00	3.696682e+00
BLCA_CC5A9968_1F7F_4698_B483_1D426BF00AE3_X017_S12_L024_B1_T2_P044	1.881831e-02	2.238714e+00	1.178955e+00	0	4.085986e-01	0	0	0	0	0	9.156215e-01	0	5.073499e-01	0	2.898014e-02	1.103319e+00	0	5.598104e-01	0	0	1.144717e+00	4.035726e-01	2.033771e-01	3.225198e+00	3.741575e+00
BRCA_000CFD9F_ADDF_4304_9E60_6041549E189C_X017_S06_L011_B1_T1_P040	0	1.163501e+00	1.448825e+00	0	0	4.717277e-01	0	1.515046e-01	2.147302e-01	0	8.119725e-03	2.923006e-01	0	4.556287e+00	3.408852e-01	6.135487e-01	6.276565e-01	1.908201e-02	0	2.533528e-01	4.007111e-01	3.043475e-01	0	2.197404e+00	7.247297e-01
BRCA_000CFD9F_ADDF_4304_9E60_6041549E189C_X017_S06_L012_B1_T2_P046	0	1.248519e+00	1.482679e+00	0	0	4.354261e-01	0	1.724986e-01	2.261824e-01	0	0	3.476553e-01	0	4.640582e+00	2.878382e-01	7.346525e-01	6.701139e-01	0	0	8.978367e-02	3.408543e-01	2.127850e-01	0	2.587961e+00	7.235716e-01
BRCA_01112370_4F6F_4A20_9BE0_7975C3465268_X017_S04_L007_B1_T1_P042	0	4.081873e-01	1.847519e+00	0	2.061622e-01	8.165454e-01	0	0	0	0	7.317132e-01	0	0	0	0	0	0	0	4.340711e+00	0	0	3.660763e-01	4.941987e-01	2.801473e+00	1.899611e+00
BRCA_01112370_4F6F_4A20_9BE0_7975C3465268_X017_S04_L008_B1_T2_P044	0	4.085598e-01	1.807424e+00	0	1.949212e-01	8.246730e-01	0	0	0	0	7.120536e-01	0	0	0	0	0	0	0	4.363338e+00	0	0	3.813477e-01	4.708402e-01	2.308017e+00	1.724987e+00
BRCA_0142AAAC_FFE8_43B7_AB99_02F7A1740567_X022_S06_L057_B1_T1_P050	0	0	1.374593e+00	1.071013e-01	0	4.217904e-01	7.389104e-01	3.192130e-02	0	0	3.505245e-02	0	2.641198e-01	1.973980e+00	0	1.960634e-02	6.174692e-01	0	3.655721e-01	6.243193e-01	1.683609e-02	4.539091e-01	0	5.875183e+00	2.649486e+00
BRCA_0142AAAC_FFE8_43B7_AB99_02F7A1740567_X022_S06_L058_B1_T2_P051	0	3.091915e-02	1.333605e+00	1.118806e-01	0	4.113039e-01	7.478411e-01	7.337164e-02	0	0	2.145031e-02	0	2.295996e-01	1.891082e+00	0	1.485087e-01	6.271764e-01	0	3.422831e-01	5.798729e-01	0	3.829400e-01	0	6.295442e+00	2.818986e+00
BRCA_037238B0_8FB6_4ECC_9970_93E84F9286EF_X005_S09_L020_B1_T1_P015	0	3.237300e-01	1.090733e-01	9.053674e-02	3.747231e-02	0	1.103299e+00	1.732236e-01	7.160271e-02	0	0	0	0	1.687145e+00	0	9.074149e-01	1.856737e-01	0	9.164903e-02	6.480995e-01	0	5.784790e-02	4.012206e-01	7.349455e+00	3.321804e+00
BRCA_037238B0_8FB6_4ECC_9970_93E84F9286EF_X005_S09_L021_B1_T2_P014	0	3.119762e-01	9.432910e-02	8.448308e-02	3.884264e-02	0	1.137429e+00	1.304743e-01	8.637054e-02	0	0	0	0	1.642988e+00	0	9.249614e-01	2.279892e-01	0	8.676410e-02	6.231672e-01	0	2.324952e-02	3.868981e-01	7.441581e+00	3.288822e+00
BRCA_08499A64_3FD8_4E62_AF08_3C66AF93CAE7_X003_S05_L027_B1_T1_P003	0	4.405038e-01	3.141679e+00	5.152088e-02	0	0	1.111287e+00	5.360032e-02	0	0	0	0	6.967360e-02	2.497287e+00	0	3.782385e-01	0	0	0	0	0	0	0	4.850209e+00	3.793542e+00
BRCA_08499A64_3FD8_4E62_AF08_3C66AF93CAE7_X003_S05_L028_B1_T2_P003	0	3.819777e-01	3.288108e+00	0	0	0	1.217602e+00	0	0	0	0	0	2.313913e-01	2.631950e+00	0	2.435296e-01	0	0	0	0	0	0	0	4.563996e+00	3.392739e+00
BRCA_08891EB8_2C41_400C_8A66_BEE040CCA71D_X011_S12_L023_B1_T1_P027	3.445171e+00	1.976077e+00	1.105766e+00	1.125888e-01	7.720882e-02	0	5.972526e-01	0	0	0	6.884440e-01	0	0	2.540882e+00	0	6.639834e-01	0	0	0	0	0	2.170416e-01	2.654713e-01	4.015603e+00	1.497464e+00
BRCA_08891EB8_2C41_400C_8A66_BEE040CCA71D_X011_S12_L024_B1_T2_P029	3.438728e+00	1.984595e+00	1.094610e+00	9.940070e-02	8.600844e-02	0	6.085028e-01	0	0	0	7.078591e-01	0	0	2.571924e+00	0	6.711250e-01	0	0	0	0	0	1.966126e-01	2.579059e-01	3.807947e+00	1.467327e+00
BRCA_11AAB1D2_D77B_42AA_AA32_786A597B9797_X003_S06_L029_B1_T1_P002	2.328244e+00	9.926506e-01	2.363615e+00	0	5.113254e-01	0	8.129657e-01	2.225849e-01	0	0	7.433601e-01	0	0	2.536888e+00	0	4.258877e-01	0	0	2.029713e-01	0	0	0	8.755145e-01	3.111067e+00	2.175302e+00
BRCA_11AAB1D2_D77B_42AA_AA32_786A597B9797_X003_S06_L030_B1_T2_P002	2.299006e+00	1.012529e+00	2.351340e+00	0	5.421403e-01	0	7.864259e-01	2.356094e-01	0	0	7.454063e-01	0	0	2.577321e+00	0	4.435567e-01	0	0	1.948608e-01	0	0	0	8.661545e-01	3.000979e+00	2.220971e+00
BRCA_11D015DD_1250_48BC_8B5D_3262C97F164B_X012_S08_L039_B1_T1_P029	2.080363e+00	2.197348e+00	1.023577e+00	5.473817e-01	2.386742e-01	0	2.294507e-01	0	0	0	1.347483e+00	0	0	2.690299e+00	0	1.278124e+00	4.244173e-01	0	0	0	0	4.650190e-01	8.413714e-01	4.066243e+00	1.682313e+00
BRCA_11D015DD_1250_48BC_8B5D_3262C97F164B_X012_S08_L040_B1_T2_P022	2.164399e+00	2.181997e+00	1.041577e+00	5.401929e-01	2.254375e-01	0	1.973950e-01	0	0	0	1.363566e+00	0	0	2.780375e+00	0	1.257790e+00	4.697111e-01	0	0	0	0	5.101203e-01	7.929595e-01	3.871258e+00	1.476596e+00
BRCA_1253F1AD_60FD_4536_97A8_E84B756E5E52_X004_S05_L051_B1_T1_P007	0	1.955768e-01	1.726837e-01	1.622730e-01	2.988373e-02	1.097577e-01	4.101938e-01	2.585529e-01	0	0	3.335653e-02	0	3.867532e-01	1.013568e+00	1.516676e-01	8.224105e-01	4.583486e-01	0	4.342602e-01	5.822606e-01	4.074349e-01	2.310591e-01	2.618764e-01	6.884913e+00	2.344570e+00
BRCA_14AD76EE_12F9_40B3_8DCD_4A256E02CF8D_X020_S12_L022_B1_T1_P053	0	1.062592e+00	4.802570e-01	9.435604e-01	3.269416e-01	0	1.563013e-01	0	1.821664e-01	0	1.751176e+00	0	0	2.553240e+00	0	3.558227e-01	0	0	3.981827e-01	0	0	0	6.284510e-01	4.282555e+00	2.209682e+00
BRCA_14AD76EE_12F9_40B3_8DCD_4A256E02CF8D_X020_S12_L023_B1_T2_P054	0	1.044166e+00	4.791022e-01	9.233268e-01	3.251583e-01	0	1.845073e-01	0	1.954397e-01	0	1.730628e+00	0	0	2.529549e+00	0	3.699343e-01	0	0	3.830196e-01	0	0	0	6.498281e-01	3.983854e+00	2.190588e+00
BRCA_1B6783CB_7D24_4D13_908A_19CCAD4CFF34_X002_S06_L011_B1_T1_P001	0	9.761449e-01	1.371721e+00	1.497259e+00	1.109377e-01	7.327051e-02	7.394464e-01	0	0	0	6.639639e-02	0	0	2.671472e+00	0	9.057893e-01	2.105511e-01	0	0	1.580130e-01	3.882016e-01	4.144639e-01	1.260204e-01	5.179577e+00	1.972655e+00
BRCA_1B6783CB_7D24_4D13_908A_19CCAD4CFF34_X002_S06_L012_B1_T2_P001	0	9.685867e-01	1.345287e+00	1.498575e+00	1.252554e-01	1.065844e-01	7.120003e-01	0	0	0	1.167054e-01	0	0	2.590128e+00	0	8.331863e-01	2.536287e-01	0	0	2.207742e-01	3.745966e-01	4.175019e-01	1.101699e-01	5.246115e+00	2.111722e+00
BRCA_1BD15E25_9CE5_49AB_ADCF_41F857F3468D_X021_S04_L030_B1_T1_P054	0	6.824506e-01	1.310309e+00	6.507376e-01	2.033659e-01	2.641069e-01	0	3.780638e-01	0	1.552269e-01	1.128619e+00	0	2.877828e-01	0	0	2.133731e-01	0	0	1.558196e+00	0	1.121753e-01	0	3.150403e-01	4.945298e+00	2.852904e+00
BRCA_1BD15E25_9CE5_49AB_ADCF_41F857F3468D_X021_S04_L031_B1_T2_P053	0	6.914776e-01	1.299426e+00	6.546114e-01	1.749521e-01	3.139414e-01	0	3.480909e-01	0	1.697408e-01	1.143843e+00	0	3.295709e-01	0	0	1.819270e-01	0	0	1.545007e+00	0	1.634887e-01	0	2.874079e-01	4.873369e+00	2.813420e+00
BRCA_1D939DC3_EF0C_40BF_BC60_8C5D46345265_X021_S01_L024_B1_T1_P051	3.058591e+00	1.240932e+00	1.264366e-01	3.337018e-01	2.791486e-01	2.614888e-01	3.872279e-01	7.931484e-02	2.960507e-02	0	1.379469e-01	0	0	2.697505e+00	1.498862e-01	3.560807e-01	0	0	8.268231e-01	0	0	2.336925e-01	0	3.959993e+00	3.382928e+00
BRCA_1D939DC3_EF0C_40BF_BC60_8C5D46345265_X021_S01_L025_B1_T2_P052	2.994972e+00	1.255136e+00	1.442130e-01	3.117651e-01	3.061096e-01	2.509013e-01	3.692092e-01	1.103309e-01	4.940601e-02	0	1.440335e-01	0	0	2.661694e+00	1.654117e-01	3.932536e-01	0	0	8.091580e-01	1.535609e-03	0	2.338000e-01	0	4.081146e+00	3.516854e+00
BRCA_1FF8A889_24D2_4439_8BB4_C9AB39B7EE23_X005_S12_L028_B1_T1_P011	8.205695e-01	1.258195e+00	1.332739e-01	6.982330e-01	8.635893e-02	0	4.881441e-01	0	0	0	5.815148e-01	4.850792e-01	0	3.311413e+00	0	6.987812e-01	0	0	0	0	0	1.048634e-01	4.584690e-01	5.590065e+00	3.132573e+00
BRCA_1FF8A889_24D2_4439_8BB4_C9AB39B7EE23_X005_S12_L029_B1_T2_PMRG	9.754765e-01	1.197004e+00	8.185964e-02	6.742046e-01	1.228998e-01	0	4.948313e-01	9.030055e-03	0	0	4.891576e-01	3.190186e-01	0	3.901928e+00	0	5.634267e-01	0	0	0	0	0	7.597904e-02	2.806353e-01	3.936480e+00	2.260970e+00
BRCA_2106DD3A_1909_46E8_82BD_865333A12F8E_X013_S09_L065_B1_T1_P029	0	2.020213e-01	6.762274e-02	1.276915e-01	2.000264e-01	0	9.314814e-01	3.443156e-01	0	0	0	0	2.576974e-01	1.226611e+00	0	3.528160e-01	1.075553e-01	0	5.665965e-01	9.485035e-01	1.866307e-01	9.935269e-02	1.897096e-01	6.317338e+00	3.033934e+00
BRCA_257C1DDD_D646_4F59_BCEE_1403A58BBD80_X023_S06_L083_B1_T1_P056	0	2.344343e-01	2.854913e-01	0	0	0	1.885746e-01	5.594622e-01	0	0	1.134765e+00	1.745388e-01	1.475454e-01	3.610432e-01	0	0	0	0	1.324575e+00	4.800767e-01	9.911465e-01	6.040917e-01	0	3.765325e+00	3.324237e+00
BRCA_257C1DDD_D646_4F59_BCEE_1403A58BBD80_X023_S06_L084_B1_T2_PMRG	0	2.609768e-01	3.916846e-01	0	0	0	2.361556e-01	2.295346e-01	0	0	1.233741e+00	4.956328e-01	5.995947e-01	2.263126e-01	0	3.742814e-02	0	0	1.181785e+00	0	8.481170e-01	5.193920e-01	0	6.447092e+00	4.525185e+00
BRCA_294C77E4_79D8_4383_8780_324F3DBB1839_X016_S02_L049_B1_T1_PMRG	0	2.168817e+00	1.277163e+00	6.054107e-01	1.126910e-01	5.083419e-02	1.231741e+00	0	0	0	0	0	0	1.482484e+00	0	1.054397e+00	2.896170e-01	0	0	0	0	5.355783e-01	4.495526e-01	5.294387e+00	2.168199e+00
BRCA_294C77E4_79D8_4383_8780_324F3DBB1839_X016_S02_L050_B1_T2_P035	0	2.134368e+00	1.212270e+00	5.794834e-01	2.263178e-01	7.316318e-03	1.133350e+00	0	0	0	0	0	0	1.624245e+00	0	9.906811e-01	8.764312e-02	0	0	0	0	5.098891e-01	4.816518e-01	5.149404e+00	2.116722e+00
BRCA_2A65DC63_F8CC_4EF4_AB23_3F5FD880FB5E_X018_S08_L038_B1_T1_P044	0	1.113789e-01	1.928210e+00	1.806757e-01	3.281693e-01	8.566564e-02	3.098785e-01	1.102154e+00	0	0	1.966360e+00	0	5.448117e-01	0	0	6.556391e-01	0	0	1.867674e+00	0	0	0	5.595773e-01	2.898641e+00	2.164875e+00
BRCA_2A65DC63_F8CC_4EF4_AB23_3F5FD880FB5E_X018_S08_L039_B1_T2_P043	0	1.119955e-01	1.906212e+00	1.705014e-01	3.453298e-01	6.475341e-02	3.210877e-01	1.126562e+00	0	0	1.934311e+00	0	5.204787e-01	0	0	6.197967e-01	0	0	1.850690e+00	0	0	0	5.922196e-01	2.999300e+00	2.118172e+00
BRCA_2C46607F_72A2_4B40_A311_E1F29C59DCFA_X010_S01_L049_B1_T1_P016	4.180782e-01	1.203565e+00	4.591589e-01	6.879968e-01	5.346633e-01	0	5.010475e-01	0	4.278452e-02	0	5.062841e-01	0	0	3.079327e+00	0	1.033442e-01	0	0	1.661090e+00	0	0	0	7.398206e-01	3.188931e+00	1.576656e+00
BRCA_2C46607F_72A2_4B40_A311_E1F29C59DCFA_X010_S01_L050_B1_T2_P019	4.135679e-01	1.176088e+00	4.269120e-01	6.938547e-01	5.250172e-01	0	4.859867e-01	0	6.283003e-02	0	4.657563e-01	0	0	3.153574e+00	0	4.987840e-02	0	0	1.666669e+00	0	0	0	6.616364e-01	2.911712e+00	1.467132e+00
