sampleID	D13.3_CAR-HPX	D15.6_CHAN-INTERFERON-PRODUCING-DENDRITIC-CELL	D16.14_GNF2-TTN	D12.9_GNF2-SERPINI2	D25.2_SCHLOSSER-MYC-AND-SERUM-RESPONSE-SYNERGY	D17.2_REACTOME-OLFACTORY-SIGNALING-PATHWAY	D11.5_JIANG-CORE-DUPLICON-GENES	D16.2_FINETTI-BREAST-CANCER-KINOME-RED	D13.11_NAKAMURA-LUNG-CANCER-DIFFERENTIATION-MARKERS	D15.7_FARMER-BREAST-CANCER-CLUSTER-5	D18.12_NIELSEN-LEIOMYOSARCOMA-CNN1-UP	D20.17_XENOBIOTIC-METABOLIC-PROCESS	D22.17_GNF2-TM4SF2	D20.11_GNF2-CDH3	D16.10_JIANG-CORE-DUPLICON-GENES	D22.4_REACTOME-OLFACTORY-SIGNALING-PATHWAY
PDX_64486	8.094735e-02	2.816605e-02	7.204059e-02	5.332208e-02	1.962059e-01	1.579253e-01	1.414653e-01	4.544650e-01	0	4.047725e-02	0	1.523237e-01	2.538084e-02	2.669947e-01	1.668898e-01	1.577584e-01
PDX_64484	8.306034e-02	1.882734e-02	5.572857e-02	2.267770e-02	1.731681e-01	1.896733e-01	1.486162e-01	4.708538e-01	2.641796e-02	1.777101e-02	0	1.841086e-01	3.815071e-03	2.516511e-01	2.002326e-01	1.679472e-01
PDX_64489	7.106544e-02	3.687156e-01	4.338229e-02	6.075137e-02	1.795351e-01	2.272202e-01	1.254741e-01	5.037312e-01	0	0	0	2.302100e-02	0	5.840186e-02	2.266744e-01	1.994169e-01
PDX_73519	5.946066e-02	3.068037e-02	8.318031e-02	5.832867e-03	1.478068e-01	2.035237e-01	1.312639e-01	4.510516e-01	5.131945e-02	4.391724e-02	0	2.584276e-01	0	2.000764e-01	2.078166e-01	1.577268e-01
PDX_72526	7.196308e-02	4.110467e-02	5.358609e-02	5.700064e-02	1.503519e-01	1.858387e-01	1.341271e-01	4.630731e-01	3.342674e-02	3.217782e-02	0	1.724759e-01	1.085996e-02	2.325316e-01	2.006819e-01	1.856853e-01
PDX_64487	8.288852e-02	3.212125e-01	5.087508e-02	6.067457e-02	1.864393e-01	2.665302e-01	1.492301e-01	4.964876e-01	0	0	0	3.695016e-02	0	7.157268e-02	1.994396e-01	2.344779e-01
PDX_64488	9.289240e-02	2.058165e-02	6.927945e-02	4.312322e-02	1.847651e-01	1.917511e-01	1.263034e-01	4.671818e-01	4.443553e-02	4.968977e-03	0	1.826612e-01	1.295423e-02	2.256544e-01	1.756201e-01	1.821142e-01
PDX_73521	4.490757e-02	1.529572e-02	8.288475e-02	7.836589e-03	1.467981e-01	2.213586e-01	1.169949e-01	5.163938e-01	9.140075e-02	5.480547e-02	0	1.505710e-02	0	3.468891e-01	1.842761e-01	1.791272e-01
PDX_64483	1.021250e-01	9.275418e-02	8.018960e-02	1.794765e-01	2.522177e-01	4.079480e-01	2.815519e-01	2.244109e-01	0	9.445902e-02	0	2.875033e-02	5.277541e-02	2.838878e-02	1.357976e-01	3.615995e-01
PDX_64485	8.270857e-02	3.166079e-02	5.998012e-02	3.229936e-02	1.792915e-01	1.801612e-01	1.237635e-01	4.682636e-01	0	0	0	2.611921e-01	1.542404e-02	1.725472e-01	1.856442e-01	1.781390e-01
PDX_76502	8.424422e-02	3.947477e-02	4.682455e-02	4.942659e-02	2.478130e-01	2.855532e-01	1.584510e-01	4.108744e-01	0	0	0	2.281573e-01	0	1.517658e-01	1.333213e-01	2.792395e-01
PDX_67291	7.605281e-02	1.164279e-02	6.373006e-02	3.073758e-02	1.782175e-01	3.264242e-01	1.580607e-01	4.921518e-01	6.596296e-02	6.226182e-02	0	1.706036e-02	5.142328e-04	2.908704e-01	1.471167e-01	2.276908e-01
PDX_67292	9.711121e-02	9.928536e-03	4.742834e-02	4.740616e-02	1.872885e-01	3.913574e-01	1.770423e-01	4.750510e-01	1.036863e-01	3.921579e-02	0	0	5.743301e-04	2.347430e-01	1.566730e-01	2.474960e-01
PDX_73518	6.847784e-02	6.460525e-02	6.286397e-02	1.793078e-02	1.734728e-01	2.273523e-01	1.171186e-01	4.542392e-01	0	0	0	2.669745e-01	1.669514e-02	2.072800e-01	1.879328e-01	1.951739e-01
PDX_67293	8.632657e-02	1.228497e-02	5.960208e-02	3.650971e-02	1.737941e-01	3.347844e-01	1.190493e-01	5.180648e-01	1.014201e-01	4.868890e-02	0	2.332536e-03	0	2.651475e-01	1.370522e-01	2.081101e-01
PDX_73520	7.447227e-02	2.286517e-02	7.823968e-02	1.635430e-02	1.778310e-01	2.146895e-01	2.003465e-01	4.331267e-01	0	0	0	2.872407e-01	1.100801e-02	1.484941e-01	2.080172e-01	1.907592e-01
PDX_72527	6.595564e-02	5.959433e-02	6.613777e-02	5.287861e-02	1.604201e-01	1.999591e-01	1.285178e-01	4.618438e-01	9.474828e-03	3.038888e-02	0	1.811795e-01	6.421274e-03	2.037016e-01	1.840306e-01	1.880102e-01
PDX_73522	4.059924e-02	1.220328e-02	9.195843e-02	0	1.559219e-01	2.330993e-01	1.328505e-01	5.122422e-01	4.018233e-02	1.086333e-01	0	2.467015e-02	0	3.127138e-01	1.631645e-01	1.885386e-01
Pancreas_46588	7.422808e-02	2.086108e-01	3.861334e-02	4.327083e-02	2.043646e-01	3.968946e-01	9.264941e-02	3.299295e-01	2.687907e-02	3.828488e-02	1.114064e-01	3.052140e-01	2.998140e-02	0	1.322319e-01	3.589489e-01
Pancreas_47586	6.345877e-02	9.526279e-02	5.844278e-02	3.015906e-02	1.987427e-01	4.384707e-01	2.191639e-01	3.915806e-01	2.438510e-02	1.743726e-02	0	2.523482e-01	0	0	8.101243e-02	4.705270e-01
Plastic_54018	7.452460e-02	5.538429e-02	5.695592e-02	0	2.030123e-01	3.228238e-01	3.679420e-02	5.702620e-01	1.909713e-02	2.044074e-03	1.541750e-03	0	0	2.816839e-01	7.940215e-02	2.934655e-01
Plastic_54276	8.036340e-02	1.749771e-03	6.899036e-02	4.878465e-02	1.751495e-01	2.535039e-01	9.581914e-02	5.498928e-01	2.002988e-02	0	0	5.795762e-02	4.794310e-03	2.437619e-01	1.471695e-01	2.656452e-01
Plastic_54277	5.302234e-02	4.406746e-02	5.671429e-02	2.092544e-02	1.677823e-01	2.518624e-01	1.171163e-01	6.106229e-01	2.866515e-03	0	0	0	0	2.986200e-01	1.920928e-01	2.707755e-01
Plastic_54019	1.124208e-01	1.573415e-02	4.264790e-02	3.550276e-02	1.777274e-01	2.851659e-01	4.525980e-02	5.722191e-01	4.952011e-02	3.277567e-03	0	0	0	2.708869e-01	1.305333e-01	2.409647e-01
Plastic_54023	6.877806e-02	4.408220e-02	4.294192e-02	0	1.928426e-01	3.089639e-01	2.701234e-02	5.905116e-01	9.287626e-03	0	0	9.710539e-03	0	2.930221e-01	8.832420e-02	2.800169e-01
Plastic_54246	8.634979e-02	2.381579e-02	3.423148e-02	0	1.972545e-01	3.074335e-01	7.475168e-02	5.666134e-01	0	0	0	9.855573e-02	0	2.715578e-01	1.102725e-01	2.593717e-01
Plastic_54278	6.430724e-02	3.546377e-02	9.361982e-02	0	2.020224e-01	2.628513e-01	1.237008e-01	5.860177e-01	1.886289e-02	2.121266e-02	1.495594e-04	0	0	1.507658e-01	8.827097e-02	2.655495e-01
Plastic_51251	8.633946e-02	1.254482e-03	3.316759e-02	0	1.248789e-01	4.508782e-01	7.566308e-02	5.558642e-01	3.277634e-02	1.443050e-02	0	8.178336e-03	4.932993e-03	1.644814e-01	1.359521e-01	2.848524e-01
Pancreas_64506	6.758488e-02	1.317584e-01	5.623749e-02	1.108659e-01	2.045841e-01	2.213468e-01	9.550758e-02	4.110066e-01	1.134597e-02	0	0	3.326807e-01	5.115185e-02	5.043970e-02	1.932103e-01	2.177505e-01
Pancreas_47973	3.925363e-02	8.131183e-02	3.420679e-02	2.601775e-02	2.351732e-01	4.225402e-01	1.941585e-01	3.812731e-01	0	0	0	2.142666e-01	0	1.325408e-01	1.300501e-01	3.687903e-01
LN_53841	3.594914e-02	2.543759e-01	9.914645e-02	0	1.693233e-01	3.366960e-01	1.863254e-01	2.457168e-01	9.526139e-02	8.965641e-02	3.230111e-01	1.181519e-02	1.163746e-01	2.318111e-02	2.040794e-01	2.306368e-01
Diaphragm_49083	6.499914e-02	1.423253e-01	1.742952e-01	0	2.472881e-01	3.347427e-01	2.834736e-01	2.676441e-01	3.358520e-04	2.012851e-01	8.403026e-02	9.247592e-02	0	1.571657e-01	8.511504e-02	2.572192e-01
Fat_53844	4.113486e-02	1.729124e-01	9.510183e-02	4.427212e-04	1.586635e-01	2.865409e-01	1.873244e-01	2.744335e-01	1.022254e-01	2.035174e-01	3.022766e-01	5.518809e-02	2.979694e-03	6.704061e-02	2.155020e-01	2.834964e-01
Liver_49085	7.231170e-01	1.859652e-01	4.843642e-02	0	2.768196e-01	3.876740e-01	2.158156e-01	1.625232e-01	6.447050e-02	8.712163e-02	5.557497e-02	1.910442e-04	0	3.290991e-02	8.944936e-02	3.713234e-01
Liver_49086	3.698541e-01	1.399310e-01	5.204420e-02	2.368930e-03	2.183899e-01	3.712318e-01	2.059824e-01	2.689727e-01	5.849182e-02	2.036962e-01	4.089117e-02	4.216017e-02	1.604608e-03	1.140970e-01	1.322292e-01	3.262599e-01
Lung_53846	1.024289e-01	7.934095e-02	1.247691e-01	2.160252e-02	1.681166e-01	2.869852e-01	5.724738e-02	3.394701e-01	6.151898e-01	8.341733e-02	0	8.412193e-02	1.701778e-03	6.272340e-02	2.069104e-01	2.888191e-01
Lung_53847	8.248513e-02	7.478139e-02	8.454149e-02	1.755891e-02	1.849610e-01	3.571892e-01	3.301235e-01	2.679545e-01	3.075312e-01	8.390800e-02	5.958305e-03	1.128247e-01	1.392321e-03	4.984564e-02	2.663833e-01	3.503871e-01
Colon_49084	5.677599e-02	1.547912e-01	9.508905e-02	0	2.541906e-01	3.762136e-01	4.304347e-01	1.306278e-01	5.897874e-02	1.492488e-01	2.826623e-01	3.340259e-02	1.043717e-02	6.927108e-02	2.150177e-01	3.572810e-01
Liver_54176	6.645359e-01	1.072514e-01	5.179538e-02	1.041105e-02	1.989527e-01	2.701877e-01	1.038333e-01	3.031388e-01	3.092229e-02	1.531871e-01	4.321246e-02	7.040866e-02	1.579817e-02	8.549414e-02	1.599913e-01	2.346891e-01
Vessel_49350	8.571792e-02	2.169284e-01	1.175428e-01	0	2.028370e-01	3.121296e-01	2.936783e-01	3.552864e-01	6.199406e-02	2.437895e-01	0	0	0	1.524678e-01	1.920709e-01	2.737550e-01
LN_49394	8.447972e-02	2.744816e-01	1.102380e-01	2.823229e-03	1.880300e-01	2.949260e-01	1.541531e-01	4.113212e-01	7.819206e-02	1.873012e-01	2.393933e-03	0	1.830318e-02	2.000250e-01	1.279711e-01	2.332349e-01
Peritoneal_49396	1.167979e-01	1.200281e-01	1.820765e-01	0	1.972693e-01	2.611863e-01	2.956177e-01	4.051742e-01	9.307146e-02	1.752601e-01	0	0	0	6.741655e-02	2.211279e-01	2.397409e-01
AbWall_49359	7.075099e-02	1.694169e-01	1.175587e-01	5.800619e-03	1.979182e-01	4.023406e-01	2.569778e-01	2.973579e-01	3.676175e-02	1.889164e-01	9.952834e-02	7.656044e-02	0	2.533148e-01	2.030915e-01	3.076817e-01
AbWall_48574	9.582864e-02	1.604245e-01	1.009732e-01	5.145108e-03	2.981894e-01	2.863842e-01	3.210331e-01	2.976062e-01	0	1.923613e-01	4.991939e-02	3.255295e-02	0	2.988937e-01	1.259074e-01	2.889607e-01
Lung_48586	8.031384e-02	2.275306e-01	7.065286e-02	0	2.734196e-01	2.334498e-01	3.580588e-01	2.337715e-01	1.215438e-01	7.643699e-02	0	1.304709e-01	1.201062e-02	2.274724e-01	1.333119e-01	1.616773e-01
LN_49362	5.409289e-02	3.008943e-01	8.701133e-02	3.453701e-02	2.206911e-01	3.797263e-01	3.580184e-01	2.569772e-01	0	1.347073e-01	4.986288e-02	4.758786e-03	0	2.783992e-01	2.478024e-01	3.912432e-01
LN_49363	6.158568e-02	4.109747e-01	9.217021e-02	3.461095e-02	2.220427e-01	4.091577e-01	3.047566e-01	2.472839e-01	0	8.483324e-02	7.989317e-02	0	0	2.061784e-01	2.508069e-01	4.065413e-01
Liver_48584	1.338285e-01	1.390399e-01	8.447446e-02	8.284984e-03	2.814682e-01	2.293682e-01	4.482914e-01	2.209997e-01	0	1.402099e-01	2.172314e-02	1.873292e-02	6.807700e-04	3.211408e-01	1.993125e-01	2.508975e-01
LN_49364	6.745927e-02	1.737049e-01	9.564126e-02	5.513548e-02	2.084034e-01	4.334410e-01	3.622739e-01	2.695183e-01	0	1.624334e-01	4.848608e-02	0	0	2.669909e-01	2.396024e-01	4.252821e-01
LN_48581	7.496345e-02	2.245261e-01	1.205909e-01	0	2.161982e-01	2.010367e-01	3.761543e-01	2.237162e-01	0	1.711617e-01	1.637713e-01	0	2.577975e-02	2.874744e-01	1.030920e-01	1.414687e-01
Peritoneal_53863	8.067265e-02	1.850131e-01	1.107400e-01	7.765404e-03	1.802841e-01	2.533630e-01	2.666203e-01	3.428376e-01	3.664132e-02	2.153830e-01	1.297610e-01	6.122907e-02	0	2.253472e-01	2.509029e-01	2.540345e-01
Fat_48577	1.161930e-01	2.270393e-01	8.849391e-02	0	2.627893e-01	2.830059e-01	3.389667e-01	2.614012e-01	1.022493e-01	1.720966e-01	1.609620e-01	5.062647e-02	0	1.865762e-01	1.452132e-01	2.496269e-01
Colon_48613	9.780818e-02	1.427443e-01	7.193064e-02	2.683314e-02	2.494037e-01	2.221481e-01	3.902414e-01	2.269337e-01	0	2.556981e-01	9.339736e-02	6.707025e-02	4.344673e-02	1.767538e-01	1.878369e-01	1.706541e-01
Liver_49370	3.030732e-01	9.618879e-02	9.013077e-02	0	2.417814e-01	3.277005e-01	3.085632e-01	2.448720e-01	0	1.033625e-01	0	1.041665e-01	0	2.542175e-01	1.787986e-01	2.411956e-01
Liver_48591	6.966999e-01	1.119830e-01	4.813433e-02	0	3.507105e-01	3.742561e-01	3.660345e-01	1.110243e-01	0	2.369092e-02	0	2.255536e-02	0	1.274581e-01	1.308530e-01	2.334210e-01
Liver_49376	4.082557e-01	6.138865e-02	7.439564e-02	2.072722e-02	2.142708e-01	4.072817e-01	3.367218e-01	3.111931e-01	3.709217e-02	1.093595e-01	0	0	0	2.203940e-01	2.473487e-01	3.428340e-01
Liver_49375	3.575299e-01	3.882427e-02	7.930926e-02	2.775457e-02	2.053306e-01	4.048237e-01	3.253159e-01	3.329387e-01	4.219300e-02	1.086389e-01	0	0	0	2.378122e-01	2.621404e-01	3.429722e-01
Duo_49381	4.727227e-02	4.492023e-01	8.607408e-02	1.461145e-02	2.135098e-01	3.623296e-01	2.425799e-01	2.373523e-01	3.295296e-02	7.015193e-02	1.614855e-01	6.382042e-02	0	1.032566e-01	2.494445e-01	3.171786e-01
Peritoneal_48639	9.890403e-02	4.277294e-01	6.967033e-02	0	2.812274e-01	4.467174e-01	1.593664e-01	2.309787e-01	7.004875e-02	7.365230e-02	1.168528e-01	9.447261e-02	0	9.355447e-02	5.946349e-02	2.361635e-01
Peritoneal_49382	5.043896e-02	1.891665e-01	9.357314e-02	0	2.028532e-01	3.788617e-01	1.453110e-01	3.500169e-01	3.621221e-02	1.686442e-01	1.319300e-01	1.376406e-01	0	2.084226e-01	8.625429e-02	2.614356e-01
Liver_48648	4.331462e-01	1.565370e-01	3.847905e-02	2.836802e-05	2.620926e-01	4.337959e-01	2.049579e-01	2.109364e-01	0	1.541269e-01	6.747950e-02	1.003526e-01	0	1.854117e-01	1.675045e-01	2.805955e-01
Diaphragm_48638	5.249466e-02	2.746274e-01	7.933607e-02	0	2.472909e-01	4.200417e-01	2.585369e-01	2.533321e-01	0	1.958327e-01	1.129448e-01	1.036903e-01	0	1.934214e-01	1.716586e-01	2.276019e-01
Liver_48652	1.462805e-01	1.063112e-01	8.172687e-02	0	2.130350e-01	3.626426e-01	2.813054e-01	2.620106e-01	7.790275e-02	2.226893e-01	0	9.103921e-02	0	1.925989e-01	1.418796e-01	1.588861e-01
Diaphragm_49385	6.134876e-02	8.630043e-02	4.667288e-01	0	1.702730e-01	3.721708e-01	2.588080e-01	2.641300e-01	2.424990e-02	1.335442e-01	1.187034e-01	7.268534e-02	0	1.112836e-01	1.654652e-01	2.388201e-01
LN_48653	7.258041e-02	2.716596e-01	9.666292e-02	0	2.215481e-01	3.781038e-01	2.065096e-01	2.900703e-01	2.744943e-02	1.564568e-01	2.993324e-02	1.584811e-01	0	1.551006e-01	1.556407e-01	1.793289e-01
Lung_49386	9.184574e-02	9.975443e-02	1.119642e-01	1.735225e-02	2.030251e-01	3.486085e-01	2.547408e-01	1.811925e-01	7.675885e-01	0	6.156327e-02	2.913887e-03	0	6.020652e-02	2.858879e-01	3.068270e-01
Lung_53836	7.319089e-02	7.866709e-02	1.069331e-01	1.429907e-02	1.683762e-01	3.398618e-01	3.095919e-01	2.611782e-01	3.753456e-01	5.722419e-02	3.980651e-02	1.519515e-01	0	7.837011e-02	2.845887e-01	3.044911e-01
Liver_48659	3.371585e-01	1.806664e-01	3.125177e-02	0	2.587135e-01	3.627909e-01	2.708812e-01	2.421856e-01	9.616057e-02	2.000676e-01	0	7.265827e-02	0	1.461173e-01	1.636491e-01	2.419129e-01
Liver_49066	3.956108e-01	5.296719e-02	5.424569e-02	0	2.334008e-01	3.350791e-01	2.906401e-01	3.138863e-01	1.309405e-02	7.759498e-02	6.513549e-03	1.888550e-01	0	1.199625e-01	1.733244e-01	2.426746e-01
Liver_49065	4.850399e-01	1.234270e-01	0	0	2.421544e-01	3.139546e-01	3.350616e-01	1.818859e-01	1.195159e-02	1.234608e-01	1.332334e-01	9.199974e-02	8.534054e-03	5.585609e-02	9.116866e-02	2.330965e-01
Lung_49076	8.973940e-02	8.780288e-02	6.857687e-02	0	2.155546e-01	3.570039e-01	2.768836e-01	2.730312e-01	3.130675e-01	4.102231e-02	9.114990e-02	2.179911e-01	0	4.981609e-02	2.155107e-01	2.634329e-01
Lung_49068	1.053295e-01	5.663498e-02	7.418741e-02	3.033692e-04	2.226341e-01	3.163272e-01	2.079117e-01	2.303424e-01	6.831157e-01	7.332371e-03	5.635704e-02	9.038113e-02	0	9.755090e-02	2.304535e-01	2.409077e-01
LN_49067	6.066869e-02	2.239989e-01	4.922458e-02	0	2.335944e-01	3.329014e-01	2.855747e-01	3.302774e-01	0	3.894770e-02	3.641116e-02	2.175552e-01	0	1.460786e-01	1.902342e-01	2.180551e-01
Lung_56323	1.149467e-01	3.168082e-02	5.011508e-02	0	2.135349e-01	3.136639e-01	5.957541e-01	2.076684e-01	2.040663e-01	1.099204e-01	0	8.192092e-02	0	7.913796e-02	2.488234e-01	2.977061e-01
LN_56324	9.005747e-02	4.754664e-01	6.755362e-02	1.404504e-02	2.390342e-01	2.960068e-01	2.634442e-01	3.095787e-01	7.601617e-02	0	9.219143e-02	0	0	0	2.505174e-01	2.669973e-01
Liver_56325	3.553698e-01	1.297686e-01	2.345201e-02	0	2.075180e-01	2.878709e-01	3.014653e-01	2.708982e-01	6.824405e-02	1.375747e-01	9.465994e-02	4.567032e-02	0	1.306535e-01	2.295249e-01	2.306633e-01
Liver_56327	2.574227e-01	7.966676e-02	6.824230e-02	2.325403e-02	2.141831e-01	2.983329e-01	2.802426e-01	4.000830e-01	5.117908e-02	1.142741e-01	0	0	0	1.925977e-01	1.982835e-01	2.728685e-01
LN_56376	8.141927e-02	3.332051e-01	4.744782e-02	2.544709e-02	2.037281e-01	2.471455e-01	3.686010e-01	2.978428e-01	2.355288e-02	6.372297e-02	2.901385e-02	8.633480e-02	0	1.259985e-01	2.593941e-01	1.553200e-01
Liver_56378	3.712526e-01	4.021309e-02	1.471340e-02	0	2.074470e-01	2.297957e-01	2.785269e-01	3.354292e-01	1.862910e-02	2.136048e-01	5.940915e-02	5.813641e-02	0	1.646772e-01	2.245972e-01	1.778366e-01
Liver_56543	4.998959e-01	4.740619e-02	5.247627e-02	0	2.258435e-01	2.426699e-01	5.067643e-01	2.537639e-01	0	1.588033e-01	4.046898e-03	0	0	1.752715e-01	2.603774e-01	2.737736e-01
Liver_56329	6.318549e-01	2.283502e-02	5.633435e-02	2.942712e-02	2.226388e-01	3.428592e-01	4.268365e-01	1.963815e-01	3.825154e-03	6.783879e-02	1.533856e-03	0	0	7.018158e-02	1.703768e-01	3.164065e-01
AbWall_56380	8.995287e-02	1.454053e-01	1.050562e-01	0	1.901580e-01	1.909888e-01	2.375263e-01	3.141123e-01	8.828536e-02	2.663986e-01	1.901684e-01	4.281128e-02	0	1.069729e-01	2.250472e-01	1.846992e-01
Peritoneal_56381	1.097146e-01	1.221119e-01	1.343313e-01	1.546752e-04	1.936577e-01	2.078848e-01	3.841406e-01	2.804743e-01	2.923210e-02	2.051618e-01	1.147083e-01	5.549707e-02	0	2.178823e-01	2.689426e-01	1.986808e-01
Liver_56521	1.709379e-01	6.910868e-02	6.886638e-02	2.955966e-02	2.104899e-01	3.494134e-01	5.912994e-01	2.014168e-01	0	6.362453e-02	1.423829e-02	2.222511e-02	0	2.184498e-01	2.942031e-01	4.142693e-01
Liver_56532	1.012593e-01	6.222392e-02	6.539599e-02	3.487552e-03	2.216448e-01	4.593260e-01	4.211719e-01	2.093980e-01	1.585447e-01	3.071971e-02	9.346304e-03	1.213887e-01	2.781693e-04	6.858731e-02	2.159546e-01	3.122834e-01
Duo_56533	1.002440e-01	7.848484e-02	8.475602e-02	2.093530e-02	1.891058e-01	4.141977e-01	3.281610e-01	2.276478e-01	2.889476e-01	7.818718e-02	4.078810e-03	1.251580e-01	1.863094e-03	8.425332e-02	2.785328e-01	2.454718e-01
Liver_56522	2.496821e-01	0	4.183438e-02	1.030269e-02	2.041670e-01	4.172329e-01	5.322712e-01	2.174977e-01	0	3.837587e-02	0	1.178930e-01	0	1.028708e-01	2.267607e-01	5.001577e-01
Liver_56328	3.707431e-01	2.774889e-02	4.848753e-02	0	1.991833e-01	3.622943e-01	6.109814e-01	1.834963e-01	1.555223e-02	8.043986e-02	0	4.430646e-03	0	1.145141e-01	1.693505e-01	3.429646e-01
Liver_56524	6.670487e-01	6.978462e-02	4.162434e-02	2.046767e-02	1.845107e-01	3.163661e-01	1.847422e-01	2.439197e-01	1.274391e-01	9.277065e-02	1.078598e-01	4.077133e-02	0	5.002988e-02	2.163503e-01	3.336183e-01
Liver_56315	4.917399e-01	5.869862e-02	4.309015e-02	2.225928e-03	2.120369e-01	3.171365e-01	3.422745e-01	2.572386e-01	1.967134e-02	1.421075e-01	5.278238e-02	6.108460e-02	0	1.057077e-01	1.984869e-01	2.671590e-01
Liver_56317	5.865166e-01	4.382656e-02	4.791042e-02	0	2.284472e-01	3.202905e-01	2.778294e-01	2.487819e-01	6.695864e-02	1.017388e-01	2.756676e-02	1.839132e-02	0	1.327102e-01	1.756997e-01	2.585686e-01
Liver_56318	5.683335e-01	4.885100e-02	4.940977e-02	0	2.124260e-01	3.481514e-01	2.702893e-01	2.558453e-01	6.449125e-02	1.171721e-01	1.924881e-02	2.224722e-02	0	1.215002e-01	1.652720e-01	2.698726e-01
Peritoneal_56319	9.337579e-02	8.703696e-02	6.106303e-02	0	1.878457e-01	3.709622e-01	3.694841e-01	3.095817e-01	1.305293e-02	1.784912e-01	3.445269e-02	1.431072e-01	0	7.912271e-02	1.543938e-01	3.069397e-01
Peritoneal_56321	1.191437e-01	1.225539e-01	4.874263e-02	0	2.238586e-01	3.898442e-01	5.956696e-01	1.996698e-01	3.700650e-03	1.588732e-01	6.558604e-02	4.019645e-03	0	2.883143e-02	2.015499e-01	3.492150e-01
Plastic_54024	1.019561e-01	1.680600e-02	8.885924e-02	2.503754e-02	1.933289e-01	3.157469e-01	1.450863e-01	5.927583e-01	0	0	0	4.022426e-03	1.388264e-02	3.953845e-02	1.711353e-01	3.003659e-01
Pancreas_64511	1.692775e-01	5.198236e-02	1.012942e-01	4.178630e-01	2.272216e-01	2.323206e-01	1.900221e-01	2.903839e-01	5.233425e-02	0	0	1.636751e-02	1.354654e-01	0	2.384636e-01	2.340274e-01
Pancreas_64512	8.594588e-02	7.023691e-02	2.965064e-02	4.047232e-01	1.941105e-01	1.474147e-01	1.703073e-01	2.111915e-01	9.871470e-02	1.048431e-01	3.509229e-02	4.967563e-02	2.667859e-01	0	2.213390e-01	1.778304e-01
Pancreas_72615	6.917920e-03	3.886627e-01	3.951580e-02	1.404709e-01	1.962816e-01	1.522825e-01	1.411392e-01	2.823418e-01	7.307324e-03	1.943194e-01	1.651087e-01	0	1.309333e-01	1.356537e-02	1.607788e-01	2.012268e-01
Pancreas_64493	5.781092e-02	2.791034e-01	5.731422e-02	1.456911e-01	1.328126e-01	1.667462e-01	3.971325e-01	2.046563e-01	6.704712e-02	2.035357e-01	2.785469e-02	0	1.750895e-01	0	2.698719e-01	1.729488e-01
Liver_53839	7.495915e-01	1.830178e-01	6.104463e-02	3.033048e-02	1.870997e-01	3.603383e-01	1.363717e-01	2.427318e-01	1.444448e-01	3.855552e-02	2.344161e-02	2.799798e-03	0	0	2.108505e-01	2.420001e-01
LN_49081	8.771476e-02	5.840520e-01	9.801512e-02	3.265807e-02	2.787578e-01	3.251916e-01	2.140409e-01	2.883894e-01	6.928642e-02	0	1.174432e-02	0	0	0	2.024594e-01	2.736357e-01
Liver_49077	7.593820e-01	2.336794e-01	2.879728e-02	1.374890e-03	2.607620e-01	3.876030e-01	9.059734e-02	1.991306e-01	1.401298e-01	3.762416e-02	1.799491e-02	1.283015e-02	0	0	3.945344e-02	3.187441e-01
Liver_49078	4.229410e-01	3.074739e-01	8.660436e-02	5.023978e-03	2.533796e-01	3.984571e-01	1.389960e-01	2.747980e-01	8.088936e-02	1.732810e-01	0	0	0	0	3.258287e-02	3.070289e-01
Lung_53840	9.559417e-02	1.800752e-01	9.656316e-02	2.179722e-02	1.609544e-01	3.596362e-01	8.506277e-02	2.832010e-01	5.926346e-01	5.029687e-02	1.335680e-01	2.558980e-02	0	1.590678e-02	2.266443e-01	2.607343e-01
Liver_49074	7.334006e-01	2.606880e-01	2.035636e-02	3.153128e-03	2.737126e-01	3.144557e-01	3.090069e-01	1.299219e-01	1.266786e-01	1.660541e-02	2.557516e-02	0	0	0	1.447511e-01	2.946280e-01
Fat_49080	3.903938e-02	1.787609e-01	2.223773e-01	7.636119e-05	2.201926e-01	2.925433e-01	2.506725e-01	2.106072e-01	8.601673e-02	7.594524e-02	2.797043e-01	0	1.460925e-01	0	1.643800e-01	2.415630e-01
Fat_49079	7.834165e-02	1.608314e-01	5.099450e-01	1.701823e-02	2.398529e-01	3.903568e-01	2.091894e-01	1.916089e-01	2.921419e-02	7.645872e-02	2.505331e-01	0	0	0	7.281471e-02	2.969411e-01
Pancreas_49082	7.554881e-02	1.503611e-01	4.716445e-02	3.702208e-01	2.461887e-01	3.206691e-01	3.088321e-01	1.053340e-01	1.059345e-01	6.800724e-02	1.999107e-01	1.677629e-03	1.028297e-01	0	1.770952e-01	3.227648e-01
Liver_49088	8.426507e-01	1.157690e-01	9.281320e-02	1.053137e-02	2.228403e-01	4.247064e-01	1.701269e-01	1.725961e-01	8.352220e-02	1.430617e-02	0	2.446142e-03	0	2.122057e-02	1.294315e-01	3.399437e-01
Spleen_49093	1.351866e-01	4.299283e-01	9.992467e-02	7.975400e-02	2.383910e-01	4.246305e-01	3.796925e-01	1.891216e-01	1.145042e-01	0	2.408103e-03	0	0	0	3.100738e-01	3.633096e-01
