sampleID	D13.3_CAR-HPX	D15.6_CHAN-INTERFERON-PRODUCING-DENDRITIC-CELL	D16.14_GNF2-TTN	D12.9_GNF2-SERPINI2	D25.2_SCHLOSSER-MYC-AND-SERUM-RESPONSE-SYNERGY	D17.2_REACTOME-OLFACTORY-SIGNALING-PATHWAY	D11.5_JIANG-CORE-DUPLICON-GENES	D16.2_FINETTI-BREAST-CANCER-KINOME-RED	D13.11_NAKAMURA-LUNG-CANCER-DIFFERENTIATION-MARKERS	D15.7_FARMER-BREAST-CANCER-CLUSTER-5	D18.12_NIELSEN-LEIOMYOSARCOMA-CNN1-UP	D20.17_XENOBIOTIC-METABOLIC-PROCESS	D22.17_GNF2-TM4SF2	D20.11_GNF2-CDH3	D16.10_JIANG-CORE-DUPLICON-GENES	D22.4_REACTOME-OLFACTORY-SIGNALING-PATHWAY
Pancreas_54299	6.273903e-02	1.379447e-01	3.589176e-02	2.593469e-01	2.062453e-01	2.148107e-01	1.848068e-01	2.728812e-01	3.325059e-02	1.917245e-01	2.615892e-02	3.840501e-02	1.291513e-01	7.692859e-03	1.159526e-01	2.708881e-01
Pancreas_54313	1.137804e-02	2.410757e-01	2.992289e-02	2.199668e-01	1.756605e-01	2.818090e-01	1.160705e-01	3.541331e-01	0	2.410384e-01	4.464794e-02	2.319321e-02	1.105987e-02	1.283298e-01	1.539230e-01	2.881733e-01
Pancreas_54314	3.919020e-02	2.883069e-02	2.237987e-02	7.143379e-03	1.850731e-01	2.890752e-01	1.712443e-01	3.570136e-01	0	2.923030e-01	8.471787e-02	9.095195e-02	4.980325e-02	1.339001e-01	1.302792e-01	2.541200e-01
Pancreas_54294	8.431855e-02	7.353766e-02	2.381388e-02	2.889662e-01	1.924351e-01	2.072136e-01	2.699802e-01	2.184233e-01	6.504242e-02	1.406583e-01	0	4.137190e-02	9.462927e-02	3.800101e-02	1.548963e-01	2.467723e-01
Pancreas_54295	5.934601e-02	1.427803e-01	3.808530e-02	4.527414e-02	1.901155e-01	2.597297e-01	3.441766e-01	2.899425e-01	0	1.465291e-01	0	1.257274e-01	1.615768e-01	1.007351e-01	1.773046e-01	2.645902e-01
Pancreas_54173	9.153720e-02	0	3.953787e-02	2.407693e-01	1.901353e-01	1.835563e-01	3.562270e-01	2.721859e-01	0	1.257632e-01	0	8.116541e-02	9.223020e-02	6.887292e-02	1.546887e-01	2.052335e-01
Pancreas_54316	1.302898e-01	9.151620e-02	5.900044e-02	3.441569e-02	2.640864e-01	7.245817e-01	2.770195e-01	2.471634e-01	0	8.978238e-02	7.631089e-02	0	3.544485e-03	0	1.571866e-01	4.659002e-01
Pancreas_54317	4.250719e-02	9.497177e-02	3.363285e-02	6.074345e-02	1.969282e-01	4.177509e-01	2.724710e-01	2.622959e-01	0	1.798316e-01	1.151409e-03	1.500439e-01	2.581250e-02	8.905790e-02	1.243434e-01	2.830597e-01
Pancreas_54297	8.471931e-02	1.175187e-01	3.976447e-02	2.551809e-01	1.881735e-01	2.540514e-01	1.199485e-01	2.573475e-01	1.389636e-02	2.184901e-01	2.416617e-02	3.620804e-02	1.351744e-01	4.764443e-02	1.072805e-01	2.292567e-01
Pancreas_54300	2.615169e-02	1.846557e-01	3.880051e-02	1.618773e-02	2.089848e-01	2.919137e-01	1.089443e-01	3.603589e-01	8.665158e-02	2.180423e-01	1.587359e-01	7.184822e-02	6.659136e-02	8.967158e-02	1.032792e-01	3.031320e-01
Pancreas_54318	6.711626e-02	9.507907e-02	3.561341e-02	1.987076e-02	2.181623e-01	3.844858e-01	4.377968e-01	2.696329e-01	8.956903e-03	1.056828e-01	9.206838e-02	1.240474e-01	0	3.531627e-02	1.919283e-01	4.228521e-01
Pancreas_54296	3.100658e-03	2.000030e-01	4.719603e-02	2.267585e-03	1.999420e-01	2.525395e-01	3.064461e-01	2.664773e-01	1.211926e-02	1.276253e-01	1.721345e-01	1.164701e-01	9.743796e-02	1.051148e-01	1.750824e-01	2.757471e-01
Pancreas_54174	7.604136e-02	3.977966e-02	5.017648e-02	9.705015e-02	1.982760e-01	1.979585e-01	3.663815e-01	2.851924e-01	0	2.287997e-01	0	1.114004e-01	4.469946e-02	9.878127e-02	1.770384e-01	2.125993e-01
Pancreas_54298	8.181388e-02	9.284763e-02	3.664372e-02	2.735155e-01	1.928768e-01	2.122793e-01	1.326517e-01	2.435228e-01	2.570605e-02	2.174658e-01	5.412129e-02	1.483272e-02	1.519679e-01	3.228167e-02	1.230482e-01	2.471517e-01
Pancreas_54171	3.486329e-02	3.233253e-01	7.002292e-02	1.965986e-02	1.922718e-01	2.195119e-01	3.310000e-01	3.029108e-01	2.141040e-02	8.441999e-02	1.889206e-01	3.998093e-02	0	1.484214e-02	1.820577e-01	2.343660e-01
Pancreas_64496	1.242885e-02	3.953729e-01	7.874323e-02	2.964919e-02	2.207156e-01	1.436681e-01	3.305454e-01	2.415755e-01	2.150116e-02	1.186316e-01	3.073717e-01	0	2.681007e-04	2.247345e-03	2.630644e-01	1.999975e-01
Pancreas_56322	9.844644e-02	0	1.513094e-02	1.832654e-01	2.159105e-01	3.066334e-01	5.134774e-01	1.360419e-01	0	1.259075e-01	7.783477e-02	2.100385e-02	1.468283e-01	0	1.777648e-01	3.155843e-01
Pancreas_56326	1.144033e-01	1.526934e-01	6.631740e-02	0	1.935890e-01	3.663749e-01	5.151202e-01	2.849631e-01	4.296083e-02	1.370617e-01	9.810167e-02	0	0	2.322047e-02	1.746438e-01	3.283450e-01
Pancreas_56534	6.126709e-02	1.023219e-01	5.156945e-02	0	1.714686e-01	3.548186e-01	2.706842e-01	2.586377e-01	8.228206e-02	2.053218e-01	1.793571e-01	9.957388e-02	3.757658e-02	1.163975e-01	2.158686e-01	1.888452e-01
Pancreas_56531	2.268550e-01	2.666165e-01	7.368138e-02	0	1.798237e-01	3.129986e-01	1.739887e-01	2.568101e-01	9.769922e-02	1.032947e-01	3.400355e-01	2.903732e-02	3.655044e-03	5.972403e-02	1.970431e-01	3.183525e-01
Pancreas_56523	6.448040e-02	1.955437e-01	7.145328e-02	0	1.709694e-01	2.986386e-01	3.311492e-01	2.360845e-01	1.211788e-01	7.794001e-02	3.842088e-01	3.869270e-02	0	2.489481e-02	3.074349e-01	3.503138e-01
Pancreas_56316	1.145831e-01	7.704824e-02	3.834751e-02	8.571720e-02	2.018236e-01	2.466263e-01	3.473688e-01	1.813608e-01	1.064012e-01	5.860314e-02	1.631397e-01	1.999771e-02	3.076634e-01	9.041127e-03	2.545199e-01	2.493528e-01
Pancreas_56320	1.199323e-01	1.473913e-01	5.827734e-02	0	2.252767e-01	3.366287e-01	5.946702e-01	2.114079e-01	3.132531e-02	1.871819e-01	0	2.116906e-02	0	6.588898e-02	2.508942e-01	3.100763e-01
Pancreas_64497	9.884041e-02	7.450075e-02	3.175969e-02	4.416774e-01	1.893533e-01	1.625230e-01	2.023863e-01	2.428477e-01	1.306295e-01	5.942580e-02	9.114549e-02	4.656579e-02	1.856298e-01	0	1.616743e-01	2.020043e-01
Diaphragm_53852	8.711922e-02	9.647033e-02	1.606758e-01	5.949597e-02	1.856386e-01	4.162835e-01	1.716020e-01	5.654976e-01	5.790884e-02	1.807458e-01	2.339956e-02	0	0	0	1.834384e-01	3.891364e-01
Spleen_49347	7.743538e-02	2.120410e-01	1.439698e-01	0	1.963437e-01	3.143694e-01	3.320472e-01	4.480850e-01	1.164417e-01	1.695108e-01	6.575062e-02	0	0	0	1.723123e-01	2.799893e-01
Liver_49342	7.829933e-01	1.663900e-01	5.799956e-02	0	2.223693e-01	4.127908e-01	9.187694e-02	1.898875e-01	1.021016e-01	7.257608e-02	4.534010e-02	3.676549e-02	0	7.667071e-02	1.030658e-01	2.608759e-01
Diaphragm_49349	1.228668e-01	1.003613e-01	2.190736e-01	0	2.016753e-01	3.850242e-01	4.405915e-01	3.970173e-01	8.597040e-02	1.728079e-01	4.225325e-02	0	0	0	1.019031e-01	3.518692e-01
Diaphragm_53858	1.109881e-01	5.414011e-02	5.843887e-01	4.457613e-02	1.618620e-01	2.741751e-01	2.611391e-01	2.758985e-01	7.849560e-02	4.562307e-02	1.938759e-01	0	0	0	2.228360e-01	2.526651e-01
PelvicWall_53853	7.184809e-02	1.164603e-01	4.832202e-01	3.885617e-02	1.491815e-01	3.297233e-01	2.112814e-01	4.479764e-01	7.409628e-02	1.637875e-01	8.053299e-02	0	0	0	2.161937e-01	3.070975e-01
Fat_49339	8.908954e-02	1.876360e-01	1.461286e-01	1.330633e-02	1.875377e-01	3.511649e-01	2.693928e-01	4.759601e-01	1.105393e-01	1.865631e-01	6.550903e-02	0	0	0	2.086650e-01	2.553490e-01
Lung_49343	8.549671e-02	8.411950e-02	1.165713e-01	1.369089e-02	1.856292e-01	3.049035e-01	3.077082e-01	5.280485e-01	5.955686e-02	1.671732e-01	1.551834e-02	0	0	1.514439e-03	1.605198e-01	2.723618e-01
Pancreas_53854	9.890249e-02	2.456549e-01	1.418141e-01	1.008666e-02	1.936069e-01	4.036407e-01	2.124384e-01	4.174917e-01	1.059885e-01	1.687343e-01	1.761132e-01	0	0	0	2.320093e-01	3.057273e-01
Pancreas_49344	5.496660e-02	3.345471e-01	1.174731e-01	0	1.884456e-01	3.053033e-01	2.607559e-01	4.083995e-01	4.614119e-02	1.652458e-01	6.997290e-02	2.865521e-02	0	8.219012e-02	1.839737e-01	2.520742e-01
Pancreas_49345	8.249585e-02	1.101269e-01	1.265285e-01	8.988217e-03	1.910071e-01	3.250833e-01	4.096291e-01	4.586063e-01	6.150039e-02	2.308102e-01	2.475746e-03	0	0	0	1.930350e-01	2.919712e-01
Liver_49341	3.972198e-01	1.426399e-01	4.942972e-02	0	2.105945e-01	3.540004e-01	1.867250e-01	1.908849e-01	7.030067e-02	1.757579e-01	1.451138e-01	2.153898e-02	1.170632e-02	1.665928e-01	1.318454e-01	2.186038e-01
LN_49094	7.915857e-02	1.080396e-01	1.349251e-01	1.811803e-02	1.938565e-01	3.355923e-01	3.853227e-01	4.912117e-01	6.743443e-02	1.653978e-01	3.380842e-02	0	0	0	1.998342e-01	3.103894e-01
LN_49095	1.047688e-01	1.213778e-01	1.523981e-01	0	1.841802e-01	3.675270e-01	2.022363e-01	5.264232e-01	1.127941e-01	1.941495e-01	4.197134e-02	0	0	0	8.275552e-02	2.779139e-01
Pancreas_49348	7.222403e-02	7.422035e-02	1.015052e-01	4.560101e-02	2.089305e-01	3.979328e-01	3.978835e-01	4.762456e-01	4.081724e-02	1.616330e-01	0	0	0	0	2.349233e-01	4.053788e-01
Plastic_54279	3.645268e-02	5.133287e-02	8.044421e-02	0	1.879435e-01	2.378693e-01	7.007903e-02	6.047301e-01	3.013686e-02	4.110589e-02	4.398616e-03	0	0	2.458086e-01	1.130077e-01	2.312051e-01
Plastic_54025	7.144166e-02	3.756662e-02	7.376174e-02	1.264686e-02	1.870385e-01	3.159329e-01	5.587633e-02	5.899124e-01	4.228607e-02	0	0	0	0	2.516467e-01	1.035028e-01	2.897426e-01
