geneID	D13.3_CAR-HPX	D15.6_CHAN-INTERFERON-PRODUCING-DENDRITIC-CELL	D16.14_GNF2-TTN	D12.9_GNF2-SERPINI2	D25.2_SCHLOSSER-MYC-AND-SERUM-RESPONSE-SYNERGY	D17.2_REACTOME-OLFACTORY-SIGNALING-PATHWAY	D11.5_JIANG-CORE-DUPLICON-GENES	D16.2_FINETTI-BREAST-CANCER-KINOME-RED	D13.11_NAKAMURA-LUNG-CANCER-DIFFERENTIATION-MARKERS	D15.7_FARMER-BREAST-CANCER-CLUSTER-5	D18.12_NIELSEN-LEIOMYOSARCOMA-CNN1-UP	D20.17_XENOBIOTIC-METABOLIC-PROCESS	D22.17_GNF2-TM4SF2	D20.11_GNF2-CDH3	D16.10_JIANG-CORE-DUPLICON-GENES	D22.4_REACTOME-OLFACTORY-SIGNALING-PATHWAY
FLJ13769	1.005208e+00	1.211652e-01	1.081942e-01	5.363065e-01	0	0	1.672887e+00	8.422932e-02	9.047828e-01	4.684349e-01	5.690682e-01	0	6.370745e-01	3.602268e-01	2.947359e+00	0
FLJ14082	3.739538e-01	0	0	3.156205e-01	0	7.858170e-01	1.001491e+00	1.055969e+00	2.893338e-01	6.803949e-01	0	4.579453e-01	4.631422e-01	4.093524e-01	1.770591e+00	1.158176e+00
FLJ14100	3.191798e-01	0	2.766897e-01	2.341048e+00	1.101476e+00	7.646418e-01	7.562545e-01	7.849790e-01	2.619397e-01	0	4.645345e-01	4.735575e-02	0	3.765985e-01	5.639939e-01	1.995892e+00
FLJ14107	4.407713e-01	3.713243e-01	1.873277e-01	3.891924e-01	1.159442e+00	1.067759e+00	5.220613e-01	1.720875e-01	2.651669e-01	4.258329e-01	0	3.587330e-01	3.696217e-01	5.148142e-01	4.100297e-01	0
FLJ14126	3.422100e-01	4.793376e-02	8.286596e-01	2.899860e-01	0	8.519020e-01	5.885827e-01	7.533677e-01	2.847483e-01	4.106610e-01	4.161994e-01	1.499381e-01	4.284126e-01	3.432104e-02	3.705933e-01	1.864984e+00
FLJ14213	3.795574e-01	1.438210e+00	6.011774e-01	2.907414e-01	0	0	3.379754e-01	3.590742e-01	1.137250e+00	1.489690e+00	3.825910e-01	9.694038e-01	3.879771e-01	1.236871e+00	6.555941e-01	0
FLJ14327	6.691953e-01	6.092260e-01	8.674985e-02	8.421449e-01	2.798115e+00	1.557447e-01	2.228297e+00	2.244753e-01	3.867399e-01	6.485743e-01	2.119392e-02	9.222241e-03	6.197569e-01	3.144545e-01	1.775110e+00	1.667934e-02
FLJ14816	3.528523e-01	1.728283e-01	1.685053e-01	6.129495e-02	5.904439e-01	1.329872e+00	2.030214e-01	3.076102e-01	2.389988e-01	0	1.527269e-01	2.879959e-01	1.473632e-01	2.990702e-01	3.515345e-02	0
FLJ16165	2.693073e-01	8.330034e-02	3.882167e-01	1.962560e-01	1.595715e-03	7.912879e-01	5.088654e-01	8.286978e-01	1.802081e-01	2.470729e-01	2.380289e-01	0	2.625884e-01	1.112200e-01	4.186629e-01	1.768255e+00
FLJ16686	2.374231e-02	7.141047e-01	0	0	0	0	2.825410e-01	1.136790e-01	7.144475e-01	1.716391e-01	3.219693e-01	0	1.071062e-01	3.607763e-01	3.761016e-01	0
FLJ20021	8.936204e-01	9.031939e-01	9.915539e-01	1.257080e+00	1.446345e+00	1.543617e+00	1.247052e+00	1.067786e+00	9.308172e-01	6.787932e-01	1.040295e+00	5.966928e-01	9.966299e-01	1.306796e+00	1.000307e+00	1.378785e+00
FLJ20184	4.289635e-01	9.038795e-02	1.744286e-01	8.054297e-02	7.987684e-01	1.440899e+00	3.341968e-01	3.221854e-01	1.622912e-01	2.918431e-01	8.693954e-02	4.264504e-01	3.570501e-01	4.689477e-03	4.925339e-02	0
FLJ20323	7.545862e-01	7.649609e-01	1.658730e+00	1.182291e+00	5.933433e-01	6.327678e-01	5.580171e-01	1.629729e+00	6.745243e-01	1.591207e-01	6.646358e-01	4.270856e-01	6.186484e-01	4.697465e-01	7.034747e-01	9.200744e-01
FLJ20433	6.200290e-01	5.983188e-01	4.690527e-01	4.913063e-01	7.934497e-01	1.796388e+00	5.931319e-01	9.506329e-02	6.078600e-01	5.753134e-01	3.977390e-01	7.073982e-01	6.166385e-01	6.277667e-01	8.766626e-01	1.154219e-01
FLJ20464	3.996307e-01	2.489611e-01	2.730963e-01	2.469235e-01	1.262759e+00	3.248269e-01	7.598315e-01	7.983633e-01	2.720092e-01	1.688520e-01	3.517386e-02	7.714007e-02	5.111710e-01	0	4.833262e-02	7.676418e-01
FLJ20674	9.021181e-01	0	6.573115e-01	1.137009e+00	0	7.724193e-01	5.563415e-01	1.561404e+00	1.067911e+00	0	6.191842e-01	2.497979e+00	4.184648e-01	1.332095e+00	9.451194e-01	4.782221e-01
FLJ20712	2.378261e-01	0	1.682317e-01	5.901073e-01	2.254795e-01	7.063038e-01	8.316503e-01	5.609987e-01	1.108354e-01	3.062727e-02	2.195033e-01	0	0	3.886234e-01	6.996526e-01	1.824209e+00
FLJ21075	4.833689e-01	1.847125e-01	7.523914e-01	1.797805e-01	0	0	5.598556e-01	9.932803e-01	1.435479e-01	2.982653e-01	1.426817e-01	0	0	0	5.522431e-01	3.314181e-01
FLJ21272	7.335708e-01	4.947457e-01	2.939887e-01	1.047138e+00	4.408687e-01	2.120489e-01	1.674793e+00	2.920217e-01	4.071939e-01	5.725968e-01	3.594573e-01	0	3.897799e-01	5.046260e-01	3.165511e+00	2.691756e-01
FLJ21369	3.704005e-01	1.785035e-01	2.063467e-01	5.907672e-01	0	2.298377e-01	7.665910e-01	6.566648e-01	2.835014e-01	1.456449e-01	5.510966e-01	0	0	3.174522e-01	1.758945e+00	1.154558e+00
FLJ21408	1.325855e-01	0	0	9.311000e-02	0	2.681680e+00	2.702944e-01	4.583218e-01	0	9.624720e-02	2.250475e-01	2.459388e-01	0	0	6.797875e-01	8.285689e-01
FLJ21511	2.874704e-01	0	2.895510e-01	3.571587e-02	0	0	0	5.370898e-01	1.682696e+00	6.394201e-02	2.754078e-01	0	1.200691e-01	6.640708e-01	0	0
FLJ21865	9.644447e-01	8.154991e-01	8.395149e-01	1.241357e+00	2.010562e+00	1.234996e+00	2.037734e+00	2.238162e-01	7.478583e-01	6.253934e-01	2.259249e-01	5.363750e-01	4.882065e-01	2.418620e-01	3.469322e+00	7.410999e-01
FLJ22167	2.086330e-01	9.003029e-02	4.292631e-01	4.264134e-01	0	1.524239e+00	3.403121e-01	1.463709e+00	1.071291e+00	8.737353e-01	9.002548e-01	4.125237e-01	1.099417e+00	5.759935e-01	7.620837e-01	7.797434e-01
FLJ22184	1.466673e+00	1.525637e+00	1.332707e+00	1.282768e+00	6.831616e+00	5.810447e-01	1.621121e+00	1.837838e+00	1.147092e+00	5.261209e-01	7.203245e-01	7.993381e-01	1.058574e+00	7.009692e-01	4.369785e-01	7.870107e-01
FLJ22374	3.978886e-01	1.790123e-01	1.539410e-01	3.133820e-01	0	0	4.641387e-01	1.768420e+00	8.331373e-01	5.056979e-01	8.358263e-01	8.523412e-01	7.013039e-01	6.376539e-01	1.843736e-01	0
FLJ22536	4.868616e-01	7.017094e-01	3.410802e-01	6.735124e-01	8.593488e-02	7.027646e-01	1.343595e+00	0	7.484407e-01	2.708419e+00	1.008609e+00	6.711108e-01	5.310460e-01	9.540111e-01	1.579259e+00	1.116648e-02
FLJ22596	4.384638e-01	6.288602e-01	7.175965e-01	2.915645e-01	1.348286e+00	0	1.034631e+00	5.549633e-01	1.839380e-01	3.351711e-01	7.116909e-01	1.933789e-01	5.980874e-01	3.409127e-01	6.307235e-01	0
FLJ22662	8.974874e-01	6.025260e-01	1.231887e+00	1.521314e+00	0	1.118570e+00	1.303187e+00	2.188478e+00	1.236654e+00	1.517336e+00	9.531135e-01	2.221774e+00	1.464085e+00	2.476508e+00	1.619142e+00	1.255921e+00
FLJ22763	1.740299e+00	1.964276e-01	0	1.456523e-01	0	7.079286e-01	5.446287e-01	5.943115e-02	6.988707e-02	0	8.317714e-01	2.751487e+00	0	0	8.307579e-01	1.504053e+00
FLJ22795	8.366809e-01	1.206669e-01	1.121878e+00	1.339925e+00	9.825731e-01	1.503968e+00	2.049110e+00	1.019510e+00	1.004729e+00	6.202323e-01	1.581315e-01	1.162172e+00	1.131408e+00	1.317650e+00	2.840951e+00	1.151049e+00
FLJ23152	1.039446e-01	0	0	1.758635e+00	0	1.716813e+00	0	0	2.058553e+00	3.007710e-03	3.690411e-01	3.400618e-01	7.657414e-01	4.703732e-01	2.501536e-01	0
FLJ23185	7.962410e-01	6.977465e-01	5.402868e-01	9.372633e-01	1.813281e+00	8.410668e-01	2.507726e+00	2.859254e-01	8.727814e-01	8.557303e-01	3.328171e-01	0	5.913106e-01	2.585405e-01	3.040330e+00	5.758952e-01
FLJ23569	3.919709e-01	1.525221e+00	4.647373e-01	1.683253e-01	5.186036e-01	3.639477e-01	9.394263e-01	8.274444e-01	1.136690e+00	1.085074e+00	8.340142e-01	0	1.284636e+00	0	1.204425e+00	3.457307e-01
FLJ23834	3.000342e-01	1.564371e-01	3.159710e-01	1.962180e-01	0	9.975585e-01	3.544453e-01	6.019728e-01	1.271494e+00	5.728028e-01	5.873542e-01	9.355518e-01	6.639506e-01	4.317217e-01	1.303229e+00	2.380158e-01
FLJ23865	3.578489e-01	3.430821e-01	4.822462e-01	7.319985e-01	9.708398e-01	2.850907e+00	2.399809e-01	4.420654e-01	3.670730e-01	4.872212e-01	2.056901e-01	3.270983e-01	3.612980e-01	2.603083e-01	0	1.007828e-01
FLJ23867	6.598636e-01	1.553268e-01	4.284091e-01	1.221480e+00	1.428428e+00	1.160631e+00	1.264876e+00	5.371277e-01	7.641913e-01	7.890670e-01	2.149445e-01	1.887465e+00	5.228592e-01	2.562494e+00	9.333027e-01	1.133682e+00
FLJ25006	4.540932e-01	3.935409e-01	5.994745e-01	6.570611e-01	0	4.259760e-01	1.054379e+00	1.044017e+00	5.323456e-01	5.339667e-01	1.720572e-01	0	2.357401e-01	2.064883e-01	3.828771e+00	0
FLJ25037	2.882088e-01	0	1.405494e-01	2.710943e-01	3.305833e-01	1.188805e+00	9.126267e-01	2.105969e-01	2.194810e-02	0	7.861300e-02	2.311006e-02	0	0	9.159391e-01	1.376300e+00
FLJ25328	3.259678e-01	1.661898e-01	6.306798e-01	3.257282e-01	5.527364e-01	4.461459e-01	8.257569e-01	2.476540e-01	1.611733e-01	8.000592e-02	9.093217e-03	7.660453e-03	2.689627e-01	3.117482e-01	2.485253e-01	1.073097e+00
FLJ25404	4.884857e-01	0	3.636637e-01	2.177911e+00	1.004748e+00	2.536406e+00	1.078428e+00	1.328278e-01	2.493990e-02	0	3.976014e-01	1.788704e-01	0	2.049131e-01	4.073726e-01	2.280104e+00
FLJ25694	5.350912e-01	5.860882e-01	7.959275e-01	8.455525e-01	1.036707e+00	1.851166e+00	8.675518e-01	1.285602e+00	4.292668e-01	9.748292e-02	9.819508e-01	8.037242e-02	5.303736e-01	4.819065e-01	4.364643e-01	1.458562e+00
FLJ25715	3.213413e-01	1.555064e-01	1.587197e-01	5.091471e-02	1.191215e-01	8.445834e-01	1.283107e+00	0	0	0	0	3.278725e-01	2.557075e-01	4.306340e-01	0	5.359732e-01
FLJ25758	1.976202e-01	0	3.657770e-01	7.010358e-01	0	4.604727e-01	5.940133e-01	5.943518e-01	7.974935e-02	0	1.704616e-01	0	3.107401e-02	2.804560e-01	7.219052e-01	8.388236e-01
FLJ25770	3.746245e-01	2.370627e-02	2.046631e-01	4.165200e-01	0	0	1.477000e+00	5.892594e-01	9.217866e-02	3.900929e-01	6.288445e-01	0	3.951255e-01	2.889351e-01	5.089863e-01	4.486953e-01
FLJ27352	6.168579e-01	0	2.373656e+00	1.534093e+00	0	0	0	1.502215e+00	8.995134e-01	0	9.455432e-01	1.492371e+00	6.414980e-01	1.432095e-01	4.539960e-01	0
FLJ27365	8.578526e-01	4.942198e-01	2.517772e-01	1.310339e+00	1.893687e+00	4.726700e-01	2.009970e+00	3.086879e-01	9.783693e-01	6.588240e-01	4.875421e-01	3.836409e-01	9.190180e-01	7.878892e-01	2.811756e+00	0
FLJ30064	3.925739e-01	4.418319e-01	1.001271e+00	7.885287e-01	0	3.519930e-01	5.256413e-01	1.086529e+00	9.257618e-01	1.438563e+00	1.717426e+00	1.601412e-01	1.273155e-01	2.268272e-01	1.398978e+00	1.759939e-01
FLJ30403	3.719166e-01	1.829266e-01	3.211485e-01	1.398895e+00	5.206983e-01	2.472959e+00	6.655074e-01	3.428328e-01	2.344165e-01	0	4.262949e-01	0	3.092108e-01	5.677292e-01	9.293426e-01	1.709259e+00
FLJ30430	4.614478e-01	0	2.179155e-01	5.644443e-01	6.528385e-01	2.637984e+00	7.529827e-01	5.325334e-01	1.642603e-01	0	4.276469e-01	1.465380e-02	0	1.563176e-01	5.498869e-01	2.551507e+00
FLJ30594	7.579040e-02	0	6.332066e-02	2.121614e-01	0	5.104052e-01	9.271341e-02	7.196426e-01	2.916774e-01	2.756539e-01	2.500928e-01	3.558136e-01	8.010982e-01	2.991578e-01	4.462637e-01	9.777034e-01
FLJ30672	1.374869e-01	1.574318e-01	2.987540e-01	4.693777e-01	0	2.747543e+00	1.035520e-01	4.299670e-01	3.192939e-01	1.907344e-01	5.435884e-01	2.123633e-02	1.777241e-01	5.736446e-01	3.541356e-01	1.293456e+00
FLJ30679	3.513034e-01	0	6.105155e-02	2.293691e-01	0	8.314637e-01	3.702470e-01	8.058062e-01	1.894579e-01	0	2.764884e-01	0	0	0	5.433030e-01	1.918536e+00
FLJ30719	1.926286e-01	0	2.990236e-01	1.083856e+00	1.486823e-01	1.293314e+00	2.846761e-01	0	1.668419e-01	0	6.194188e-01	0	0	5.185874e-01	3.903654e-01	5.668185e-01
FLJ30851	6.551616e-01	7.778677e-01	4.832557e-01	1.872558e-01	5.254987e-01	0	1.257334e+00	9.253804e-01	8.601589e-01	1.415973e+00	1.820583e+00	6.706805e-02	5.321458e-01	0	2.503325e-01	1.437500e-01
FLJ30901	5.053047e-01	2.630246e-01	6.475955e-01	7.302112e-01	7.801341e-01	2.466923e+00	9.477951e-01	3.544500e-01	1.036850e+00	7.358827e-02	1.240621e+00	6.455316e-01	3.722647e-01	4.293758e-01	7.675639e-01	2.194598e+00
FLJ31306	1.219687e+00	9.591084e-01	1.317752e+00	1.236167e+00	8.345855e-01	1.209651e-01	1.378141e+00	1.270573e+00	1.067488e+00	2.401039e-01	7.532766e-01	4.435069e-01	9.196618e-01	2.487754e-01	2.249713e+00	0
FLJ31356	3.913991e-01	0	1.685016e+00	1.055055e+00	6.558399e-01	7.259475e-01	6.991557e-01	3.094427e-01	4.436757e-01	6.194632e-01	3.687924e-01	5.909118e-01	0	1.580557e+00	8.529190e-02	8.176518e-01
FLJ31485	1.771518e-01	4.586796e-01	5.827515e-01	3.429380e-01	2.287409e-01	9.778409e-01	7.984212e-01	6.205072e-01	5.351802e-01	5.848358e-01	8.617171e-01	0	5.328966e-01	1.847922e-01	7.021409e-01	1.823432e+00
FLJ31713	4.084848e-01	2.762854e-01	8.743788e-01	3.087480e-01	9.978165e-01	4.107794e-01	5.198900e-01	8.132118e-01	2.973472e-01	1.682980e-01	2.043368e-01	0	1.495035e-01	3.789090e-01	6.186250e-02	7.323260e-01
FLJ31715	5.610523e-01	2.990617e-01	7.904187e-01	6.675150e-01	0	1.905892e-01	0	1.116661e+00	4.146145e-01	3.339073e-01	3.983612e-01	4.915418e-01	5.750362e-01	4.496275e-01	0	0
FLJ31813	8.307736e-01	1.133558e-01	1.230702e+00	1.249151e+00	0	0	2.328928e-01	2.433177e+00	4.502787e-01	3.627583e-01	7.180643e-01	3.468480e-01	6.867333e-01	5.818586e-01	1.032830e+00	0
FLJ31958	4.618203e-01	1.215106e-01	5.013345e-01	1.403961e-02	0	2.311242e+00	2.005809e-01	6.223773e-01	2.076310e-01	1.918389e-01	3.286146e-01	0	4.866924e-01	4.171985e-01	6.263133e-01	1.215158e+00
FLJ32063	1.435557e-01	2.198535e-01	7.092498e-02	0	3.691975e-02	8.087204e-01	1.448064e-01	3.905714e-01	1.116430e-01	0	3.881638e-01	5.855194e-01	0	1.988208e-01	0	1.300180e-01
FLJ32065	7.301548e-01	7.509495e-01	1.118800e+00	9.884256e-01	9.510191e-01	1.113096e+00	1.162111e+00	1.414590e+00	7.150327e-01	3.547797e-01	7.216905e-01	0	1.097775e+00	5.848071e-01	1.027425e+00	1.018091e+00
FLJ32214	6.483194e-01	3.062572e-01	1.766849e-01	1.062565e+00	4.463275e+00	5.074102e-01	1.449830e+00	6.156945e-01	1.905206e-01	0	3.093523e-01	0	0	1.482958e-01	1.169506e-01	1.672783e+00
FLJ32252	3.236474e-01	2.671219e-01	5.146706e-01	3.433225e-01	6.223283e-02	6.637239e-02	7.315273e-01	6.834676e-01	4.484924e-01	1.781121e-01	1.421360e-01	0	8.149541e-01	4.403320e-01	3.598969e-01	7.795783e-01
FLJ32255	3.848103e-01	1.496236e+00	5.557298e-01	2.518352e-01	1.177488e+00	2.654156e-01	8.910738e-01	7.368916e-01	5.891700e-01	1.312215e-01	3.129525e-01	1.007006e-01	0	2.086904e+00	4.338870e-01	4.379230e-01
FLJ32575	2.723915e-01	0	0	2.413093e-01	6.550669e-01	2.958444e-01	1.006061e+00	4.197545e-01	2.779452e-02	0	0	2.261748e-01	0	1.710338e-01	7.334457e-01	5.623870e-01
FLJ32679	5.493886e-01	1.362264e-01	4.570846e-03	1.356122e+00	5.810043e-01	0	2.877408e+00	5.118231e-01	2.783171e-01	2.832088e-01	5.745935e-01	1.258993e-01	2.205796e-01	2.554720e-01	2.834507e+00	2.114617e-01
FLJ32682	1.333285e-01	3.584199e-01	1.546493e-01	5.108271e-02	5.666353e-01	0	2.562329e-01	1.484946e-01	4.546247e-02	9.538704e-02	1.983808e-02	1.534355e-01	2.368804e-01	2.509548e-01	0	0
FLJ32742	2.570933e-01	1.671059e-01	1.896747e-01	5.926231e-01	0	1.405033e+00	1.174799e-01	4.479170e-01	2.340788e-01	0	3.961595e-01	1.183997e-01	0	6.039386e-01	1.533832e-01	7.398164e-01
FLJ32756	3.300624e-01	0	6.938579e-02	4.389469e-01	0	1.269492e+00	2.694343e-01	3.642462e-01	1.543661e-01	1.256926e-02	1.472269e-01	5.965797e-01	1.496620e-01	1.763201e-01	2.180865e-01	1.187950e+00
FLJ33360	1.246468e-01	0	3.102672e-02	7.497943e-01	0	2.709388e+00	1.525634e-01	0	1.283718e-01	4.335557e-01	2.174415e-01	2.882914e-01	4.428329e-02	0	7.147402e-01	1.779014e-01
FLJ33534	4.214050e-01	4.863671e-01	4.172971e-01	4.371028e-01	1.122563e+00	1.663205e-01	8.885965e-01	3.338704e-01	2.294086e-01	0	0	0	1.665564e+00	2.724599e-01	9.085231e-01	2.291764e-01
FLJ33590	4.010464e-01	1.820391e-01	3.237958e-01	7.858136e-01	0	1.758991e+00	4.753537e-01	7.753099e-01	3.526599e-01	1.588713e-01	6.275065e-01	0	1.754458e-01	4.699618e-01	9.313158e-01	2.973531e+00
FLJ33630	4.977844e-01	1.984644e-01	8.073759e-01	4.703255e-01	0	2.547326e-01	6.173635e-01	2.784075e+00	4.638022e-01	3.952006e-01	1.047562e+00	3.198317e-01	6.044183e-01	0	3.418800e-01	3.500277e-01
FLJ33996	6.647684e-01	0	5.967968e-02	7.673518e-01	0	0	9.712538e-01	8.465296e-01	5.215220e-02	3.993004e-01	0	2.000216e-01	1.792952e+00	0	2.107406e+00	0
FLJ34047	3.746187e-01	6.969108e-02	1.806583e-01	1.247126e-01	6.077733e-01	8.368508e-01	7.576162e-01	4.640377e-01	1.135044e-01	0	1.289407e-01	0	0	0	3.620398e-02	1.533458e+00
FLJ34515	2.916042e-01	2.530931e-01	0	1.375917e-01	0	3.181428e-01	0	3.377094e-01	1.870676e+00	4.039091e-01	9.289244e-01	6.393130e-01	0	5.594976e-02	4.543856e-01	8.656215e-01
FLJ34651	1.681499e+00	2.881407e-01	2.436826e-01	1.701952e-01	0	1.286910e+00	4.075175e-01	5.503563e-01	3.398550e-01	3.461167e-01	4.126521e-01	3.126306e-01	9.821441e-01	6.027448e-02	4.974490e-01	1.747205e+00
FLJ34690	4.903783e-01	5.438796e-01	4.614364e-01	1.789843e-01	1.130311e+00	0	1.025281e+00	0	2.123375e-01	0	0	0	3.455677e-01	1.478251e-01	0	0
FLJ35024	3.555601e-01	0	9.194653e-01	1.053637e+00	8.637687e-02	9.536552e-01	5.230834e-02	7.819368e-01	2.148311e-01	6.046507e-02	8.441266e-01	0	4.492394e-01	0	0	0
FLJ35220	9.440569e-01	3.305151e-01	9.310071e-01	9.423732e-01	3.016496e-01	7.769168e-01	1.159509e+00	7.842172e-01	7.345617e-01	5.368765e-01	5.472524e-01	3.358159e-01	7.582319e-01	6.368838e-01	2.004509e+00	1.137844e+00
FLJ35379	1.739697e-02	4.904400e-01	2.688874e-01	3.169168e-01	3.467319e-01	9.358374e-01	1.041506e+00	5.062381e-01	2.342830e-01	0	6.666018e-01	2.781524e-01	5.676068e-02	3.607795e-01	2.029966e+00	1.032851e+00
FLJ35390	8.919491e-01	7.386156e-01	5.980682e-01	7.827145e-01	5.573104e+00	1.734452e+00	1.128195e+00	1.079684e+00	4.955723e-01	0	6.932088e-01	3.569795e-02	5.607002e-01	1.665267e-01	0	2.015382e+00
FLJ35409	1.514892e-01	6.286638e-02	1.136390e-02	0	3.344180e-01	4.388967e-01	2.181956e-01	8.073385e-01	7.624551e-02	9.976702e-02	0	0	1.619342e-01	0	2.314467e-01	6.887075e-01
FLJ35700	2.763245e-01	2.357876e-01	3.099675e-01	4.524958e-01	1.367322e+00	1.088429e+00	6.167018e-01	1.272110e-01	6.378550e-01	1.151485e-01	1.634278e-01	3.550213e-01	1.660838e-01	9.862670e-02	0	0
FLJ35767	4.483356e-01	0	6.709256e-01	6.655924e-01	3.700013e-01	1.431813e-01	1.013309e+00	1.887863e+00	0	0	7.099158e-02	0	9.169956e-02	1.845058e-02	1.215418e+00	0
FLJ35946	2.224679e-01	1.255228e-02	1.858095e-01	4.307456e-01	7.366210e-01	7.065330e-01	5.771851e-01	5.621512e-01	1.526652e-01	0	1.330988e-01	4.302798e-02	3.212413e-01	1.282198e-01	6.233967e-01	1.149614e+00
FLJ36000	2.268994e-01	0	7.316307e-02	3.948817e-01	0	1.636086e+00	3.444253e-01	7.089304e-01	4.360869e-01	4.163777e-01	2.955336e-01	0	3.179365e-02	0	9.428836e-01	2.259304e+00
FLJ36031	9.367131e-01	1.177949e+00	1.343231e+00	5.227392e-01	8.984942e-01	1.100558e+00	6.271668e-01	1.166279e+00	9.194275e-01	8.976770e-01	1.232195e+00	6.712193e-02	4.405044e-01	6.862384e-01	0	1.163048e+00
FLJ36070	6.110139e-01	1.712164e-01	4.129004e-01	2.224353e+00	3.765631e+00	1.312342e+00	1.385025e+00	7.688536e-01	3.013454e-01	0	5.090643e-01	0	0	2.795586e-01	1.020340e+00	2.328576e+00
FLJ36116	2.591081e-01	0	3.574899e-02	1.701975e-01	8.145018e-02	2.869917e+00	6.632534e-01	4.779969e-01	2.263147e-01	4.038604e-01	4.065235e-01	1.748754e-01	2.744057e-01	9.922657e-02	7.337953e-01	2.529705e+00
FLJ36131	0	0	0	4.480999e-01	0	2.597175e+00	0	1.514445e-01	9.134657e-02	3.959904e-01	1.133145e-01	7.379308e-02	0	0	7.432297e-01	0
FLJ36208	3.947021e-01	6.221016e-01	5.669309e-01	3.357218e-01	0	1.424044e+00	7.179272e-01	6.829181e-01	9.164369e-01	6.136092e-01	3.838019e-01	0	7.621929e-01	5.880004e-01	7.208414e-01	1.320047e+00
FLJ36644	4.802097e-01	4.588818e-01	1.405230e+00	5.647805e-02	0	0	1.969222e-01	6.502886e-01	1.157025e+00	4.034873e-01	7.639889e-01	6.759185e-01	1.244314e+00	0	0	0
FLJ36840	1.241834e+00	6.348272e-02	1.970317e-01	1.504743e+00	1.014746e+00	3.025281e-01	2.232623e+00	6.773959e-01	2.417721e-01	2.684834e-01	0	8.113773e-01	1.163793e+00	4.687378e-01	3.261445e+00	2.612211e-01
FLJ36848	4.974593e-01	5.616928e-01	7.902760e-01	4.855309e-01	1.990683e+00	1.313646e+00	7.890050e-01	6.403134e-01	2.638959e-01	1.434121e-01	2.642972e-01	0	3.116841e-01	5.101841e-01	0	1.007633e+00
FLJ37035	4.261433e-01	0	3.844149e-01	1.067657e+00	0	0	3.726041e-02	1.201961e+00	2.159202e-01	0	4.756534e-01	1.320857e-01	7.145899e-01	0	9.755529e-01	0
FLJ37060	3.080094e-01	2.463540e-01	1.629544e-01	2.496324e-01	4.034565e-01	0	7.221798e-01	2.420276e-01	5.969668e-02	0	0	1.017925e-02	2.177208e-01	1.907387e-01	0	0
FLJ37078	6.342618e-01	3.780509e-01	7.393164e-01	5.697435e-01	1.644531e+00	9.403767e-01	1.675021e+00	4.513844e-01	1.705807e-01	8.235872e-01	4.738093e-01	0	1.910282e+00	4.147718e-01	1.269795e+00	9.796115e-01
FLJ37201	1.925128e-01	6.708688e-02	1.055849e-01	3.910119e-01	1.823513e-01	0	2.484201e-01	5.948923e-01	8.351081e-02	0	3.199199e-02	0	5.058127e-01	2.597255e-01	5.695764e-01	0
FLJ37396	1.164872e-01	5.243955e-02	1.080911e-03	1.048251e-01	0	2.769017e-01	3.646944e-01	3.832301e-01	5.002723e-02	8.768610e-02	0	1.354573e-01	0	1.600923e-02	7.577867e-01	4.493603e-01
FLJ37464	5.385786e-01	2.677298e-01	1.115085e+00	6.405992e-01	0	0	2.034556e-01	3.212421e-01	7.170856e-01	3.325052e-01	1.212967e-01	2.480976e-01	1.861671e+00	0	2.108071e+00	0
FLJ37543	1.163178e-01	3.461363e-01	3.480437e-02	1.513100e-02	1.140172e+00	1.097498e+00	6.606305e-01	2.942635e-01	1.108811e-02	0	1.162643e-01	0	0	4.182917e-01	7.061472e-02	1.963576e-01
FLJ37644	1.583439e+00	0	2.981007e+00	3.562335e+00	0	0	7.462688e-01	0	3.979213e-01	0	2.589524e-02	1.872581e+00	2.631194e-01	1.830744e+00	1.584658e+00	0
FLJ37673	1.109262e-01	3.523321e-01	0	1.484915e-01	6.279954e-01	0	4.009717e-01	1.594417e-02	3.240357e-02	0	0	0	9.445368e-02	8.204751e-02	0	0
FLJ38359	9.295972e-01	4.543066e-01	6.180834e-01	1.770434e+00	1.328259e+00	1.036377e+00	1.795574e+00	1.189702e+00	1.243508e+00	9.501612e-01	5.948386e-01	2.025270e+00	1.191075e+00	1.661143e+00	2.801163e+00	1.072742e+00
FLJ38379	7.409212e-01	4.566543e-01	1.287090e-01	1.755079e+00	4.146221e+00	8.377038e-02	1.858359e+00	2.118439e-01	1.101120e-01	0	1.911261e-03	2.800457e-01	0	2.374657e-01	9.590864e-01	0
FLJ38576	5.875364e-01	5.893530e-02	2.601321e-01	7.422864e-02	1.493105e+00	1.801161e+00	6.717180e-01	2.369608e-01	8.170220e-02	2.315297e-01	3.641796e-01	1.625674e-01	7.345828e-03	7.139565e-02	0	7.332472e-01
FLJ38723	7.752356e-01	6.469413e-01	7.871068e-01	8.693451e-01	1.822886e+00	9.890355e-01	1.288770e+00	7.333588e-01	7.131979e-01	6.184212e-01	6.284363e-01	3.178843e-01	1.019424e+00	7.573918e-01	1.409472e+00	1.606105e+00
FLJ38773	9.958605e-02	6.342412e-02	0	8.272537e-02	3.348568e-01	0	9.209382e-01	7.089952e-02	0	0	0	0	5.100895e-01	3.427565e-01	7.005985e-01	0
